Dates,AFL
2018-06-20,44.720001220703125
2018-06-21,44.43000030517578
2018-06-25,44.189998626708984
2018-06-22,44.08000183105469
2018-06-26,44.0
2018-06-27,43.40999984741211
2018-06-28,43.209999084472656
2018-06-29,43.02000045776367
2018-07-02,42.88999938964844
2018-07-03,42.900001525878906
2018-07-05,43.040000915527344
2018-07-16,42.90999984741211
2018-09-18,43.36000061035156
2019-01-24,43.220001220703125
2019-09-05,42.4900016784668
2018-11-21,42.47999954223633
2020-01-13,42.599998474121094
2020-04-01,42.779998779296875
2020-06-19,42.939998626708984
2019-10-29,43.2599983215332
2020-01-16,42.88999938964844
2020-06-22,43.060001373291016
2018-10-03,43.47999954223633
2018-07-31,43.68000030517578
2019-03-12,43.779998779296875
2019-02-08,44.40999984741211
2019-01-07,46.310001373291016
2018-12-06,46.33000183105469
2019-08-19,46.540000915527344
2019-07-18,46.72999954223633
2019-05-15,46.36000061035156
2019-09-20,46.59000015258789
2019-11-01,46.63999938964844
2020-04-07,46.70000076293945
2020-06-25,46.869998931884766
2020-06-16,46.7599983215332
2019-11-04,46.47999954223633
2020-01-22,46.29999923706055
2019-11-07,46.5099983215332
2020-04-13,46.290000915527344
2019-07-01,46.5
2019-05-30,46.7599983215332
2018-08-15,46.779998779296875
2018-10-18,46.91999816894531
2019-03-27,46.599998474121094
2019-01-22,46.38999938964844
2018-12-21,46.66999816894531
2019-09-03,46.970001220703125
2018-11-19,46.779998779296875
2019-08-02,46.939998626708984
2020-01-28,46.5099983215332
2020-04-16,46.2400016784668
2019-11-13,46.56999969482422
2020-01-31,47.08000183105469
2018-12-04,46.88999938964844
2018-11-02,46.81999969482422
2019-07-16,46.77000045776367
2018-08-30,46.630001068115234
2018-10-01,46.310001373291016
2019-06-14,46.70000076293945
2019-05-13,47.209999084472656
2019-04-11,47.04999923706055
2019-02-06,47.2599983215332
2019-09-18,47.68000030517578
2020-02-03,47.88999938964844
2020-04-22,48.040000915527344
2019-11-19,47.70000076293945
2020-02-06,47.70000076293945
2019-11-22,47.040000915527344
2019-03-25,47.04999923706055
2019-02-21,47.06999969482422
2018-12-19,47.15999984741211
2018-07-12,47.09000015258789
2018-09-14,46.869998931884766
2018-08-13,46.599998474121094
2018-10-16,46.5
2019-07-31,47.130001068115234
2019-05-28,47.40999984741211
2019-04-26,46.33000183105469
2020-04-28,44.4900016784668
2019-11-25,44.04999923706055
2020-02-12,43.81999969482422
2020-05-01,44.18000030517578
2020-05-04,44.720001220703125
2019-06-12,44.20000076293945
2019-04-09,44.470001220703125
2019-03-08,44.279998779296875
2019-02-04,44.2599983215332
2018-07-27,42.70000076293945
2018-08-28,42.189998626708984
2019-01-03,41.70000076293945
2019-08-15,42.279998779296875
2018-10-31,43.13999938964844
2019-09-16,43.06999969482422
2020-02-18,42.869998931884766
2020-05-07,42.900001525878906
2018-08-17,43.709999084472656
2019-12-04,43.9900016784668
2020-02-21,45.060001373291016
2018-12-17,45.209999084472656
2019-08-30,45.040000915527344
2018-11-15,44.439998626708984
2019-07-29,44.369998931884766
2019-06-27,43.95000076293945
2019-04-24,44.27000045776367
2018-07-10,44.56999969482422
2018-09-12,45.369998931884766
2019-02-19,44.290000915527344
2019-01-18,44.38999938964844
2020-02-24,44.470001220703125
2020-05-13,44.61000061035156
2019-12-10,44.54999923706055
2020-02-27,45.36000061035156
2019-12-13,45.400001525878906
2020-05-19,45.7400016784668
2019-03-06,46.06999969482422
2018-11-30,44.290000915527344
2019-08-13,43.54999923706055
2019-07-12,43.25
2019-06-10,43.040000915527344
2019-05-09,42.63999938964844
2018-07-25,42.900001525878906
2018-09-27,45.75
2018-10-29,44.61000061035156
2019-10-16,44.31999969482422
2019-12-16,44.540000915527344
2020-03-04,43.97999954223633
2020-05-22,43.400001525878906
2019-10-01,43.22999954223633
2019-12-19,42.33000183105469
2018-09-10,44.13999938964844
2019-05-24,44.97999954223633
2018-08-09,44.95000076293945
2019-04-22,45.560001373291016
2019-03-21,45.52000045776367
2019-01-16,44.369998931884766
2019-08-28,44.91999816894531
2018-11-13,45.15999984741211
2018-10-12,45.29999923706055
2019-06-25,45.20000076293945
2020-03-10,45.77000045776367
2020-05-28,45.689998626708984
2019-10-07,45.93000030517578
2020-03-13,46.400001525878906
2019-10-10,46.810001373291016
2020-03-16,47.31999969482422
2020-06-03,47.70000076293945
2018-11-28,47.38999938964844
2018-09-25,47.63999938964844
2018-07-23,47.33000183105469
2018-08-24,47.56999969482422
2019-07-10,47.349998474121094
2019-05-07,47.11000061035156
2019-04-05,47.380001068115234
2019-03-04,47.70000076293945
2019-01-31,47.939998626708984
2019-09-12,48.02000045776367
2019-12-31,48.220001220703125
2020-03-19,48.400001525878906
2020-01-03,48.45000076293945
2020-06-09,48.18000030517578
2019-02-15,48.27000045776367
2019-01-14,48.939998626708984
2018-07-06,49.02000045776367
2018-08-07,48.599998474121094
2018-10-10,49.279998779296875
2018-12-13,48.9900016784668
2019-08-26,49.119998931884766
2019-07-25,48.900001525878906
2019-05-22,48.75
2019-03-19,48.959999084472656
2020-01-06,48.90999984741211
2020-03-25,48.9900016784668
2020-06-12,49.13999938964844
2019-10-22,49.16999816894531
2020-01-09,49.060001373291016
2020-06-15,49.150001525878906
2019-10-25,48.95000076293945
2020-03-31,48.630001068115234
2020-06-18,48.54999923706055
2019-04-03,49.06999969482422
2018-08-22,49.15999984741211
2018-10-25,49.38999938964844
2019-01-29,49.70000076293945
2018-12-28,49.95000076293945
2018-11-26,50.25
2019-08-09,50.099998474121094
2019-07-08,49.459999084472656
2019-06-06,49.970001220703125
2019-09-10,49.459999084472656
2020-01-15,49.52000045776367
2020-04-03,49.83000183105469
2019-10-31,49.81999969482422
2020-04-06,49.70000076293945
2020-06-24,50.0
2018-11-09,49.880001068115234
2019-07-23,49.25
2019-06-21,48.7599983215332
2019-05-20,48.779998779296875
2019-04-18,49.0
2018-09-06,49.119998931884766
2018-10-08,49.040000915527344
2019-02-13,49.209999084472656
2018-12-11,49.369998931884766
2019-09-25,49.5099983215332
2020-01-21,48.95000076293945
2020-04-09,49.59000015258789
2019-11-06,49.040000915527344
2020-01-24,48.91999816894531
2020-01-27,48.560001373291016
2020-04-15,48.90999984741211
2018-12-26,48.88999938964844
2019-08-07,49.18000030517578
2019-06-04,49.529998779296875
2018-09-21,49.720001220703125
2018-07-19,50.380001068115234
2018-08-20,50.220001220703125
2018-10-23,50.25
2019-05-03,50.4900016784668
2019-04-01,50.52000045776367
2019-02-28,50.11000061035156
2019-11-12,50.2400016784668
2020-01-30,50.4900016784668
2019-11-15,51.27000045776367
2020-04-21,50.470001220703125
2019-04-16,51.130001068115234
2019-03-15,51.310001373291016
2019-02-11,51.93000030517578
2019-01-10,52.18000030517578
2019-08-22,52.15999984741211
2018-11-07,51.95000076293945
2018-08-03,52.209999084472656
2018-09-04,51.52000045776367
2019-06-19,52.0099983215332
2019-09-23,51.29999923706055
2019-11-18,51.43000030517578
2020-02-05,51.56999969482422
2020-04-24,51.29999923706055
2019-03-29,52.43000030517578
2019-11-21,53.0
2020-04-27,53.7599983215332
2020-02-11,53.81999969482422
2020-04-30,54.54999923706055
2019-05-01,54.349998474121094
2019-02-26,54.040000915527344
2019-01-25,54.380001068115234
2018-12-24,54.470001220703125
2019-09-06,55.040000915527344
2018-07-17,54.54999923706055
2018-09-19,54.91999816894531
2019-08-05,55.13999938964844
2019-10-08,55.34000015258789
2019-12-11,54.95000076293945
2019-11-27,55.02000045776367
2020-02-14,54.95000076293945
2020-05-06,54.2400016784668
2019-01-08,54.54999923706055
2018-12-07,54.810001373291016
2019-08-20,55.81999969482422
2018-11-05,56.209999084472656
2019-07-19,56.849998474121094
2018-10-04,56.810001373291016
2019-06-17,56.650001525878906
2019-05-16,56.529998779296875
2018-08-01,56.5099983215332
2019-03-13,56.36000061035156
2019-12-03,56.88999938964844
2020-02-20,56.56999969482422
2019-12-06,56.11000061035156
2020-05-12,55.63999938964844
2019-12-09,56.130001068115234
2020-02-26,55.0
2020-05-15,55.060001373291016
2019-03-28,55.189998626708984
2018-09-17,53.91999816894531
2018-08-16,53.77000045776367
2018-10-19,53.88999938964844
2019-04-29,52.959999084472656
2019-01-23,52.880001068115234
2019-09-04,52.63999938964844
2018-11-20,52.310001373291016
2019-07-02,52.529998779296875
2019-05-31,51.36000061035156
2019-12-12,52.029998779296875
2020-05-18,52.11000061035156
2019-09-27,52.880001068115234
2020-03-03,52.880001068115234
2020-05-21,52.31999969482422
2019-05-14,52.91999816894531
2018-08-31,51.279998779296875
2018-07-30,52.06999969482422
2018-10-02,52.650001525878906
2019-04-12,52.68000030517578
2019-03-11,51.86000061035156
2019-02-07,48.97999954223633
2019-07-17,49.5099983215332
2019-09-19,48.36000061035156
2019-10-21,48.95000076293945
2019-12-18,48.97999954223633
2020-03-06,49.119998931884766
2019-10-03,49.599998474121094
2020-03-09,50.18000030517578
2020-05-27,50.380001068115234
2019-12-24,50.790000915527344
2020-03-12,51.130001068115234
2018-12-20,51.56999969482422
2019-08-01,51.08000183105469
2018-08-14,50.970001220703125
2018-07-13,51.400001525878906
2018-10-17,51.470001220703125
2019-05-29,51.77000045776367
2019-03-26,51.90999984741211
2019-02-22,52.439998626708984
2019-10-04,52.61000061035156
2019-11-05,52.560001373291016
2019-12-27,51.970001220703125
2020-06-02,52.349998474121094
2019-12-30,52.41999816894531
2020-03-18,52.16999816894531
2020-06-05,51.90999984741211
2019-07-15,51.88999938964844
2018-12-03,52.31999969482422
2019-06-13,51.540000915527344
2019-01-04,50.58000183105469
2018-08-29,51.18000030517578
2019-02-05,52.099998474121094
2018-11-01,51.95000076293945
2019-08-16,51.040000915527344
2019-04-10,51.5
2019-09-17,52.06999969482422
2019-10-15,52.439998626708984
2020-01-02,52.5099983215332
2020-06-08,52.83000183105469
2019-10-18,52.65999984741211
2020-03-24,52.650001525878906
2020-06-11,52.709999084472656
2020-01-08,52.900001525878906
2019-04-25,52.41999816894531
2019-07-30,52.470001220703125
2019-02-20,52.560001373291016
2018-07-11,53.2599983215332
2018-09-13,53.5099983215332
2018-10-15,53.58000183105469
2019-06-28,53.36000061035156
2018-12-18,53.15999984741211
2018-11-16,53.61000061035156
2019-10-02,53.45000076293945
2020-03-27,52.939998626708984
2020-01-10,53.70000076293945
2019-10-24,54.150001525878906
2020-03-30,54.13999938964844
2020-06-17,54.029998779296875
2020-01-14,53.970001220703125
2020-04-02,54.13999938964844
2019-01-02,54.18000030517578
2019-08-14,54.400001525878906
2018-10-30,54.38999938964844
2019-06-11,54.08000183105469
2019-05-10,54.130001068115234
2019-04-08,53.869998931884766
2018-08-27,53.9900016784668
2018-07-26,54.29999923706055
2018-09-28,54.72999954223633
2019-03-07,54.81999969482422
2019-10-30,54.84000015258789
2020-01-17,52.68000030517578
2020-06-23,51.72999954223633
2020-04-08,52.33000183105469
2020-06-26,52.720001220703125
2019-03-22,52.9900016784668
2019-01-17,53.04999923706055
2019-08-29,53.15999984741211
2018-11-14,53.04999923706055
2019-06-26,53.900001525878906
2018-09-11,53.16999816894531
2018-07-09,53.06999969482422
2018-08-10,53.11000061035156
2019-04-23,52.90999984741211
2019-09-30,52.9900016784668
2020-01-23,53.13999938964844
2019-11-08,52.540000915527344
2020-04-14,52.7599983215332
2019-11-11,52.619998931884766
2020-01-29,52.619998931884766
2020-04-17,52.7400016784668
2018-07-24,52.900001525878906
2018-09-26,53.349998474121094
2019-05-08,52.97999954223633
2019-03-05,52.83000183105469
2019-02-01,52.33000183105469
2018-12-31,52.4900016784668
2018-11-29,52.5
2019-08-12,52.06999969482422
2019-07-11,52.5
