Dates,AFL
2020-03-13,4011900.0
2019-10-10,3544700.0
2020-03-16,3449600.0
2020-06-03,5387900.0
2018-11-28,5943600.0
2018-09-25,2933100.0
2018-07-23,2730100.0
2018-08-24,2891300.0
2019-07-10,3255800.0
2019-05-07,2645500.0
2019-04-05,4422100.0
2019-03-04,7986900.0
2019-01-31,5461700.0
2019-09-12,4140900.0
2019-12-31,3358600.0
2020-03-19,3702200.0
2020-01-03,2789400.0
2020-06-09,2641300.0
2019-02-15,3303300.0
2019-01-14,2554300.0
2018-07-06,2104900.0
2018-08-07,2429800.0
2018-10-10,3380400.0
2018-12-13,2902700.0
2019-08-26,2967700.0
2019-07-25,3898800.0
2019-05-22,2923200.0
2019-03-19,3081600.0
2020-01-06,2347200.0
2020-03-25,2783000.0
2020-06-12,4440300.0
2019-10-22,3062300.0
2020-01-09,2672600.0
2020-06-15,2434000.0
2019-10-25,2187500.0
2020-03-31,2957500.0
2020-06-18,2542300.0
2019-04-03,2236200.0
2018-08-22,2530600.0
2018-10-25,2381400.0
2019-01-29,2376800.0
2018-12-28,6845500.0
2018-11-26,2897600.0
2019-08-09,2448600.0
2019-07-08,3006100.0
2019-06-06,3080700.0
2019-09-10,3596700.0
2020-01-15,2244100.0
2020-04-03,2212700.0
2019-10-31,2318900.0
2020-04-06,1983300.0
2020-06-24,4071100.0
2018-11-09,4066200.0
2019-07-23,3630100.0
2019-06-21,5489300.0
2019-05-20,2525200.0
2019-04-18,3149900.0
2018-09-06,3303600.0
2018-10-08,3082000.0
2019-02-13,2493300.0
2018-12-11,3147200.0
2019-09-25,3611500.0
2020-01-21,4309000.0
2020-04-09,3326600.0
2019-11-06,3103300.0
2020-01-24,4271900.0
2020-01-27,2234000.0
2020-04-15,3495000.0
2018-12-26,2436800.0
2019-08-07,2939300.0
2019-06-04,2853600.0
2018-09-21,2563200.0
2018-07-19,4202800.0
2018-08-20,3472900.0
2018-10-23,2559200.0
2019-05-03,2249700.0
2019-04-01,2306300.0
2019-02-28,2950300.0
2019-11-12,2641700.0
2020-01-30,3091500.0
2019-11-15,3742000.0
2020-04-21,4021300.0
2019-04-16,3154600.0
2019-03-15,3574900.0
2019-02-11,2456800.0
2019-01-10,2905700.0
2019-08-22,3161300.0
2018-11-07,2556100.0
2018-08-03,2177200.0
2018-09-04,2607800.0
2019-06-19,2540200.0
2019-09-23,4302100.0
2019-11-18,2603800.0
2020-02-05,1907300.0
2020-04-24,2448700.0
2019-03-29,4181400.0
2019-11-21,3319600.0
2020-04-27,3046600.0
2020-02-11,3297700.0
2020-04-30,2343700.0
2019-05-01,2942900.0
2019-02-26,2685200.0
2019-01-25,2571000.0
2018-12-24,2890900.0
2019-09-06,2923600.0
2018-07-17,1769600.0
2018-09-19,2554900.0
2019-08-05,2619300.0
2019-10-08,3248600.0
2019-12-11,4826900.0
2019-11-27,3910700.0
2020-02-14,2674500.0
2020-05-06,2779200.0
2019-01-08,2979300.0
2018-12-07,3337200.0
2019-08-20,2890000.0
2018-11-05,2560800.0
2019-07-19,1599400.0
2018-10-04,2153500.0
2019-06-17,1855700.0
2019-05-16,2536200.0
2018-08-01,2202900.0
2019-03-13,2830900.0
2019-12-03,2209100.0
2020-02-20,3026600.0
2019-12-06,3330500.0
2020-05-12,2843700.0
2019-12-09,2136500.0
2020-02-26,3987600.0
2020-05-15,3105700.0
2019-03-28,2388900.0
2018-09-17,6052000.0
2018-08-16,3158300.0
2018-10-19,4372900.0
2019-04-29,3568100.0
2019-01-23,2697700.0
2019-09-04,5368700.0
2018-11-20,4429000.0
2019-07-02,3600900.0
2019-05-31,4235700.0
2019-12-12,3750200.0
2020-05-18,3378200.0
2019-09-27,2968600.0
2020-03-03,2279800.0
2020-05-21,1920100.0
2019-05-14,2745600.0
2018-08-31,3354900.0
2018-07-30,2790500.0
2018-10-02,2738300.0
2019-04-12,2677700.0
2019-03-11,2558100.0
2019-02-07,8496800.0
2019-07-17,5260500.0
2019-09-19,4366800.0
2019-10-21,3295100.0
2019-12-18,3849300.0
2020-03-06,3194700.0
2019-10-03,3264000.0
2020-03-09,3867900.0
2020-05-27,3775100.0
2019-12-24,2916100.0
2020-03-12,2922100.0
2018-12-20,3388800.0
2019-08-01,3046700.0
2018-08-14,3967200.0
2018-07-13,3255400.0
2018-10-17,3090000.0
2019-05-29,3827000.0
2019-03-26,2512600.0
2019-02-22,2531500.0
2019-10-04,2234200.0
2019-11-05,2449500.0
2019-12-27,6646200.0
2020-06-02,3216200.0
2019-12-30,3654900.0
2020-03-18,3659900.0
2020-06-05,3953000.0
2019-07-15,3625700.0
2018-12-03,4004700.0
2019-06-13,3412400.0
2019-01-04,4182300.0
2018-08-29,3125700.0
2019-02-05,3162300.0
2018-11-01,2777100.0
2019-08-16,3065500.0
2019-04-10,2682900.0
2019-09-17,2578200.0
2019-10-15,3663000.0
2020-01-02,2594900.0
2020-06-08,2781800.0
2019-10-18,3347900.0
2020-03-24,2067000.0
2020-06-11,3490100.0
2020-01-08,2819300.0
2019-04-25,2471800.0
2019-07-30,2764200.0
2019-02-20,2144700.0
2018-07-11,2749900.0
2018-09-13,2164700.0
2018-10-15,2248000.0
2019-06-28,1970500.0
2018-12-18,3395700.0
2018-11-16,2238700.0
2019-10-02,2171300.0
2020-03-27,3376500.0
2020-01-10,2784800.0
2019-10-24,2725300.0
2020-03-30,1849000.0
2020-06-17,1395200.0
2020-01-14,2033600.0
2020-04-02,1677800.0
2019-01-02,2175300.0
2019-08-14,2711700.0
2018-10-30,2934200.0
2019-06-11,2840100.0
2019-05-10,2053800.0
2019-04-08,1938900.0
2018-08-27,1856900.0
2018-07-26,2098000.0
2018-09-28,3997700.0
2019-03-07,2171200.0
2019-10-30,1270600.0
2020-01-17,5337100.0
2020-06-23,4934600.0
2020-04-08,3100000.0
2020-06-26,2861800.0
2019-03-22,2685400.0
2019-01-17,2020000.0
2019-08-29,2499700.0
2018-11-14,3552000.0
2019-06-26,2906400.0
2018-09-11,3896600.0
2018-07-09,4308700.0
2018-08-10,2818500.0
2019-04-23,2706500.0
2019-09-30,3001100.0
2020-01-23,6487300.0
2019-11-08,2477900.0
2020-04-14,984700.0
2019-11-11,1830500.0
2020-01-29,1730900.0
2020-04-17,1593100.0
2018-07-24,2326700.0
2018-09-26,3363200.0
2019-05-08,2125400.0
2019-03-05,2760700.0
2019-02-01,3922100.0
2018-12-31,2854900.0
2018-11-29,3646500.0
2019-08-12,2842800.0
2019-07-11,3201000.0
2019-09-13,3212500.0
2019-11-14,4637100.0
2020-04-20,3048600.0
2020-02-04,3369800.0
2020-04-23,2968700.0
2018-12-14,2523400.0
2019-08-27,3005700.0
2018-08-08,2793800.0
2018-10-11,2619600.0
2018-11-12,2576700.0
2019-07-26,1566400.0
2019-06-24,2552000.0
2019-05-23,4313400.0
2019-03-20,4109800.0
2019-01-15,3685200.0
2019-11-20,4929500.0
2020-02-07,3480500.0
2020-02-10,2341700.0
2020-04-29,2168600.0
2019-11-26,2026700.0
2020-02-13,2474400.0
2019-01-30,2568500.0
2018-08-23,2073500.0
2018-09-24,2210000.0
2018-11-27,2182600.0
2018-10-26,2623700.0
2019-07-09,2977600.0
2019-06-07,4080300.0
2019-05-06,4013900.0
2019-04-04,5292000.0
2019-09-11,6232300.0
2019-11-29,8944900.0
2020-05-05,6569000.0
2019-12-02,7325900.0
2020-02-19,7922500.0
2020-05-08,5574500.0
2019-05-21,6310800.0
2019-03-18,7871300.0
2018-09-07,6962000.0
2018-08-06,5903400.0
2018-10-09,6057800.0
2019-02-14,6242000.0
2018-12-12,5979300.0
2019-07-24,7086300.0
2019-09-26,7493400.0
2019-10-28,7171300.0
2019-12-05,6985900.0
2020-05-11,6925700.0
2019-07-03,6025300.0
2020-02-25,14431000.0
2020-05-14,10739400.0
2020-02-28,6083000.0
2019-08-08,4315900.0
2019-06-05,7315700.0
2018-07-20,5237000.0
2018-08-21,4892600.0
2018-10-24,4690300.0
2019-04-02,5275800.0
2019-03-01,4625500.0
2019-01-28,4296900.0
2018-12-27,7065600.0
2019-09-09,2828200.0
2020-03-02,3347800.0
2020-05-20,3689500.0
2019-12-17,2878000.0
2020-03-05,3858400.0
2019-02-12,3377900.0
2019-01-11,3383400.0
2018-12-10,2363900.0
2019-08-23,3206900.0
2018-11-08,3482700.0
2019-07-22,3279900.0
2019-06-20,2445300.0
2018-09-05,3001300.0
2019-04-17,5603700.0
2019-09-24,3425200.0
2019-12-20,3522700.0
2020-05-26,3421600.0
2019-04-30,4079500.0
2019-12-23,2977600.0
2020-03-11,2570700.0
2020-05-29,2938800.0
2019-12-26,3698600.0
2020-06-01,4405000.0
2019-05-02,5193200.0
2019-02-27,10064000.0
2018-11-23,3832400.0
2019-08-06,3141600.0
2018-07-18,4786800.0
2018-09-20,4426000.0
2018-10-22,2875000.0
2019-07-05,3783300.0
2019-06-03,4554000.0
2019-10-09,4103800.0
2019-10-11,17390300.0
2020-03-17,5017900.0
2020-06-04,2849800.0
2019-10-14,3641700.0
2020-03-20,4657100.0
2018-11-06,3948900.0
2019-06-18,4033600.0
2019-05-17,3220900.0
2019-04-15,3830800.0
2019-03-14,5382300.0
2019-01-09,3265200.0
2018-08-02,3271300.0
2018-10-05,3449800.0
2019-08-21,3432000.0
2019-10-17,2835300.0
2020-03-23,7694300.0
2020-06-10,3532600.0
2019-02-25,3159600.0
2020-01-07,4040100.0
2020-03-26,2801800.0
2019-10-23,4875400.0
