Dates,KEY
2018-06-20,6597000.0
2018-06-21,8951500.0
2018-06-25,11344500.0
2018-06-22,12209500.0
2018-06-26,9384600.0
2018-06-27,9823900.0
2018-06-28,11001300.0
2018-06-29,13045700.0
2018-07-02,7420500.0
2018-07-03,4066100.0
2018-07-05,7059600.0
2018-07-16,5608900.0
2018-09-18,11707600.0
2019-01-24,9452400.0
2019-09-05,6665000.0
2018-11-21,9327000.0
2020-01-13,8151100.0
2020-04-01,5360700.0
2020-06-19,7540700.0
2019-10-29,9153000.0
2020-01-16,14906800.0
2020-06-22,12437500.0
2018-10-03,11366500.0
2018-07-31,11783500.0
2019-03-12,10291900.0
2019-02-08,9319600.0
2019-01-07,10989400.0
2018-12-06,10013400.0
2019-08-19,12636000.0
2019-07-18,9241900.0
2019-05-15,6948200.0
2019-09-20,9125700.0
2019-11-01,9531600.0
2020-04-07,8606800.0
2020-06-25,6563600.0
2020-06-16,5114900.0
2019-11-04,7941300.0
2020-01-22,7466900.0
2019-11-07,12176900.0
2020-04-13,9884100.0
2019-07-01,9573900.0
2019-05-30,7419200.0
2018-08-15,5264200.0
2018-10-18,11716600.0
2019-03-27,7803100.0
2019-01-22,7550300.0
2018-12-21,7607300.0
2019-09-03,6924200.0
2018-11-19,5955500.0
2019-08-02,5248400.0
2020-01-28,5499400.0
2020-04-16,4379700.0
2019-11-13,7655300.0
2020-01-31,6455700.0
2018-12-04,4988800.0
2018-11-02,11533400.0
2019-07-16,8249300.0
2018-08-30,9629700.0
2018-10-01,8729600.0
2019-06-14,18723000.0
2019-05-13,22428400.0
2019-04-11,10228200.0
2019-02-06,10906500.0
2019-09-18,18112000.0
2020-02-03,23372300.0
2020-04-22,16440000.0
2019-11-19,15076500.0
2020-02-06,6755800.0
2019-11-22,9679000.0
2019-03-25,7004400.0
2019-02-21,9283000.0
2018-12-19,7510400.0
2018-07-12,9871200.0
2018-09-14,8583600.0
2018-08-13,12865000.0
2018-10-16,9878500.0
2019-07-31,10601500.0
2019-05-28,9165500.0
2019-04-26,12279100.0
2020-04-28,12541000.0
2019-11-25,19927800.0
2020-02-12,16551300.0
2020-05-01,15342400.0
2020-05-04,16048700.0
2019-06-12,28606900.0
2019-04-09,20214800.0
2019-03-08,21731300.0
2019-02-04,21045100.0
2018-07-27,14335700.0
2018-08-28,15442400.0
2019-01-03,15385500.0
2019-08-15,16011100.0
2018-10-31,15856900.0
2019-09-16,13950600.0
2020-02-18,12096400.0
2020-05-07,10643200.0
2018-08-17,11368800.0
2019-12-04,9807000.0
2020-02-21,11005000.0
2018-12-17,10284900.0
2019-08-30,13575700.0
2018-11-15,9408900.0
2019-07-29,11753200.0
2019-06-27,14790700.0
2019-04-24,10694200.0
2018-07-10,10142800.0
2018-09-12,10179000.0
2019-02-19,10806200.0
2019-01-18,15389600.0
2020-02-24,4678200.0
2020-05-13,10862000.0
2019-12-10,7701500.0
2020-02-27,7261000.0
2019-12-13,7564600.0
2020-05-19,11216300.0
2019-03-06,9637500.0
2018-11-30,13063800.0
2019-08-13,12624000.0
2019-07-12,12243900.0
2019-06-10,15489400.0
2019-05-09,14318200.0
2018-07-25,14673800.0
2018-09-27,12764300.0
2018-10-29,19489900.0
2019-10-16,12471700.0
2019-12-16,14481200.0
2020-03-04,17657500.0
2020-05-22,14038300.0
2019-10-01,23957700.0
2019-12-19,6926100.0
2018-09-10,11627600.0
2019-05-24,12227600.0
2018-08-09,8691100.0
2019-04-22,9140600.0
2019-03-21,7710700.0
2019-01-16,12083300.0
2019-08-28,8759400.0
2018-11-13,9167100.0
2018-10-12,12223400.0
2019-06-25,8926300.0
2020-03-10,7017700.0
2020-05-28,8383600.0
2019-10-07,13519600.0
2020-03-13,9411500.0
2019-10-10,15318900.0
2020-03-16,23946200.0
