Dates,WAT
2018-06-20,195.57000732421875
2018-06-21,193.38999938964844
2018-06-25,194.5800018310547
2018-06-22,193.02999877929688
2018-06-26,192.97000122070312
2018-06-27,194.80999755859375
2018-06-28,193.94000244140625
2018-06-29,195.4199981689453
2018-07-02,194.13999938964844
2018-07-03,194.74000549316406
2018-07-05,195.22000122070312
2018-07-16,197.00999450683594
2018-09-18,200.25
2019-01-24,200.69000244140625
2019-09-05,198.58999633789062
2018-11-21,198.66000366210938
2020-01-13,199.35000610351562
2020-04-01,194.97999572753906
2020-06-19,196.5500030517578
2019-10-29,196.3800048828125
2020-01-16,198.5
2020-06-22,199.32000732421875
2018-10-03,198.52000427246094
2018-07-31,202.7899932861328
2019-03-12,197.52999877929688
2019-02-08,198.88999938964844
2019-01-07,198.2899932861328
2018-12-06,194.9199981689453
2019-08-19,197.8300018310547
2019-07-18,197.63999938964844
2019-05-15,195.10000610351562
2019-09-20,195.6699981689453
2019-11-01,197.4499969482422
2020-04-07,196.83999633789062
2020-06-25,196.8300018310547
2020-06-16,194.5399932861328
2019-11-04,191.8800048828125
2020-01-22,190.1699981689453
2019-11-07,189.02000427246094
2020-04-13,187.74000549316406
2019-07-01,188.8699951171875
2019-05-30,188.02000427246094
2018-08-15,188.60000610351562
2018-10-18,188.7899932861328
2019-03-27,188.58999633789062
2019-01-22,189.38999938964844
2018-12-21,189.86000061035156
2019-09-03,191.3699951171875
2018-11-19,192.2100067138672
2019-08-02,192.58999633789062
2020-01-28,191.2899932861328
2020-04-16,190.2100067138672
2019-11-13,189.3300018310547
2020-01-31,190.0
2018-12-04,192.83999633789062
2018-11-02,193.82000732421875
2019-07-16,194.75999450683594
2018-08-30,194.4499969482422
2018-10-01,194.38999938964844
2019-06-14,196.0500030517578
2019-05-13,199.66000366210938
2019-04-11,196.32000732421875
2019-02-06,195.85000610351562
2019-09-18,198.55999755859375
2020-02-03,198.80999755859375
2020-04-22,198.72999572753906
2019-11-19,197.0800018310547
2020-02-06,198.5800018310547
2019-11-22,196.64999389648438
2019-03-25,196.3300018310547
2019-02-21,195.77000427246094
2018-12-19,195.97999572753906
2018-07-12,194.17999267578125
2018-09-14,194.8000030517578
2018-08-13,193.1300048828125
2018-10-16,192.94000244140625
2019-07-31,189.0500030517578
2019-05-28,182.75999450683594
2019-04-26,182.58999633789062
2020-04-28,182.9600067138672
2019-11-25,182.50999450683594
2020-02-12,184.19000244140625
2020-05-01,188.25
2020-05-04,189.6300048828125
2019-06-12,190.3800048828125
2019-04-09,188.8800048828125
2019-03-08,186.8699951171875
2019-02-04,186.1199951171875
2018-07-27,182.92999267578125
2018-08-28,185.7100067138672
2019-01-03,186.58999633789062
2019-08-15,186.50999450683594
2018-10-31,189.22000122070312
2019-09-16,192.86000061035156
2020-02-18,193.9199981689453
2020-05-07,195.5500030517578
2018-08-17,197.1300048828125
2019-12-04,198.1699981689453
2020-02-21,199.25
2018-12-17,201.22000122070312
2019-08-30,200.55999755859375
2018-11-15,198.74000549316406
2019-07-29,199.44000244140625
2019-06-27,198.74000549316406
2019-04-24,199.17999267578125
2018-07-10,202.1300048828125
2018-09-12,200.61000061035156
2019-02-19,198.1199951171875
2019-01-18,197.9499969482422
2020-02-24,198.17999267578125
2020-05-13,199.72999572753906
2019-12-10,199.4199981689453
2020-02-27,202.5
2019-12-13,204.63999938964844
2020-05-19,199.6699981689453
2019-03-06,202.0399932861328
2018-11-30,202.64999389648438
2019-08-13,194.9199981689453
2019-07-12,195.17999267578125
2019-06-10,190.0500030517578
2019-05-09,191.97999572753906
2018-07-25,192.2100067138672
2018-09-27,192.07000732421875
2018-10-29,191.25999450683594
2019-10-16,190.67999267578125
2019-12-16,187.00999450683594
2020-03-04,187.49000549316406
2020-05-22,182.24000549316406
2019-10-01,182.25999450683594
2019-12-19,178.10000610351562
