Dates,WAT
2019-02-12,332200.0
2019-01-11,488500.0
2018-12-10,448800.0
2019-08-23,310800.0
2018-11-08,381500.0
2019-07-22,538100.0
2019-06-20,897200.0
2018-09-05,707500.0
2019-04-17,560600.0
2019-09-24,605300.0
2019-12-20,453700.0
2020-05-26,452900.0
2019-04-30,385900.0
2019-12-23,437900.0
2020-03-11,454800.0
2020-05-29,352200.0
2019-12-26,409200.0
2020-06-01,483500.0
2019-05-02,881400.0
2019-02-27,1183900.0
2018-11-23,656900.0
2019-08-06,501900.0
2018-07-18,435200.0
2018-09-20,400900.0
2018-10-22,351100.0
2019-07-05,587600.0
2019-06-03,598000.0
2019-10-09,452800.0
2019-10-11,1211900.0
2020-03-17,310100.0
2020-06-04,408400.0
2019-10-14,285300.0
2020-03-20,286800.0
2018-11-06,505500.0
2019-06-18,406000.0
2019-05-17,619500.0
2019-04-15,640300.0
2019-03-14,669200.0
2019-01-09,469000.0
2018-08-02,538000.0
2018-10-05,351700.0
2019-08-21,383500.0
2019-10-17,1198000.0
2020-03-23,1940900.0
2020-06-10,1121500.0
2019-02-25,1122200.0
2020-01-07,768600.0
2020-03-26,1103900.0
2019-10-23,2124900.0
