Dates,WAT
2018-06-20,192.94000244140625
2018-06-21,192.99000549316406
2018-06-25,193.8699951171875
2018-06-22,192.35000610351562
2018-06-26,192.1199951171875
2018-06-27,192.1199951171875
2018-06-28,193.8000030517578
2018-06-29,193.58999633789062
2018-07-02,193.77999877929688
2018-07-03,192.55999755859375
2018-07-05,195.11000061035156
2018-07-16,196.47999572753906
2018-09-18,198.97000122070312
2019-01-24,199.9199981689453
2019-09-05,196.69000244140625
2018-11-21,198.55999755859375
2020-01-13,198.08999633789062
2020-04-01,193.5
2020-06-19,196.00999450683594
2019-10-29,194.25999450683594
2020-01-16,197.63999938964844
2020-06-22,197.14999389648438
2018-10-03,196.4499969482422
2018-07-31,197.77000427246094
2019-03-12,196.66000366210938
2019-02-08,198.47999572753906
2019-01-07,195.17999267578125
2018-12-06,192.8300018310547
2019-08-19,197.27000427246094
2019-07-18,194.83999633789062
2019-05-15,194.9199981689453
2019-09-20,193.97999572753906
2019-11-01,195.61000061035156
2020-04-07,196.52000427246094
2020-06-25,194.66000366210938
2020-06-16,191.9499969482422
2019-11-04,189.99000549316406
2020-01-22,187.32000732421875
2019-11-07,188.33999633789062
2020-04-13,186.44000244140625
2019-07-01,187.9199981689453
2019-05-30,187.5500030517578
2018-08-15,187.52999877929688
2018-10-18,187.42999267578125
2019-03-27,188.2899932861328
2019-01-22,187.6699981689453
2018-12-21,189.36000061035156
2019-09-03,190.97999572753906
2018-11-19,191.5
2019-08-02,190.2100067138672
2020-01-28,190.05999755859375
2020-04-16,189.47999572753906
2019-11-13,188.25999450683594
2020-01-31,189.3000030517578
2018-12-04,191.72999572753906
2018-11-02,192.49000549316406
2019-07-16,192.88999938964844
2018-08-30,193.83999633789062
2018-10-01,193.14999389648438
2019-06-14,195.75
2019-05-13,196.1699981689453
2019-04-11,195.08999633789062
2019-02-06,195.72999572753906
2019-09-18,196.6699981689453
2020-02-03,197.2899932861328
2020-04-22,196.75999450683594
2019-11-19,196.58999633789062
2020-02-06,196.16000366210938
2019-11-22,195.22999572753906
2019-03-25,195.36000061035156
2019-02-21,194.67999267578125
2018-12-19,194.0
2018-07-12,193.97000122070312
2018-09-14,193.4600067138672
2018-08-13,191.3300018310547
2018-10-16,190.7100067138672
2019-07-31,182.9499969482422
2019-05-28,181.5
2019-04-26,177.47999572753906
2020-04-28,178.32000732421875
2019-11-25,181.8000030517578
2020-02-12,181.92999267578125
2020-05-01,188.1199951171875
2020-05-04,188.97999572753906
2019-06-12,187.72000122070312
2019-04-09,185.4199981689453
2019-03-08,186.0800018310547
2019-02-04,181.22000122070312
2018-07-27,175.39999389648438
2018-08-28,183.63999938964844
2019-01-03,182.69000244140625
2019-08-15,183.66000366210938
2018-10-31,188.82000732421875
2019-09-16,189.69000244140625
2020-02-18,193.38999938964844
2020-05-07,193.64999389648438
2018-08-17,195.8800048828125
2019-12-04,197.02999877929688
2020-02-21,198.16000366210938
2018-12-17,199.94000244140625
2019-08-30,199.44000244140625
2018-11-15,195.7100067138672
2019-07-29,195.88999938964844
2019-06-27,195.24000549316406
2019-04-24,198.07000732421875
2018-07-10,199.57000732421875
2018-09-12,197.77000427246094
2019-02-19,196.0800018310547
2019-01-18,195.75999450683594
2020-02-24,196.66000366210938
2020-05-13,198.6999969482422
2019-12-10,198.94000244140625
2020-02-27,202.22000122070312
2019-12-13,203.49000549316406
2020-05-19,198.5800018310547
2019-03-06,201.50999450683594
2018-11-30,195.4499969482422
2019-08-13,193.8800048828125
2019-07-12,188.94000244140625
2019-06-10,189.5399932861328
2019-05-09,189.7899932861328
2018-07-25,190.44000244140625
2018-09-27,191.19000244140625
2018-10-29,188.97000122070312
2019-10-16,184.5800018310547
2019-12-16,184.2899932861328
2020-03-04,182.30999755859375
2020-05-22,177.80999755859375
2019-10-01,176.55999755859375
2019-12-19,173.5399932861328
2018-09-10,181.19000244140625
2019-05-24,185.17999267578125
2018-08-09,184.75999450683594
2019-04-22,188.64999389648438
2019-03-21,183.41000366210938
2019-01-16,176.33999633789062
2019-08-28,179.77999877929688
2018-11-13,187.24000549316406
2018-10-12,192.38999938964844
2019-06-25,194.92999267578125
2020-03-10,196.97000122070312
2020-05-28,198.24000549316406
2019-10-07,195.83999633789062
2020-03-13,197.63999938964844
2019-10-10,198.74000549316406
2020-03-16,202.33999633789062
2020-06-03,206.94000244140625
2018-11-28,203.66000366210938
2018-09-25,229.50999450683594
2018-07-23,223.7100067138672
2018-08-24,229.16000366210938
2019-07-10,228.66000366210938
2019-05-07,229.4199981689453
2019-04-05,231.57000732421875
2019-03-04,231.22000122070312
2019-01-31,230.80999755859375
2019-09-12,230.2899932861328
2019-12-31,232.64999389648438
2020-03-19,232.61000061035156
2020-01-03,230.0
2020-06-09,231.0
2019-02-15,232.35000610351562
2019-01-14,234.13999938964844
2018-07-06,234.22999572753906
2018-08-07,231.5
2018-10-10,234.69000244140625
2018-12-13,234.44000244140625
2019-08-26,234.0
2019-07-25,234.5800018310547
2019-05-22,235.41000366210938
2019-03-19,239.0800018310547
2020-01-06,238.52000427246094
2020-03-25,241.63999938964844
2020-06-12,242.22000122070312
2019-10-22,244.8000030517578
2020-01-09,240.8699951171875
2020-06-15,241.16000366210938
2019-10-25,239.5800018310547
2020-03-31,238.3699951171875
2020-06-18,238.60000610351562
2019-04-03,239.6999969482422
2018-08-22,241.00999450683594
2018-10-25,241.33999633789062
2019-01-29,242.49000549316406
2018-12-28,244.97000122070312
2018-11-26,245.27000427246094
2019-08-09,246.5399932861328
2019-07-08,245.25999450683594
2019-06-06,250.27999877929688
2019-09-10,245.3699951171875
2020-01-15,246.27000427246094
2020-04-03,248.77000427246094
2019-10-31,246.72999572753906
2020-04-06,248.30999755859375
2020-06-24,251.7100067138672
2018-11-09,252.97999572753906
2019-07-23,250.6300048828125
2019-06-21,250.5399932861328
2019-05-20,248.36000061035156
2019-04-18,252.3300018310547
2018-09-06,253.14999389648438
2018-10-08,249.41000366210938
2019-02-13,250.67999267578125
2018-12-11,250.75
2019-09-25,250.8800048828125
2020-01-21,248.94000244140625
2020-04-09,240.7100067138672
2019-11-06,238.08999633789062
2020-01-24,239.5800018310547
2020-01-27,241.0399932861328
2020-04-15,211.36000061035156
2018-12-26,207.5399932861328
2019-08-07,213.3800048828125
2019-06-04,214.22999572753906
2018-09-21,212.1199951171875
2018-07-19,213.5399932861328
2018-08-20,211.5500030517578
2018-10-23,216.0800018310547
2019-05-03,218.0800018310547
2019-04-01,217.67999267578125
2019-02-28,213.2100067138672
2019-11-12,213.57000732421875
2020-01-30,216.77999877929688
2019-11-15,216.9600067138672
2020-04-21,209.22999572753906
2019-04-16,211.16000366210938
2019-03-15,207.8000030517578
2019-02-11,210.1199951171875
2019-01-10,208.1999969482422
2019-08-22,208.25
2018-11-07,206.14999389648438
2018-08-03,207.24000549316406
2018-09-04,205.0500030517578
2019-06-19,206.25
2019-09-23,204.72000122070312
2019-11-18,201.25999450683594
2020-02-05,201.30999755859375
2020-04-24,200.7100067138672
2019-03-29,199.5800018310547
2019-11-21,201.86000061035156
2020-04-27,206.4499969482422
2020-02-11,207.02999877929688
2020-04-30,208.77000427246094
2019-05-01,210.47999572753906
2019-02-26,207.88999938964844
2019-01-25,204.36000061035156
2018-12-24,204.00999450683594
2019-09-06,203.1999969482422
2018-07-17,204.5
2018-09-19,208.0399932861328
2019-08-05,210.38999938964844
2019-10-08,211.8300018310547
2019-12-11,212.80999755859375
2019-11-27,212.38999938964844
2020-02-14,211.25999450683594
2020-05-06,211.0500030517578
2019-01-08,213.47000122070312
2018-12-07,215.24000549316406
