Dates,WAT
2018-06-20,192.77999877929688
2018-06-21,191.47999572753906
2018-06-25,192.27999877929688
2018-06-22,191.0
2018-06-26,191.4499969482422
2018-06-27,192.11000061035156
2018-06-28,190.35000610351562
2018-06-29,193.49000549316406
2018-07-02,191.52000427246094
2018-07-03,192.22999572753906
2018-07-05,192.52999877929688
2018-07-16,194.6300048828125
2018-09-18,196.61000061035156
2019-01-24,198.4499969482422
2019-09-05,196.3800048828125
2018-11-21,196.80999755859375
2020-01-13,197.57000732421875
2020-04-01,190.72999572753906
2020-06-19,190.99000549316406
2019-10-29,194.10000610351562
2020-01-16,194.47999572753906
2020-06-22,197.00999450683594
2018-10-03,196.1199951171875
2018-07-31,191.00999450683594
2019-03-12,191.72000122070312
2019-02-08,196.19000244140625
2019-01-07,192.08999633789062
2018-12-06,192.61000061035156
2019-08-19,193.0800018310547
2019-07-18,194.05999755859375
2019-05-15,193.50999450683594
2019-09-20,192.27999877929688
2019-11-01,193.19000244140625
2020-04-07,194.67999267578125
2020-06-25,194.5399932861328
2020-06-16,191.77000427246094
2019-11-04,189.13999938964844
2020-01-22,186.67999267578125
2019-11-07,186.75999450683594
2020-04-13,184.80999755859375
2019-07-01,187.02000427246094
2019-05-30,186.0399932861328
2018-08-15,186.88999938964844
2018-10-18,186.97999572753906
2019-03-27,186.4600067138672
2019-01-22,186.8800048828125
2018-12-21,187.64999389648438
2019-09-03,189.6199951171875
2018-11-19,190.08999633789062
2019-08-02,190.08999633789062
2020-01-28,189.07000732421875
2020-04-16,188.33999633789062
2019-11-13,186.75999450683594
2020-01-31,187.61000061035156
2018-12-04,188.66000366210938
2018-11-02,191.17999267578125
2019-07-16,192.67999267578125
2018-08-30,191.42999267578125
2018-10-01,190.8300018310547
2019-06-14,192.74000549316406
2019-05-13,195.0399932861328
2019-04-11,194.3300018310547
2019-02-06,193.7899932861328
2019-09-18,195.33999633789062
2020-02-03,197.02999877929688
2020-04-22,196.49000549316406
2019-11-19,194.99000549316406
2020-02-06,196.02000427246094
2019-11-22,194.8000030517578
2019-03-25,194.35000610351562
2019-02-21,194.24000549316406
2018-12-19,193.19000244140625
2018-07-12,192.3699951171875
2018-09-14,193.3300018310547
2018-08-13,190.3000030517578
2018-10-16,189.25
2019-07-31,181.27000427246094
2019-05-28,180.9199981689453
2019-04-26,177.25
2020-04-28,177.9199981689453
2019-11-25,178.97999572753906
2020-02-12,179.97999572753906
2020-05-01,182.86000061035156
2020-05-04,185.5399932861328
2019-06-12,185.44000244140625
2019-04-09,184.64999389648438
2019-03-08,183.3800048828125
2019-02-04,167.94000244140625
2018-07-27,175.25
2018-08-28,176.0
2019-01-03,179.75999450683594
2019-08-15,181.25
2018-10-31,183.3800048828125
2019-09-16,189.35000610351562
2020-02-18,189.30999755859375
2020-05-07,191.75
2018-08-17,193.72999572753906
2019-12-04,195.6300048828125
2020-02-21,195.97999572753906
2018-12-17,197.52999877929688
2019-08-30,197.0
2018-11-15,195.17999267578125
2019-07-29,195.4199981689453
2019-06-27,194.72000122070312
2019-04-24,193.91000366210938
2018-07-10,196.97000122070312
2018-09-12,197.0399932861328
2019-02-19,195.1300048828125
2019-01-18,195.67999267578125
2020-02-24,193.25999450683594
2020-05-13,198.07000732421875
2019-12-10,196.2100067138672
2020-02-27,199.35000610351562
2019-12-13,201.27000427246094
2020-05-19,195.1699981689453
2019-03-06,199.61000061035156
2018-11-30,195.0500030517578
2019-08-13,190.82000732421875
2019-07-12,187.86000061035156
2019-06-10,185.05999755859375
2019-05-09,189.42999267578125
2018-07-25,185.02000427246094
2018-09-27,190.10000610351562
2018-10-29,188.27999877929688
2019-10-16,183.58999633789062
2019-12-16,182.75999450683594
2020-03-04,179.97999572753906
2020-05-22,176.92999267578125
2019-10-01,175.89999389648438
2019-12-19,173.41000366210938
2018-09-10,173.42999267578125
2019-05-24,177.05999755859375
2018-08-09,183.66000366210938
2019-04-22,185.39999389648438
2019-03-21,182.57000732421875
2019-01-16,174.9499969482422
2019-08-28,178.3000030517578
2018-11-13,180.47000122070312
2018-10-12,188.66000366210938
2019-06-25,192.7100067138672
2020-03-10,192.67999267578125
2020-05-28,195.4199981689453
2019-10-07,195.22999572753906
2020-03-13,195.6699981689453
2019-10-10,197.32000732421875
2020-03-16,198.0800018310547
2020-06-03,202.6300048828125
2018-11-28,202.0399932861328
2018-09-25,220.2899932861328
2018-07-23,223.42999267578125
2018-08-24,223.85000610351562
2019-07-10,226.82000732421875
2019-05-07,227.85000610351562
2019-04-05,226.1999969482422
2019-03-04,228.0399932861328
2019-01-31,229.77999877929688
2019-09-12,228.5800018310547
2019-12-31,230.25999450683594
2020-03-19,231.25999450683594
2020-01-03,228.86000061035156
2020-06-09,228.05999755859375
2019-02-15,231.5800018310547
2019-01-14,232.92999267578125
2018-07-06,233.47000122070312
2018-08-07,231.3300018310547
2018-10-10,231.49000549316406
2018-12-13,233.5500030517578
2019-08-26,232.36000061035156
2019-07-25,232.22000122070312
2019-05-22,234.25999450683594
2019-03-19,237.3699951171875
2020-01-06,236.77999877929688
2020-03-25,237.5399932861328
2020-06-12,240.52999877929688
2019-10-22,244.1699981689453
2020-01-09,239.4499969482422
2020-06-15,239.5500030517578
2019-10-25,238.85000610351562
2020-03-31,237.19000244140625
2020-06-18,236.52999877929688
2019-04-03,238.0
2018-08-22,239.05999755859375
2018-10-25,238.0
2019-01-29,239.86000061035156
2018-12-28,241.8800048828125
2018-11-26,242.94000244140625
2019-08-09,245.00999450683594
2019-07-08,243.5800018310547
2019-06-06,244.25999450683594
2019-09-10,245.22999572753906
2020-01-15,243.9199981689453
2020-04-03,247.0
2019-10-31,244.33999633789062
2020-04-06,246.32000732421875
2020-06-24,249.33999633789062
2018-11-09,250.9199981689453
2019-07-23,250.1199951171875
2019-06-21,250.1199951171875
2019-05-20,248.33999633789062
2019-04-18,248.5399932861328
2018-09-06,248.91000366210938
2018-10-08,248.5399932861328
2019-02-13,248.67999267578125
2018-12-11,249.25
2019-09-25,250.4499969482422
2020-01-21,248.13999938964844
2020-04-09,239.7100067138672
2019-11-06,235.8000030517578
2020-01-24,236.5800018310547
2020-01-27,238.72999572753906
2020-04-15,199.30999755859375
2018-12-26,206.77999877929688
2019-08-07,206.86000061035156
2019-06-04,211.92999267578125
2018-09-21,211.75
2018-07-19,211.7899932861328
2018-08-20,210.92999267578125
2018-10-23,211.16000366210938
2019-05-03,216.39999389648438
2019-04-01,213.86000061035156
2019-02-28,211.07000732421875
2019-11-12,211.14999389648438
2020-01-30,209.9199981689453
2019-11-15,212.17999267578125
2020-04-21,208.72000122070312
2019-04-16,210.52999877929688
2019-03-15,203.75999450683594
2019-02-11,208.0
2019-01-10,207.27999877929688
2019-08-22,206.11000061035156
2018-11-07,205.8300018310547
2018-08-03,204.27999877929688
2018-09-04,203.3699951171875
2019-06-19,205.74000549316406
2019-09-23,203.97999572753906
2019-11-18,200.8800048828125
2020-02-05,200.47999572753906
2020-04-24,200.22999572753906
2019-03-29,199.11000061035156
2019-11-21,199.36000061035156
2020-04-27,203.0800018310547
2020-02-11,206.41000366210938
2020-04-30,208.14999389648438
2019-05-01,208.6999969482422
2019-02-26,207.47000122070312
2019-01-25,201.85000610351562
2018-12-24,202.52000427246094
2019-09-06,202.83999633789062
2018-07-17,203.86000061035156
2018-09-19,204.2100067138672
2019-08-05,207.0
2019-10-08,210.4199981689453
2019-12-11,210.3699951171875
2019-11-27,211.14999389648438
2020-02-14,211.11000061035156
2020-05-06,208.22999572753906
2019-01-08,211.80999755859375
2018-12-07,212.72999572753906
2019-08-20,217.63999938964844
2018-11-05,216.33999633789062
2019-07-19,217.33999633789062
2018-10-04,218.02999877929688
2019-06-17,216.67999267578125
2019-05-16,216.22999572753906
2018-08-01,217.02999877929688
2019-03-13,213.92999267578125
2019-12-03,212.5800018310547
2020-02-20,215.47000122070312
2019-12-06,213.49000549316406
2020-05-12,210.97999572753906
2019-12-09,212.52999877929688
2020-02-26,213.69000244140625
2020-05-15,213.4499969482422
2019-03-28,215.61000061035156
2018-09-17,216.0500030517578
2018-08-16,217.22999572753906
2018-10-19,217.2899932861328
2019-04-29,217.72000122070312
2019-01-23,207.9499969482422
2019-09-04,210.3000030517578
2018-11-20,209.7899932861328
2019-07-02,207.67999267578125
2019-05-31,202.5500030517578
2019-12-12,205.7100067138672
2020-05-18,205.85000610351562
2019-09-27,210.4199981689453
2020-03-03,210.52999877929688
2020-05-21,205.3800048828125
2019-05-14,204.77999877929688
2018-08-31,199.8699951171875
2018-07-30,200.55999755859375
2018-10-02,202.91000366210938
2019-04-12,207.5
2019-03-11,207.39999389648438
2019-02-07,207.67999267578125
2019-07-17,208.39999389648438
2019-09-19,204.10000610351562
2019-10-21,202.0399932861328
2019-12-18,202.67999267578125
2020-03-06,202.02000427246094
2019-10-03,208.50999450683594
2020-03-09,211.33999633789062
2020-05-27,209.32000732421875
2019-12-24,210.41000366210938
2020-03-12,214.1300048828125
2018-12-20,216.5
2019-08-01,213.33999633789062
2018-08-14,215.61000061035156
2018-07-13,224.1999969482422
2018-10-17,232.77999877929688
2019-05-29,229.89999389648438
2019-03-26,230.13999938964844
2019-02-22,228.61000061035156
