Dates,WAT
2018-06-20,195.44000244140625
2018-06-21,192.7100067138672
2018-06-25,193.89999389648438
2018-06-22,193.02999877929688
2018-06-26,192.3300018310547
2018-06-27,192.67999267578125
2018-06-28,191.57000732421875
2018-06-29,194.55999755859375
2018-07-02,192.25
2018-07-03,194.74000549316406
2018-07-05,193.3699951171875
2018-07-16,195.74000549316406
2018-09-18,197.0800018310547
2019-01-24,198.5800018310547
2019-09-05,198.58999633789062
2018-11-21,197.86000061035156
2020-01-13,198.11000061035156
2020-04-01,191.00999450683594
2020-06-19,191.9499969482422
2019-10-29,196.33999633789062
2020-01-16,194.83999633789062
2020-06-22,197.52999877929688
2018-10-03,198.0
2018-07-31,194.47999572753906
2019-03-12,197.00999450683594
2019-02-08,196.77999877929688
2019-01-07,198.2899932861328
2018-12-06,194.89999389648438
2019-08-19,193.5800018310547
2019-07-18,196.39999389648438
2019-05-15,194.00999450683594
2019-09-20,195.25
2019-11-01,193.72999572753906
2020-04-07,195.94000244140625
2020-06-25,196.49000549316406
2020-06-16,194.39999389648438
2019-11-04,191.27000427246094
2020-01-22,190.1699981689453
2019-11-07,187.60000610351562
2020-04-13,187.74000549316406
2019-07-01,187.7100067138672
2019-05-30,187.7899932861328
2018-08-15,187.44000244140625
2018-10-18,187.5
2019-03-27,187.39999389648438
2019-01-22,188.4499969482422
2018-12-21,188.49000549316406
2019-09-03,190.35000610351562
2018-11-19,191.8699951171875
2019-08-02,191.36000061035156
2020-01-28,190.4600067138672
2020-04-16,189.5500030517578
2019-11-13,188.42999267578125
2020-01-31,188.49000549316406
2018-12-04,189.0800018310547
2018-11-02,191.36000061035156
2019-07-16,193.4600067138672
2018-08-30,192.63999938964844
2018-10-01,193.74000549316406
2019-06-14,193.82000732421875
2019-05-13,195.9499969482422
2019-04-11,195.9499969482422
2019-02-06,195.49000549316406
2019-09-18,195.8699951171875
2020-02-03,197.7100067138672
2020-04-22,197.9600067138672
2019-11-19,197.0800018310547
2020-02-06,197.41000366210938
2019-11-22,196.50999450683594
2019-03-25,195.85000610351562
2019-02-21,194.8300018310547
2018-12-19,195.75999450683594
2018-07-12,193.69000244140625
2018-09-14,194.36000061035156
2018-08-13,192.9600067138672
2018-10-16,191.74000549316406
2019-07-31,186.52999877929688
2019-05-28,181.66000366210938
2019-04-26,181.2100067138672
2020-04-28,179.5
2019-11-25,180.69000244140625
2020-02-12,180.94000244140625
2020-05-01,183.39999389648438
2020-05-04,187.75
2019-06-12,189.39999389648438
2019-04-09,188.8800048828125
2019-03-08,185.47999572753906
2019-02-04,171.0
2018-07-27,181.25999450683594
2018-08-28,176.6199951171875
2019-01-03,181.30999755859375
2019-08-15,184.8699951171875
2018-10-31,184.38999938964844
2019-09-16,190.27999877929688
2020-02-18,190.10000610351562
2020-05-07,194.8800048828125
2018-08-17,193.97000122070312
2019-12-04,195.89999389648438
2020-02-21,196.85000610351562
2018-12-17,197.52999877929688
2019-08-30,199.6199951171875
2018-11-15,198.55999755859375
2019-07-29,196.0399932861328
2019-06-27,197.16000366210938
2019-04-24,193.91000366210938
2018-07-10,197.97000122070312
2018-09-12,198.8300018310547
2019-02-19,196.50999450683594
2019-01-18,197.22000122070312
2020-02-24,194.2100067138672
2020-05-13,198.77999877929688
2019-12-10,197.52999877929688
2020-02-27,199.35000610351562
2019-12-13,201.5800018310547
2020-05-19,198.33999633789062
2019-03-06,199.61000061035156
2018-11-30,202.00999450683594
2019-08-13,191.97999572753906
2019-07-12,193.19000244140625
2019-06-10,189.0800018310547
2019-05-09,190.97999572753906
2018-07-25,188.8699951171875
2018-09-27,191.07000732421875
2018-10-29,189.52999877929688
2019-10-16,188.5800018310547
2019-12-16,185.88999938964844
2020-03-04,184.58999633789062
2020-05-22,181.77999877929688
2019-10-01,177.6999969482422
2019-12-19,176.49000549316406
2018-09-10,173.77999877929688
2019-05-24,178.8699951171875
2018-08-09,186.42999267578125
2019-04-22,185.39999389648438
2019-03-21,186.0800018310547
2019-01-16,182.5
2019-08-28,178.57000732421875
2018-11-13,180.47000122070312
2018-10-12,189.1699981689453
2019-06-25,193.6699981689453
2020-03-10,193.75
2020-05-28,195.85000610351562
2019-10-07,196.4600067138672
2020-03-13,196.2899932861328
2019-10-10,198.39999389648438
2020-03-16,198.0800018310547
2020-06-03,203.27000427246094
2018-11-28,205.58999633789062
2018-09-25,224.0
2018-07-23,229.3800048828125
2018-08-24,225.0
2019-07-10,227.94000244140625
2019-05-07,230.63999938964844
2019-04-05,229.05999755859375
2019-03-04,231.1999969482422
2019-01-31,231.6199951171875
2019-09-12,230.8000030517578
2019-12-31,230.30999755859375
2020-03-19,231.4499969482422
2020-01-03,231.0
2020-06-09,228.75
2019-02-15,232.1699981689453
2019-01-14,234.82000732421875
2018-07-06,234.69000244140625
2018-08-07,232.8699951171875
2018-10-10,233.44000244140625
2018-12-13,234.22999572753906
2019-08-26,234.25
2019-07-25,233.0500030517578
2019-05-22,235.19000244140625
2019-03-19,237.3699951171875
2020-01-06,238.30999755859375
2020-03-25,237.5399932861328
2020-06-12,240.77999877929688
2019-10-22,244.4199981689453
2020-01-09,244.80999755859375
2020-06-15,240.5399932861328
2019-10-25,241.22999572753906
