Dates,NFLX
2007-02-12,3.3528571128845215
2007-02-13,3.3214285373687744
2007-02-15,3.312857151031494
2007-02-14,3.2428572177886963
2007-02-16,3.272857189178467
2007-02-20,3.3714284896850586
2007-02-21,3.3657143115997314
2007-02-22,3.411428689956665
2007-02-23,3.4071428775787354
2007-02-26,3.4028570652008057
2007-02-27,3.2642858028411865
2007-03-28,3.272857189178467
2007-11-07,3.291428565979004
2007-09-04,3.2857143878936768
2007-08-03,3.1657142639160156
2008-04-15,3.130000114440918
2008-05-21,3.085714340209961
2008-08-08,3.0899999141693115
2008-08-11,3.0714285373687744
2008-01-25,3.0299999713897705
2007-05-14,3.022857189178467
2007-04-12,3.0214285850524902
2007-12-24,3.049999952316284
2007-09-19,3.031428575515747
2008-04-30,3.0714285373687744
2007-07-17,3.255714178085327
2007-06-15,3.3299999237060547
2008-02-26,3.322857141494751
2008-05-27,3.3971428871154785
2008-08-14,3.4000000953674316
2008-05-30,3.385714292526245
2008-08-20,3.3742856979370117
2007-08-01,3.3742856979370117
2008-03-12,3.4071428775787354
2007-03-26,3.390000104904175
2007-05-29,3.445714235305786
2007-04-27,3.518571376800537
2008-01-08,3.497142791748047
2007-12-07,3.5085713863372803
2007-11-05,3.569999933242798
2007-10-04,3.5357143878936768
2008-05-15,3.557142972946167
2008-06-05,3.522857189178467
2008-08-26,3.5428571701049805
2007-10-19,3.5142858028411865
2007-09-17,3.1842856407165527
2007-08-16,3.072857141494751
2008-04-28,3.164285659790039
2007-04-10,3.1542856693267822
2007-03-09,3.1214284896850586
2007-06-13,3.161428689956665
2008-03-27,3.180000066757202
2008-01-23,3.182857036590576
2007-11-20,3.1814286708831787
2008-06-11,3.1842856407165527
2008-08-29,3.2771427631378174
2007-12-05,3.252857208251953
2007-10-02,3.22428560256958
2007-04-25,3.1914286613464355
2007-08-31,3.202857255935669
2007-07-30,3.177142858505249
2008-04-11,3.158571481704712
2007-06-28,3.1571428775787354
2008-03-10,3.1571428775787354
2008-02-07,3.148571491241455
2008-05-13,3.1414284706115723
2008-06-23,3.140000104904175
2007-07-13,3.1442856788635254
2008-03-25,3.234285831451416
2008-02-22,3.3014285564422607
2007-12-20,3.3499999046325684
2007-05-10,3.3471429347991943
2007-03-07,3.259999990463257
2007-06-11,3.1571428775787354
2007-10-17,3.1542856693267822
2007-08-14,3.182857036590576
2008-05-28,3.182857036590576
2008-06-26,3.0899999141693115
2007-05-31,3.088571310043335
2008-07-02,3.2542858123779297
2007-08-29,3.712857246398926
2008-04-09,3.442857027053833
2007-06-26,3.2357141971588135
