Dates,NSC
2018-06-20,145.27256774902344
2018-06-21,144.224365234375
2018-06-25,145.99375915527344
2018-06-22,146.38803100585938
2018-06-26,145.26290893554688
2018-06-27,144.2820587158203
2018-06-28,143.97433471679688
2018-06-29,145.08023071289062
2018-07-02,146.36880493164062
2018-07-03,145.13787841796875
2018-07-05,147.20541381835938
2018-07-16,148.5901336669922
2018-09-18,151.10960388183594
2019-01-24,152.61935424804688
2019-09-05,149.78256225585938
2018-11-21,151.4653778076172
2020-01-13,153.34056091308594
2020-04-01,149.27288818359375
2020-06-19,149.01327514648438
2019-10-29,153.77333068847656
2020-01-16,154.32142639160156
2020-06-22,155.6388397216797
2018-10-03,156.735107421875
2018-07-31,154.32142639160156
2019-03-12,161.89903259277344
2019-02-08,163.06259155273438
2019-01-07,161.7836456298828
2018-12-06,162.014404296875
2019-08-19,162.51446533203125
2019-07-18,161.48550415039062
2019-05-15,162.8125457763672
2019-09-20,165.81741333007812
2019-11-01,166.85122680664062
2020-04-07,167.3149871826172
2020-06-25,166.99615478515625
2020-06-16,165.88504028320312
2019-11-04,166.12660217285156
2020-01-22,165.3343048095703
2019-11-07,166.36814880371094
2020-04-13,166.04928588867188
2019-07-01,167.60487365722656
2019-05-30,168.18458557128906
2018-08-15,168.95751953125
2018-10-18,170.12661743164062
2019-03-27,168.22320556640625
2019-01-22,167.7691192626953
2018-12-21,168.94786071777344
2019-09-03,169.6338653564453
2018-11-19,169.21841430664062
2019-08-02,168.81259155273438
2020-01-28,168.30050659179688
2020-04-16,167.9623260498047
2019-11-13,168.46475219726562
2020-01-31,169.06381225585938
2018-12-04,168.70632934570312
2018-11-02,171.1121368408203
2019-07-16,174.03001403808594
2018-08-30,171.97206115722656
2018-10-01,171.99134826660156
2019-06-14,171.4696044921875
2019-05-13,173.33438110351562
2019-04-11,173.2280731201172
2019-02-06,180.39720153808594
2019-09-18,179.4020233154297
2020-02-03,178.04937744140625
2020-04-22,178.01072692871094
2019-11-19,176.33921813964844
2020-02-06,176.18463134765625
2019-11-22,174.4744415283203
2019-03-25,176.165283203125
2019-02-21,174.39715576171875
2018-12-19,178.213623046875
2018-07-12,175.19911193847656
2018-09-14,176.08799743652344
2018-08-13,177.22808837890625
2018-10-16,176.8319854736328
2019-07-31,177.76919555664062
2019-05-28,175.54690551757812
2019-04-26,165.79811096191406
2020-04-28,162.44540405273438
2019-11-25,164.435791015625
2020-02-12,163.7207794189453
2020-05-01,166.5227508544922
2020-05-04,163.28598022460938
2019-06-12,158.60964965820312
2019-04-09,158.37774658203125
2019-03-08,158.39707946777344
2019-02-04,151.66275024414062
2018-07-27,154.7738800048828
2018-08-28,158.6869354248047
2019-01-03,156.46469116210938
2019-08-15,155.6434326171875
2018-10-31,160.6869354248047
2019-09-16,162.15554809570312
2020-02-18,163.42730712890625
2020-05-07,163.67001342773438
2018-08-17,162.32058715820312
2019-12-04,162.17495727539062
2020-02-21,167.99986267089844
2018-12-17,167.3203125
2019-08-30,165.3495330810547
2018-11-15,162.13612365722656
2019-07-29,161.95167541503906
2019-06-27,162.51475524902344
2019-04-24,167.83485412597656
2018-07-10,167.029052734375
2018-09-12,165.5533905029297
2019-02-19,158.00045776367188
2019-01-18,161.3983154296875
2020-02-24,159.11688232421875
2020-05-13,159.32077026367188
2019-12-10,158.04898071289062
2020-02-27,162.9710235595703
2019-12-13,163.5244140625
2020-05-19,165.7572784423828
2019-03-06,167.15524291992188
2018-11-30,161.048828125
2019-08-13,157.456787109375
2019-07-12,152.40855407714844
2019-06-10,151.33096313476562
2019-05-09,150.9814453125
2018-07-25,152.1269989013672
2018-09-27,152.92308044433594
2018-10-29,146.47686767578125
2019-10-16,143.27317810058594
2019-12-16,144.03038024902344
2020-03-04,142.64212036132812
2020-05-22,141.68101501464844
2019-10-01,140.1665496826172
2019-12-19,135.71047973632812
2018-09-10,142.98191833496094
2019-05-24,144.5643310546875
2018-08-09,143.69058227539062
2019-04-22,145.17596435546875
2019-03-21,145.17596435546875
2019-01-16,139.81704711914062
2019-08-28,146.13706970214844
2018-11-13,147.14671325683594
2018-10-12,152.06875610351562
2019-06-25,154.36959838867188
2020-03-10,156.69955444335938
2020-05-28,158.80624389648438
2019-10-07,158.94215393066406
2020-03-13,157.748046875
2019-10-10,158.05870056152344
2020-03-16,160.26246643066406
2020-06-03,164.11660766601562
2018-11-28,160.5148468017578
2018-09-25,159.4178466796875
2018-07-23,161.09735107421875
2018-08-24,160.30126953125
2019-07-10,160.9517364501953
2019-05-07,162.05844116210938
2019-04-05,163.4661407470703
2019-03-04,162.84483337402344
2019-01-31,165.4307403564453
2019-09-12,165.84059143066406
2019-12-31,164.7964630126953
2020-03-19,164.89404296875
2020-01-03,166.3480224609375
2020-06-09,167.3140869140625
2019-02-15,172.67132568359375
2019-01-14,176.24282836914062
2018-07-06,176.57460021972656
2018-08-07,177.33575439453125
2018-10-10,178.4481658935547
2018-12-13,178.34083557128906
2019-08-26,179.05319213867188
2019-07-25,178.51649475097656
2019-05-22,178.86778259277344
2019-03-19,177.0234832763672
2020-01-06,176.14523315429688
2020-03-25,176.44775390625
2020-06-12,174.96449279785156
2019-10-22,174.5448760986328
2020-01-09,175.45242309570312
2020-06-15,173.53981018066406
2019-10-25,174.6132049560547
2020-03-31,174.38876342773438
2020-06-18,172.5054473876953
2019-04-03,176.46726989746094
2018-08-22,175.01329040527344
2018-10-25,175.44265747070312
2019-01-29,174.66200256347656
2018-12-28,175.17918395996094
2018-11-26,178.11639404296875
2019-08-09,174.45706176757812
2019-07-08,173.94964599609375
2019-06-06,176.24282836914062
2019-09-10,173.6373748779297
2020-01-15,175.46217346191406
2020-04-03,177.04299926757812
2019-10-31,178.00906372070312
2020-04-06,181.883056640625
2020-06-24,182.3709716796875
2018-11-09,188.86016845703125
2019-07-23,188.333251953125
2019-06-21,187.6306610107422
2019-05-20,186.87925720214844
2019-04-18,187.54283142089844
2018-09-06,189.33831787109375
2018-10-08,188.08926391601562
2019-02-13,187.95265197753906
2018-12-11,188.5088653564453
2019-09-25,191.40708923339844
2020-01-21,189.03582763671875
2020-04-09,188.5479278564453
2019-11-06,192.33409118652344
2020-01-24,193.7783203125
2020-01-27,196.6179656982422
2020-04-15,196.79359436035156
2018-12-26,201.70196533203125
2019-08-07,197.90602111816406
2019-06-04,199.20387268066406
2018-09-21,197.93531799316406
2018-07-19,199.08676147460938
2018-08-20,195.359130859375
2018-10-23,197.1134033203125
2019-05-03,200.96490478515625
2019-04-01,200.18087768554688
2019-02-28,197.1721954345703
2019-11-12,197.5250244140625
2020-01-30,198.66184997558594
2019-11-15,198.54421997070312
2020-04-21,192.87965393066406
2019-04-16,196.52537536621094
2019-03-15,196.7899932861328
2019-02-11,201.1217041015625
2019-01-10,199.45567321777344
2019-08-22,200.39649963378906
2018-11-07,200.5532989501953
2018-08-03,199.4066619873047
2018-09-04,195.9569549560547
2019-06-19,195.29054260253906
2019-09-23,193.7224884033203
2019-11-18,191.29202270507812
2020-02-05,194.17330932617188
2020-04-24,191.24301147460938
2019-03-29,192.41905212402344
2019-11-21,197.2015838623047
2020-04-27,198.90684509277344
2020-02-11,195.86875915527344
2020-04-30,198.9852294921875
2019-05-01,197.38780212402344
2019-02-26,194.9965362548828
2019-01-25,195.25132751464844
2018-12-24,192.58563232421875
2019-09-06,190.85101318359375
2018-07-17,186.96029663085938
2018-09-19,189.57696533203125
2019-08-05,188.55772399902344
2019-10-08,192.38966369628906
2019-12-11,193.2520751953125
2019-11-27,189.39076232910156
2020-02-14,188.42051696777344
2020-05-06,188.93994140625
2019-01-08,189.5377655029297
2018-12-07,195.34933471679688
2019-08-20,196.9075927734375
2018-11-05,196.4371795654297
2019-07-19,198.4658203125
2018-10-04,196.92718505859375
2019-06-17,194.96713256835938
2019-05-16,193.76170349121094
2018-08-01,194.251708984375
2019-03-13,197.4759979248047
2019-12-03,201.7881317138672
2020-02-20,200.0338897705078
2019-12-06,202.3369598388672
2020-05-12,187.20529174804688
2019-12-09,191.94863891601562
2020-02-26,191.29202270507812
2020-05-15,192.37985229492188
2019-03-28,192.74246215820312
2018-09-17,181.29571533203125
2018-08-16,183.8143768310547
2018-10-19,186.1958770751953
2019-04-29,188.1559295654297
2019-01-23,188.66552734375
2019-09-04,187.3032989501953
2018-11-20,182.26593017578125
2019-07-02,179.2912139892578
2019-05-31,177.2325439453125
2019-12-12,178.64112854003906
2020-05-18,176.34603881835938
2019-09-27,177.80384826660156
2020-03-03,175.0359649658203
2020-05-21,171.92335510253906
2019-05-14,174.83897399902344
2018-08-31,168.52508544921875
2018-07-30,167.3036651611328
2018-10-02,170.40643310546875
2019-04-12,171.7559051513672
2019-03-11,169.244140625
2019-02-07,171.5884552001953
2019-07-17,171.18458557128906
