Dates,NSC
2018-06-20,1094300.0
2018-06-21,886400.0
2018-06-25,1666800.0
2018-06-22,1883700.0
2018-06-26,2403100.0
2018-06-27,1882800.0
2018-06-28,1803200.0
2018-06-29,1318500.0
2018-07-02,901900.0
2018-07-03,622400.0
2018-07-05,1174800.0
2018-07-16,1232200.0
2018-09-18,1114200.0
2019-01-24,2365900.0
2019-09-05,1647900.0
2018-11-21,2080900.0
2020-01-13,1748800.0
2020-04-01,2167700.0
2020-06-19,2105600.0
2019-10-29,2202400.0
2020-01-16,1916000.0
2020-06-22,1662900.0
2018-10-03,1546600.0
2018-07-31,2865200.0
2019-03-12,3612300.0
2019-02-08,2470300.0
2019-01-07,1862800.0
2018-12-06,1294800.0
2019-08-19,1687000.0
2019-07-18,1728500.0
2019-05-15,1310400.0
2019-09-20,1667100.0
2019-11-01,1646900.0
2020-04-07,1260700.0
2020-06-25,901200.0
2020-06-16,952900.0
2019-11-04,1191800.0
2020-01-22,1408000.0
2019-11-07,1634600.0
2020-04-13,2003100.0
2019-07-01,1370400.0
2019-05-30,1136600.0
2018-08-15,1039800.0
2018-10-18,1278700.0
2019-03-27,1174400.0
2019-01-22,1603800.0
2018-12-21,1381500.0
2019-09-03,1675800.0
2018-11-19,1898400.0
2019-08-02,1221400.0
2020-01-28,1572700.0
2020-04-16,2089700.0
2019-11-13,1609800.0
2020-01-31,1670000.0
2018-12-04,1581600.0
2018-11-02,1700700.0
2019-07-16,2128600.0
2018-08-30,1849000.0
2018-10-01,1150400.0
2019-06-14,1712600.0
2019-05-13,1448500.0
2019-04-11,1565600.0
2019-02-06,4374900.0
2019-09-18,1855100.0
2020-02-03,1897500.0
2020-04-22,2243600.0
2019-11-19,1663900.0
2020-02-06,1338400.0
2019-11-22,2177900.0
2019-03-25,1417600.0
2019-02-21,2573100.0
2018-12-19,1693300.0
2018-07-12,1891500.0
2018-09-14,1901300.0
2018-08-13,1516800.0
2018-10-16,1479700.0
2019-07-31,1186800.0
2019-05-28,1307700.0
2019-04-26,3207500.0
2020-04-28,3713500.0
2019-11-25,1980500.0
2020-02-12,2366200.0
2020-05-01,2351800.0
2020-05-04,2753800.0
2019-06-12,4485700.0
2019-04-09,2745100.0
2019-03-08,2180700.0
2019-02-04,4492500.0
2018-07-27,4901300.0
2018-08-28,3522000.0
2019-01-03,2471500.0
2019-08-15,2788600.0
2018-10-31,1944200.0
2019-09-16,2161200.0
2020-02-18,2076400.0
2020-05-07,2127200.0
2018-08-17,1728700.0
2019-12-04,1780300.0
2020-02-21,2087000.0
2018-12-17,1518300.0
2019-08-30,1529100.0
2018-11-15,1980100.0
2019-07-29,1741800.0
2019-06-27,1547100.0
2019-04-24,2788000.0
2018-07-10,2049800.0
2018-09-12,2455700.0
2019-02-19,3582000.0
2019-01-18,1681600.0
2020-02-24,602900.0
2020-05-13,1573200.0
2019-12-10,2787900.0
2020-02-27,2786800.0
2019-12-13,1741100.0
2020-05-19,2352600.0
2019-03-06,2008600.0
2018-11-30,2477900.0
2019-08-13,3631900.0
2019-07-12,2446900.0
2019-06-10,2914800.0
2019-05-09,2371900.0
2018-07-25,2189100.0
2018-09-27,2226800.0
2018-10-29,2693600.0
2019-10-16,3210700.0
2019-12-16,2411900.0
2020-03-04,3628600.0
2020-05-22,2602300.0
2019-10-01,4046200.0
2019-12-19,1057400.0
2018-09-10,2002900.0
2019-05-24,1391100.0
2018-08-09,1418200.0
2019-04-22,1321600.0
2019-03-21,1745000.0
2019-01-16,2244900.0
2019-08-28,1988500.0
2018-11-13,1787400.0
2018-10-12,3538400.0
2019-06-25,2361800.0
2020-03-10,2014800.0
2020-05-28,2054100.0
2019-10-07,1529100.0
2020-03-13,1207900.0
2019-10-10,1728000.0
2020-03-16,1702600.0
2020-06-03,2726600.0
2018-11-28,2388600.0
2018-09-25,2149900.0
2018-07-23,2619400.0
2018-08-24,4409300.0
2019-07-10,1613100.0
2019-05-07,1648200.0
2019-04-05,1387800.0
2019-03-04,1738300.0
2019-01-31,1670400.0
2019-09-12,1654700.0
2019-12-31,1792200.0
2020-03-19,2026400.0
2020-01-03,2215000.0
2020-06-09,2037000.0
2019-02-15,4588800.0
2019-01-14,2382500.0
2018-07-06,1875600.0
2018-08-07,1468100.0
2018-10-10,1256200.0
2018-12-13,1516200.0
2019-08-26,1463500.0
2019-07-25,1244400.0
2019-05-22,1259900.0
2019-03-19,1563600.0
2020-01-06,1483700.0
2020-03-25,1021900.0
2020-06-12,1390200.0
2019-10-22,1549200.0
2020-01-09,1611400.0
2020-06-15,1340300.0
2019-10-25,1327700.0
2020-03-31,1029700.0
2020-06-18,1125500.0
2019-04-03,1312700.0
2018-08-22,1254900.0
2018-10-25,1494100.0
2019-01-29,1269400.0
2018-12-28,3432600.0
2018-11-26,1541300.0
2019-08-09,1510800.0
2019-07-08,1194100.0
2019-06-06,794000.0
2019-09-10,1021600.0
2020-01-15,1198900.0
2020-04-03,1011800.0
2019-10-31,964300.0
2020-04-06,1739600.0
2020-06-24,1949600.0
2018-11-09,2188100.0
2019-07-23,1568000.0
2019-06-21,1358000.0
2019-05-20,998700.0
2019-04-18,1366800.0
2018-09-06,929900.0
2018-10-08,1041000.0
2019-02-13,999500.0
2018-12-11,753000.0
2019-09-25,1044100.0
2020-01-21,859800.0
2020-04-09,1036100.0
2019-11-06,1748900.0
2020-01-24,1715000.0
2020-01-27,1580200.0
2020-04-15,1823000.0
2018-12-26,2749100.0
2019-08-07,1421800.0
2019-06-04,922000.0
2018-09-21,1115900.0
2018-07-19,1067300.0
2018-08-20,1671100.0
2018-10-23,1047600.0
2019-05-03,772300.0
2019-04-01,947400.0
2019-02-28,1447500.0
2019-11-12,1031900.0
2020-01-30,1093100.0
2019-11-15,1057300.0
2020-04-21,2009100.0
2019-04-16,1182300.0
2019-03-15,1129800.0
2019-02-11,1266100.0
2019-01-10,1242100.0
2019-08-22,1040400.0
2018-11-07,890000.0
2018-08-03,671600.0
2018-09-04,1658600.0
2019-06-19,1132000.0
2019-09-23,1904300.0
2019-11-18,1286200.0
2020-02-05,829900.0
2020-04-24,1494200.0
2019-03-29,1187100.0
2019-11-21,1102400.0
2020-04-27,1502800.0
2020-02-11,2086900.0
2020-04-30,1164700.0
2019-05-01,1394500.0
2019-02-26,1694300.0
2019-01-25,1114800.0
2018-12-24,1749100.0
2019-09-06,2273700.0
2018-07-17,2170600.0
2018-09-19,3926900.0
2019-08-05,2807000.0
2019-10-08,1635700.0
2019-12-11,1956700.0
2019-11-27,1467800.0
2020-02-14,1940500.0
2020-05-06,1229900.0
2019-01-08,1499300.0
2018-12-07,2947900.0
2019-08-20,1757800.0
2018-11-05,1321400.0
2019-07-19,873100.0
2018-10-04,913300.0
2019-06-17,949500.0
2019-05-16,1087400.0
2018-08-01,981400.0
2019-03-13,1557700.0
2019-12-03,1531800.0
2020-02-20,1309600.0
2019-12-06,1601700.0
2020-05-12,4474600.0
2019-12-09,3045500.0
2020-02-26,1517900.0
2020-05-15,1376500.0
2019-03-28,1734800.0
2018-09-17,6221700.0
2018-08-16,2436000.0
2018-10-19,1957200.0
2019-04-29,1621900.0
2019-01-23,1501300.0
2019-09-04,1663800.0
2018-11-20,3243800.0
2019-07-02,2554600.0
2019-05-31,3278400.0
2019-12-12,1392800.0
2020-05-18,1957500.0
2019-09-27,1742800.0
2020-03-03,1733800.0
2020-05-21,1638900.0
2019-05-14,1688000.0
2018-08-31,1651500.0
2018-07-30,2037200.0
2018-10-02,1325100.0
2019-04-12,1249000.0
2019-03-11,1177200.0
2019-02-07,1305100.0
2019-07-17,1176500.0
2019-09-19,1898200.0
2019-10-21,1561200.0
2019-12-18,1481900.0
2020-03-06,1321300.0
2019-10-03,1442800.0
2020-03-09,1147200.0
2020-05-27,1452600.0
2019-12-24,1499700.0
2020-03-12,1661700.0
2018-12-20,876300.0
2019-08-01,1225000.0
2018-08-14,1658400.0
2018-07-13,1887200.0
2018-10-17,1609400.0
2019-05-29,1771400.0
2019-03-26,1329300.0
2019-02-22,1303500.0
2019-10-04,1092700.0
2019-11-05,1137200.0
2019-12-27,2878600.0
2020-06-02,1197300.0
2019-12-30,2639300.0
2020-03-18,1498200.0
2020-06-05,1037100.0
2019-07-15,1182300.0
2018-12-03,1995700.0
2019-06-13,1569600.0
2019-01-04,2023400.0
2018-08-29,2283100.0
2019-02-05,1343600.0
2018-11-01,1118700.0
2019-08-16,1403200.0
2019-04-10,1021300.0
2019-09-17,1166900.0
2019-10-15,1884200.0
2020-01-02,1191600.0
2020-06-08,1569300.0
2019-10-18,1762900.0
2020-03-24,2371500.0
2020-06-11,1593200.0
2020-01-08,1876700.0
2019-04-25,2275700.0
2019-07-30,3119900.0
2019-02-20,1594900.0
2018-07-11,1619000.0
2018-09-13,1625500.0
2018-10-15,1586500.0
2019-06-28,1288000.0
2018-12-18,1427300.0
2018-11-16,1953700.0
2019-10-02,2760700.0
2020-03-27,2443200.0
2020-01-10,1921200.0
2019-10-24,2009700.0
2020-03-30,895500.0
2020-06-17,883200.0
2020-01-14,1283100.0
2020-04-02,943500.0
2019-01-02,658800.0
2019-08-14,963900.0
2018-10-30,1265000.0
2019-06-11,1097200.0
2019-05-10,1298800.0
2019-04-08,969600.0
2018-08-27,1042400.0
2018-07-26,1447900.0
2018-09-28,2279700.0
2019-03-07,967500.0
2019-10-30,948200.0
2020-01-17,1377500.0
2020-06-23,3387000.0
2020-04-08,2889100.0
2020-06-26,1988800.0
2019-03-22,1281300.0
2019-01-17,1156000.0
2019-08-29,1038000.0
2018-11-14,1182800.0
2019-06-26,1819600.0
2018-09-11,1648600.0
2018-07-09,1297000.0
2018-08-10,1464000.0
2019-04-23,1957700.0
2019-09-30,1638400.0
2020-01-23,2213200.0
2019-11-08,1914100.0
2020-04-14,386300.0
2019-11-11,693700.0
2020-01-29,490800.0
2020-04-17,755200.0
2018-07-24,800700.0
2018-09-26,1458800.0
2019-05-08,2003700.0
2019-03-05,2076800.0
2019-02-01,1478900.0
2018-12-31,1133600.0
2018-11-29,1812000.0
2019-08-12,1459400.0
2019-07-11,1418400.0
2019-09-13,1315900.0
2019-11-14,1584600.0
2020-04-20,1851100.0
2020-02-04,2247200.0
2020-04-23,1455200.0
2018-12-14,1447800.0
2019-08-27,1301500.0
2018-08-08,1129400.0
2018-10-11,1314100.0
