Dates,NSC
2018-11-12,1456600.0
2019-07-26,3193400.0
2019-06-24,1917100.0
2019-05-23,2163300.0
2019-03-20,1971800.0
2019-01-15,2551200.0
2019-11-20,1409800.0
2020-02-07,1001800.0
2020-02-10,2260000.0
2020-04-29,2338300.0
2019-11-26,1425200.0
2020-02-13,891700.0
2019-01-30,848600.0
2018-08-23,711400.0
2018-09-24,977600.0
2018-11-27,703400.0
2018-10-26,949100.0
2019-07-09,1363400.0
2019-06-07,1557300.0
2019-05-06,2171000.0
2019-04-04,1956000.0
2019-09-11,4335700.0
2019-11-29,3173500.0
2020-05-05,2540600.0
2019-12-02,2129600.0
2020-02-19,1832100.0
2020-05-08,1912400.0
2019-05-21,2163600.0
2019-03-18,3101100.0
2018-09-07,2673400.0
2018-08-06,2527800.0
2018-10-09,3940400.0
2019-02-14,3268500.0
2018-12-12,2617600.0
2019-07-24,2662000.0
2019-09-26,2745000.0
2019-10-28,2349100.0
2019-12-05,2712100.0
2020-05-11,3417400.0
2019-07-03,2723000.0
2020-02-25,2947700.0
2020-05-14,2522600.0
2020-02-28,1565300.0
2019-08-08,2010000.0
2019-06-05,2316800.0
2018-07-20,2067700.0
2018-08-21,2982400.0
2018-10-24,2285900.0
2019-04-02,2698100.0
2019-03-01,2062400.0
2019-01-28,1385900.0
2018-12-27,2214100.0
2019-09-09,1335700.0
2020-03-02,1093800.0
2020-05-20,1282200.0
2019-12-17,1356300.0
2020-03-05,1753000.0
2019-02-12,1698000.0
2019-01-11,2496400.0
2018-12-10,1541500.0
2019-08-23,1968600.0
2018-11-08,1691100.0
2019-07-22,1705100.0
2019-06-20,1991900.0
2018-09-05,2290400.0
2019-04-17,2205400.0
2019-09-24,1505200.0
2019-12-20,1226700.0
2020-05-26,978000.0
2019-04-30,1107800.0
2019-12-23,1046000.0
2020-03-11,768400.0
2020-05-29,891500.0
2019-12-26,1389100.0
2020-06-01,1326300.0
2019-05-02,1266300.0
2019-02-27,2041300.0
2018-11-23,1314300.0
2019-08-06,1345500.0
2018-07-18,1311600.0
2018-09-20,1178900.0
2018-10-22,1151100.0
2019-07-05,1326600.0
2019-06-03,1332200.0
2019-10-09,1314100.0
2019-10-11,2197300.0
2020-03-17,1937400.0
2020-06-04,1769300.0
2019-10-14,1761500.0
2020-03-20,1321100.0
2018-11-06,1955300.0
2019-06-18,1532200.0
2019-05-17,1370300.0
2019-04-15,1578600.0
2019-03-14,1394800.0
2019-01-09,1323200.0
2018-08-02,1208700.0
2018-10-05,1390700.0
2019-08-21,1106700.0
2019-10-17,1567200.0
2020-03-23,2572700.0
2020-06-10,1507600.0
2019-02-25,1664600.0
2020-01-07,1981300.0
2020-03-26,1163500.0
2019-10-23,2105500.0
