Dates,NSC
2018-06-20,151.07000732421875
2018-06-21,149.97999572753906
2018-06-25,151.82000732421875
2018-06-22,152.22999572753906
2018-06-26,151.05999755859375
2018-06-27,150.0399932861328
2018-06-28,149.72000122070312
2018-06-29,150.8699951171875
2018-07-02,152.2100067138672
2018-07-03,150.92999267578125
2018-07-05,153.0800018310547
2018-07-16,154.52000427246094
2018-09-18,157.13999938964844
2019-01-24,158.7100067138672
2019-09-05,155.75999450683594
2018-11-21,157.50999450683594
2020-01-13,159.4600067138672
2020-04-01,155.22999572753906
2020-06-19,154.9600067138672
2019-10-29,159.91000366210938
2020-01-16,160.47999572753906
2020-06-22,161.85000610351562
2018-10-03,162.99000549316406
2018-07-31,160.47999572753906
2019-03-12,168.36000061035156
2019-02-08,169.57000732421875
2019-01-07,168.24000549316406
2018-12-06,168.47999572753906
2019-08-19,169.0
2019-07-18,167.92999267578125
2019-05-15,169.30999755859375
2019-09-20,171.6199951171875
2019-11-01,172.69000244140625
2020-04-07,173.1699981689453
2020-06-25,172.83999633789062
2020-06-16,171.69000244140625
2019-11-04,171.94000244140625
2020-01-22,171.1199951171875
2019-11-07,172.19000244140625
2020-04-13,171.86000061035156
2019-07-01,173.47000122070312
2019-05-30,174.07000732421875
2018-08-15,174.8699951171875
2018-10-18,176.0800018310547
2019-03-27,174.11000061035156
2019-01-22,173.63999938964844
2018-12-21,174.86000061035156
2019-09-03,175.57000732421875
2018-11-19,175.13999938964844
2019-08-02,174.72000122070312
2020-01-28,174.19000244140625
2020-04-16,173.83999633789062
2019-11-13,174.36000061035156
2020-01-31,174.97999572753906
2018-12-04,174.61000061035156
2018-11-02,177.10000610351562
2019-07-16,180.1199951171875
2018-08-30,177.99000549316406
2018-10-01,178.00999450683594
2019-06-14,177.47000122070312
2019-05-13,179.39999389648438
2019-04-11,179.2899932861328
2019-02-06,186.7100067138672
2019-09-18,185.67999267578125
2020-02-03,184.27999877929688
2020-04-22,184.24000549316406
2019-11-19,182.50999450683594
2020-02-06,182.35000610351562
2019-11-22,180.5800018310547
2019-03-25,182.3300018310547
2019-02-21,180.5
2018-12-19,184.4499969482422
2018-07-12,181.3300018310547
2018-09-14,182.25
2018-08-13,183.42999267578125
2018-10-16,183.02000427246094
2019-07-31,183.99000549316406
2019-05-28,181.69000244140625
2019-04-26,171.60000610351562
2020-04-28,168.1300048828125
2019-11-25,170.19000244140625
2020-02-12,169.4499969482422
2020-05-01,172.35000610351562
2020-05-04,169.0
2019-06-12,164.16000366210938
2019-04-09,163.9199981689453
2019-03-08,163.94000244140625
2019-02-04,156.97000122070312
2018-07-27,160.19000244140625
2018-08-28,164.24000549316406
2019-01-03,161.94000244140625
2019-08-15,161.08999633789062
2018-10-31,166.30999755859375
2019-09-16,167.8300018310547
2020-02-18,168.33999633789062
2020-05-07,168.58999633789062
2018-08-17,167.1999969482422
2019-12-04,167.0500030517578
2020-02-21,173.0500030517578
2018-12-17,172.35000610351562
2019-08-30,170.32000732421875
2018-11-15,167.00999450683594
2019-07-29,166.82000732421875
2019-06-27,167.39999389648438
2019-04-24,172.8800048828125
2018-07-10,172.0500030517578
2018-09-12,170.52999877929688
2019-02-19,162.75
2019-01-18,166.25
2020-02-24,163.89999389648438
2020-05-13,164.11000061035156
2019-12-10,162.8000030517578
2020-02-27,167.8699951171875
2019-12-13,168.44000244140625
2020-05-19,170.74000549316406
2019-03-06,172.17999267578125
2018-11-30,165.88999938964844
2019-08-13,162.19000244140625
2019-07-12,156.99000549316406
2019-06-10,155.8800048828125
2019-05-09,155.52000427246094
2018-07-25,156.6999969482422
2018-09-27,157.52000427246094
2018-10-29,150.8800048828125
2019-10-16,147.5800018310547
2019-12-16,148.36000061035156
2020-03-04,146.92999267578125
2020-05-22,145.94000244140625
2019-10-01,144.3800048828125
2019-12-19,139.7899932861328
2018-09-10,147.27999877929688
2019-05-24,148.91000366210938
2018-08-09,148.00999450683594
2019-04-22,149.5399932861328
2019-03-21,149.5399932861328
2019-01-16,144.02000427246094
2019-08-28,150.52999877929688
2018-11-13,151.57000732421875
2018-10-12,156.63999938964844
2019-06-25,159.00999450683594
2020-03-10,161.41000366210938
2020-05-28,163.5800018310547
2019-10-07,163.72000122070312
2020-03-13,162.49000549316406
2019-10-10,162.80999755859375
2020-03-16,165.0800018310547
2020-06-03,169.0500030517578
2018-11-28,165.33999633789062
2018-09-25,164.2100067138672
2018-07-23,165.94000244140625
2018-08-24,165.1199951171875
2019-07-10,165.7899932861328
2019-05-07,166.92999267578125
2019-04-05,168.3800048828125
2019-03-04,167.74000549316406
2019-01-31,169.52999877929688
2019-09-12,169.9499969482422
2019-12-31,168.8800048828125
2020-03-19,168.97999572753906
2020-01-03,170.47000122070312
2020-06-09,171.4600067138672
2019-02-15,176.9499969482422
2019-01-14,180.61000061035156
2018-07-06,180.9499969482422
2018-08-07,181.72999572753906
2018-10-10,182.8699951171875
2018-12-13,182.75999450683594
2019-08-26,183.49000549316406
2019-07-25,182.94000244140625
2019-05-22,183.3000030517578
2019-03-19,181.41000366210938
2020-01-06,180.50999450683594
2020-03-25,180.82000732421875
2020-06-12,179.3000030517578
2019-10-22,178.8699951171875
2020-01-09,179.8000030517578
2020-06-15,177.83999633789062
2019-10-25,178.94000244140625
2020-03-31,178.7100067138672
2020-06-18,176.77999877929688
2019-04-03,180.83999633789062
2018-08-22,179.35000610351562
2018-10-25,179.7899932861328
2019-01-29,178.99000549316406
2018-12-28,179.52000427246094
2018-11-26,182.52999877929688
2019-08-09,178.77999877929688
2019-07-08,178.25999450683594
2019-06-06,180.61000061035156
2019-09-10,177.94000244140625
2020-01-15,179.80999755859375
2020-04-03,181.42999267578125
2019-10-31,182.4199981689453
2020-04-06,186.38999938964844
2020-06-24,186.88999938964844
2018-11-09,193.5399932861328
2019-07-23,193.0
2019-06-21,192.27999877929688
2019-05-20,191.50999450683594
2019-04-18,192.19000244140625
2018-09-06,194.02999877929688
2018-10-08,192.75
2019-02-13,192.61000061035156
2018-12-11,193.17999267578125
2019-09-25,196.14999389648438
2020-01-21,193.72000122070312
2020-04-09,193.22000122070312
2019-11-06,197.10000610351562
2020-01-24,198.5800018310547
2020-01-27,201.49000549316406
2020-04-15,201.6699981689453
2018-12-26,206.6999969482422
2019-08-07,202.80999755859375
2019-06-04,204.13999938964844
2018-09-21,202.83999633789062
2018-07-19,204.02000427246094
2018-08-20,200.1999969482422
2018-10-23,201.1300048828125
2019-05-03,205.05999755859375
2019-04-01,204.25999450683594
2019-02-28,201.19000244140625
2019-11-12,201.5500030517578
2020-01-30,202.7100067138672
2019-11-15,202.58999633789062
2020-04-21,196.80999755859375
2019-04-16,200.52999877929688
2019-03-15,200.8000030517578
2019-02-11,205.22000122070312
2019-01-10,203.52000427246094
2019-08-22,204.47999572753906
2018-11-07,204.63999938964844
2018-08-03,203.47000122070312
2018-09-04,199.9499969482422
2019-06-19,199.27000427246094
2019-09-23,197.6699981689453
2019-11-18,195.19000244140625
2020-02-05,198.1300048828125
2020-04-24,195.13999938964844
2019-03-29,196.33999633789062
2019-11-21,201.22000122070312
2020-04-27,202.9600067138672
2020-02-11,199.86000061035156
2020-04-30,203.0399932861328
2019-05-01,201.41000366210938
2019-02-26,198.97000122070312
2019-01-25,199.22999572753906
2018-12-24,196.50999450683594
2019-09-06,194.74000549316406
2018-07-17,190.77000427246094
2018-09-19,193.44000244140625
2019-08-05,192.39999389648438
2019-10-08,196.30999755859375
2019-12-11,197.19000244140625
2019-11-27,193.25
2020-02-14,192.25999450683594
2020-05-06,192.7899932861328
2019-01-08,193.39999389648438
2018-12-07,199.3300018310547
2019-08-20,200.9199981689453
2018-11-05,200.44000244140625
2019-07-19,202.50999450683594
2018-10-04,200.94000244140625
2019-06-17,198.94000244140625
2019-05-16,197.7100067138672
2018-08-01,198.2100067138672
2019-03-13,201.5
2019-12-03,205.89999389648438
2020-02-20,204.11000061035156
2019-12-06,206.4600067138672
2020-05-12,191.02000427246094
2019-12-09,195.86000061035156
2020-02-26,195.19000244140625
2020-05-15,196.3000030517578
2019-03-28,196.6699981689453
2018-09-17,184.99000549316406
2018-08-16,187.55999755859375
2018-10-19,189.99000549316406
2019-04-29,191.99000549316406
2019-01-23,192.50999450683594
2019-09-04,191.1199951171875
2018-11-20,185.97999572753906
2019-07-02,182.02000427246094
2019-05-31,179.92999267578125
2019-12-12,181.36000061035156
2020-05-18,179.02999877929688
2019-09-27,180.50999450683594
2020-03-03,177.6999969482422
2020-05-21,174.5399932861328
2019-05-14,177.5
2018-08-31,171.08999633789062
2018-07-30,169.85000610351562
2018-10-02,173.0
2019-04-12,174.3699951171875
2019-03-11,171.82000732421875
2019-02-07,174.1999969482422
2019-07-17,173.7899932861328
2019-09-19,169.27999877929688
2019-10-21,171.35000610351562
2019-12-18,169.9499969482422
2020-03-06,172.4499969482422
2019-10-03,174.4499969482422
2020-03-09,174.0500030517578
