Dates,NSC
2018-06-20,150.36000061035156
2018-06-21,149.11000061035156
2018-06-25,151.14999389648438
2018-06-22,150.80999755859375
2018-06-26,150.3300018310547
2018-06-27,150.0399932861328
2018-06-28,147.22000122070312
2018-06-29,149.8699951171875
2018-07-02,149.88999938964844
2018-07-03,150.6300048828125
2018-07-05,151.52999877929688
2018-07-16,152.3300018310547
2018-09-18,154.6300048828125
2019-01-24,156.69000244140625
2019-09-05,154.61000061035156
2018-11-21,156.22999572753906
2020-01-13,157.0399932861328
2020-04-01,154.0
2020-06-19,153.22000122070312
2019-10-29,158.13999938964844
2020-01-16,156.85000610351562
2020-06-22,159.4199981689453
2018-10-03,160.89999389648438
2018-07-31,159.69000244140625
2019-03-12,155.35000610351562
2019-02-08,168.19000244140625
2019-01-07,166.77999877929688
2018-12-06,168.27000427246094
2019-08-19,168.88999938964844
2019-07-18,167.55999755859375
2019-05-15,166.75999450683594
2019-09-20,168.86000061035156
2019-11-01,170.8699951171875
2020-04-07,172.8699951171875
2020-06-25,171.97000122070312
2020-06-16,171.67999267578125
2019-11-04,170.19000244140625
2020-01-22,170.9499969482422
2019-11-07,171.66000366210938
2020-04-13,170.64999389648438
2019-07-01,171.75999450683594
2019-05-30,173.74000549316406
2018-08-15,174.08999633789062
2018-10-18,175.05999755859375
2019-03-27,174.11000061035156
2019-01-22,173.1199951171875
2018-12-21,173.7100067138672
2019-09-03,175.47999572753906
2018-11-19,174.92999267578125
2019-08-02,174.57000732421875
2020-01-28,173.85000610351562
2020-04-16,173.0500030517578
2019-11-13,173.67999267578125
2020-01-31,173.1699981689453
2018-12-04,174.52999877929688
2018-11-02,173.74000549316406
2019-07-16,177.47000122070312
2018-08-30,177.7100067138672
2018-10-01,177.57000732421875
2019-06-14,177.19000244140625
2019-05-13,177.2100067138672
2019-04-11,178.74000549316406
2019-02-06,183.14999389648438
2019-09-18,184.83999633789062
2020-02-03,183.99000549316406
2020-04-22,183.7899932861328
2019-11-19,182.39999389648438
2020-02-06,182.07000732421875
2019-11-22,180.3300018310547
2019-03-25,180.64999389648438
2019-02-21,180.14999389648438
2018-12-19,182.24000549316406
2018-07-12,181.1699981689453
2018-09-14,181.1300048828125
2018-08-13,181.4499969482422
2018-10-16,182.14999389648438
2019-07-31,181.67999267578125
2019-05-28,181.47999572753906
2019-04-26,171.19000244140625
2020-04-28,167.00999450683594
2019-11-25,168.72000122070312
2020-02-12,169.1300048828125
2020-05-01,169.9199981689453
2020-05-04,167.47999572753906
2019-06-12,163.94000244140625
2019-04-09,163.19000244140625
2019-03-08,162.14999389648438
2019-02-04,155.0
2018-07-27,157.80999755859375
2018-08-28,162.3800048828125
2019-01-03,160.10000610351562
2019-08-15,158.8300018310547
2018-10-31,161.10000610351562
2019-09-16,167.0399932861328
2020-02-18,167.24000549316406
2020-05-07,168.00999450683594
2018-08-17,167.0500030517578
2019-12-04,165.9199981689453
2020-02-21,168.25
2018-12-17,171.2100067138672
2019-08-30,169.33999633789062
2018-11-15,166.8300018310547
2019-07-29,165.52999877929688
2019-06-27,166.0
2019-04-24,165.77999877929688
2018-07-10,171.72000122070312
2018-09-12,168.6999969482422
2019-02-19,161.57000732421875
2019-01-18,163.3800048828125
2020-02-24,163.4600067138672
2020-05-13,163.41000366210938
2019-12-10,161.1699981689453
2020-02-27,163.25999450683594
2019-12-13,166.6999969482422
2020-05-19,168.02000427246094
2019-03-06,171.3800048828125
2018-11-30,165.0500030517578
2019-08-13,157.86000061035156
2019-07-12,156.92999267578125
2019-06-10,152.1199951171875
2019-05-09,154.5500030517578
2018-07-25,156.55999755859375
2018-09-27,155.27000427246094
2018-10-29,150.30999755859375
2019-10-16,146.50999450683594
2019-12-16,147.47000122070312
2020-03-04,145.52000427246094
2020-05-22,144.8300018310547
2019-10-01,143.58999633789062
2019-12-19,139.10000610351562
2018-09-10,138.64999389648438
2019-05-24,142.97999572753906
2018-08-09,147.39999389648438
2019-04-22,148.27000427246094
2019-03-21,144.7899932861328
2019-01-16,143.60000610351562
2019-08-28,146.75999450683594
2018-11-13,148.27999877929688
2018-10-12,154.10000610351562
2019-06-25,156.4499969482422
2020-03-10,156.75
2020-05-28,159.85000610351562
2019-10-07,161.61000061035156
2020-03-13,161.4199981689453
2019-10-10,162.08999633789062
2020-03-16,162.2100067138672
2020-06-03,165.77000427246094
2018-11-28,164.9199981689453
2018-09-25,162.50999450683594
2018-07-23,165.22000122070312
2018-08-24,160.19000244140625
2019-07-10,162.72999572753906
2019-05-07,165.77000427246094
2019-04-05,165.97000122070312
2019-03-04,166.3300018310547
2019-01-31,166.97999572753906
2019-09-12,168.1199951171875
2019-12-31,167.3300018310547
2020-03-19,168.1199951171875
2020-01-03,167.30999755859375
2020-06-09,168.88999938964844
2019-02-15,174.5399932861328
2019-01-14,177.77000427246094
2018-07-06,179.4199981689453
2018-08-07,179.5
2018-10-10,181.6699981689453
2018-12-13,179.5500030517578
2019-08-26,182.4199981689453
2019-07-25,182.08999633789062
2019-05-22,181.7100067138672
2019-03-19,181.2899932861328
2020-01-06,179.74000549316406
2020-03-25,179.75
2020-06-12,178.6199951171875
2019-10-22,177.91000366210938
2020-01-09,178.19000244140625
2020-06-15,177.74000549316406
2019-10-25,177.3699951171875
2020-03-31,177.72999572753906
2020-06-18,174.22999572753906
2019-04-03,176.1199951171875
2018-08-22,178.94000244140625
2018-10-25,179.24000549316406
2019-01-29,177.72999572753906
2018-12-28,179.1699981689453
2018-11-26,179.22999572753906
2019-08-09,178.35000610351562
2019-07-08,176.6999969482422
2019-06-06,177.14999389648438
2019-09-10,177.6699981689453
2020-01-15,177.4199981689453
2020-04-03,179.85000610351562
2019-10-31,180.5
2020-04-06,182.5500030517578
2020-06-24,186.4600067138672
2018-11-09,189.0
2019-07-23,192.75999450683594
2019-06-21,191.91000366210938
2019-05-20,191.10000610351562
2019-04-18,191.24000549316406
2018-09-06,191.55999755859375
2018-10-08,190.36000061035156
2019-02-13,191.25999450683594
2018-12-11,192.42999267578125
2019-09-25,194.27999877929688
2020-01-21,193.60000610351562
2020-04-09,192.83999633789062
2019-11-06,195.75999450683594
2020-01-24,197.85000610351562
2020-01-27,198.02999877929688
2020-04-15,199.97999572753906
2018-12-26,205.72000122070312
2019-08-07,202.5800018310547
2019-06-04,202.9600067138672
2018-09-21,202.27999877929688
2018-07-19,200.6999969482422
2018-08-20,199.5399932861328
2018-10-23,197.8300018310547
2019-05-03,201.8300018310547
2019-04-01,200.57000732421875
2019-02-28,197.8699951171875
2019-11-12,200.47999572753906
2020-01-30,199.07000732421875
2019-11-15,197.74000549316406
2020-04-21,194.11000061035156
2019-04-16,197.77999877929688
2019-03-15,199.10000610351562
2019-02-11,201.24000549316406
2019-01-10,202.47000122070312
2019-08-22,202.52999877929688
2018-11-07,204.4600067138672
2018-08-03,201.67999267578125
2018-09-04,196.5399932861328
2019-06-19,196.60000610351562
2019-09-23,197.17999267578125
2019-11-18,193.75999450683594
2020-02-05,195.99000549316406
2020-04-24,194.1699981689453
2019-03-29,194.4499969482422
2019-11-21,197.02999877929688
2020-04-27,202.0
2020-02-11,197.86000061035156
