Dates,HBI
2018-06-20,6042000.0
2018-06-21,12338800.0
2018-06-25,10772000.0
2018-06-22,6460600.0
2018-06-26,5201500.0
2018-06-27,5769100.0
2018-06-28,3989300.0
2018-06-29,4823100.0
2018-07-02,3585400.0
2018-07-03,2095000.0
2018-07-05,5415900.0
2018-07-16,5060000.0
2018-09-18,5080600.0
2019-01-24,5202800.0
2019-09-05,4204000.0
2018-11-21,5498800.0
2020-01-13,3972600.0
2020-04-01,4810100.0
2020-06-19,4986400.0
2019-10-29,6792900.0
2020-01-16,3468700.0
2020-06-22,2997600.0
2018-10-03,5254200.0
2018-07-31,6880800.0
2019-03-12,3584700.0
2019-02-08,5189200.0
2019-01-07,5441100.0
2018-12-06,5272600.0
2019-08-19,11796000.0
2019-07-18,27445200.0
2019-05-15,15924900.0
2019-09-20,7163700.0
2019-11-01,6139100.0
2020-04-07,6040600.0
2020-06-25,4324200.0
2020-06-16,4472800.0
2019-11-04,4949600.0
2020-01-22,5961200.0
2019-11-07,4998900.0
2020-04-13,10738500.0
2019-07-01,6428000.0
2019-05-30,5494500.0
2018-08-15,6602800.0
2018-10-18,4079000.0
2019-03-27,6558100.0
2019-01-22,8395300.0
2018-12-21,7235900.0
2019-09-03,4444600.0
2018-11-19,6715000.0
2019-08-02,6416400.0
2020-01-28,4961600.0
2020-04-16,4068500.0
2019-11-13,7166700.0
2020-01-31,8304200.0
2018-12-04,3895200.0
2018-11-02,3274500.0
2019-07-16,3178600.0
2018-08-30,5349900.0
2018-10-01,2798000.0
2019-06-14,4071500.0
2019-05-13,3514000.0
2019-04-11,3985800.0
2019-02-06,4476400.0
2019-09-18,3311200.0
2020-02-03,3900300.0
2020-04-22,5233200.0
2019-11-19,3602100.0
2020-02-06,3619700.0
2019-11-22,3919000.0
2019-03-25,2786900.0
2019-02-21,5642500.0
2018-12-19,6151800.0
2018-07-12,4969600.0
2018-09-14,3608000.0
2018-08-13,5287500.0
2018-10-16,4816000.0
2019-07-31,3924000.0
2019-05-28,3201500.0
2019-04-26,5296900.0
2020-04-28,6495800.0
2019-11-25,5469900.0
2020-02-12,4375000.0
2020-05-01,4817700.0
2020-05-04,5410800.0
2019-06-12,6843900.0
2019-04-09,3793300.0
2019-03-08,4939600.0
2019-02-04,5290800.0
2018-07-27,5946200.0
2018-08-28,5321300.0
2019-01-03,6314400.0
2019-08-15,6197500.0
2018-10-31,7514800.0
2019-09-16,7821300.0
2020-02-18,16316600.0
2020-05-07,12469800.0
2018-08-17,7090100.0
2019-12-04,7584100.0
2020-02-21,5391400.0
2018-12-17,4892600.0
2019-08-30,5162800.0
2018-11-15,4184600.0
2019-07-29,4483600.0
2019-06-27,4343500.0
2019-04-24,6240900.0
2018-07-10,6838400.0
2018-09-12,8094000.0
2019-02-19,9002900.0
2019-01-18,6568500.0
2020-02-24,2370300.0
2020-05-13,5034000.0
2019-12-10,4547500.0
2020-02-27,4901400.0
2019-12-13,4118600.0
2020-05-19,5327100.0
2019-03-06,5889600.0
2018-11-30,8806300.0
2019-08-13,7018300.0
2019-07-12,4486700.0
2019-06-10,6265400.0
2019-05-09,5614200.0
2018-07-25,5301700.0
2018-09-27,8778600.0
2018-10-29,8780900.0
2019-10-16,9314300.0
2019-12-16,8337100.0
2020-03-04,10163800.0
2020-05-22,10798000.0
2019-10-01,10010200.0
2019-12-19,3344700.0
2018-09-10,4961600.0
2019-05-24,6421100.0
2018-08-09,6381300.0
2019-04-22,6082900.0
2019-03-21,5905400.0
2019-01-16,4764200.0
2019-08-28,4062000.0
2018-11-13,7133800.0
2018-10-12,6165700.0
2019-06-25,6560000.0
2020-03-10,4952400.0
2020-05-28,5345600.0
2019-10-07,5852500.0
2020-03-13,4801800.0
2019-10-10,5186900.0
2020-03-16,5241300.0
2020-06-03,4935900.0
2018-11-28,8084700.0
2018-09-25,9176900.0
2018-07-23,7189900.0
2018-08-24,5181600.0
2019-07-10,4128300.0
