Dates,HBI
2019-05-07,4303900.0
2019-04-05,5407800.0
2019-03-04,8454100.0
2019-01-31,7738800.0
2019-09-12,4346600.0
2019-12-31,5987400.0
2020-03-19,6784100.0
2020-01-03,29578000.0
2020-06-09,12135300.0
2019-02-15,7503200.0
2019-01-14,7281500.0
2018-07-06,5437900.0
2018-08-07,4556800.0
2018-10-10,4532200.0
2018-12-13,4437900.0
2019-08-26,4634200.0
2019-07-25,4042100.0
2019-05-22,4913300.0
2019-03-19,5179300.0
2020-01-06,6032600.0
2020-03-25,4753900.0
2020-06-12,4529100.0
2019-10-22,5976900.0
2020-01-09,4107100.0
2020-06-15,5742900.0
2019-10-25,4545600.0
2020-03-31,3574700.0
2020-06-18,3020400.0
2019-04-03,7061000.0
2018-08-22,6051600.0
2018-10-25,7061900.0
2019-01-29,4575800.0
2018-12-28,7950100.0
2018-11-26,5285700.0
2019-08-09,7745300.0
2019-07-08,5072500.0
2019-06-06,3595200.0
2019-09-10,4026200.0
2020-01-15,3862600.0
2020-04-03,2727800.0
2019-10-31,2771100.0
2020-04-06,5212200.0
2020-06-24,4365900.0
2018-11-09,5498800.0
2019-07-23,3235100.0
2019-06-21,4099500.0
2019-05-20,3165300.0
2019-04-18,4303500.0
2018-09-06,3398900.0
2018-10-08,3168700.0
2019-02-13,3247700.0
2018-12-11,5940800.0
2019-09-25,4787700.0
2020-01-21,6548800.0
2020-04-09,5223100.0
2019-11-06,3035700.0
2020-01-24,3786300.0
2020-01-27,3681000.0
2020-04-15,3473800.0
2018-12-26,3088100.0
2019-08-07,3668700.0
2019-06-04,3433800.0
2018-09-21,4502700.0
2018-07-19,5350700.0
2018-08-20,9151100.0
2018-10-23,13817000.0
2019-05-03,9776200.0
2019-04-01,5906900.0
2019-02-28,5117300.0
2019-11-12,5694500.0
2020-01-30,6422400.0
2019-11-15,9089500.0
2020-04-21,6575300.0
2019-04-16,7064900.0
2019-03-15,3603900.0
2019-02-11,4026400.0
2019-01-10,3798200.0
2019-08-22,3779300.0
2018-11-07,3056400.0
2018-08-03,4495200.0
2018-09-04,4759500.0
2019-06-19,3938900.0
2019-09-23,4955200.0
2019-11-18,4345900.0
2020-02-05,3899700.0
2020-04-24,5126100.0
2019-03-29,6428700.0
2019-11-21,3733700.0
2020-04-27,4433600.0
2020-02-11,3393300.0
2020-04-30,3833000.0
2019-05-01,2482200.0
2019-02-26,2820000.0
2019-01-25,3007300.0
2018-12-24,2342300.0
2019-09-06,3374600.0
2018-07-17,4328900.0
2018-09-19,3612400.0
2019-08-05,3878000.0
2019-10-08,2865600.0
2019-12-11,5968500.0
2019-11-27,4368200.0
2020-02-14,3047700.0
2020-05-06,3280300.0
2019-01-08,2879200.0
2018-12-07,4664400.0
2019-08-20,4223300.0
2018-11-05,2554000.0
2019-07-19,1544400.0
2018-10-04,1707700.0
2019-06-17,5073600.0
2019-05-16,2741100.0
2018-08-01,5518000.0
2019-03-13,5794700.0
2019-12-03,4285500.0
2020-02-20,3700400.0
2019-12-06,4732400.0
2020-05-12,4543800.0
2019-12-09,12442200.0
2020-02-26,3246100.0
2020-05-15,2696100.0
2019-03-28,2329000.0
2018-09-17,3299100.0
2018-08-16,5081000.0
2018-10-19,3601900.0
2019-04-29,4530300.0
2019-01-23,6069300.0
2019-09-04,7722800.0
2018-11-20,13793100.0
2019-07-02,7077000.0
2019-05-31,6560700.0
2019-12-12,9462200.0
2020-05-18,6454600.0
2019-09-27,7104500.0
2020-03-03,3021400.0
2020-05-21,5766000.0
2019-05-14,9416700.0
2018-08-31,7450100.0
2018-07-30,10924600.0
2018-10-02,6071100.0
2019-04-12,4621400.0
2019-03-11,4270400.0
2019-02-07,5053600.0
2019-07-17,4098100.0
2019-09-19,7760500.0
2019-10-21,4604200.0
2019-12-18,3939900.0
2020-03-06,3201100.0
2019-10-03,3326400.0
2020-03-09,3798900.0
2020-05-27,6121700.0
2019-12-24,7002400.0
2020-03-12,9074500.0
2018-12-20,4622100.0
2019-08-01,10022400.0
2018-08-14,9339100.0
2018-07-13,7138400.0
2018-10-17,4687400.0
2019-05-29,2820600.0
2019-03-26,4418900.0
2019-02-22,7070100.0
2019-10-04,4382100.0
2019-11-05,3570500.0
2019-12-27,6884400.0
2020-06-02,4889600.0
2019-12-30,5905100.0
2020-03-18,2730400.0
2020-06-05,2891800.0
2019-07-15,3761900.0
2018-12-03,3575600.0
2019-06-13,3428100.0
2019-01-04,5040800.0
2018-08-29,5643600.0
2019-02-05,3060600.0
2018-11-01,3192700.0
2019-08-16,2909900.0
2019-04-10,3311800.0
2019-09-17,5184800.0
2019-10-15,3419200.0
2020-01-02,2946200.0
2020-06-08,3214400.0
2019-10-18,2969500.0
2020-03-24,3379000.0
2020-06-11,8699000.0
2020-01-08,3963800.0
2019-04-25,3915800.0
2019-07-30,2356600.0
2019-02-20,4086900.0
2018-07-11,3683500.0
2018-09-13,4756300.0
2018-10-15,4005700.0
2019-06-28,6917300.0
2018-12-18,15874500.0
2018-11-16,10706700.0
2019-10-02,6120200.0
2020-03-27,5890100.0
2020-01-10,3631500.0
2019-10-24,5360700.0
2020-03-30,3966600.0
2020-06-17,4240500.0
2020-01-14,3136600.0
2020-04-02,4943800.0
2019-01-02,5299300.0
2019-08-14,8167400.0
2018-10-30,7177100.0
2019-06-11,4733900.0
2019-05-10,3665300.0
2019-04-08,3556600.0
2018-08-27,4591200.0
2018-07-26,5235900.0
2018-09-28,11092200.0
2019-03-07,6029200.0
2019-10-30,1908700.0
2020-01-17,6046200.0
2020-06-23,6725400.0
2020-04-08,4001100.0
2020-06-26,3886000.0
2019-03-22,4122900.0
2019-01-17,5515600.0
2019-08-29,3807400.0
2018-11-14,4255900.0
2019-06-26,7437100.0
2018-09-11,10213100.0
2018-07-09,11011700.0
2018-08-10,4647800.0
2019-04-23,7052400.0
2019-09-30,5446400.0
2020-01-23,8514700.0
2019-11-08,3609700.0
2020-04-14,1421200.0
2019-11-11,3137100.0
2020-01-29,3220600.0
2020-04-17,4023800.0
2018-07-24,4344800.0
2018-09-26,8719200.0
2019-05-08,5653600.0
2019-03-05,4306200.0
2019-02-01,4936100.0
2018-12-31,6069900.0
2018-11-29,5149100.0
2019-08-12,7488100.0
2019-07-11,6234200.0
2019-09-13,4345700.0
2019-11-14,7803900.0
2020-04-20,5779800.0
2020-02-04,5620400.0
2020-04-23,4174500.0
2018-12-14,5136800.0
2019-08-27,5245400.0
2018-08-08,4289000.0
2018-10-11,4425700.0
2018-11-12,4322400.0
2019-07-26,3414600.0
2019-06-24,5379200.0
2019-05-23,7795800.0
2019-03-20,8998800.0
2019-01-15,9495300.0
2019-11-20,10384100.0
2020-02-07,12375000.0
2020-02-10,15793400.0
2020-04-29,13906400.0
2019-11-26,16302500.0
2020-02-13,8934300.0
2019-01-30,7753800.0
2018-08-23,6485600.0
2018-09-24,5911000.0
2018-11-27,5174300.0
2018-10-26,6348000.0
2019-07-09,4030400.0
2019-06-07,6134200.0
2019-05-06,6996900.0
2019-04-04,10444300.0
2019-09-11,11874000.0
2019-11-29,16157200.0
2020-05-05,8246700.0
2019-12-02,17395500.0
2020-02-19,7930000.0
2020-05-08,5218400.0
2019-05-21,12445700.0
2019-03-18,7850600.0
2018-09-07,9166600.0
2018-08-06,12277100.0
2018-10-09,13302300.0
2019-02-14,10841500.0
2018-12-12,9935200.0
2019-07-24,11559400.0
2019-09-26,11320500.0
2019-10-28,10920200.0
2019-12-05,10508700.0
2020-05-11,15731500.0
2019-07-03,9359800.0
2020-02-25,15613800.0
2020-05-14,12652200.0
2020-02-28,12897700.0
2019-08-08,10015800.0
2019-06-05,7311400.0
2018-07-20,9043200.0
2018-08-21,10385300.0
2018-10-24,10551200.0
2019-04-02,13402700.0
2019-03-01,16392900.0
2019-01-28,13286000.0
2018-12-27,10998500.0
2019-09-09,5490400.0
2020-03-02,6814800.0
2020-05-20,6465400.0
2019-12-17,6040000.0
2020-03-05,7401300.0
2019-02-12,4031000.0
2019-01-11,5509500.0
2018-12-10,5377900.0
2019-08-23,8796900.0
2018-11-08,7388900.0
2019-07-22,6861700.0
2019-06-20,8555600.0
2018-09-05,10965200.0
2019-04-17,13617100.0
2019-09-24,9570400.0
2019-12-20,10642700.0
2020-05-26,14428800.0
2019-04-30,6437800.0
2019-12-23,5572800.0
2020-03-11,6021400.0
2020-05-29,8939400.0
2019-12-26,6528500.0
2020-06-01,9759800.0
2019-05-02,9077300.0
2019-02-27,6164000.0
2018-11-23,5471100.0
2019-08-06,6943600.0
2018-07-18,8884200.0
2018-09-20,5450000.0
2018-10-22,6856200.0
2019-07-05,9703800.0
2019-06-03,12121200.0
2019-10-09,8443300.0
2019-10-11,24388300.0
2020-03-17,6240200.0
2020-06-04,6724000.0
2019-10-14,12221700.0
2020-03-20,10650500.0
2018-11-06,15153100.0
2019-06-18,6992200.0
2019-05-17,9688000.0
2019-04-15,6569700.0
2019-03-14,10762800.0
2019-01-09,8607600.0
2018-08-02,9867200.0
2018-10-05,6033100.0
2019-08-21,5489800.0
2019-10-17,4733900.0
2020-03-23,13977100.0
2020-06-10,6924000.0
2019-02-25,6638700.0
2020-01-07,7691200.0
2020-03-26,4935500.0
2019-10-23,11109500.0
