Dates,HBI
2018-06-20,20.90999984741211
2018-06-21,21.389999389648438
2018-06-25,21.920000076293945
2018-06-22,21.690000534057617
2018-06-26,22.06999969482422
2018-06-27,21.68000030517578
2018-06-28,21.760000228881836
2018-06-29,22.0
2018-07-02,21.6299991607666
2018-07-03,21.920000076293945
2018-07-05,21.84000015258789
2018-07-16,22.170000076293945
2018-09-18,22.270000457763672
2019-01-24,22.020000457763672
2019-09-05,21.719999313354492
2018-11-21,21.56999969482422
2020-01-13,21.59000015258789
2020-04-01,21.329999923706055
2020-06-19,21.829999923706055
2019-10-29,21.75
2020-01-16,21.760000228881836
2020-06-22,22.1200008392334
2018-10-03,22.1200008392334
2018-07-31,21.6299991607666
2019-03-12,21.489999771118164
2019-02-08,21.59000015258789
2019-01-07,21.489999771118164
2018-12-06,21.6200008392334
2019-08-19,21.639999389648438
2019-07-18,17.920000076293945
2019-05-15,17.440000534057617
2019-09-20,17.93000030517578
2019-11-01,17.760000228881836
2020-04-07,18.110000610351562
2020-06-25,18.25
2020-06-16,18.610000610351562
2019-11-04,18.6200008392334
2020-01-22,18.15999984741211
2019-11-07,18.15999984741211
2020-04-13,17.84000015258789
2019-07-01,18.1299991607666
2019-05-30,18.25
2018-08-15,18.40999984741211
2018-10-18,18.950000762939453
2019-03-27,18.3799991607666
2019-01-22,17.739999771118164
2018-12-21,17.440000534057617
2019-09-03,17.43000030517578
2018-11-19,17.329999923706055
2019-08-02,17.350000381469727
2020-01-28,17.440000534057617
2020-04-16,17.399999618530273
2019-11-13,17.440000534057617
2020-01-31,17.540000915527344
2018-12-04,17.649999618530273
2018-11-02,17.549999237060547
2019-07-16,17.68000030517578
2018-08-30,17.540000915527344
2018-10-01,17.719999313354492
2019-06-14,17.510000228881836
2019-05-13,17.43000030517578
2019-04-11,17.709999084472656
2019-02-06,17.809999465942383
2019-09-18,18.030000686645508
2020-02-03,18.31999969482422
2020-04-22,18.530000686645508
2019-11-19,18.059999465942383
2020-02-06,17.860000610351562
2019-11-22,17.780000686645508
2019-03-25,18.010000228881836
2019-02-21,18.079999923706055
2018-12-19,17.940000534057617
2018-07-12,17.600000381469727
2018-09-14,17.81999969482422
2018-08-13,17.209999084472656
2018-10-16,17.0
2019-07-31,17.09000015258789
2019-05-28,17.239999771118164
2019-04-26,16.6200008392334
2020-04-28,16.149999618530273
2019-11-25,16.110000610351562
2020-02-12,16.290000915527344
2020-05-01,16.579999923706055
2020-05-04,16.809999465942383
2019-06-12,16.469999313354492
2019-04-09,16.229999542236328
2019-03-08,16.270000457763672
2019-02-04,16.15999984741211
2018-07-27,16.56999969482422
2018-08-28,16.6200008392334
2019-01-03,16.079999923706055
2019-08-15,16.479999542236328
2018-10-31,16.709999084472656
2019-09-16,17.1299991607666
2020-02-18,15.550000190734863
2020-05-07,15.819999694824219
2018-08-17,15.710000038146973
2019-12-04,16.110000610351562
2020-02-21,16.299999237060547
2018-12-17,16.559999465942383
2019-08-30,16.3799991607666
2018-11-15,16.1299991607666
2019-07-29,15.739999771118164
2019-06-27,15.779999732971191
2019-04-24,15.170000076293945
2018-07-10,14.829999923706055
2018-09-12,14.720000267028809
2019-02-19,14.390000343322754
2019-01-18,15.050000190734863
2020-02-24,15.270000457763672
2020-05-13,15.420000076293945
2019-12-10,15.229999542236328
2020-02-27,15.229999542236328
2019-12-13,15.479999542236328
2020-05-19,15.619999885559082
2019-03-06,15.960000038146973
2018-11-30,15.390000343322754
2019-08-13,14.850000381469727
2019-07-12,15.039999961853027
2019-06-10,14.890000343322754
2019-05-09,14.729999542236328
2018-07-25,14.699999809265137
2018-09-27,13.739999771118164
2018-10-29,13.470000267028809
2019-10-16,12.850000381469727
2019-12-16,12.630000114440918
2020-03-04,11.949999809265137
2020-05-22,11.859999656677246
2019-10-01,11.819999694824219
2019-12-19,11.609999656677246
2018-09-10,11.569999694824219
2019-05-24,11.75
2018-08-09,12.09000015258789
2019-04-22,12.25
2019-03-21,12.109999656677246
2019-01-16,12.350000381469727
2019-08-28,12.609999656677246
2018-11-13,12.859999656677246
2018-10-12,13.260000228881836
2019-06-25,13.640000343322754
2020-03-10,13.350000381469727
2020-05-28,13.420000076293945
2019-10-07,13.5600004196167
2020-03-13,13.670000076293945
2019-10-10,13.6899995803833
2020-03-16,13.800000190734863
2020-06-03,14.4399995803833
2018-11-28,14.430000305175781
2018-09-25,14.479999542236328
2018-07-23,14.4399995803833
2018-08-24,14.8100004196167
2019-07-10,15.130000114440918
2019-05-07,15.050000190734863
2019-04-05,14.84000015258789
2019-03-04,14.720000267028809
2019-01-31,14.770000457763672
2019-09-12,15.119999885559082
2019-12-31,15.4399995803833
2020-03-19,15.329999923706055
2020-01-03,16.360000610351562
2020-06-09,17.639999389648438
2019-02-15,17.790000915527344
2019-01-14,18.25
2018-07-06,18.520000457763672
2018-08-07,18.420000076293945
2018-10-10,18.540000915527344
2018-12-13,18.530000686645508
2019-08-26,18.68000030517578
2019-07-25,18.93000030517578
2019-05-22,18.989999771118164
2019-03-19,19.0
2020-01-06,18.670000076293945
2020-03-25,18.56999969482422
2020-06-12,18.450000762939453
2019-10-22,18.510000228881836
2020-01-09,18.420000076293945
2020-06-15,18.34000015258789
2019-10-25,18.229999542236328
2020-03-31,18.020000457763672
2020-06-18,18.010000228881836
2019-04-03,17.690000534057617
2018-08-22,17.43000030517578
2018-10-25,17.68000030517578
2019-01-29,17.559999465942383
2018-12-28,17.600000381469727
2018-11-26,17.469999313354492
2019-08-09,17.6200008392334
2019-07-08,17.540000915527344
2019-06-06,17.540000915527344
2019-09-10,16.860000610351562
2020-01-15,16.68000030517578
2020-04-03,16.940000534057617
2019-10-31,17.030000686645508
2020-04-06,17.43000030517578
2020-06-24,17.670000076293945
2018-11-09,17.920000076293945
2019-07-23,17.809999465942383
2019-06-21,17.81999969482422
2019-05-20,17.850000381469727
2019-04-18,18.40999984741211
2018-09-06,18.25
2018-10-08,17.950000762939453
2019-02-13,17.770000457763672
2018-12-11,18.040000915527344
2019-09-25,18.260000228881836
2020-01-21,18.43000030517578
2020-04-09,18.5
2019-11-06,18.75
2020-01-24,18.690000534057617
2020-01-27,18.610000610351562
2020-04-15,18.450000762939453
2018-12-26,18.739999771118164
2019-08-07,18.510000228881836
2019-06-04,18.549999237060547
2018-09-21,18.469999313354492
2018-07-19,18.020000457763672
2018-08-20,18.100000381469727
2018-10-23,17.100000381469727
2019-05-03,17.149999618530273
2019-04-01,17.270000457763672
2019-02-28,17.559999465942383
2019-11-12,17.420000076293945
2020-01-30,17.149999618530273
2019-11-15,16.760000228881836
2020-04-21,15.989999771118164
2019-04-16,15.979999542236328
2019-03-15,16.139999389648438
2019-02-11,16.399999618530273
2019-01-10,16.6200008392334
2019-08-22,16.350000381469727
2018-11-07,16.520000457763672
2018-08-03,16.389999389648438
2018-09-04,15.789999961853027
2019-06-19,15.640000343322754
2019-09-23,15.75
2019-11-18,15.25
2020-02-05,15.130000114440918
2020-04-24,14.600000381469727
2019-03-29,14.640000343322754
2019-11-21,15.029999732971191
2020-04-27,15.520000457763672
2020-02-11,15.75
2020-04-30,15.850000381469727
2019-05-01,16.270000457763672
2019-02-26,16.40999984741211
2019-01-25,15.90999984741211
2018-12-24,16.059999465942383
2019-09-06,16.100000381469727
2018-07-17,16.510000228881836
2018-09-19,16.920000076293945
2019-08-05,16.940000534057617
2019-10-08,17.290000915527344
2019-12-11,17.270000457763672
2019-11-27,16.6299991607666
2020-02-14,16.540000915527344
2020-05-06,16.579999923706055
2019-01-08,16.729999542236328
2018-12-07,17.0
2019-08-20,16.760000228881836
2018-11-05,16.850000381469727
2019-07-19,16.920000076293945
2018-10-04,17.110000610351562
2019-06-17,17.06999969482422
2019-05-16,17.079999923706055
2018-08-01,16.309999465942383
2019-03-13,15.899999618530273
2019-12-03,16.059999465942383
2020-02-20,16.389999389648438
2019-12-06,16.56999969482422
2020-05-12,16.479999542236328
2019-12-09,16.079999923706055
2020-02-26,16.450000762939453
2020-05-15,15.960000038146973
2019-03-28,15.930000305175781
2018-09-17,16.100000381469727
2018-08-16,16.079999923706055
2018-10-19,15.869999885559082
2019-04-29,15.649999618530273
2019-01-23,15.369999885559082
2019-09-04,15.739999771118164
2018-11-20,14.5
2019-07-02,14.90999984741211
2019-05-31,14.729999542236328
2019-12-12,14.899999618530273
2020-05-18,14.430000305175781
2019-09-27,14.869999885559082
2020-03-03,14.710000038146973
2020-05-21,14.289999961853027
2019-05-14,14.350000381469727
2018-08-31,13.800000190734863
2018-07-30,12.960000038146973
2018-10-02,13.220000267028809
2019-04-12,13.789999961853027
2019-03-11,13.5600004196167
2019-02-07,13.930000305175781
2019-07-17,14.010000228881836
2019-09-19,13.569999694824219
2019-10-21,13.550000190734863
2019-12-18,13.359999656677246
2020-03-06,13.359999656677246
2019-10-03,13.539999961853027
2020-03-09,13.529999732971191
2020-05-27,12.899999618530273
2019-12-24,13.279999732971191
2020-03-12,13.829999923706055
2018-12-20,14.029999732971191
2019-08-01,14.140000343322754
2018-08-14,14.979999542236328
2018-07-13,15.079999923706055
2018-10-17,15.380000114440918
2019-05-29,15.739999771118164
2019-03-26,15.529999732971191
2019-02-22,14.75
2019-10-04,14.739999771118164
2019-11-05,14.430000305175781
2019-12-27,14.260000228881836
2020-06-02,14.119999885559082
2019-12-30,14.5600004196167
2020-03-18,14.800000190734863
2020-06-05,14.770000457763672
2019-07-15,15.039999961853027
2018-12-03,14.970000267028809
2019-06-13,14.859999656677246
2019-01-04,14.279999732971191
2018-08-29,13.9399995803833
2019-02-05,14.430000305175781
2018-11-01,14.65999984741211
2019-08-16,14.390000343322754
2019-04-10,14.420000076293945
2019-09-17,14.470000267028809
2019-10-15,14.8100004196167
2020-01-02,14.829999923706055
2020-06-08,15.170000076293945
2019-10-18,15.34000015258789
2020-03-24,15.460000038146973
2020-06-11,14.470000267028809
2020-01-08,15.359999656677246
2019-04-25,15.529999732971191
2019-07-30,15.850000381469727
2019-02-20,15.699999809265137
2018-07-11,15.550000190734863
2018-09-13,15.970000267028809
2018-10-15,15.899999618530273
2019-06-28,15.75
2018-12-18,14.029999732971191
2018-11-16,15.34000015258789
2019-10-02,15.479999542236328
2020-03-27,15.630000114440918
2020-01-10,15.5600004196167
2019-10-24,15.8100004196167
2020-03-30,15.520000457763672
2020-06-17,15.800000190734863
2020-01-14,15.59000015258789
2020-04-02,15.100000381469727
2019-01-02,15.09000015258789
2019-08-14,15.25
2018-10-30,15.289999961853027
2019-06-11,14.75
2019-05-10,14.75
2019-04-08,14.770000457763672
2018-08-27,14.779999732971191
2018-07-26,14.960000038146973
2018-09-28,14.149999618530273
2019-03-07,15.15999984741211
2019-10-30,15.050000190734863
2020-01-17,15.029999732971191
2020-06-23,14.4399995803833
2020-04-08,14.550000190734863
2020-06-26,14.729999542236328
2019-03-22,14.930000305175781
2019-01-17,14.930000305175781
2019-08-29,14.930000305175781
2018-11-14,14.859999656677246
2019-06-26,14.989999771118164
2018-09-11,14.3100004196167
2018-07-09,14.539999961853027
2018-08-10,14.510000228881836
2019-04-23,14.779999732971191
2019-09-30,14.5
2020-01-23,14.449999809265137
2019-11-08,14.569999694824219
2020-04-14,14.600000381469727
2019-11-11,14.619999885559082
2020-01-29,14.670000076293945
2020-04-17,14.579999923706055
2018-07-24,14.710000038146973
2018-09-26,14.40999984741211
2019-05-08,14.239999771118164
2019-03-05,14.300000190734863
2019-02-01,14.289999961853027
2018-12-31,14.210000038146973
2018-11-29,13.930000305175781
2019-08-12,13.699999809265137
2019-07-11,13.680000305175781
2019-09-13,14.069999694824219
2019-11-14,13.770000457763672
2020-04-20,14.130000114440918
2020-02-04,14.149999618530273
2020-04-23,14.069999694824219
2018-12-14,14.149999618530273
