Dates,HBI
2018-06-20,19.7490291595459
2018-06-21,20.311182022094727
2018-06-25,20.237455368041992
2018-06-22,20.384904861450195
2018-06-26,20.5507869720459
2018-06-27,20.080793380737305
2018-06-28,20.329614639282227
2018-06-29,20.292753219604492
2018-07-02,20.320396423339844
2018-07-03,20.384904861450195
2018-07-05,20.513925552368164
2018-07-16,20.569217681884766
2018-09-18,20.69823455810547
2019-01-24,20.486278533935547
2019-09-05,20.17294692993164
2018-11-21,19.960988998413086
2020-01-13,19.979421615600586
2020-04-01,20.145299911499023
2020-06-19,20.329614639282227
2019-10-29,20.20059585571289
2020-01-16,20.458629608154297
2020-06-22,20.430980682373047
2018-10-03,20.560001373291016
2018-07-31,19.98863410949707
2019-03-12,20.06236457824707
2019-02-08,20.283536911010742
2019-01-07,20.080793380737305
2018-12-06,20.228240966796875
2019-08-19,20.513925552368164
2019-07-18,16.55121612548828
2019-05-15,16.846118927001953
2019-09-20,16.560434341430664
2019-11-01,16.698667526245117
2020-04-07,16.790821075439453
2020-06-25,17.12258529663086
2020-06-16,17.30689811706543
2019-11-04,17.159446716308594
2020-01-22,16.899314880371094
2019-11-07,16.899314880371094
2020-04-13,16.94576644897461
2019-07-01,16.964345932006836
2019-05-30,17.094411849975586
2018-08-15,17.586809158325195
2018-10-18,17.763324737548828
2019-03-27,17.094411849975586
2019-01-22,16.518407821655273
2018-12-21,16.388336181640625
2019-09-03,16.248981475830078
2018-11-19,16.26756477355957
2019-08-02,16.72279930114746
2020-01-28,16.26756477355957
2020-04-16,16.295434951782227
2019-11-13,16.360469818115234
2020-01-31,16.58344078063965
2018-12-04,16.40692138671875
2018-11-02,16.351179122924805
2019-07-16,16.509117126464844
2018-08-30,16.5369873046875
2018-10-01,16.648473739624023
2019-06-14,16.323307037353516
2019-05-13,16.434795379638672
2019-04-11,16.6298885345459
2019-02-06,16.806413650512695
2019-09-18,16.936473846435547
2020-02-03,17.30809211730957
2020-04-22,17.373125076293945
2019-11-19,16.824993133544922
2020-02-06,16.639183044433594
2019-11-22,16.815702438354492
2019-03-25,16.843570709228516
2019-02-21,17.122283935546875
2018-12-19,16.685632705688477
2018-07-12,16.546276092529297
2018-09-14,16.56485939025879
2018-08-13,16.007429122924805
2018-10-16,15.970269203186035
2019-07-31,16.174659729003906
2019-05-28,16.156078338623047
2019-04-26,15.459294319152832
2020-04-28,15.022645950317383
2019-11-25,15.199165344238281
2020-02-12,15.450006484985352
2020-05-01,15.849493980407715
2020-05-04,15.682267189025879
2019-06-12,15.375679969787598
2019-04-09,15.162002563476562
2019-03-08,15.40355396270752
2019-02-04,15.487168312072754
2018-07-27,15.422133445739746
2018-08-28,15.663686752319336
2019-01-03,15.254905700683594
2019-08-15,15.524328231811523
2018-10-31,16.341888427734375
2019-09-16,15.942401885986328
2020-02-18,15.069096565246582
2020-05-07,14.827545166015625
2018-08-17,15.366392135620117
2019-12-04,15.338521003723145
2020-02-21,15.710138320922852
2018-12-17,15.524328231811523
2019-08-30,15.524327278137207
2018-11-15,15.158720016479492
2019-07-29,14.802485466003418
2019-06-27,14.8681058883667
2019-04-24,14.689988136291504
2018-07-10,13.977519989013672
2018-09-12,13.996270179748535
2019-02-19,13.827527046203613
2019-01-18,14.736863136291504
2020-02-24,14.35250473022461
2020-05-13,14.69936466217041
2019-12-10,14.577493667602539
2020-02-27,14.839983940124512
2019-12-13,14.680615425109863
2020-05-19,14.9149808883667
2019-03-06,15.149345397949219
2018-11-30,14.483748435974121
2019-08-13,14.718113899230957
2019-07-12,14.211884498596191
2019-06-10,14.015020370483398
2019-05-09,13.949397087097168
2018-07-25,13.855650901794434
2018-09-27,12.93694019317627
2018-10-29,12.721324920654297
2019-10-16,12.158849716186523
2019-12-16,11.971357345581055
2020-03-04,11.362007141113281
2020-05-22,11.333884239196777
2019-10-01,11.146393775939941
2019-12-19,10.893279075622559
2018-09-10,11.61512279510498
2019-05-24,11.521376609802246
2018-08-09,11.427629470825195
2019-04-22,11.746366500854492
2019-03-21,11.877612113952637
2019-01-16,11.736992835998535
