Dates,SJM
2018-06-20,104.62000274658203
2018-06-21,105.08000183105469
2018-06-25,105.05999755859375
2018-06-22,106.79000091552734
2018-06-26,107.05000305175781
2018-06-27,108.58999633789062
2018-06-28,108.20999908447266
2018-06-29,107.13999938964844
2018-07-02,104.63999938964844
2018-07-03,105.54000091552734
2018-07-05,107.86000061035156
2018-07-16,110.33999633789062
2018-09-18,110.44000244140625
2019-01-24,107.56999969482422
2019-09-05,108.6500015258789
2018-11-21,109.30999755859375
2020-01-13,109.30000305175781
2020-04-01,108.01000213623047
2020-06-19,108.41999816894531
2019-10-29,108.45999908447266
2020-01-16,108.16000366210938
2020-06-22,108.63999938964844
2018-10-03,107.75
2018-07-31,106.31999969482422
2019-03-12,106.9000015258789
2019-02-08,109.38999938964844
2019-01-07,109.69999694824219
2018-12-06,108.8499984741211
2019-08-19,110.22000122070312
2019-07-18,109.23999786376953
2019-05-15,109.02999877929688
2019-09-20,113.0
2019-11-01,114.0199966430664
2020-04-07,112.48999786376953
2020-06-25,111.80999755859375
2020-06-16,109.94999694824219
2019-11-04,109.81999969482422
2020-01-22,109.98999786376953
2019-11-07,111.08000183105469
2020-04-13,110.7300033569336
2019-07-01,111.62000274658203
2019-05-30,111.81999969482422
2018-08-15,114.4000015258789
2018-10-18,107.30999755859375
2019-03-27,105.01000213623047
2019-01-22,103.08999633789062
2018-12-21,103.88999938964844
2019-09-03,105.11000061035156
2018-11-19,104.05999755859375
2019-08-02,103.44000244140625
2020-01-28,102.5
2020-04-16,102.5999984741211
2019-11-13,102.69999694824219
2020-01-31,103.33000183105469
2018-12-04,107.0199966430664
2018-11-02,108.31999969482422
2019-07-16,109.58000183105469
2018-08-30,108.63999938964844
2018-10-01,108.08000183105469
2019-06-14,108.6500015258789
2019-05-13,109.58000183105469
2019-04-11,110.2699966430664
2019-02-06,108.5
2019-09-18,108.97000122070312
2020-02-03,108.58000183105469
2020-04-22,109.37999725341797
2019-11-19,108.5
2020-02-06,107.73999786376953
2019-11-22,105.58999633789062
2019-03-25,102.12000274658203
2019-02-21,101.6500015258789
2018-12-19,102.05999755859375
2018-07-12,102.33000183105469
2018-09-14,101.36000061035156
2018-08-13,100.91000366210938
2018-10-16,101.5999984741211
2019-07-31,102.69000244140625
2019-05-28,101.76000213623047
2019-04-26,102.06999969482422
2020-04-28,101.41000366210938
2019-11-25,101.94000244140625
2020-02-12,102.75
2020-05-01,103.33999633789062
2020-05-04,103.37000274658203
2019-06-12,102.54000091552734
2019-04-09,103.70999908447266
2019-03-08,103.94999694824219
2019-02-04,103.6500015258789
2018-07-27,105.5199966430664
2018-08-28,105.44999694824219
2019-01-03,104.62000274658203
2019-08-15,106.0
2018-10-31,108.05000305175781
2019-09-16,105.51000213623047
2020-02-18,108.37999725341797
2020-05-07,104.45999908447266
2018-08-17,105.75
2019-12-04,107.48999786376953
2020-02-21,108.66000366210938
2018-12-17,110.2300033569336
2019-08-30,110.48999786376953
2018-11-15,112.58999633789062
2019-07-29,112.58999633789062
2019-06-27,113.26000213623047
2019-04-24,111.76000213623047
2018-07-10,112.2699966430664
2018-09-12,111.44000244140625
2019-02-19,111.55000305175781
2019-01-18,109.58999633789062
2020-02-24,109.56999969482422
2020-05-13,108.33000183105469
2019-12-10,107.75
2020-02-27,100.6500015258789
2019-12-13,100.88999938964844
2020-05-19,103.06999969482422
2019-03-06,102.66000366210938
2018-11-30,101.86000061035156
2019-08-13,99.05000305175781
2019-07-12,97.41999816894531
2019-06-10,97.31999969482422
2019-05-09,99.04000091552734
2018-07-25,100.79000091552734
2018-09-27,101.68000030517578
2018-10-29,101.62999725341797
2019-10-16,98.18000030517578
2019-12-16,96.95999908447266
2020-03-04,96.41000366210938
2020-05-22,93.9800033569336
2019-10-01,94.87999725341797
2019-12-19,92.23999786376953
2018-09-10,92.54000091552734
2019-05-24,91.31999969482422
2018-08-09,92.94999694824219
2019-04-22,91.58000183105469
2019-03-21,91.94999694824219
2019-01-16,93.33000183105469
2019-08-28,94.08999633789062
2018-11-13,94.51000213623047
2018-10-12,97.55999755859375
2019-06-25,98.61000061035156
2020-03-10,99.36000061035156
2020-05-28,100.95999908447266
2019-10-07,101.52999877929688
2020-03-13,102.20999908447266
2019-10-10,102.58999633789062
2020-03-16,102.7699966430664
2020-06-03,103.80000305175781
2018-11-28,102.97000122070312
2018-09-25,103.19999694824219
2018-07-23,100.91000366210938
2018-08-24,101.27999877929688
2019-07-10,101.01000213623047
2019-05-07,102.76000213623047
2019-04-05,102.81999969482422
2019-03-04,102.8499984741211
2019-01-31,103.77999877929688
2019-09-12,103.55999755859375
2019-12-31,104.48999786376953
2020-03-19,104.55999755859375
2020-01-03,103.12000274658203
2020-06-09,102.43000030517578
2019-02-15,102.41999816894531
2019-01-14,103.29000091552734
2018-07-06,102.7699966430664
2018-08-07,101.1500015258789
2018-10-10,102.20999908447266
2018-12-13,102.66000366210938
2019-08-26,103.5199966430664
2019-07-25,105.76000213623047
2019-05-22,99.54000091552734
2019-03-19,100.37999725341797
2020-01-06,104.70999908447266
2020-03-25,105.73999786376953
2020-06-12,105.62999725341797
2019-10-22,105.36000061035156
2020-01-09,101.23999786376953
2020-06-15,101.54000091552734
2019-10-25,101.05000305175781
2020-03-31,102.37000274658203
2020-06-18,101.9000015258789
2019-04-03,101.87999725341797
2018-08-22,102.58999633789062
2018-10-25,102.55000305175781
2019-01-29,102.66999816894531
2018-12-28,103.27999877929688
2018-11-26,105.62000274658203
2019-08-09,106.16000366210938
2019-07-08,106.51000213623047
2019-06-06,107.06999969482422
2019-09-10,111.5999984741211
2020-01-15,113.87999725341797
2020-04-03,115.5199966430664
2019-10-31,114.86000061035156
2020-04-06,115.04000091552734
2020-06-24,115.52999877929688
2018-11-09,115.20999908447266
2019-07-23,115.06999969482422
2019-06-21,114.97000122070312
2019-05-20,114.97000122070312
2019-04-18,115.38999938964844
2018-09-06,116.69000244140625
2018-10-08,117.80000305175781
2019-02-13,118.54000091552734
2018-12-11,118.91000366210938
2019-09-25,118.18000030517578
2020-01-21,118.11000061035156
2020-04-09,118.04000091552734
2019-11-06,118.43000030517578
2020-01-24,119.36000061035156
2020-01-27,120.7300033569336
2020-04-15,121.06999969482422
2018-12-26,120.5
2019-08-07,120.83000183105469
2019-06-04,120.94000244140625
2018-09-21,121.7699966430664
2018-07-19,121.30000305175781
2018-08-20,121.27999877929688
2018-10-23,121.44999694824219
2019-05-03,122.4800033569336
2019-04-01,123.0
2019-02-28,123.95999908447266
2019-11-12,123.81999969482422
2020-01-30,124.1500015258789
2019-11-15,125.41000366210938
2020-04-21,125.52999877929688
2019-04-16,126.0
2019-03-15,126.4000015258789
2019-02-11,125.62999725341797
2019-01-10,125.62000274658203
2019-08-22,126.31999969482422
2018-11-07,126.4000015258789
2018-08-03,125.75
2018-09-04,126.04000091552734
2019-06-19,126.55999755859375
2019-09-23,123.68000030517578
2019-11-18,120.4000015258789
2020-02-05,120.62999725341797
2020-04-24,119.54000091552734
2019-03-29,121.33000183105469
2019-11-21,123.91000366210938
2020-04-27,124.33999633789062
2020-02-11,117.6500015258789
2020-04-30,121.76000213623047
2019-05-01,122.23999786376953
2019-02-26,122.36000061035156
2019-01-25,123.23999786376953
2018-12-24,122.68000030517578
2019-09-06,123.20999908447266
2018-07-17,122.01000213623047
2018-09-19,120.19999694824219
2019-08-05,119.19000244140625
2019-10-08,119.5
2019-12-11,120.72000122070312
2019-11-27,121.1500015258789
2020-02-14,119.9000015258789
2020-05-06,115.76000213623047
2019-01-08,114.44999694824219
2018-12-07,114.76000213623047
2019-08-20,115.55000305175781
2018-11-05,115.44999694824219
2019-07-19,117.80999755859375
2018-10-04,117.5999984741211
2019-06-17,118.68000030517578
2019-05-16,117.83999633789062
2018-08-01,117.5
2019-03-13,114.08999633789062
2019-12-03,113.80999755859375
2020-02-20,113.91000366210938
2019-12-06,114.95999908447266
2020-05-12,114.97000122070312
2019-12-09,115.12000274658203
2020-02-26,114.27999877929688
2020-05-15,111.76000213623047
2019-03-28,111.18000030517578
2018-09-17,111.81999969482422
2018-08-16,111.55000305175781
2018-10-19,113.0199966430664
2019-04-29,112.80999755859375
2019-01-23,112.58000183105469
2019-09-04,110.08000183105469
2018-11-20,111.5199966430664
2019-07-02,111.55999755859375
2019-05-31,109.41000366210938
2019-12-12,109.06999969482422
2020-05-18,109.01000213623047
2019-09-27,110.55999755859375
2020-03-03,111.27999877929688
2020-05-21,111.41999816894531
2019-05-14,113.0
2018-08-31,112.93000030517578
2018-07-30,112.41999816894531
2018-10-02,113.68000030517578
2019-04-12,114.44000244140625
2019-03-11,114.44000244140625
2019-02-07,112.68000030517578
2019-07-17,112.58999633789062
2019-09-19,110.70999908447266
2019-10-21,111.66999816894531
2019-12-18,101.75
2020-03-06,102.58999633789062
2019-10-03,102.37999725341797
2020-03-09,103.77999877929688
2020-05-27,103.33000183105469
2019-12-24,105.62999725341797
2020-03-12,104.62000274658203
2018-12-20,105.0999984741211
2019-08-01,103.93000030517578
2018-08-14,104.48999786376953
2018-07-13,105.87000274658203
2018-10-17,105.7699966430664
2019-05-29,105.20999908447266
2019-03-26,106.37999725341797
2019-02-22,106.7300033569336
2019-10-04,108.12999725341797
2019-11-05,107.52999877929688
2019-12-27,107.05999755859375
2020-06-02,106.91000366210938
2019-12-30,106.80999755859375
2020-03-18,107.37999725341797
2020-06-05,107.75
2019-07-15,107.94000244140625
2018-12-03,109.06999969482422
2019-06-13,107.79000091552734
2019-01-04,105.69000244140625
2018-08-29,105.9000015258789
2019-02-05,105.87999725341797
2018-11-01,107.11000061035156
2019-08-16,105.81999969482422
2019-04-10,105.26000213623047
2019-09-17,105.79000091552734
2019-10-15,106.27999877929688
2020-01-02,106.08999633789062
2020-06-08,106.43000030517578
2019-10-18,107.11000061035156
2020-03-24,107.06999969482422
2020-06-11,107.62000274658203
2020-01-08,107.55000305175781
2019-04-25,106.47000122070312
2019-07-30,106.55999755859375
2019-02-20,107.47000122070312
2018-07-11,107.27999877929688
2018-09-13,106.94999694824219
2018-10-15,107.16999816894531
2019-06-28,105.63999938964844
2018-12-18,105.01000213623047
2018-11-16,104.7300033569336
2019-10-02,105.41999816894531
2020-03-27,106.33000183105469
2020-01-10,107.62999725341797
2019-10-24,106.62000274658203
2020-03-30,106.11000061035156
2020-06-17,103.86000061035156
2020-01-14,104.2699966430664
2020-04-02,102.80999755859375
2019-01-02,103.22000122070312
2019-08-14,104.52999877929688
