Dates,SJM
2018-06-20,99.99842834472656
2018-06-21,99.08644104003906
2018-06-25,99.38729858398438
2018-06-22,101.75658416748047
2018-06-26,102.59334564208984
2018-06-27,103.45832061767578
2018-06-28,102.52753448486328
2018-06-29,101.05143737792969
2018-07-02,98.87020111083984
2018-07-03,100.87281036376953
2018-07-05,104.02242279052734
2018-07-16,105.05663299560547
2018-09-18,104.27628326416016
2019-01-24,102.61215209960938
2019-09-05,103.27967834472656
2018-11-21,103.16686248779297
2020-01-13,104.41730499267578
2020-04-01,101.92581939697266
2020-06-19,104.35149383544922
2019-10-29,102.48992156982422
2020-01-16,103.01642608642578
2020-06-22,102.92241668701172
2018-10-03,102.19845581054688
2018-07-31,101.17366790771484
2019-03-12,102.02922821044922
2019-02-08,103.5617446899414
2019-01-07,103.43950653076172
2018-12-06,104.39850616455078
2019-08-19,104.47372436523438
2019-07-18,102.85659790039062
2019-05-15,105.60194396972656
2019-09-20,109.28748321533203
2019-11-01,107.62334442138672
2020-04-07,106.0626449584961
2020-06-25,105.21646881103516
2020-06-16,104.0788345336914
2019-11-04,104.20106506347656
2020-01-22,104.45491027832031
2019-11-07,104.77458190917969
2020-04-13,105.85578918457031
2019-07-01,106.18736267089844
2019-05-30,108.55572509765625
2018-08-15,109.768310546875
2018-10-18,102.50221252441406
2019-03-27,99.84967041015625
2019-01-22,98.9496841430664
2018-12-21,99.51809692382812
2019-09-03,100.25702667236328
2018-11-19,98.76021575927734
2019-08-02,98.20128631591797
2020-01-28,97.54762268066406
2020-04-16,97.93603515625
2019-11-13,98.2297134399414
2020-01-31,101.50750732421875
2018-12-04,103.98954010009766
2018-11-02,103.76219177246094
2019-07-16,104.36846923828125
2018-08-30,103.4400863647461
2018-10-01,104.39688873291016
2019-06-14,105.08845520019531
2019-05-13,105.23055267333984
2019-04-11,105.77054595947266
2019-02-06,104.65267181396484
2019-09-18,103.42113494873047
2020-02-03,103.87586212158203
2020-04-22,104.3590087890625
2019-11-19,102.97587585449219
2020-02-06,102.66326141357422
2019-11-22,100.09597778320312
2019-03-25,96.97923278808594
2019-02-21,97.20658874511719
2018-12-19,97.11185455322266
2018-07-12,97.73709869384766
2018-09-14,96.2781753540039
2018-08-13,96.33502960205078
2018-10-16,97.52867126464844
2019-07-31,98.9023208618164
2019-05-28,96.60028076171875
2019-04-26,98.08760833740234
2020-04-28,96.78974914550781
2019-11-25,97.72762298583984
2020-02-12,98.45707702636719
2020-05-01,99.8401870727539
2020-05-04,98.33392333984375
2019-06-12,97.48130798339844
2019-04-09,99.45178985595703
2019-03-08,99.19599914550781
2019-02-04,100.28543853759766
2018-07-27,101.61172485351562
2018-08-28,100.92015838623047
2019-01-03,99.811767578125
2019-08-15,102.03801727294922
2018-10-31,103.8284912109375
2019-09-16,102.61589050292969
2020-02-18,103.96112060546875
2020-05-07,100.12440490722656
2018-08-17,102.2938003540039
2019-12-04,104.13163757324219
2020-02-21,104.95582580566406
2018-12-17,105.07898712158203
2019-08-30,106.9357681274414
2018-11-15,108.1862564086914
2019-07-29,107.83573913574219
2019-06-27,107.93994903564453
2019-04-24,107.7967758178711
2018-07-10,107.91130828857422
2018-09-12,106.75641632080078
2019-02-19,107.16683959960938
2019-01-18,104.98112487792969
2020-02-24,105.66832733154297
2020-05-13,104.04574584960938
2019-12-10,104.20801544189453
2020-02-27,96.66777038574219
2019-12-13,98.72940826416016
2020-05-19,99.75067901611328
2019-03-06,98.55760192871094
2018-11-30,97.58404541015625
2019-08-13,96.2382583618164
2019-07-12,93.69939422607422
2019-06-10,94.64432525634766
2019-05-09,96.28598022460938
2018-07-25,97.049560546875
2018-09-27,99.04436492919922
2018-10-29,97.26908874511719
2019-10-16,94.4916000366211
2019-12-16,92.90718841552734
2020-03-04,92.48723602294922
2020-05-22,91.07462310791016
2019-10-01,91.7236557006836
2019-12-19,88.91754913330078
2018-09-10,90.46377563476562
2019-05-24,90.09153747558594
2018-08-09,89.6333999633789
2019-04-22,89.23251342773438
2019-03-21,89.6047592163086
2019-01-16,90.28242492675781
2019-08-28,91.51367950439453
2018-11-13,92.74493408203125
2018-10-12,95.14063262939453
2019-06-25,95.14063262939453
2020-03-10,96.8586654663086
2020-05-28,97.53633117675781
2019-10-07,97.95629119873047
2020-03-13,98.4717025756836
2019-10-10,98.52896881103516
2020-03-16,99.43569946289062
2020-06-03,100.0179214477539
2018-11-28,100.20881652832031
2018-09-25,99.44524383544922
2018-07-23,97.13544464111328
2018-08-24,96.82048034667969
2019-07-10,98.18536376953125
2019-05-07,98.54805755615234
2019-04-05,98.76758575439453
2019-03-04,100.10382843017578
2019-01-31,99.10164642333984
2019-09-12,100.16109466552734
2019-12-31,100.57151794433594
2020-03-19,100.4665298461914
2020-01-03,99.10164642333984
2020-06-09,98.89166259765625
2019-02-15,98.63394927978516
2019-01-14,99.60750579833984
2018-07-06,99.00619506835938
2018-08-07,97.7166519165039
2018-10-10,99.48736572265625
2018-12-13,100.09364318847656
2019-08-26,102.91332244873047
2019-07-25,102.74971008300781
2019-05-22,97.60116577148438
2019-03-19,97.25471496582031
2020-01-06,102.0953140258789
2020-03-25,103.51959228515625
2020-06-12,101.92210388183594
2019-10-22,101.45055389404297
2020-01-09,98.67899322509766
2020-06-15,98.236328125
2019-10-25,99.51625061035156
2020-03-31,98.76560974121094
2020-06-18,98.6308822631836
2019-04-03,99.24678039550781
2018-08-22,98.92920684814453
2018-10-25,99.37188720703125
2019-01-29,99.93965911865234
2018-12-28,101.60453033447266
2018-11-26,102.99031066894531
2019-08-09,102.88445281982422
2019-07-08,103.03842163085938
2019-06-06,107.38822937011719
2019-09-10,109.9961929321289
2020-01-15,111.56481170654297
2020-04-03,111.35309600830078
2019-10-31,110.57359313964844
2020-04-06,111.6802978515625
2020-06-24,112.11335754394531
2018-11-09,111.37234497070312
2019-07-23,111.6802978515625
2019-06-21,110.99701690673828
2019-05-20,111.33384704589844
2019-04-18,112.15184783935547
2018-09-06,113.53763580322266
2018-10-08,114.98114776611328
2019-02-13,114.58658599853516
2018-12-11,114.96189880371094
2019-09-25,113.88406372070312
2020-01-21,114.69245147705078
2020-04-09,114.45185852050781
2019-11-06,114.76941680908203
2020-01-24,116.15519714355469
2020-01-27,116.65562438964844
2020-04-15,117.13680267333984
2018-12-26,117.75270080566406
2019-08-07,116.65562438964844
2019-06-04,118.16651916503906
2018-09-21,117.46399688720703
2018-07-19,118.01252746582031
2018-08-20,117.90666961669922
2018-10-23,118.30123901367188
2019-05-03,118.88827514648438
2019-04-01,120.4376449584961
2019-02-28,120.37991333007812
2019-11-12,119.92760467529297
2020-01-30,121.21714782714844
2019-11-15,122.12175750732422
2020-04-21,121.98702239990234
2019-04-16,122.00627899169922
2019-03-15,122.69915771484375
2019-02-11,121.81755065917969
2019-01-10,122.94136810302734
