Dates,SJM
2018-06-20,106.66000366210938
2018-06-21,106.5199966430664
2018-06-25,106.56999969482422
2018-06-22,108.44999694824219
2018-06-26,113.11000061035156
2018-06-27,112.05000305175781
2018-06-28,110.13999938964844
2018-06-29,108.9800033569336
2018-07-02,107.62000274658203
2018-07-03,107.9000015258789
2018-07-05,110.94999694824219
2018-07-16,112.5199966430664
2018-09-18,112.69000244140625
2019-01-24,110.44000244140625
2019-09-05,110.5999984741211
2018-11-21,111.16000366210938
2020-01-13,111.13999938964844
2020-04-01,111.0199966430664
2020-06-19,111.20999908447266
2019-10-29,111.13999938964844
2020-01-16,110.66000366210938
2020-06-22,110.30999755859375
2018-10-03,109.7699966430664
2018-07-31,108.30999755859375
2019-03-12,108.87999725341797
2019-02-08,112.23999786376953
2019-01-07,111.19999694824219
2018-12-06,111.12999725341797
2019-08-19,112.4000015258789
2019-07-18,112.45999908447266
2019-05-15,112.55000305175781
2019-09-20,121.27999877929688
2019-11-01,116.91999816894531
2020-04-07,114.61000061035156
2020-06-25,113.0199966430664
2020-06-16,112.54000091552734
2019-11-04,110.9800033569336
2020-01-22,111.33000183105469
2019-11-07,112.73999786376953
2020-04-13,113.0199966430664
2019-07-01,113.30999755859375
2019-05-30,115.47000122070312
2018-08-15,117.55000305175781
2018-10-18,116.80000305175781
2019-03-27,108.19000244140625
2019-01-22,105.22000122070312
2018-12-21,105.55999755859375
2019-09-03,106.68000030517578
2018-11-19,105.61000061035156
2019-08-02,104.72000122070312
2020-01-28,103.98999786376953
2020-04-16,103.93000030517578
2019-11-13,104.45999908447266
2020-01-31,107.33000183105469
2018-12-04,110.22000122070312
2018-11-02,110.05000305175781
2019-07-16,111.20999908447266
2018-08-30,110.16999816894531
2018-10-01,110.33000183105469
2019-06-14,111.04000091552734
2019-05-13,111.1500015258789
2019-04-11,111.80999755859375
2019-02-06,111.23999786376953
2019-09-18,111.51000213623047
2020-02-03,110.4000015258789
2020-04-22,110.44999694824219
2019-11-19,110.58999633789062
2020-02-06,108.94999694824219
2019-11-22,107.7300033569336
2019-03-25,104.66000366210938
2019-02-21,103.01000213623047
2018-12-19,103.73999786376953
2018-07-12,104.08000183105469
2018-09-14,104.3499984741211
2018-08-13,102.86000061035156
2018-10-16,104.75
2019-07-31,105.25
2019-05-28,104.91000366210938
2019-04-26,105.12000274658203
2020-04-28,104.72000122070312
2019-11-25,103.79000091552734
2020-02-12,104.56999969482422
2020-05-01,105.66000366210938
2020-05-04,105.63999938964844
2019-06-12,104.1500015258789
2019-04-09,105.4000015258789
2019-03-08,105.93000030517578
2019-02-04,106.41000366210938
2018-07-27,108.55999755859375
2018-08-28,107.55999755859375
2019-01-03,107.1500015258789
2019-08-15,108.5
2018-10-31,110.4000015258789
2019-09-16,109.66000366210938
2020-02-18,110.91000366210938
2020-05-07,111.58999633789062
2018-08-17,108.43000030517578
2019-12-04,110.13999938964844
2020-02-21,110.9800033569336
2018-12-17,111.56999969482422
2019-08-30,113.23999786376953
2018-11-15,114.86000061035156
2019-07-29,115.44999694824219
2019-06-27,114.5
2019-04-24,113.87999725341797
2018-07-10,113.97000122070312
2018-09-12,113.91999816894531
2019-02-19,115.08999633789062
2019-01-18,112.69999694824219
2020-02-24,110.98999786376953
2020-05-13,111.5
2019-12-10,109.52999877929688
2020-02-27,106.66999816894531
2019-12-13,104.41999816894531
2020-05-19,104.77999877929688
2019-03-06,104.55999755859375
2018-11-30,106.08999633789062
2019-08-13,102.91000366210938
2019-07-12,101.25
2019-06-10,99.68000030517578
2019-05-09,102.19999694824219
2018-07-25,102.69000244140625
2018-09-27,104.66000366210938
2018-10-29,104.18000030517578
2019-10-16,102.27999877929688
2019-12-16,99.44000244140625
2020-03-04,99.9000015258789
2020-05-22,97.5
2019-10-01,99.05000305175781
2019-12-19,96.36000061035156
2018-09-10,94.79000091552734
2019-05-24,94.38999938964844
2018-08-09,95.77999877929688
2019-04-22,94.2300033569336
2019-03-21,94.5199966430664
2019-01-16,96.20999908447266
2019-08-28,96.18000030517578
2018-11-13,97.66000366210938
2018-10-12,99.98999786376953
2019-06-25,99.9800033569336
2020-03-10,101.61000061035156
2020-05-28,102.41999816894531
2019-10-07,102.83999633789062
2020-03-13,103.41000366210938
2019-10-10,103.77999877929688
2020-03-16,104.54000091552734
2020-06-03,105.08999633789062
2018-11-28,105.06999969482422
2018-09-25,105.29000091552734
2018-07-23,103.29000091552734
2018-08-24,102.93000030517578
2019-07-10,102.87000274658203
2019-05-07,103.5999984741211
2019-04-05,104.12000274658203
2019-03-04,105.27999877929688
2019-01-31,105.51000213623047
2019-09-12,105.0
2019-12-31,105.51000213623047
2020-03-19,105.75
2020-01-03,105.29000091552734
2020-06-09,103.97000122070312
2019-02-15,104.31999969482422
2019-01-14,104.80000305175781
2018-07-06,104.45999908447266
2018-08-07,102.4000015258789
2018-10-10,104.16999816894531
2018-12-13,104.16999816894531
2019-08-26,107.5
2019-07-25,107.08000183105469
2019-05-22,102.4800033569336
2019-03-19,102.16999816894531
2020-01-06,109.30000305175781
2020-03-25,107.75
2020-06-12,107.8499984741211
2019-10-22,106.91000366210938
2020-01-09,105.52999877929688
2020-06-15,102.58000183105469
2019-10-25,103.48999786376953
2020-03-31,103.83999633789062
2020-06-18,102.83999633789062
2019-04-03,103.1500015258789
2018-08-22,103.5
2018-10-25,103.47000122070312
2019-01-29,103.97000122070312
2018-12-28,105.61000061035156
2018-11-26,107.1500015258789
2019-08-09,107.87999725341797
2019-07-08,107.97000122070312
2019-06-06,111.66999816894531
2019-09-10,115.05999755859375
2020-01-15,116.38999938964844
2020-04-03,116.7699966430664
2019-10-31,116.04000091552734
2020-04-06,116.37999725341797
2020-06-24,116.76000213623047
2018-11-09,116.77999877929688
2019-07-23,116.63999938964844
2019-06-21,116.25
2019-05-20,116.04000091552734
2019-04-18,116.91999816894531
2018-09-06,118.76000213623047
2018-10-08,120.55000305175781
2019-02-13,120.4000015258789
2018-12-11,119.93000030517578
2019-09-25,119.25
2020-01-21,119.30999755859375
2020-04-09,119.87000274658203
2019-11-06,119.55999755859375
2020-01-24,121.41999816894531
2020-01-27,121.73999786376953
2020-04-15,121.94000244140625
2018-12-26,122.8499984741211
2019-08-07,122.36000061035156
2019-06-04,122.83999633789062
2018-09-21,122.87000274658203
2018-07-19,123.06999969482422
2018-08-20,122.98999786376953
2018-10-23,122.94000244140625
2019-05-03,123.58000183105469
2019-04-01,125.5
2019-02-28,125.3499984741211
2019-11-12,125.51000213623047
2020-01-30,126.2300033569336
2019-11-15,127.04000091552734
2020-04-21,126.9800033569336
2019-04-16,127.41000366210938
2019-03-15,128.08999633789062
2019-02-11,128.3800048828125
2019-01-10,127.94999694824219
2019-08-22,128.42999267578125
2018-11-07,127.5
2018-08-03,127.4800033569336
2018-09-04,127.61000061035156
2019-06-19,127.91000366210938
2019-09-23,127.1500015258789
2019-11-18,123.23999786376953
2020-02-05,122.31999969482422
2020-04-24,121.56999969482422
2019-03-29,124.5999984741211
2019-11-21,125.87000274658203
2020-04-27,125.86000061035156
2020-02-11,125.58999633789062
2020-04-30,124.91000366210938
2019-05-01,125.06999969482422
2019-02-26,124.2699966430664
2019-01-25,124.58000183105469
2018-12-24,124.69000244140625
2019-09-06,124.36000061035156
2018-07-17,123.75
2018-09-19,122.93000030517578
2019-08-05,121.16000366210938
2019-10-08,121.26000213623047
2019-12-11,122.70999908447266
