Dates,ROK
2018-06-20,163.40916442871094
2018-06-21,160.84542846679688
2018-06-25,160.69235229492188
2018-06-22,158.33905029296875
2018-06-26,157.59292602539062
2018-06-27,158.05209350585938
2018-06-28,157.4972381591797
2018-06-29,159.0182647705078
2018-07-02,160.41494750976562
2018-07-03,159.86965942382812
2018-07-05,162.26116943359375
2018-07-16,161.8976593017578
2018-09-18,163.4856719970703
2019-01-24,163.96395874023438
2019-09-05,159.99403381347656
2018-11-21,161.50546264648438
2020-01-13,163.64830017089844
2020-04-01,160.35755920410156
2020-06-19,161.95506286621094
2019-10-29,163.01693725585938
2020-01-16,164.6049041748047
2020-06-22,163.86831665039062
2018-10-03,160.64451599121094
2018-07-31,163.07431030273438
2019-03-12,175.50076293945312
2019-02-08,176.08428955078125
2019-01-07,176.07472229003906
2018-12-06,174.82154846191406
2019-08-19,179.42288208007812
2019-07-18,176.390380859375
2019-05-15,172.50656127929688
2019-09-20,171.6934356689453
2019-11-01,171.13856506347656
2020-04-07,173.5205841064453
2020-06-25,169.51234436035156
2020-06-16,168.27830505371094
2019-11-04,166.6146697998047
2020-01-22,165.3164520263672
2019-11-07,165.7684326171875
2020-04-13,165.10488891601562
2019-07-01,166.67236328125
2019-05-30,166.97047424316406
2018-08-15,167.11471557617188
2018-10-18,167.12432861328125
2019-03-27,164.76829528808594
2019-01-22,166.1723175048828
2018-12-21,168.32638549804688
2019-09-03,170.1246795654297
2018-11-19,170.6824188232422
2019-08-02,171.7017822265625
2020-01-28,171.34593200683594
2020-04-16,174.0193328857422
2019-11-13,174.77903747558594
2020-01-31,174.98098754882812
2018-12-04,175.10598754882812
2018-11-02,176.4619140625
2019-07-16,177.6062774658203
2018-08-30,177.4139404296875
2018-10-01,178.24095153808594
2019-06-14,181.14511108398438
2019-05-13,184.25123596191406
2019-04-11,184.1070098876953
2019-02-06,186.6265106201172
2019-09-18,187.16502380371094
2020-02-03,189.39602661132812
2020-04-22,188.9344482421875
2019-11-19,185.7706298828125
2020-02-06,184.26084899902344
2019-11-22,183.03956604003906
2019-03-25,182.20294189453125
2019-02-21,180.32774353027344
2018-12-19,180.79893493652344
2018-07-12,182.2798614501953
2018-09-14,182.6068115234375
2018-08-13,182.2991180419922
2018-10-16,178.5679168701172
2019-07-31,177.99093627929688
2019-05-28,176.34654235839844
2019-04-26,169.27841186523438
2020-04-28,164.05670166015625
2019-11-25,166.16268920898438
2020-02-12,162.53729248046875
2020-05-01,165.85496520996094
2020-05-04,164.94139099121094
2019-06-12,159.87355041503906
2019-04-09,157.42132568359375
2019-03-08,156.95974731445312
2019-02-04,154.411376953125
2018-07-27,148.179931640625
2018-08-28,151.44952392578125
2019-01-03,155.13262939453125
2019-08-15,152.63233947753906
2018-10-31,157.47903442382812
2019-09-16,158.41180419921875
2020-02-18,166.71083068847656
2020-05-07,165.85496520996094
2018-08-17,166.3934783935547
2019-12-04,170.278564453125
2020-02-21,172.1056671142578
2018-12-17,166.59442138671875
2019-08-30,163.6647491455078
2018-11-15,160.47402954101562
2019-07-29,161.42156982421875
2019-06-27,161.57626342773438
2019-04-24,166.9811553955078
2018-07-10,165.91758728027344
2018-09-12,162.47547912597656
2019-02-19,162.6591796875
2019-01-18,164.05148315429688
2020-02-24,161.7696533203125
2020-05-13,164.2158660888672
2019-12-10,162.69786071777344
2020-02-27,166.94248962402344
2019-12-13,166.08197021484375
2020-05-19,168.56686401367188
2019-03-06,172.16366577148438
2018-11-30,165.78224182128906
2019-08-13,161.71165466308594
2019-07-12,156.2003936767578
2019-06-10,154.8563995361328
2019-05-09,152.7196044921875
2018-07-25,153.87020874023438
2018-09-27,151.99444580078125
2018-10-29,151.5496826171875
2019-10-16,148.23326110839844
2019-12-16,148.5716552734375
2020-03-04,146.2221221923828
2020-05-22,143.23446655273438
2019-10-01,139.98573303222656
2019-12-19,137.0753936767578
2018-09-10,143.65989685058594
2019-05-24,144.82981872558594
2018-08-09,143.98861694335938
2019-04-22,145.49697875976562
2019-03-21,145.87403869628906
2019-01-16,140.72055053710938
2019-08-28,145.1585693359375
2018-11-13,146.3671875
2018-10-12,148.28158569335938
2019-06-25,149.17111206054688
2020-03-10,148.23326110839844
2020-05-28,150.68914794921875
2019-10-07,151.02755737304688
2020-03-13,151.6270294189453
2019-10-10,152.44888305664062
2020-03-16,154.95309448242188
2020-06-03,159.29441833496094
2018-11-28,158.0568084716797
2018-09-25,156.4517822265625
2018-07-23,157.35098266601562
2018-08-24,160.85110473632812
2019-07-10,157.84410095214844
2019-05-07,167.88038635253906
2019-04-05,166.17864990234375
2019-03-04,163.90650939941406
2019-01-31,163.3360137939453
2019-09-12,164.0611572265625
2019-12-31,165.07640075683594
2020-03-19,165.29879760742188
2020-01-03,164.341552734375
2020-06-09,163.82913208007812
2019-02-15,164.0804901123047
2019-01-14,166.9811553955078
2018-07-06,170.96475219726562
2018-08-07,170.56832885742188
2018-10-10,172.4641571044922
2018-12-13,172.5322265625
2019-08-26,173.8739013671875
2019-07-25,173.01834106445312
2019-05-22,174.2530517578125
2019-03-19,175.07945251464844
2020-01-06,174.3211212158203
2020-03-25,175.4975128173828
2020-06-12,173.60166931152344
2019-10-22,173.55303955078125
2020-01-09,172.90167236328125
2020-06-15,173.28082275390625
2019-10-25,173.0961151123047
2020-03-31,170.63638305664062
2020-06-18,169.68356323242188
2019-04-03,173.42666625976562
2018-08-22,173.70860290527344
2018-10-25,176.36280822753906
2019-01-29,175.6627960205078
2018-12-28,174.3502960205078
2018-11-26,175.76974487304688
2019-08-09,173.8058319091797
2019-07-08,171.1322021484375
2019-06-06,172.1044464111328
2019-09-10,165.21128845214844
2020-01-15,165.1140899658203
2020-04-03,166.7571563720703
2019-10-31,166.2904815673828
2020-04-06,169.0127410888672
2020-06-24,170.58775329589844
2018-11-09,175.88641357421875
2019-07-23,177.0142059326172
2019-06-21,178.23922729492188
2019-05-20,179.85313415527344
2019-04-18,180.1934051513672
2018-09-06,180.83506774902344
2018-10-08,177.41281127929688
2019-02-13,177.7822723388672
2018-12-11,177.86976623535156
2019-09-25,179.12396240234375
2020-01-21,180.83506774902344
2020-04-09,182.37120056152344
2019-11-06,183.07122802734375
2020-01-24,184.64620971679688
2020-01-27,184.10177612304688
2020-04-15,184.1892852783203
2018-12-26,183.654541015625
2019-08-07,171.32666015625
2019-06-04,173.47528076171875
2018-09-21,175.96420288085938
