Dates,ROK
2018-06-20,932100.0
2018-06-21,1034300.0
2018-06-25,902500.0
2018-06-22,1415100.0
2018-06-26,1208900.0
2018-06-27,1258800.0
2018-06-28,1333500.0
2018-06-29,1262900.0
2018-07-02,1145100.0
2018-07-03,2444400.0
2018-07-05,1558600.0
2018-07-16,1236300.0
2018-09-18,1646900.0
2019-01-24,1428500.0
2019-09-05,868600.0
2018-11-21,990400.0
2020-01-13,680100.0
2020-04-01,1192000.0
2020-06-19,1031700.0
2019-10-29,657200.0
2020-01-16,868400.0
2020-06-22,1034000.0
2018-10-03,1427100.0
2018-07-31,1890800.0
2019-03-12,3142900.0
2019-02-08,1527000.0
2019-01-07,1013800.0
2018-12-06,800900.0
2019-08-19,1383100.0
2019-07-18,1093300.0
2019-05-15,2549400.0
2019-09-20,1692100.0
2019-11-01,1118700.0
2020-04-07,1386100.0
2020-06-25,696600.0
2020-06-16,806600.0
2019-11-04,959600.0
2020-01-22,910200.0
2019-11-07,807400.0
2020-04-13,793500.0
2019-07-01,885500.0
2019-05-30,887100.0
2018-08-15,628700.0
2018-10-18,809400.0
2019-03-27,887900.0
2019-01-22,1115300.0
2018-12-21,896600.0
2019-09-03,579700.0
2018-11-19,646800.0
2019-08-02,614600.0
2020-01-28,625400.0
2020-04-16,1227900.0
2019-11-13,1224300.0
2020-01-31,2063000.0
2018-12-04,1114400.0
2018-11-02,1151000.0
2019-07-16,1291100.0
2018-08-30,1062400.0
2018-10-01,1194100.0
2019-06-14,1066400.0
2019-05-13,1314900.0
2019-04-11,1100400.0
2019-02-06,940600.0
2019-09-18,659100.0
2020-02-03,711100.0
2020-04-22,1174800.0
2019-11-19,1005800.0
2020-02-06,792100.0
2019-11-22,853700.0
2019-03-25,1012600.0
2019-02-21,827400.0
2018-12-19,745000.0
2018-07-12,1208800.0
2018-09-14,702800.0
2018-08-13,581400.0
2018-10-16,882300.0
2019-07-31,943900.0
2019-05-28,985400.0
2019-04-26,1497400.0
2020-04-28,1757100.0
2019-11-25,1257200.0
2020-02-12,827200.0
2020-05-01,1100500.0
2020-05-04,1072200.0
2019-06-12,1223300.0
2019-04-09,1856600.0
2019-03-08,1034000.0
2019-02-04,1259400.0
2018-07-27,1702800.0
2018-08-28,2182000.0
2019-01-03,1713300.0
2019-08-15,1157900.0
2018-10-31,1368100.0
2019-09-16,879700.0
2020-02-18,1331400.0
2020-05-07,1152200.0
2018-08-17,622500.0
2019-12-04,1120600.0
2020-02-21,1378200.0
2018-12-17,1392600.0
2019-08-30,1541000.0
2018-11-15,897600.0
2019-07-29,911200.0
2019-06-27,930700.0
2019-04-24,965300.0
2018-07-10,760100.0
2018-09-12,922900.0
2019-02-19,930500.0
2019-01-18,719500.0
2020-02-24,507400.0
2020-05-13,882900.0
2019-12-10,879600.0
2020-02-27,687700.0
2019-12-13,493700.0
2020-05-19,789000.0
2019-03-06,934800.0
2018-11-30,1354400.0
2019-08-13,1590400.0
2019-07-12,1050000.0
2019-06-10,1274600.0
2019-05-09,1151500.0
2018-07-25,1144000.0
2018-09-27,1587600.0
2018-10-29,1051700.0
2019-10-16,1147800.0
2019-12-16,1117900.0
2020-03-04,1013400.0
2020-05-22,1772700.0
2019-10-01,2627900.0
2019-12-19,605100.0
2018-09-10,914000.0
