Dates,ROK
2018-06-20,170.17999267578125
2018-06-21,167.52999877929688
2018-06-25,167.19000244140625
2018-06-22,164.47999572753906
2018-06-26,164.57000732421875
2018-06-27,165.1999969482422
2018-06-28,162.11000061035156
2018-06-29,165.36000061035156
2018-07-02,164.0
2018-07-03,166.52000427246094
2018-07-05,167.2100067138672
2018-07-16,168.60000610351562
2018-09-18,169.77999877929688
2019-01-24,170.72000122070312
2019-09-05,167.22000122070312
2018-11-21,166.89999389648438
2020-01-13,169.11000061035156
2020-04-01,166.69000244140625
2020-06-19,166.9199981689453
2019-10-29,169.3000030517578
2020-01-16,169.5399932861328
2020-06-22,169.8300018310547
2018-10-03,167.39999389648438
2018-07-31,168.2100067138672
2019-03-12,174.67999267578125
2019-02-08,183.72999572753906
2019-01-07,182.36000061035156
2018-12-06,182.3699951171875
2019-08-19,183.22999572753906
2019-07-18,183.33999633789062
2019-05-15,178.30999755859375
2019-09-20,178.0
2019-11-01,178.4600067138672
2020-04-07,179.5800018310547
2020-06-25,177.0500030517578
2020-06-16,175.17999267578125
2019-11-04,172.52999877929688
2020-01-22,171.16000366210938
2019-11-07,171.19000244140625
2020-04-13,170.27000427246094
2019-07-01,172.10000610351562
2019-05-30,172.52999877929688
2018-08-15,173.5800018310547
2018-10-18,172.72999572753906
2019-03-27,170.9499969482422
2019-01-22,170.32000732421875
2018-12-21,172.47000122070312
2019-09-03,175.35000610351562
2018-11-19,176.99000549316406
2019-08-02,177.13999938964844
2020-01-28,177.72999572753906
2020-04-16,177.66000366210938
2019-11-13,179.99000549316406
2020-01-31,180.5
2018-12-04,181.2100067138672
2018-11-02,181.6999969482422
2019-07-16,184.0399932861328
2018-08-30,183.50999450683594
2018-10-01,184.19000244140625
2019-06-14,186.44000244140625
2019-05-13,188.7899932861328
2019-04-11,190.92999267578125
2019-02-06,190.50999450683594
2019-09-18,193.85000610351562
2020-02-03,194.4499969482422
2020-04-22,195.77999877929688
2019-11-19,192.1999969482422
2020-02-06,191.0800018310547
2019-11-22,189.72999572753906
2019-03-25,187.9600067138672
2019-02-21,186.88999938964844
2018-12-19,187.00999450683594
2018-07-12,187.94000244140625
2018-09-14,189.52999877929688
2018-08-13,188.4199981689453
2018-10-16,184.61000061035156
2019-07-31,182.52999877929688
2019-05-28,181.9499969482422
2019-04-26,175.14999389648438
2020-04-28,170.5
2019-11-25,170.05999755859375
2020-02-12,168.8800048828125
2020-05-01,168.86000061035156
2020-05-04,169.63999938964844
2019-06-12,165.8699951171875
2019-04-09,162.9600067138672
2019-03-08,163.05999755859375
2019-02-04,156.9600067138672
2018-07-27,153.6699981689453
2018-08-28,155.80999755859375
2019-01-03,155.07000732421875
2019-08-15,156.36000061035156
2018-10-31,158.42999267578125
2019-09-16,164.6300048828125
2020-02-18,165.8800048828125
2020-05-07,170.75
2018-08-17,171.19000244140625
2019-12-04,171.9499969482422
2020-02-21,171.8800048828125
2018-12-17,171.64999389648438
2019-08-30,167.1300048828125
2018-11-15,165.60000610351562
2019-07-29,165.39999389648438
2019-06-27,165.9199981689453
2019-04-24,165.3699951171875
2018-07-10,170.86000061035156
2018-09-12,166.55999755859375
2019-02-19,164.77999877929688
2019-01-18,169.41000366210938
2020-02-24,167.11000061035156
2020-05-13,168.72000122070312
2019-12-10,166.24000549316406
2020-02-27,167.3800048828125
2019-12-13,170.4600067138672
2020-05-19,168.9600067138672
2019-03-06,177.00999450683594
2018-11-30,170.9499969482422
2019-08-13,162.32000732421875
2019-07-12,160.6999969482422
2019-06-10,155.63999938964844
2019-05-09,157.08999633789062
2018-07-25,158.94000244140625
2018-09-27,155.7100067138672
2018-10-29,155.41000366210938
2019-10-16,152.32000732421875
2019-12-16,151.7899932861328
2020-03-04,150.39999389648438
2020-05-22,146.02999877929688
2019-10-01,144.66000366210938
2019-12-19,141.4600067138672
2018-09-10,142.0
2019-05-24,144.60000610351562
2018-08-09,148.60000610351562
2019-04-22,148.77999877929688
2019-03-21,148.07000732421875
2019-01-16,145.2100067138672
2019-08-28,146.97999572753906
2018-11-13,148.72999572753906
2018-10-12,150.24000549316406
2019-06-25,153.25
2020-03-10,152.22999572753906
2020-05-28,152.13999938964844
2019-10-07,153.0
2020-03-13,153.94000244140625
2019-10-10,156.4199981689453
2020-03-16,156.64999389648438
2020-06-03,161.08999633789062
2018-11-28,160.85000610351562
2018-09-25,159.85000610351562
2018-07-23,161.25
2018-08-24,164.9499969482422
2019-07-10,163.0500030517578
2019-05-07,171.08999633789062
2019-04-05,168.1999969482422
2019-03-04,168.42999267578125
2019-01-31,168.61000061035156
2019-09-12,166.30999755859375
2019-12-31,168.38999938964844
2020-03-19,170.24000549316406
2020-01-03,168.25
2020-06-09,167.6300048828125
2019-02-15,168.99000549316406
2019-01-14,170.3000030517578
2018-07-06,173.02000427246094
2018-08-07,175.36000061035156
2018-10-10,176.57000732421875
2018-12-13,176.4499969482422
2019-08-26,177.00999450683594
2019-07-25,176.8000030517578
2019-05-22,177.86000061035156
2019-03-19,179.4600067138672
2020-01-06,179.16000366210938
2020-03-25,177.77999877929688
2020-06-12,177.75
2019-10-22,177.02000427246094
2020-01-09,176.91000366210938
2020-06-15,177.49000549316406
2019-10-25,177.63999938964844
2020-03-31,174.3800048828125
2020-06-18,172.83999633789062
2019-04-03,174.36000061035156
