Dates,ROK
2018-06-20,170.82000732421875
2018-06-21,168.13999938964844
2018-06-25,167.97999572753906
2018-06-22,165.52000427246094
2018-06-26,164.74000549316406
2018-06-27,165.22000122070312
2018-06-28,164.63999938964844
2018-06-29,166.22999572753906
2018-07-02,167.69000244140625
2018-07-03,167.1199951171875
2018-07-05,169.6199951171875
2018-07-16,169.24000549316406
2018-09-18,170.89999389648438
2019-01-24,171.39999389648438
2019-09-05,167.25
2018-11-21,168.8300018310547
2020-01-13,171.07000732421875
2020-04-01,167.6300048828125
2020-06-19,169.3000030517578
2019-10-29,170.41000366210938
2020-01-16,172.07000732421875
2020-06-22,171.3000030517578
2018-10-03,167.92999267578125
2018-07-31,170.47000122070312
2019-03-12,183.4600067138672
2019-02-08,184.07000732421875
2019-01-07,184.05999755859375
2018-12-06,182.75
2019-08-19,187.55999755859375
2019-07-18,184.38999938964844
2019-05-15,180.3300018310547
2019-09-20,179.47999572753906
2019-11-01,178.89999389648438
2020-04-07,181.38999938964844
2020-06-25,177.1999969482422
2020-06-16,175.91000366210938
2019-11-04,173.25999450683594
2020-01-22,171.91000366210938
2019-11-07,172.3800048828125
2020-04-13,171.69000244140625
2019-07-01,173.32000732421875
2019-05-30,173.6300048828125
2018-08-15,173.77999877929688
2018-10-18,173.7899932861328
2019-03-27,171.33999633789062
2019-01-22,172.8000030517578
2018-12-21,175.0399932861328
2019-09-03,176.91000366210938
2018-11-19,177.49000549316406
2019-08-02,178.5500030517578
2020-01-28,178.17999267578125
2020-04-16,180.9600067138672
2019-11-13,181.75
2020-01-31,181.9600067138672
2018-12-04,182.08999633789062
2018-11-02,183.5
2019-07-16,184.69000244140625
2018-08-30,184.49000549316406
2018-10-01,185.35000610351562
2019-06-14,188.3699951171875
2019-05-13,191.60000610351562
2019-04-11,191.4499969482422
2019-02-06,194.07000732421875
2019-09-18,194.6300048828125
2020-02-03,196.9499969482422
2020-04-22,196.47000122070312
2019-11-19,193.17999267578125
2020-02-06,191.61000061035156
2019-11-22,190.33999633789062
2019-03-25,189.47000122070312
2019-02-21,187.52000427246094
2018-12-19,188.00999450683594
2018-07-12,189.5500030517578
2018-09-14,189.88999938964844
2018-08-13,189.57000732421875
2018-10-16,185.69000244140625
2019-07-31,185.08999633789062
2019-05-28,183.3800048828125
2019-04-26,176.02999877929688
2020-04-28,170.60000610351562
2019-11-25,172.7899932861328
2020-02-12,169.02000427246094
2020-05-01,172.47000122070312
2020-05-04,171.52000427246094
2019-06-12,166.25
2019-04-09,163.6999969482422
2019-03-08,163.22000122070312
2019-02-04,160.57000732421875
2018-07-27,154.08999633789062
2018-08-28,157.49000549316406
2019-01-03,161.32000732421875
2019-08-15,158.72000122070312
2018-10-31,163.75999450683594
2019-09-16,164.72999572753906
2020-02-18,173.36000061035156
2020-05-07,172.47000122070312
2018-08-17,173.02999877929688
2019-12-04,177.07000732421875
2020-02-21,178.97000122070312
2018-12-17,172.3000030517578
2019-08-30,169.27000427246094
2018-11-15,165.97000122070312
2019-07-29,166.9499969482422
2019-06-27,167.11000061035156
2019-04-24,172.6999969482422
2018-07-10,171.60000610351562
2018-09-12,168.0399932861328
2019-02-19,168.22999572753906
2019-01-18,169.6699981689453
2020-02-24,167.30999755859375
2020-05-13,169.83999633789062
2019-12-10,168.27000427246094
2020-02-27,172.66000366210938
2019-12-13,171.77000427246094
2020-05-19,174.33999633789062
2019-03-06,178.05999755859375
2018-11-30,171.4600067138672
2019-08-13,167.25
2019-07-12,161.5500030517578
2019-06-10,160.16000366210938
2019-05-09,157.9499969482422
2018-07-25,159.13999938964844
2018-09-27,157.1999969482422
2018-10-29,156.74000549316406
2019-10-16,153.30999755859375
2019-12-16,153.66000366210938
2020-03-04,151.22999572753906
2020-05-22,148.13999938964844
2019-10-01,144.77999877929688
2019-12-19,141.77000427246094
2018-09-10,148.5800018310547
2019-05-24,149.7899932861328
2018-08-09,148.9199981689453
2019-04-22,150.47999572753906
2019-03-21,150.8699951171875
2019-01-16,145.5399932861328
2019-08-28,150.1300048828125
2018-11-13,151.3800048828125
2018-10-12,153.36000061035156
2019-06-25,154.27999877929688
2020-03-10,153.30999755859375
2020-05-28,155.85000610351562
2019-10-07,156.1999969482422
2020-03-13,156.82000732421875
2019-10-10,157.6699981689453
2020-03-16,160.25999450683594
2020-06-03,164.75
2018-11-28,163.47000122070312
2018-09-25,161.80999755859375
2018-07-23,162.74000549316406
2018-08-24,166.36000061035156
2019-07-10,163.25
2019-05-07,173.6300048828125
2019-04-05,171.8699951171875
2019-03-04,169.52000427246094
2019-01-31,168.92999267578125
2019-09-12,169.67999267578125
2019-12-31,170.72999572753906
2020-03-19,170.9600067138672
2020-01-03,169.97000122070312
2020-06-09,169.44000244140625
2019-02-15,169.6999969482422
2019-01-14,172.6999969482422
2018-07-06,176.82000732421875
2018-08-07,176.41000366210938
2018-10-10,177.38999938964844
2018-12-13,177.4600067138672
2019-08-26,178.83999633789062
2019-07-25,177.9600067138672
2019-05-22,179.22999572753906
2019-03-19,180.0800018310547
2020-01-06,179.3000030517578
2020-03-25,180.50999450683594
2020-06-12,178.55999755859375
2019-10-22,178.50999450683594
2020-01-09,177.83999633789062
2020-06-15,178.22999572753906
2019-10-25,178.0399932861328
2020-03-31,175.50999450683594
2020-06-18,174.52999877929688
2019-04-03,178.3800048828125
2018-08-22,178.6699981689453
2018-10-25,181.39999389648438
2019-01-29,180.67999267578125
2018-12-28,179.3300018310547
2018-11-26,180.7899932861328
2019-08-09,178.77000427246094
2019-07-08,176.02000427246094
2019-06-06,177.02000427246094
2019-09-10,169.92999267578125
2020-01-15,169.8300018310547
2020-04-03,171.52000427246094
2019-10-31,171.0399932861328
2020-04-06,173.83999633789062
2020-06-24,175.4600067138672
2018-11-09,180.91000366210938
2019-07-23,182.07000732421875
2019-06-21,183.3300018310547
2019-05-20,184.99000549316406
2019-04-18,185.33999633789062
2018-09-06,186.0
2018-10-08,182.47999572753906
2019-02-13,182.86000061035156
2018-12-11,182.9499969482422
2019-09-25,184.24000549316406
2020-01-21,186.0
2020-04-09,187.5800018310547
2019-11-06,188.3000030517578
2020-01-24,189.9199981689453
2020-01-27,189.36000061035156
2020-04-15,189.4499969482422
2018-12-26,188.89999389648438
2019-08-07,176.22000122070312
2019-06-04,178.42999267578125
2018-09-21,180.99000549316406
2018-07-19,180.7100067138672
2018-08-20,177.36000061035156
2018-10-23,175.8699951171875
2019-05-03,178.77000427246094
2019-04-01,177.2100067138672
2019-02-28,173.0
2019-11-12,170.61000061035156
2020-01-30,169.0
2019-11-15,166.49000549316406
2020-04-21,160.85000610351562
2019-04-16,161.8300018310547
2019-03-15,162.22000122070312
2019-02-11,162.97999572753906
2019-01-10,160.32000732421875
2019-08-22,158.5800018310547
2018-11-07,161.50999450683594
2018-08-03,159.39999389648438
2018-09-04,155.13999938964844
2019-06-19,154.77999877929688
2019-09-23,151.57000732421875
2019-11-18,153.11000061035156
2020-02-05,155.42999267578125
2020-04-24,148.85000610351562
2019-03-29,150.3000030517578
2019-11-21,157.05999755859375
2020-04-27,157.1300048828125
2020-02-11,156.17999267578125
2020-04-30,157.1300048828125
2019-05-01,158.80999755859375
2019-02-26,159.0800018310547
2019-01-25,157.97999572753906
2018-12-24,159.30999755859375
2019-09-06,156.52999877929688
2018-07-17,155.85000610351562
2018-09-19,158.77000427246094
2019-08-05,158.6999969482422
2019-10-08,163.0500030517578
2019-12-11,162.72000122070312
2019-11-27,162.1699981689453
2020-02-14,161.16000366210938
2020-05-06,162.3699951171875
2019-01-08,162.1300048828125
2018-12-07,163.8300018310547
2019-08-20,164.60000610351562
2018-11-05,162.86000061035156
2019-07-19,164.05999755859375
2018-10-04,159.38999938964844
2019-06-17,157.44000244140625
2019-05-16,155.14999389648438
2018-08-01,153.57000732421875
2019-03-13,156.1999969482422
2019-12-03,160.36000061035156
2020-02-20,159.2899932861328
2019-12-06,162.57000732421875
2020-05-12,159.94000244140625
2019-12-09,159.14999389648438
2020-02-26,159.9499969482422
2020-05-15,159.30999755859375
2019-03-28,166.72000122070312
2018-09-17,168.8800048828125
2018-08-16,167.22000122070312
2018-10-19,164.6199951171875
2019-04-29,163.25
2019-01-23,165.38999938964844
2019-09-04,160.77999877929688
2018-11-20,155.75999450683594
2019-07-02,153.8000030517578
2019-05-31,150.8000030517578
2019-12-12,153.1300048828125
2020-05-18,151.92999267578125
2019-09-27,156.38999938964844
2020-03-03,153.49000549316406
2020-05-21,149.89999389648438
2019-05-14,153.0399932861328
2018-08-31,146.9199981689453
2018-07-30,145.92999267578125
2018-10-02,150.30999755859375
2019-04-12,153.24000549316406
2019-03-11,150.6999969482422
2019-02-07,151.8800048828125
2019-07-17,152.50999450683594
2019-09-19,147.8699951171875
2019-10-21,144.5500030517578
2019-12-18,146.25
2020-03-06,147.88999938964844
2019-10-03,151.24000549316406
2020-03-09,152.7899932861328
2020-05-27,148.22999572753906
2019-12-24,149.8300018310547
2020-03-12,158.6999969482422
2018-12-20,161.0399932861328
2019-08-01,161.99000549316406
2018-08-14,163.8699951171875
2018-07-13,163.77999877929688
2018-10-17,166.1300048828125
2019-05-29,166.75
2019-03-26,165.8000030517578
2019-02-22,164.05999755859375
2019-10-04,163.5800018310547
2019-11-05,163.00999450683594
2019-12-27,162.05999755859375
2020-06-02,164.1699981689453
2019-12-30,161.13999938964844
2020-03-18,162.4199981689453
2020-06-05,163.49000549316406
2019-07-15,166.25
2018-12-03,164.8000030517578
2019-06-13,162.2899932861328
2019-01-04,155.8300018310547
2018-08-29,158.3699951171875
2019-02-05,159.3699951171875
2018-11-01,156.94000244140625
2019-08-16,153.27999877929688
2019-04-10,153.91000366210938
2019-09-17,154.8000030517578
2019-10-15,164.10000610351562
2020-01-02,164.1300048828125
2020-06-08,167.3699951171875
2019-10-18,164.9499969482422
2020-03-24,166.36000061035156
2020-06-11,169.19000244140625
2020-01-08,171.6199951171875
2019-04-25,170.97999572753906
2019-07-30,172.24000549316406
2019-02-20,173.6300048828125
2018-07-11,177.3800048828125
2018-09-13,176.74000549316406
2018-10-15,174.94000244140625
2019-06-28,175.1999969482422
2018-12-18,171.99000549316406
2018-11-16,177.6999969482422
2019-10-02,181.85000610351562
2020-03-27,181.8699951171875
2020-01-10,178.4199981689453
2019-10-24,178.0500030517578
2020-03-30,177.82000732421875
2020-06-17,179.1999969482422
2020-01-14,198.00999450683594
2020-04-02,198.07000732421875
2019-01-02,198.75
2019-08-14,200.27000427246094
2018-10-30,197.6699981689453
2019-06-11,196.6699981689453
2019-05-10,196.2100067138672
2019-04-08,195.2100067138672
2018-08-27,194.8000030517578
2018-07-26,195.72000122070312
2018-09-28,196.32000732421875
2019-03-07,196.4199981689453
