Dates,ADI
2018-06-20,99.77999877929688
2018-06-21,98.9800033569336
2018-06-25,98.68000030517578
2018-06-22,96.88999938964844
2018-06-26,98.05000305175781
2018-06-27,96.44000244140625
2018-06-28,95.05000305175781
2018-06-29,95.75
2018-07-02,94.62000274658203
2018-07-03,94.37000274658203
2018-07-05,94.93000030517578
2018-07-16,95.91999816894531
2018-09-18,96.16999816894531
2019-01-24,97.0199966430664
2019-09-05,95.97000122070312
2018-11-21,95.9000015258789
2020-01-13,97.88999938964844
2020-04-01,97.31999969482422
2020-06-19,96.45999908447266
2019-10-29,98.47000122070312
2020-01-16,97.4000015258789
2020-06-22,97.30000305175781
2018-10-03,96.33000183105469
2018-07-31,97.30999755859375
2019-03-12,95.08999633789062
2019-02-08,96.7300033569336
2019-01-07,96.70999908447266
2018-12-06,95.01000213623047
2019-08-19,95.58000183105469
2019-07-18,95.43000030517578
2019-05-15,94.75
2019-09-20,95.87000274658203
2019-11-01,96.05999755859375
2020-04-07,97.44999694824219
2020-06-25,97.94000244140625
2020-06-16,97.73999786376953
2019-11-04,94.08000183105469
2020-01-22,94.83999633789062
2019-11-07,94.81999969482422
2020-04-13,92.80999755859375
2019-07-01,93.95999908447266
2019-05-30,92.66999816894531
2018-08-15,93.23999786376953
2018-10-18,93.41999816894531
2019-03-27,92.05000305175781
2019-01-22,97.23999786376953
2018-12-21,97.44000244140625
2019-09-03,99.0
2018-11-19,99.45999908447266
2019-08-02,99.75
2020-01-28,98.27999877929688
2020-04-16,98.19999694824219
2019-11-13,97.11000061035156
2020-01-31,97.48999786376953
2018-12-04,96.11000061035156
2018-11-02,93.58999633789062
2019-07-16,93.05000305175781
2018-08-30,93.0999984741211
2018-10-01,89.3499984741211
2019-06-14,90.87999725341797
2019-05-13,92.08999633789062
2019-04-11,91.16000366210938
2019-02-06,91.3499984741211
2019-09-18,91.80000305175781
2020-02-03,93.44999694824219
2020-04-22,94.19000244140625
2019-11-19,93.33000183105469
2020-02-06,90.55000305175781
2019-11-22,92.19000244140625
2019-03-25,91.61000061035156
2019-02-21,91.5999984741211
2018-12-19,92.25
2018-07-12,92.11000061035156
2018-09-14,90.86000061035156
2018-08-13,89.56999969482422
2018-10-16,86.26000213623047
2019-07-31,85.5199966430664
2019-05-28,85.58999633789062
2019-04-26,83.18000030517578
2020-04-28,83.25
2019-11-25,83.06999969482422
2020-02-12,83.0999984741211
2020-05-01,84.13999938964844
2020-05-04,84.5999984741211
2019-06-12,81.55000305175781
2019-04-09,81.87000274658203
2019-03-08,82.36000061035156
2019-02-04,79.69999694824219
2018-07-27,77.76000213623047
2018-08-28,78.76000213623047
2019-01-03,76.62000274658203
2019-08-15,78.9800033569336
2018-10-31,80.41999816894531
2019-09-16,82.87999725341797
2020-02-18,83.72000122070312
2020-05-07,86.25
2018-08-17,85.58999633789062
2019-12-04,86.37000274658203
2020-02-21,87.38999938964844
2018-12-17,87.58999633789062
2019-08-30,87.01000213623047
2018-11-15,84.0999984741211
2019-07-29,84.62999725341797
2019-06-27,85.47000122070312
2019-04-24,86.02999877929688
2018-07-10,87.63999938964844
2018-09-12,85.44999694824219
2019-02-19,83.83999633789062
2019-01-18,88.20999908447266
2020-02-24,87.87000274658203
2020-05-13,89.0199966430664
2019-12-10,88.36000061035156
2020-02-27,88.0
2019-12-13,89.3499984741211
2020-05-19,88.79000091552734
2019-03-06,92.80999755859375
2018-11-30,90.33999633789062
2019-08-13,86.16999816894531
2019-07-12,86.19000244140625
2019-06-10,86.0
2019-05-09,88.27999877929688
2018-07-25,89.0
2018-09-27,88.08000183105469
2018-10-29,86.97000122070312
2019-10-16,86.75
2019-12-16,87.5
2020-03-04,83.23999786376953
2020-05-22,81.52999877929688
2019-10-01,81.94000244140625
2019-12-19,80.36000061035156
2018-09-10,80.08000183105469
2019-05-24,81.86000061035156
2018-08-09,84.43000030517578
2019-04-22,84.97000122070312
2019-03-21,83.95999908447266
2019-01-16,80.55000305175781
2019-08-28,80.45999908447266
2018-11-13,82.08000183105469
2018-10-12,82.66999816894531
2019-06-25,85.81999969482422
2020-03-10,86.56999969482422
2020-05-28,88.06999969482422
2019-10-07,87.36000061035156
2020-03-13,87.01000213623047
2019-10-10,86.88999938964844
2020-03-16,85.44000244140625
2020-06-03,88.43000030517578
2018-11-28,88.20999908447266
2018-09-25,87.7699966430664
2018-07-23,90.52999877929688
2018-08-24,95.55000305175781
2019-07-10,94.86000061035156
2019-05-07,96.56999969482422
2019-04-05,97.11000061035156
2019-03-04,98.02999877929688
2019-01-31,98.83999633789062
2019-09-12,98.7300033569336
2019-12-31,99.05000305175781
2020-03-19,101.0
2020-01-03,99.54000091552734
2020-06-09,99.06999969482422
2019-02-15,101.0199966430664
2019-01-14,102.87999725341797
2018-07-06,103.47000122070312
2018-08-07,103.61000061035156
2018-10-10,104.29000091552734
2018-12-13,104.1500015258789
2019-08-26,104.70999908447266
2019-07-25,104.91999816894531
2019-05-22,105.19000244140625
2019-03-19,106.61000061035156
2020-01-06,106.80000305175781
2020-03-25,104.97000122070312
2020-06-12,104.94999694824219
2019-10-22,106.75
2020-01-09,106.76000213623047
2020-06-15,107.95999908447266
2019-10-25,106.55999755859375
2020-03-31,105.22000122070312
2020-06-18,104.12000274658203
2019-04-03,105.43000030517578
2018-08-22,106.66000366210938
2018-10-25,107.69000244140625
2019-01-29,107.12000274658203
2018-12-28,108.3499984741211
2018-11-26,108.43000030517578
2019-08-09,109.29000091552734
2019-07-08,108.12000274658203
2019-06-06,108.5
2019-09-10,107.31999969482422
2020-01-15,104.0
2020-04-03,105.72000122070312
2019-10-31,103.77999877929688
2020-04-06,103.30000305175781
2020-06-24,104.5999984741211
2018-11-09,106.26000213623047
2019-07-23,107.41000366210938
2019-06-21,109.16000366210938
2019-05-20,109.13999938964844
2019-04-18,110.55000305175781
2018-09-06,110.36000061035156
2018-10-08,110.08000183105469
2019-02-13,109.94999694824219
2018-12-11,111.16999816894531
2019-09-25,112.13999938964844
2020-01-21,112.62000274658203
2020-04-09,113.25
2019-11-06,113.8499984741211
2020-01-24,113.76000213623047
2020-01-27,113.44999694824219
2020-04-15,113.22000122070312
2018-12-26,114.1500015258789
2019-08-07,113.51000213623047
2019-06-04,112.16000366210938
2018-09-21,113.4000015258789
2018-07-19,113.93000030517578
2018-08-20,114.63999938964844
2018-10-23,114.55000305175781
2019-05-03,115.93000030517578
2019-04-01,113.4000015258789
2019-02-28,111.79000091552734
2019-11-12,110.47000122070312
2020-01-30,107.8499984741211
2019-11-15,107.68000030517578
2020-04-21,103.66000366210938
2019-04-16,104.9800033569336
2019-03-15,105.52999877929688
2019-02-11,104.05999755859375
2019-01-10,100.19000244140625
2019-08-22,96.72000122070312
2018-11-07,99.0999984741211
2018-08-03,98.58999633789062
2018-09-04,97.5999984741211
2019-06-19,98.33000183105469
2019-09-23,96.76000213623047
2019-11-18,95.94000244140625
2020-02-05,97.37000274658203
2020-04-24,96.4800033569336
2019-03-29,95.51000213623047
2019-11-21,96.91000366210938
2020-04-27,98.43000030517578
2020-02-11,98.62999725341797
2020-04-30,99.7300033569336
2019-05-01,103.12999725341797
2019-02-26,104.66999816894531
2019-01-25,103.66000366210938
2018-12-24,104.48999786376953
2019-09-06,102.77999877929688
2018-07-17,103.47000122070312
2018-09-19,106.05000305175781
2019-08-05,109.5
2019-10-08,111.51000213623047
2019-12-11,111.52999877929688
2019-11-27,112.66000366210938
2020-02-14,109.8499984741211
2020-05-06,110.38999938964844
2019-01-08,111.27999877929688
2018-12-07,112.61000061035156
2019-08-20,114.41000366210938
2018-11-05,112.63999938964844
2019-07-19,111.86000061035156
2018-10-04,111.30999755859375
2019-06-17,111.43000030517578
2019-05-16,111.4000015258789
2018-08-01,112.94000244140625
2019-03-13,113.02999877929688
2019-12-03,114.22000122070312
2020-02-20,116.22000122070312
2019-12-06,114.16000366210938
2020-05-12,113.93000030517578
2019-12-09,113.25
2020-02-26,115.5199966430664
2020-05-15,115.55000305175781
2019-03-28,117.69000244140625
2018-09-17,120.51000213623047
2018-08-16,120.58000183105469
2018-10-19,121.70999908447266
2019-04-29,120.81999969482422
