Dates,ADI
2018-06-20,101.0
2018-06-21,99.16000366210938
2018-06-25,99.08999633789062
2018-06-22,98.1500015258789
2018-06-26,98.70999908447266
2018-06-27,96.5
2018-06-28,95.94999694824219
2018-06-29,95.91999816894531
2018-07-02,96.30999755859375
2018-07-03,94.51000213623047
2018-07-05,96.4000015258789
2018-07-16,97.19999694824219
2018-09-18,97.18000030517578
2019-01-24,98.54000091552734
2019-09-05,96.22000122070312
2018-11-21,98.4000015258789
2020-01-13,98.12000274658203
2020-04-01,97.63999938964844
2020-06-19,98.26000213623047
2019-10-29,99.08999633789062
2020-01-16,98.26000213623047
2020-06-22,97.80999755859375
2018-10-03,97.79000091552734
2018-07-31,97.44999694824219
2019-03-12,96.55000305175781
2019-02-08,97.69999694824219
2019-01-07,96.9800033569336
2018-12-06,95.30999755859375
2019-08-19,96.13999938964844
2019-07-18,96.04000091552734
2019-05-15,96.19000244140625
2019-09-20,96.55999755859375
2019-11-01,97.37999725341797
2020-04-07,98.58999633789062
2020-06-25,98.48999786376953
2020-06-16,97.73999786376953
2019-11-04,94.94000244140625
2020-01-22,95.12999725341797
2019-11-07,94.8499984741211
2020-04-13,93.76000213623047
2019-07-01,94.26000213623047
2019-05-30,94.58000183105469
2018-08-15,93.73999786376953
2018-10-18,95.91999816894531
2019-03-27,97.91999816894531
2019-01-22,97.38999938964844
2018-12-21,98.77999877929688
2019-09-03,100.06999969482422
2018-11-19,100.41999816894531
2019-08-02,100.16999816894531
2020-01-28,98.56999969482422
2020-04-16,98.8499984741211
2019-11-13,98.11000061035156
2020-01-31,97.87000274658203
2018-12-04,97.08999633789062
2018-11-02,93.95999908447266
2019-07-16,94.58999633789062
2018-08-30,93.25
2018-10-01,91.0199966430664
2019-06-14,92.4000015258789
2019-05-13,92.52999877929688
2019-04-11,91.30999755859375
2019-02-06,91.86000061035156
2019-09-18,92.58000183105469
2020-02-03,95.0999984741211
2020-04-22,94.55999755859375
2019-11-19,95.0
2020-02-06,92.55999755859375
2019-11-22,92.31999969482422
2019-03-25,92.18000030517578
2019-02-21,92.45999908447266
2018-12-19,92.38999938964844
2018-07-12,92.29000091552734
2018-09-14,91.83000183105469
2018-08-13,89.98999786376953
2018-10-16,87.1500015258789
2019-07-31,86.4800033569336
2019-05-28,86.76000213623047
2019-04-26,83.9000015258789
2020-04-28,83.66999816894531
2019-11-25,84.16999816894531
2020-02-12,83.9000015258789
2020-05-01,85.76000213623047
2020-05-04,85.25
2019-06-12,83.16999816894531
2019-04-09,82.33999633789062
2019-03-08,82.55000305175781
2019-02-04,82.6500015258789
2018-07-27,77.81999969482422
2018-08-28,79.08000183105469
2019-01-03,79.02999877929688
2019-08-15,80.41000366210938
2018-10-31,82.80000305175781
2019-09-16,83.70999908447266
2020-02-18,88.0
2020-05-07,87.18000030517578
2018-08-17,86.37999725341797
2019-12-04,87.95999908447266
2020-02-21,88.30999755859375
2018-12-17,89.93000030517578
2019-08-30,87.58999633789062
2018-11-15,84.19999694824219
2019-07-29,85.30000305175781
2019-06-27,86.12999725341797
2019-04-24,89.81999969482422
2018-07-10,89.4800033569336
2018-09-12,85.5199966430664
2019-02-19,89.0199966430664
