Dates,ADI
2018-06-20,96.90556335449219
2018-06-21,95.1401596069336
2018-06-25,95.07300567626953
2018-06-22,94.1711196899414
2018-06-26,94.70840454101562
2018-06-27,92.58799743652344
2018-06-28,92.06029510498047
2018-06-29,92.0315170288086
2018-07-02,92.40568542480469
2018-07-03,90.67866516113281
2018-07-05,92.49205017089844
2018-07-16,93.25961303710938
2018-09-18,93.24043273925781
2019-01-24,94.54529571533203
2019-09-05,92.31935119628906
2018-11-21,94.41097259521484
2020-01-13,94.1423110961914
2020-04-01,93.68177795410156
2020-06-19,94.27664184570312
2019-10-29,95.07300567626953
2020-01-16,94.27664184570312
2020-06-22,93.84488677978516
2018-10-03,93.82569885253906
2018-07-31,93.49947357177734
2019-03-12,92.63597869873047
2019-02-08,93.73934936523438
2019-01-07,93.04853820800781
2018-12-06,91.44623565673828
2019-08-19,92.24259185791016
2019-07-18,92.14664459228516
2019-05-15,92.29055786132812
2019-09-20,92.64556121826172
2019-11-01,93.43231201171875
2020-04-07,94.59326171875
2020-06-25,94.49732208251953
2020-06-16,93.77772521972656
2019-11-04,91.09123992919922
2020-01-22,91.27352905273438
2019-11-07,91.0048828125
2020-04-13,89.95906829833984
2019-07-01,90.43881225585938
2019-05-30,90.74583435058594
2018-08-15,89.93988037109375
2018-10-18,92.0315170288086
2019-03-27,93.95043182373047
2019-01-22,93.4419174194336
2018-12-21,94.77557373046875
2019-09-03,96.01326751708984
2018-11-19,96.34907531738281
2019-08-02,96.10921478271484
2020-01-28,95.02944946289062
2020-04-16,95.29939270019531
2019-11-13,94.58596801757812
2020-01-31,94.3545913696289
2018-12-04,93.60260772705078
2018-11-02,90.58503723144531
2019-07-16,91.19239807128906
2018-08-30,89.90054321289062
2018-10-01,87.7506332397461
2019-06-14,89.0810775756836
2019-05-13,89.2063980102539
2019-04-11,88.03022003173828
2019-02-06,88.56046295166016
2019-09-18,89.25460052490234
2020-02-03,91.68408966064453
2020-04-22,91.1634750366211
2019-11-19,91.58767700195312
2020-02-06,89.23532104492188
2019-11-22,89.00394439697266
2019-03-25,88.86898040771484
2019-02-21,89.138916015625
2018-12-19,89.07142639160156
2018-07-12,88.97502899169922
2018-09-14,88.53154754638672
2018-08-13,86.75762939453125
2018-10-16,84.01964569091797
2019-07-31,83.37371826171875
2019-05-28,83.64364624023438
2019-04-26,80.88638305664062
2020-04-28,80.6646499633789
2019-11-25,81.14668273925781
2020-02-12,80.88638305664062
2020-05-01,82.67957305908203
2020-05-04,82.1878890991211
2019-06-12,80.18260192871094
2019-04-09,79.38241577148438
2019-03-08,79.58487701416016
2019-02-04,79.68128204345703
2018-07-27,75.02476501464844
2018-08-28,76.23951721191406
2019-01-03,76.1913070678711
2019-08-15,77.5217514038086
2018-10-31,79.8259048461914
2019-09-16,80.70320892333984
2020-02-18,84.839111328125
2020-05-07,84.04856872558594
2018-08-17,83.27729797363281
2019-12-04,84.80054473876953
2020-02-21,85.13796997070312
2018-12-17,86.69978332519531
2019-08-30,84.44383239746094
2018-11-15,81.17560577392578
2019-07-29,82.23609924316406
2019-06-27,83.03628540039062
2019-04-24,86.59373474121094
2018-07-10,86.26595306396484
2018-09-12,82.44819641113281
2019-02-19,85.82247924804688
2019-01-18,86.4587631225586
2020-02-24,85.45611572265625
2020-05-13,86.83476257324219
2019-12-10,86.36237335205078
2020-02-27,87.93258666992188
2019-12-13,86.76944732666016
2020-05-19,89.09571075439453
2019-03-06,90.6368637084961
2018-11-30,87.66119384765625
2019-08-13,86.7791519165039
2019-07-12,83.76470184326172
2019-06-10,85.76141357421875
2019-05-09,85.91648864746094
2018-07-25,86.34297180175781
2018-09-27,85.74201965332031
2018-10-29,84.58858489990234
2019-10-16,84.62736511230469
2019-12-16,85.34463500976562
2020-03-04,81.11859130859375
2020-05-22,80.1977767944336
2019-10-01,79.79068756103516
2019-12-19,77.94905853271484
2018-09-10,81.74861907958984
2019-05-24,82.7372817993164
2018-08-09,82.83419799804688
2019-04-22,83.19284057617188
2019-03-21,83.28006744384766
2019-01-16,78.24954223632812
2019-08-28,80.1493148803711
2018-11-13,80.65332794189453
2018-10-12,82.62095642089844
2019-06-25,84.71459197998047
2020-03-10,85.88741302490234
2020-05-28,87.29286193847656
2019-10-07,84.8115234375
2020-03-13,84.91814422607422
2019-10-10,84.3268814086914
2020-03-16,86.0812759399414
2020-06-03,88.55292510986328
2018-11-28,86.39144897460938
2018-09-25,86.1297378540039
2018-07-23,91.83876037597656
2018-08-24,94.66903686523438
2019-07-10,94.34918212890625
2019-05-07,94.02932739257812
2019-04-05,95.96786499023438
2019-03-04,95.82247161865234
2019-01-31,97.45085906982422
2019-09-12,96.63667297363281
2019-12-31,97.3151626586914
2020-03-19,99.2634048461914
2020-01-03,97.53809356689453
2020-06-09,97.6350326538086
2019-02-15,98.6236801147461
2019-01-14,100.86270904541016
2018-07-06,101.2116470336914
2018-08-07,101.27949523925781
2018-10-10,102.49108123779297
2018-12-13,101.0177993774414
2019-08-26,103.53790283203125
2019-07-25,102.04522705078125
2019-05-22,102.65587615966797
2019-03-19,104.58472442626953
2020-01-06,103.88684844970703
2020-03-25,102.67524719238281
2020-06-12,104.20480346679688
2019-10-22,105.64669036865234
2020-01-09,105.86101531982422
2020-06-15,105.44210052490234
2019-10-25,104.03917694091797
2020-03-31,102.95777893066406
2020-06-18,102.69474029541016
2019-04-03,104.90626525878906
2018-08-22,105.13034057617188
2018-10-25,105.29595184326172
2019-01-29,105.46157836914062
2018-12-28,106.57221221923828
2018-11-26,106.33839416503906
2019-08-09,107.11778259277344
2019-07-08,105.81230926513672
2019-06-06,107.34185791015625
2019-09-10,104.63347625732422
2020-01-15,102.53885650634766
2020-04-03,104.34119415283203
2019-10-31,102.2563247680664
2020-04-06,101.38924407958984
2020-06-24,102.55833435058594
2018-11-09,105.49080657958984
2019-07-23,105.3251953125
2019-06-21,107.01061248779297
2019-05-20,107.69258880615234
2019-04-18,108.58889770507812
2018-09-06,108.8616714477539
2018-10-08,107.64387512207031
2019-02-13,109.18317413330078
2018-12-11,108.93962097167969
2019-09-25,111.26805114746094
2020-01-21,110.03076171875
2020-04-09,111.64800262451172
2019-11-06,111.45315551757812
2020-01-24,111.83311462402344
2020-01-27,110.68350982666016
2020-04-15,111.17062377929688
2018-12-26,114.26871490478516
2019-08-07,112.05718994140625
2019-06-04,111.49212646484375
2018-09-21,110.94654846191406
2018-07-19,113.24576568603516
2018-08-20,111.74543762207031
2018-10-23,113.94721221923828
2019-05-03,113.93746948242188
2019-04-01,111.9695053100586
2019-02-28,110.751708984375
2019-11-12,107.70233154296875
2020-01-30,107.70233154296875
2019-11-15,107.75104522705078
2020-04-21,101.54513549804688
2019-04-16,104.00021362304688
2019-03-15,105.11085510253906
2019-02-11,102.00302124023438
2019-01-10,98.23271179199219
2019-08-22,94.98849487304688
2018-11-07,97.30718994140625
2018-08-03,98.8270034790039
2018-09-04,96.18681335449219
2019-06-19,95.88479614257812
2019-09-23,94.6085433959961
2019-11-18,95.58277130126953
2020-02-05,96.06278991699219
2020-04-24,94.6521224975586
2019-03-29,94.11332702636719
2019-11-21,98.91352844238281
2020-04-27,97.83592987060547
2020-02-11,97.93389892578125
2020-04-30,98.63922882080078
2019-05-01,104.37989044189453
2019-02-26,103.02798461914062
2019-01-25,102.24427795410156
2018-12-24,103.62555694580078
2019-09-06,101.90139770507812
2018-07-17,102.95941162109375
2018-09-19,107.70083618164062
2019-08-05,108.77842712402344
2019-10-08,110.26747131347656
2019-12-11,111.3548583984375
2019-11-27,110.60054779052734
2020-02-14,108.03390502929688
2020-05-06,108.61188507080078
2019-01-08,110.54176330566406
2018-12-07,110.57115936279297
2019-08-20,112.65776824951172
2018-11-05,111.19812774658203
2019-07-19,110.86504364013672
2018-10-04,110.56135559082031
2019-06-17,109.55233764648438
2019-05-16,110.98260498046875
2018-08-01,111.68794250488281
2019-03-13,111.59976959228516
2019-12-03,113.83332824707031
2020-02-20,114.63663482666016
2019-12-06,113.10840606689453
2020-05-12,111.61936950683594
2019-12-09,113.64720916748047
2020-02-26,113.42188262939453
2020-05-15,115.31257629394531
2019-03-28,117.4775619506836
2018-09-17,122.1014404296875
2018-08-16,119.69153594970703
2018-10-19,119.31928253173828
2019-04-29,118.74129486083984
2019-01-23,118.49638366699219
2019-09-04,115.06767272949219
2018-11-20,112.12877655029297
2019-07-02,110.38502502441406
2019-05-31,105.43788146972656
2019-12-12,107.05427551269531
2020-05-18,107.5832748413086
2019-09-27,110.04215240478516
2020-03-03,108.40617370605469
2020-05-21,106.74079132080078
2019-05-14,110.71810150146484
2018-08-31,108.06329345703125
2018-07-30,106.24117279052734
2018-10-02,108.26902770996094
2019-04-12,108.90577697753906
2019-03-11,108.043701171875
2019-02-07,106.37832641601562
2019-07-17,106.41751098632812
2019-09-19,102.04835510253906
2019-10-21,103.87046813964844
2019-12-18,104.86969757080078
2020-03-06,105.82974243164062
2019-10-03,107.33609771728516
2020-03-09,108.13359832763672
2020-05-27,104.73686981201172
2019-12-24,107.50347900390625
