Dates,ADI
2018-06-20,100.3499984741211
2018-06-21,101.33999633789062
2018-06-25,99.83000183105469
2018-06-22,98.13999938964844
2018-06-26,98.44999694824219
2018-06-27,98.68000030517578
2018-06-28,96.19000244140625
2018-06-29,96.43000030517578
2018-07-02,95.04000091552734
2018-07-03,96.73999786376953
2018-07-05,95.33000183105469
2018-07-16,96.38999938964844
2018-09-18,97.41999816894531
2019-01-24,97.41000366210938
2019-09-05,97.4000015258789
2018-11-21,96.18000030517578
2020-01-13,98.62000274658203
2020-04-01,98.3499984741211
2020-06-19,96.97000122070312
2019-10-29,98.52999877929688
2020-01-16,98.79000091552734
2020-06-22,98.0199966430664
2018-10-03,97.38999938964844
2018-07-31,98.04000091552734
2019-03-12,97.4800033569336
2019-02-08,97.56999969482422
2019-01-07,98.08999633789062
2018-12-06,97.56999969482422
2019-08-19,95.68000030517578
2019-07-18,95.43000030517578
2019-05-15,95.0
2019-09-20,96.08000183105469
2019-11-01,96.19000244140625
2020-04-07,97.70999908447266
2020-06-25,98.5
2020-06-16,98.54000091552734
2019-11-04,95.33000183105469
2020-01-22,95.19000244140625
2019-11-07,95.58000183105469
2020-04-13,93.94000244140625
2019-07-01,94.38999938964844
2019-05-30,93.45999908447266
2018-08-15,94.79000091552734
2018-10-18,94.05999755859375
2019-03-27,92.55000305175781
2019-01-22,98.29000091552734
2018-12-21,98.05999755859375
2019-09-03,99.29000091552734
2018-11-19,100.61000061035156
2019-08-02,100.41999816894531
2020-01-28,99.4800033569336
2020-04-16,98.20999908447266
2019-11-13,97.48999786376953
2020-01-31,98.12000274658203
2018-12-04,97.44999694824219
2018-11-02,94.86000061035156
2019-07-16,94.55999755859375
2018-08-30,94.12000274658203
2018-10-01,92.0999984741211
2019-06-14,92.19000244140625
2019-05-13,92.55000305175781
2019-04-11,92.11000061035156
2019-02-06,91.66999816894531
2019-09-18,92.0199966430664
2020-02-03,93.55000305175781
2020-04-22,95.55999755859375
2019-11-19,94.13999938964844
2020-02-06,92.4000015258789
2019-11-22,92.4000015258789
2019-03-25,92.30999755859375
2019-02-21,91.95999908447266
2018-12-19,92.80999755859375
2018-07-12,92.19999694824219
2018-09-14,91.70999908447266
2018-08-13,91.13999938964844
2018-10-16,89.0
2019-07-31,86.79000091552734
2019-05-28,86.62000274658203
2019-04-26,85.45999908447266
2020-04-28,85.55999755859375
2019-11-25,85.2300033569336
2020-02-12,83.70999908447266
2020-05-01,84.79000091552734
2020-05-04,86.3499984741211
2019-06-12,83.0
2019-04-09,82.93000030517578
2019-03-08,83.01000213623047
2019-02-04,80.73999786376953
2018-07-27,80.31999969482422
2018-08-28,78.94000244140625
2019-01-03,77.55999755859375
2019-08-15,81.31999969482422
2018-10-31,80.62000274658203
2019-09-16,83.93000030517578
2020-02-18,84.16000366210938
2020-05-07,88.31999969482422
2018-08-17,87.08999633789062
2019-12-04,86.55999755859375
