Dates,WMT
2018-06-20,7966600.0
2018-06-21,8092000.0
2018-06-25,10813000.0
2018-06-22,15939500.0
2018-06-26,10126200.0
2018-06-27,10299700.0
2018-06-28,8467000.0
2018-06-29,8255600.0
2018-07-02,8125100.0
2018-07-03,4396200.0
2018-07-05,5367500.0
2018-07-16,5613700.0
2018-09-18,6575400.0
2019-01-24,6048400.0
2019-09-05,5595900.0
2018-11-21,4888600.0
2020-01-13,6388600.0
2020-04-01,4447200.0
2020-06-19,5911500.0
2019-10-29,5045500.0
2020-01-16,4883100.0
2020-06-22,4815100.0
2018-10-03,4150000.0
2018-07-31,5589500.0
2019-03-12,5809100.0
2019-02-08,6548300.0
2019-01-07,4679400.0
2018-12-06,6010700.0
2019-08-19,6708100.0
2019-07-18,5050000.0
2019-05-15,4306100.0
2019-09-20,5747200.0
2019-11-01,4651600.0
2020-04-07,4526700.0
2020-06-25,5041100.0
2020-06-16,4727900.0
2019-11-04,8244900.0
2020-01-22,5879200.0
2019-11-07,5836800.0
2020-04-13,8616900.0
2019-07-01,42631300.0
2019-05-30,16463300.0
2018-08-15,12679300.0
2018-10-18,10531300.0
2019-03-27,7765700.0
2019-01-22,6096400.0
2018-12-21,8594300.0
2019-09-03,7040300.0
2018-11-19,9983000.0
2019-08-02,7862800.0
2020-01-28,7058700.0
2020-04-16,6324700.0
2019-11-13,8280700.0
2020-01-31,9474600.0
2018-12-04,6150800.0
2018-11-02,6672400.0
2019-07-16,8332600.0
2018-08-30,6463500.0
2018-10-01,5900000.0
2019-06-14,7652900.0
2019-05-13,6319400.0
2019-04-11,5329800.0
2019-02-06,6759800.0
2019-09-18,5675100.0
2020-02-03,5552300.0
2020-04-22,9530100.0
2019-11-19,5337000.0
2020-02-06,6193200.0
2019-11-22,5918600.0
2019-03-25,5363400.0
2019-02-21,6306300.0
2018-12-19,4994300.0
2018-07-12,7754600.0
2018-09-14,6327400.0
2018-08-13,6045300.0
2018-10-16,6693400.0
2019-07-31,5762600.0
2019-05-28,11598900.0
2019-04-26,9002800.0
2020-04-28,9926500.0
2019-11-25,8553900.0
2020-02-12,8305500.0
2020-05-01,11241700.0
2020-05-04,9539400.0
2019-06-12,11398400.0
2019-04-09,8950700.0
2019-03-08,7122900.0
2019-02-04,9405800.0
2018-07-27,10364700.0
2018-08-28,10737100.0
2019-01-03,14925600.0
2019-08-15,12706100.0
2018-10-31,12708500.0
2019-09-16,12354900.0
2020-02-18,7735100.0
2020-05-07,7303200.0
2018-08-17,7616800.0
2019-12-04,6368700.0
2020-02-21,8672600.0
2018-12-17,5961400.0
2019-08-30,8450400.0
2018-11-15,8943100.0
2019-07-29,7956700.0
2019-06-27,10481900.0
2019-04-24,16082600.0
2018-07-10,14235200.0
2018-09-12,9214400.0
2019-02-19,12620600.0
2019-01-18,9350900.0
2020-02-24,4890000.0
2020-05-13,10034600.0
2019-12-10,9042300.0
2020-02-27,10070800.0
2019-12-13,6241300.0
2020-05-19,10664000.0
2019-03-06,9082100.0
2018-11-30,10426300.0
2019-08-13,10367200.0
2019-07-12,8496500.0
2019-06-10,7276900.0
2019-05-09,6452500.0
2018-07-25,9639200.0
2018-09-27,8042300.0
2018-10-29,11493600.0
2019-10-16,9001800.0
2019-12-16,9606700.0
2020-03-04,12231500.0
2020-05-22,16373800.0
2019-10-01,14921500.0
2019-12-19,6110300.0
2018-09-10,10028300.0
2019-05-24,9881500.0
2018-08-09,9874000.0
2019-04-22,7005800.0
2019-03-21,8152700.0
2019-01-16,8277300.0
2019-08-28,8029100.0
2018-11-13,7789700.0
2018-10-12,7200900.0
2019-06-25,6272300.0
2020-03-10,9396300.0
2020-05-28,5394600.0
2019-10-07,7085100.0
2020-03-13,7058200.0
2019-10-10,5410000.0
2020-03-16,5614500.0
2020-06-03,6120600.0
2018-11-28,8063200.0
2018-09-25,8345800.0
2018-07-23,7609700.0
2018-08-24,7218200.0
2019-07-10,5875800.0
2019-05-07,5253400.0
2019-04-05,11849300.0
2019-03-04,14723000.0
2019-01-31,12591900.0
2019-09-12,7268600.0
2019-12-31,6099900.0
2020-03-19,4264900.0
2020-01-03,7010100.0
2020-06-09,6169200.0
2019-02-15,5542800.0
2019-01-14,5881300.0
2018-07-06,5458500.0
2018-08-07,7200800.0
2018-10-10,9481000.0
2018-12-13,20697300.0
2019-08-26,17631800.0
2019-07-25,6413200.0
2019-05-22,8086900.0
2019-03-19,9235000.0
2020-01-06,8488100.0
2020-03-25,7902300.0
2020-06-12,11375900.0
2019-10-22,10352500.0
2020-01-09,7683800.0
2020-06-15,6119300.0
2019-10-25,4696600.0
2020-03-31,6126600.0
2020-06-18,5659000.0
2019-04-03,5345300.0
2018-08-22,5070500.0
2018-10-25,5482300.0
2019-01-29,4925800.0
2018-12-28,14600000.0
2018-11-26,5770100.0
2019-08-09,5414400.0
2019-07-08,6323100.0
2019-06-06,6551000.0
2019-09-10,6708100.0
2020-01-15,5407400.0
2020-04-03,4945900.0
2019-10-31,8471200.0
2020-04-06,8054300.0
2020-06-24,7439900.0
2018-11-09,8505800.0
2019-07-23,6274000.0
2019-06-21,5687500.0
2019-05-20,4026300.0
2019-04-18,4656000.0
2018-09-06,5422400.0
2018-10-08,4367500.0
2019-02-13,4091100.0
2018-12-11,5606900.0
2019-09-25,5162000.0
2020-01-21,5111900.0
2020-04-09,4828400.0
2019-11-06,3729200.0
2020-01-24,3727800.0
2020-01-27,5079400.0
2020-04-15,5050800.0
2018-12-26,4697800.0
2019-08-07,3961100.0
2019-06-04,8107700.0
2018-09-21,6379700.0
2018-07-19,6133600.0
2018-08-20,5337200.0
2018-10-23,5007000.0
2019-05-03,5316900.0
2019-04-01,4613700.0
2019-02-28,4575600.0
2019-11-12,5882000.0
2020-01-30,6240100.0
2019-11-15,8742700.0
2020-04-21,7361500.0
2019-04-16,6353700.0
2019-03-15,6740300.0
2019-02-11,17122000.0
2019-01-10,12371300.0
2019-08-22,7194100.0
2018-11-07,6889100.0
2018-08-03,7340900.0
2018-09-04,6454600.0
2019-06-19,4483200.0
2019-09-23,10271700.0
2019-11-18,6520200.0
2020-02-05,5019600.0
2020-04-24,5927500.0
2019-03-29,6614700.0
2019-11-21,5964900.0
2020-04-27,6902900.0
2020-02-11,8063700.0
2020-04-30,6809400.0
2019-05-01,6325700.0
2019-02-26,6747300.0
2019-01-25,4634500.0
2018-12-24,5485000.0
2019-09-06,4525900.0
2018-07-17,4147000.0
2018-09-19,4911200.0
2019-08-05,3924600.0
2019-10-08,5001500.0
2019-12-11,13178600.0
2019-11-27,6032800.0
2020-02-14,6105000.0
2020-05-06,4161700.0
2019-01-08,5481300.0
2018-12-07,6506700.0
2019-08-20,5514700.0
2018-11-05,4062900.0
2019-07-19,3207300.0
2018-10-04,3579400.0
2019-06-17,4715700.0
2019-05-16,5423400.0
2018-08-01,4579000.0
2019-03-13,3896600.0
2019-12-03,3743300.0
2020-02-20,3346000.0
2019-12-06,3488200.0
2020-05-12,2688500.0
2019-12-09,3224800.0
2020-02-26,3796300.0
2020-05-15,4516900.0
2019-03-28,5754200.0
2018-09-17,4177300.0
2018-08-16,3851500.0
2018-10-19,4729000.0
2019-04-29,3746600.0
2019-01-23,3035200.0
2019-09-04,6211300.0
2018-11-20,7455000.0
2019-07-02,5656700.0
2019-05-31,7570000.0
2019-12-12,7016400.0
2020-05-18,7278500.0
2019-09-27,4374400.0
2020-03-03,4193500.0
2020-05-21,5305000.0
2019-05-14,6675300.0
2018-08-31,9312800.0
2018-07-30,19812900.0
2018-10-02,10965200.0
2019-04-12,7178100.0
2019-03-11,6112300.0
2019-02-07,8156400.0
2019-07-17,5995400.0
2019-09-19,6236700.0
2019-10-21,5935700.0
2019-12-18,5733700.0
2020-03-06,5371000.0
2019-10-03,5270500.0
2020-03-09,5705300.0
2020-05-27,5942700.0
2019-12-24,5782900.0
2020-03-12,5826400.0
2018-12-20,4346400.0
2019-08-01,5973700.0
2018-08-14,4857400.0
2018-07-13,5284100.0
2018-10-17,4474300.0
2019-05-29,5638600.0
2019-03-26,6090300.0
2019-02-22,4604500.0
2019-10-04,3956000.0
2019-11-05,3380600.0
2019-12-27,11332400.0
2020-06-02,5162500.0
2019-12-30,7273100.0
2020-03-18,4613600.0
2020-06-05,3986900.0
2019-07-15,3434700.0
2018-12-03,3401400.0
2019-06-13,3729300.0
2019-01-04,5944500.0
2018-08-29,5206500.0
2019-02-05,4627000.0
2018-11-01,4695000.0
2019-08-16,5125100.0
2019-04-10,3903400.0
2019-09-17,4341500.0
2019-10-15,6127900.0
2020-01-02,4573300.0
2020-06-08,4516700.0
2019-10-18,3781600.0
2020-03-24,3910900.0
2020-06-11,5592300.0
2020-01-08,3410100.0
2019-04-25,2544700.0
2019-07-30,2840000.0
2019-02-20,2900300.0
2018-07-11,2564100.0
2018-09-13,3404300.0
2018-10-15,4791100.0
2019-06-28,2996000.0
2018-12-18,4881300.0
2018-11-16,3762600.0
2019-10-02,4646000.0
2020-03-27,4217100.0
2020-01-10,3614400.0
2019-10-24,4441400.0
2020-03-30,3832700.0
2020-06-17,4439000.0
2020-01-14,5063100.0
2020-04-02,7711800.0
2019-01-02,22504200.0
2019-08-14,10137700.0
2018-10-30,6548000.0
2019-06-11,3715400.0
2019-05-10,5075900.0
2019-04-08,4302400.0
2018-08-27,3843100.0
2018-07-26,5881500.0
2018-09-28,6292500.0
2019-03-07,3434100.0
2019-10-30,3157300.0
2020-01-17,5670900.0
2020-06-23,6594800.0
2020-04-08,5556600.0
2020-06-26,4352800.0
2019-03-22,4340800.0
2019-01-17,4816000.0
2019-08-29,4282300.0
2018-11-14,3506400.0
2019-06-26,4149000.0
2018-09-11,5366300.0
2018-07-09,5350700.0
2018-08-10,4575800.0
2019-04-23,5103000.0
2019-09-30,4464100.0
2020-01-23,7954400.0
2019-11-08,4485800.0
2020-04-14,2227400.0
2019-11-11,4223800.0
2020-01-29,3544000.0
2020-04-17,2945800.0
2018-07-24,4912000.0
2018-09-26,6764900.0
2019-05-08,5399200.0
2019-03-05,6445500.0
2019-02-01,6846900.0
2018-12-31,5875800.0
2018-11-29,5563700.0
2019-08-12,6054800.0
2019-07-11,6112600.0
2019-09-13,6585800.0
2019-11-14,7454200.0
2020-04-20,5369400.0
2020-02-04,10045000.0
2020-04-23,7353700.0
2018-12-14,4926100.0
2019-08-27,4305100.0
2018-08-08,4383400.0
2018-10-11,7018400.0
2018-11-12,5270200.0
2019-07-26,3775500.0
2019-06-24,4581500.0
2019-05-23,7775800.0
2019-03-20,4351900.0
2019-01-15,5232200.0
2019-11-20,5682900.0
2020-02-07,5352900.0
2020-02-10,3689600.0
2020-04-29,6144900.0
2019-11-26,5796800.0
2020-02-13,4735600.0
2019-01-30,5333200.0
2018-08-23,8130600.0
2018-09-24,11513200.0
2018-11-27,7187800.0
2018-10-26,5022900.0
2019-07-09,6242100.0
2019-06-07,6616000.0
2019-05-06,7764300.0
2019-04-04,6673300.0
2019-09-11,9488300.0
2019-11-29,17504100.0
2020-05-05,17074200.0
2019-12-02,11113600.0
2020-02-19,8208400.0
2020-05-08,8546100.0
2019-05-21,9803700.0
2019-03-18,19747800.0
2018-09-07,12599100.0
2018-08-06,10540000.0
2018-10-09,18774400.0
2019-02-14,14320700.0
2018-12-12,12251300.0
2019-07-24,17602000.0
2019-09-26,25785300.0
