Dates,WMT
2019-10-28,19033500.0
2019-12-05,18474500.0
2020-05-11,13122000.0
2019-07-03,14235000.0
2020-02-25,17762500.0
2020-05-14,19416900.0
2020-02-28,12053500.0
2019-08-08,9737500.0
2019-06-05,8752800.0
2018-07-20,9423200.0
2018-08-21,9838500.0
2018-10-24,9541700.0
2019-04-02,15922900.0
2019-03-01,13789900.0
2019-01-28,9292200.0
2018-12-27,10944400.0
2019-09-09,8064700.0
2020-03-02,11366300.0
2020-05-20,7478400.0
2019-12-17,10627400.0
2020-03-05,10305100.0
2019-02-12,8133900.0
2019-01-11,9300200.0
2018-12-10,6485000.0
2019-08-23,9613300.0
2018-11-08,5782800.0
2019-07-22,5974600.0
2019-06-20,6910700.0
2018-09-05,14870700.0
2019-04-17,13493700.0
2019-09-24,10381300.0
2019-12-20,5935900.0
2020-05-26,6445800.0
2019-04-30,5769700.0
2019-12-23,9115200.0
2020-03-11,6944400.0
2020-05-29,8444700.0
2019-12-26,6366700.0
2020-06-01,9725100.0
2019-05-02,7411000.0
2019-02-27,10590000.0
2018-11-23,13035900.0
2019-08-06,24915400.0
2018-07-18,10748800.0
2018-09-20,7482700.0
2018-10-22,7453200.0
2019-07-05,7910200.0
2019-06-03,10357900.0
2019-10-09,8141600.0
2019-10-11,9772400.0
2020-03-17,6850100.0
2020-06-04,6395900.0
2019-10-14,6754300.0
2020-03-20,8005000.0
2018-11-06,13112400.0
2019-06-18,9448100.0
2019-05-17,6915400.0
2019-04-15,9380500.0
2019-03-14,11387600.0
2019-01-09,10781100.0
2018-08-02,10901100.0
2018-10-05,8389200.0
2019-08-21,6715100.0
2019-10-17,6690000.0
2020-03-23,13359600.0
2020-06-10,9112800.0
2019-02-25,6575900.0
2020-01-07,6871600.0
2020-03-26,6856600.0
2019-10-23,8997200.0
