Dates,WMT
2018-06-20,83.81999969482422
2018-06-21,84.55000305175781
2018-06-25,84.8499984741211
2018-06-22,86.5999984741211
2018-06-26,87.05000305175781
2018-06-27,87.48999786376953
2018-06-28,87.29000091552734
2018-06-29,86.19999694824219
2018-07-02,85.94000244140625
2018-07-03,85.05000305175781
2018-07-05,85.58000183105469
2018-07-16,84.87000274658203
2018-09-18,86.47000122070312
2019-01-24,87.33000183105469
2019-09-05,87.1500015258789
2018-11-21,87.41000366210938
2020-01-13,87.98999786376953
2020-04-01,87.72000122070312
2020-06-19,88.69999694824219
2019-10-29,89.19000244140625
2020-01-16,88.4800033569336
2020-06-22,88.16999816894531
2018-10-03,88.1500015258789
2018-07-31,88.5
2019-03-12,88.0199966430664
2019-02-08,89.43000030517578
2019-01-07,88.87999725341797
2018-12-06,88.94000244140625
2019-08-19,89.66000366210938
2019-07-18,89.12999725341797
2019-05-15,88.83999633789062
2019-09-20,90.27999877929688
2019-11-01,89.9800033569336
2020-04-07,90.36000061035156
2020-06-25,90.2300033569336
2020-06-16,89.62999725341797
2019-11-04,90.37000274658203
2020-01-22,90.54000091552734
2019-11-07,91.12000274658203
2020-04-13,90.41000366210938
2019-07-01,100.20999908447266
2019-05-30,99.66999816894531
2018-08-15,98.29000091552734
2018-10-18,96.36000061035156
2019-03-27,96.8499984741211
2019-01-22,95.86000061035156
2018-12-21,95.66000366210938
2019-09-03,95.61000061035156
2018-11-19,96.3499984741211
2019-08-02,96.83000183105469
2020-01-28,96.5
2020-04-16,96.44000244140625
2019-11-13,96.2699966430664
2020-01-31,96.83000183105469
2018-12-04,96.72000122070312
2018-11-02,96.4800033569336
2019-07-16,97.19000244140625
2018-08-30,97.66000366210938
2018-10-01,96.73999786376953
2019-06-14,95.62000274658203
2019-05-13,94.83999633789062
2019-04-11,95.4800033569336
2019-02-06,95.58999633789062
2019-09-18,95.88999938964844
2020-02-03,95.79000091552734
2020-04-22,96.29000091552734
2019-11-19,96.0
2020-02-06,96.5199966430664
2019-11-22,95.58999633789062
2019-03-25,94.95999908447266
2019-02-21,94.37000274658203
2018-12-19,94.66000366210938
2018-07-12,95.61000061035156
2018-09-14,95.54000091552734
2018-08-13,94.5
2018-10-16,94.19000244140625
2019-07-31,94.93000030517578
2019-05-28,97.73999786376953
2019-04-26,97.8499984741211
2020-04-28,96.29000091552734
2019-11-25,95.16999816894531
2020-02-12,94.98999786376953
2020-05-01,96.06999969482422
2020-05-04,96.62000274658203
2019-06-12,97.25
2019-04-09,97.6500015258789
2019-03-08,97.58000183105469
2019-02-04,97.98999786376953
2018-07-27,99.16999816894531
2018-08-28,99.4800033569336
2019-01-03,99.66999816894531
2019-08-15,101.7300033569336
2018-10-31,102.5999984741211
2019-09-16,102.48999786376953
2020-02-18,101.16999816894531
2020-05-07,101.56999969482422
2018-08-17,103.16999816894531
2019-12-04,103.44000244140625
2020-02-21,104.47000122070312
2018-12-17,105.26000213623047
2019-08-30,105.9000015258789
2018-11-15,106.20999908447266
2019-07-29,104.1500015258789
2019-06-27,103.1500015258789
2019-04-24,102.80000305175781
2018-07-10,99.41999816894531
2018-09-12,98.25
2019-02-19,95.19999694824219
2019-01-18,94.91999816894531
2020-02-24,95.55000305175781
2020-05-13,96.06999969482422
2019-12-10,95.54000091552734
2020-02-27,97.62000274658203
2019-12-13,97.83000183105469
2020-05-19,98.43000030517578
2019-03-06,99.58999633789062
2018-11-30,98.95999908447266
2019-08-13,95.41000366210938
2019-07-12,95.12999725341797
2019-06-10,94.25
2019-05-09,94.48999786376953
2018-07-25,94.30000305175781
2018-09-27,93.68000030517578
2018-10-29,92.55999755859375
2019-10-16,92.01000213623047
2019-12-16,91.26000213623047
2020-03-04,93.0
2020-05-22,90.11000061035156
2019-10-01,89.47000122070312
2019-12-19,87.56999969482422
2018-09-10,90.41999816894531
2019-05-24,91.61000061035156
2018-08-09,93.47000122070312
2019-04-22,93.38999938964844
2019-03-21,93.6500015258789
2019-01-16,94.70999908447266
2019-08-28,93.66000366210938
2018-11-13,95.16999816894531
2018-10-12,95.76000213623047
2019-06-25,96.13999938964844
2020-03-10,94.9800033569336
2020-05-28,95.29000091552734
2019-10-07,95.44999694824219
2020-03-13,96.5999984741211
2019-10-10,96.86000061035156
2020-03-16,97.20999908447266
2020-06-03,98.19999694824219
2018-11-28,98.43000030517578
2018-09-25,99.3499984741211
2018-07-23,98.45999908447266
2018-08-24,98.91000366210938
2019-07-10,97.06999969482422
2019-05-07,97.16000366210938
2019-04-05,96.80000305175781
2019-03-04,96.87000274658203
2019-01-31,96.0
2019-09-12,94.7699966430664
2019-12-31,95.94000244140625
2020-03-19,96.01000213623047
2020-01-03,96.81999969482422
2020-06-09,96.69000244140625
2019-02-15,96.3499984741211
2019-01-14,97.16999816894531
2018-07-06,98.0
2018-08-07,99.19999694824219
2018-10-10,100.0
2018-12-13,104.18000030517578
2019-08-26,102.33999633789062
2019-07-25,99.91999816894531
2019-05-22,100.16000366210938
2019-03-19,100.12999725341797
2020-01-06,99.05999755859375
2020-03-25,98.38999938964844
2020-06-12,99.47000122070312
2019-10-22,99.55999755859375
2020-01-09,98.58999633789062
2020-06-15,99.19000244140625
2019-10-25,99.0
2020-03-31,98.19999694824219
2020-06-18,98.41999816894531
2019-04-03,98.58000183105469
2018-08-22,98.73999786376953
2018-10-25,99.3499984741211
2019-01-29,98.43000030517578
2018-12-28,98.51000213623047
2018-11-26,99.7699966430664
2019-08-09,100.48999786376953
2019-07-08,99.55000305175781
2019-06-06,99.12999725341797
2019-09-10,99.52999877929688
2020-01-15,98.62000274658203
2020-04-03,98.8499984741211
2019-10-31,98.86000061035156
2020-04-06,97.87000274658203
2020-06-24,97.66999816894531
2018-11-09,98.36000061035156
2019-07-23,98.30999755859375
2019-06-21,97.4000015258789
2019-05-20,98.27999877929688
2019-04-18,99.19999694824219
2018-09-06,99.25
2018-10-08,99.2300033569336
2019-02-13,99.72000122070312
2018-12-11,100.83000183105469
2019-09-25,102.0199966430664
2020-01-21,102.91000366210938
2020-04-09,103.38999938964844
2019-11-06,103.4000015258789
2020-01-24,103.80000305175781
2020-01-27,103.54000091552734
2020-04-15,103.29000091552734
2018-12-26,103.8499984741211
2019-08-07,104.1500015258789
2019-06-04,102.33999633789062
2018-09-21,102.0
2018-07-19,102.91999816894531
2018-08-20,102.80999755859375
2018-10-23,102.05999755859375
2019-05-03,102.75
2019-04-01,102.55000305175781
2019-02-28,102.16999816894531
2019-11-12,101.04000091552734
2020-01-30,99.94000244140625
2019-11-15,102.11000061035156
2020-04-21,101.1500015258789
2019-04-16,100.87000274658203
2019-03-15,100.36000061035156
2019-02-11,103.95999908447266
2019-01-10,101.94999694824219
2019-08-22,101.9800033569336
2018-11-07,101.6500015258789
2018-08-03,102.43000030517578
2018-09-04,101.93000030517578
2019-06-19,102.88999938964844
2019-09-23,103.56999969482422
2019-11-18,102.87999725341797
2020-02-05,103.48999786376953
2020-04-24,102.0199966430664
2019-03-29,102.68000030517578
2019-11-21,102.6500015258789
2020-04-27,104.77999877929688
2020-02-11,105.66000366210938
2020-04-30,106.36000061035156
2019-05-01,107.77999877929688
2019-02-26,108.97000122070312
2019-01-25,108.91000366210938
2018-12-24,109.58000183105469
2019-09-06,109.58999633789062
2018-07-17,109.55000305175781
2018-09-19,109.95999908447266
2019-08-05,109.83999633789062
2019-10-08,110.48999786376953
2019-12-11,112.19000244140625
2019-11-27,112.22000122070312
2020-02-14,111.43000030517578
2020-05-06,111.08000183105469
2019-01-08,110.51000213623047
2018-12-07,111.51000213623047
2019-08-20,111.97000122070312
2018-11-05,111.61000061035156
2019-07-19,112.4000015258789
2018-10-04,112.23999786376953
2019-06-17,112.93000030517578
2019-05-16,113.37999725341797
2018-08-01,113.61000061035156
2019-03-13,113.94000244140625
2019-12-03,114.7699966430664
2020-02-20,115.08000183105469
2019-12-06,115.48999786376953
2020-05-12,115.16999816894531
2019-12-09,114.77999877929688
2020-02-26,115.30999755859375
2020-05-15,114.33999633789062
2019-03-28,113.19999694824219
2018-09-17,112.79000091552734
2018-08-16,112.38999938964844
2018-10-19,113.33999633789062
2019-04-29,112.9800033569336
2019-01-23,112.4000015258789
2019-09-04,112.33999633789062
2018-11-20,112.16999816894531
2019-07-02,110.13999938964844
2019-05-31,108.0
2019-12-12,107.83999633789062
2020-05-18,108.63999938964844
2019-09-27,108.83999633789062
2020-03-03,108.45999908447266
2020-05-21,106.83999633789062
2019-05-14,108.11000061035156
2018-08-31,108.05999755859375
2018-07-30,113.63999938964844
2018-10-02,114.93000030517578
2019-04-12,114.77999877929688
2019-03-11,114.04000091552734
2019-02-07,114.06999969482422
2019-07-17,112.79000091552734
2019-09-19,111.91000366210938
2019-10-21,112.2699966430664
2019-12-18,112.80999755859375
2020-03-06,113.08000183105469
2019-10-03,114.58999633789062
2020-03-09,115.37999725341797
2020-05-27,115.30999755859375
2019-12-24,115.95999908447266
2020-03-12,117.95999908447266
2018-12-20,115.75
2019-08-01,116.61000061035156
2018-08-14,116.95999908447266
2018-07-13,116.69999694824219
2018-10-17,117.06999969482422
2019-05-29,118.19000244140625
2019-03-26,117.16999816894531
2019-02-22,116.69000244140625
2019-10-04,117.2300033569336
2019-11-05,117.80999755859375
2019-12-27,117.63999938964844
2020-06-02,118.41000366210938
2019-12-30,119.86000061035156
2020-03-18,118.72000122070312
2020-06-05,119.55000305175781
2019-07-15,119.2300033569336
2018-12-03,119.44000244140625
2019-06-13,119.11000061035156
2019-01-04,117.55000305175781
2018-08-29,116.80000305175781
2019-02-05,118.30000305175781
2018-11-01,118.30000305175781
2019-08-16,118.66999816894531
2019-04-10,119.30000305175781
2019-09-17,119.87999725341797
2019-10-15,120.70999908447266
2020-01-02,120.45999908447266
2020-06-08,119.98999786376953
2019-10-18,120.11000061035156
2020-03-24,120.25
2020-06-11,120.5999984741211
2020-01-08,119.83000183105469
2019-04-25,120.16999816894531
2019-07-30,119.8499984741211
2019-02-20,119.56999969482422
2018-07-11,119.33000183105469
2018-09-13,119.69999694824219
2018-10-15,118.7300033569336
2019-06-28,118.37000274658203
2018-12-18,118.27999877929688
2018-11-16,117.97000122070312
2019-10-02,119.11000061035156
2020-03-27,119.13999938964844
2020-01-10,119.62000274658203
2019-10-24,120.91999816894531
2020-03-30,120.87999725341797
2020-06-17,119.62999725341797
2020-01-14,120.0
2020-04-02,121.36000061035156
2019-01-02,125.37999725341797
2019-08-14,121.0
2018-10-30,120.87000274658203
2019-06-11,120.36000061035156
2019-05-10,120.4800033569336
2019-04-08,120.0
2018-08-27,120.30000305175781
2018-07-26,120.0199966430664
2018-09-28,119.30000305175781
2019-03-07,119.80000305175781
2019-10-30,119.97000122070312
2020-01-17,119.37999725341797
2020-06-23,118.95999908447266
2020-04-08,119.19999694824219
2020-06-26,118.77999877929688
2019-03-22,119.80000305175781
2019-01-17,119.86000061035156
2019-08-29,119.55999755859375
2018-11-14,119.6500015258789
2019-06-26,120.11000061035156
2018-09-11,120.6500015258789
2018-07-09,121.3499984741211
2018-08-10,121.69999694824219
2019-04-23,121.68000030517578
2019-09-30,120.51000213623047
2020-01-23,122.12000274658203
2019-11-08,120.69000244140625
2020-04-14,119.5999984741211
2019-11-11,119.8499984741211
2020-01-29,119.94000244140625
2020-04-17,119.80999755859375
2018-07-24,119.80000305175781
2018-09-26,119.88999938964844
2019-05-08,118.79000091552734
2019-03-05,118.08999633789062
2019-02-01,117.5199966430664
2018-12-31,116.7300033569336
2018-11-29,117.37000274658203
2019-08-12,117.33999633789062
2019-07-11,116.55000305175781
2019-09-13,116.20999908447266
2019-11-14,115.87000274658203
2020-04-20,115.93000030517578
2020-02-04,116.30000305175781
2020-04-23,115.69000244140625
2018-12-14,116.52999877929688
2019-08-27,116.30999755859375
2018-08-08,116.02999877929688
2018-10-11,116.2300033569336
2018-11-12,116.9000015258789
2019-07-26,117.12000274658203
2019-06-24,116.72000122070312
2019-05-23,116.26000213623047
2019-03-20,115.38999938964844
2019-01-15,116.23999786376953
2019-11-20,116.94999694824219
2020-02-07,117.2300033569336
2020-02-10,116.76000213623047
2020-04-29,116.9800033569336
2019-11-26,115.5
2020-02-13,116.41999816894531
2019-01-30,117.54000091552734
2018-08-23,118.56999969482422
2018-09-24,119.94999694824219
2018-11-27,119.94000244140625
2018-10-26,118.11000061035156
2019-07-09,118.75
2019-06-07,118.45999908447266
2019-05-06,117.06999969482422
2019-04-04,115.16999816894531
2019-09-11,114.06999969482422
2019-11-29,108.5199966430664
2020-05-05,116.4000015258789
2019-12-02,117.52999877929688
2020-02-19,116.83999633789062
2020-05-08,117.25
2019-05-21,117.91000366210938
2019-03-18,120.62999725341797
2018-09-07,120.68000030517578
2018-08-06,119.02999877929688
2018-10-09,111.48999786376953
2019-02-14,114.58999633789062
2018-12-12,111.33000183105469
2019-07-24,119.2699966430664
2019-09-26,128.0800018310547
2019-10-28,127.0
2019-12-05,122.79000091552734
2020-05-11,117.54000091552734
2019-07-03,117.37000274658203
2020-02-25,114.0
2020-05-14,110.87000274658203
2020-02-28,112.27999877929688
2019-08-08,115.80000305175781
2019-06-05,116.19000244140625
2018-07-20,115.52999877929688
2018-08-21,119.11000061035156
2018-10-24,119.91000366210938
2019-04-02,126.38999938964844
2019-03-01,126.48999786376953
2019-01-28,123.80999755859375
2018-12-27,122.87000274658203
2019-09-09,125.66999816894531
2020-03-02,129.7899932861328
2020-05-20,129.8800048828125
2019-12-17,132.9199981689453
2020-03-05,132.97000122070312
2019-02-12,133.3800048828125
2019-01-11,131.02999877929688
2018-12-10,132.3800048828125
2019-08-23,131.08999633789062
2018-11-08,129.88999938964844
2019-07-22,130.30999755859375
2019-06-20,130.24000549316406
2018-09-05,125.76000213623047
2019-04-17,123.44000244140625
2019-09-24,123.69000244140625
2019-12-20,124.4000015258789
2020-05-26,125.26000213623047
2019-04-30,125.48999786376953
2019-12-23,123.9800033569336
2020-03-11,123.01000213623047
2020-05-29,124.30999755859375
2019-12-26,125.66000366210938
2020-06-01,126.23999786376953
2019-05-02,125.12999725341797
2019-02-27,125.94000244140625
2018-11-23,128.55999755859375
2019-08-06,131.99000549316406
2018-07-18,126.58999633789062
2018-09-20,126.13999938964844
2018-10-22,125.3499984741211
2019-07-05,125.51000213623047
2019-06-03,124.48999786376953
2019-10-09,124.94999694824219
2019-10-11,124.70999908447266
2020-03-17,124.41000366210938
2020-06-04,124.1500015258789
2019-10-14,123.98999786376953
2020-03-20,123.88999938964844
2018-11-06,122.68000030517578
2019-06-18,121.23999786376953
2019-05-17,122.0
2019-04-15,122.5
2019-03-14,122.58000183105469
2019-01-09,120.75
2018-08-02,118.68000030517578
2018-10-05,120.2300033569336
2019-08-21,120.12999725341797
2019-10-17,119.05999755859375
2020-03-23,120.30000305175781
2020-06-10,122.08999633789062
2019-02-25,122.8499984741211
2020-01-07,121.12000274658203
2020-03-26,120.16000366210938
2019-10-23,120.83999633789062
