Dates,BIIB
2020-04-20,294.79998779296875
2020-02-04,288.0
2020-04-23,287.8399963378906
2018-12-14,290.8500061035156
2019-08-27,288.0799865722656
2018-08-08,284.989990234375
2018-10-11,282.3299865722656
2018-11-12,284.2900085449219
2019-07-26,283.3800048828125
2019-06-24,288.1199951171875
2019-05-23,276.2799987792969
2019-03-20,275.29998779296875
2019-01-15,285.6000061035156
2019-11-20,374.989990234375
2020-02-07,348.6600036621094
2020-02-10,340.32000732421875
2020-04-29,339.55999755859375
2019-11-26,340.04998779296875
2020-02-13,334.7099914550781
2019-01-30,338.8800048828125
2018-08-23,335.3999938964844
2018-09-24,344.0
2018-11-27,341.7699890136719
2018-10-26,343.0
2019-07-09,337.82000732421875
2019-06-07,336.0
2019-05-06,330.6099853515625
2019-04-04,330.92999267578125
2019-09-11,325.54998779296875
2019-11-29,310.5400085449219
2020-05-05,328.2300109863281
2019-12-02,333.0
2020-02-19,328.45001220703125
2020-05-08,326.45001220703125
2019-05-21,319.17999267578125
2019-03-18,306.9700012207031
2018-09-07,308.7699890136719
2018-08-06,303.3599853515625
2018-10-09,285.4200134277344
2019-02-14,306.0
2018-12-12,309.3500061035156
2019-07-24,314.6499938964844
2019-09-26,306.739990234375
2019-10-28,297.4800109863281
2019-12-05,301.8800048828125
2020-05-11,288.05999755859375
2019-07-03,283.260009765625
2020-02-25,300.8399963378906
2020-05-14,306.7699890136719
2020-02-28,307.1400146484375
2019-08-08,321.4100036621094
2019-06-05,319.94000244140625
2018-07-20,313.4599914550781
2018-08-21,307.1499938964844
2018-10-24,311.5199890136719
2019-04-02,314.1400146484375
2019-03-01,319.6000061035156
2019-01-28,319.3900146484375
2018-12-27,322.45001220703125
2019-09-09,325.1099853515625
2020-03-02,336.5
2020-05-20,333.20001220703125
2019-12-17,340.3800048828125
2020-03-05,346.04998779296875
2019-02-12,350.239990234375
2019-01-11,336.19000244140625
2018-12-10,306.989990234375
2019-08-23,297.44000244140625
2018-11-08,297.94000244140625
2019-07-22,305.0
2019-06-20,312.8299865722656
2018-09-05,313.3399963378906
2019-04-17,305.04998779296875
2019-09-24,297.9200134277344
2019-12-20,297.8999938964844
2020-05-26,306.5
2019-04-30,312.6600036621094
2019-12-23,317.54998779296875
2020-03-11,317.70001220703125
2020-05-29,330.1300048828125
2019-12-26,335.0
2020-06-01,327.20001220703125
2019-05-02,317.7799987792969
2019-02-27,317.2099914550781
2018-11-23,324.0
2019-08-06,316.8500061035156
2018-07-18,314.5799865722656
2018-09-20,311.260009765625
2018-10-22,305.0299987792969
2019-07-05,309.07000732421875
2019-06-03,301.5
2019-10-09,304.79998779296875
2019-10-11,307.82000732421875
2020-03-17,306.95001220703125
2020-06-04,303.9200134277344
2019-10-14,304.67999267578125
2020-03-20,303.9599914550781
2018-11-06,308.2699890136719
2019-06-18,306.05999755859375
2019-05-17,297.3399963378906
2019-04-15,296.80999755859375
2019-03-14,294.3900146484375
2019-01-09,286.9599914550781
2018-08-02,278.989990234375
2018-10-05,285.9599914550781
2019-08-21,285.2799987792969
2019-10-17,270.19000244140625
2020-03-23,271.989990234375
2020-06-10,267.3599853515625
2019-02-25,273.010009765625
2020-01-07,271.4200134277344
2020-03-26,263.4200134277344
2019-10-23,262.989990234375
