Dates,BIIB
2018-06-20,292.3699951171875
2018-06-21,294.6300048828125
2018-06-25,295.0
2018-06-22,289.20001220703125
2018-06-26,288.45001220703125
2018-06-27,287.80999755859375
2018-06-28,285.32000732421875
2018-06-29,287.80999755859375
2018-07-02,288.1300048828125
2018-07-03,292.6400146484375
2018-07-05,294.7799987792969
2018-07-16,340.54998779296875
2018-09-18,347.510009765625
2019-01-24,339.1499938964844
2019-09-05,340.0
2018-11-21,343.54998779296875
2020-01-13,344.04998779296875
2020-04-01,346.1000061035156
2020-06-19,351.5199890136719
2019-10-29,350.2799987792969
2020-01-16,356.0400085449219
2020-06-22,356.5299987792969
2018-10-03,355.8800048828125
2018-07-31,366.010009765625
2019-03-12,372.94000244140625
2019-02-08,337.0
2019-01-07,339.1099853515625
2018-12-06,330.9599914550781
2019-08-19,330.8999938964844
2019-07-18,334.3800048828125
2019-05-15,340.80999755859375
2019-09-20,342.2699890136719
2019-11-01,340.3299865722656
2020-04-07,344.0
2020-06-25,347.9700012207031
2020-06-16,345.7799987792969
2019-11-04,340.3399963378906
2020-01-22,339.2200012207031
2019-11-07,341.5899963378906
2020-04-13,337.30999755859375
2019-07-01,340.4599914550781
2019-05-30,339.1300048828125
2018-08-15,341.7900085449219
2018-10-18,343.0
2019-03-27,342.0
2019-01-22,339.239990234375
2018-12-21,339.7699890136719
2019-09-03,340.4200134277344
2018-11-19,341.8699951171875
2019-08-02,346.1600036621094
2020-01-28,348.3699951171875
2020-04-16,350.0199890136719
2019-11-13,341.6099853515625
2020-01-31,342.75
2018-12-04,339.6099853515625
2018-11-02,336.2699890136719
2019-07-16,337.5299987792969
2018-08-30,337.0899963378906
2018-10-01,333.0299987792969
2019-06-14,337.8299865722656
2019-05-13,337.3699951171875
2019-04-11,333.5
2019-02-06,332.4800109863281
2019-09-18,334.8699951171875
2020-02-03,337.79998779296875
2020-04-22,338.5199890136719
2019-11-19,341.8599853515625
2020-02-06,341.4599914550781
2019-11-22,341.739990234375
2019-03-25,350.4200134277344
2019-02-21,352.42999267578125
2018-12-19,350.57000732421875
2018-07-12,344.3999938964844
2018-09-14,344.7900085449219
2018-08-13,340.6499938964844
2018-10-16,336.2099914550781
2019-07-31,338.2200012207031
2019-05-28,341.1499938964844
2019-04-26,337.5299987792969
2020-04-28,324.4599914550781
2019-11-25,326.1400146484375
2020-02-12,327.3800048828125
2020-05-01,328.7699890136719
2020-05-04,334.67999267578125
2019-06-12,328.0
2019-04-09,318.5199890136719
2019-03-08,314.1600036621094
2019-02-04,311.0
2018-07-27,301.0899963378906
2018-08-28,288.3399963378906
2019-01-03,291.0
2019-08-15,294.7200012207031
2018-10-31,298.3399963378906
2019-09-16,303.2699890136719
2020-02-18,304.2699890136719
2020-05-07,309.6400146484375
2018-08-17,313.5799865722656
2019-12-04,316.0299987792969
2020-02-21,322.3999938964844
2018-12-17,325.0
2019-08-30,322.0899963378906
2018-11-15,317.55999755859375
2019-07-29,317.92999267578125
2019-06-27,312.989990234375
2019-04-24,310.0
2018-07-10,320.6199951171875
2018-09-12,315.45001220703125
2019-02-19,313.25
2019-01-18,315.2799987792969
2020-02-24,313.2799987792969
2020-05-13,315.4100036621094
2019-12-10,316.1199951171875
2020-02-27,321.3299865722656
2019-12-13,324.6000061035156
2020-05-19,325.1499938964844
2019-03-06,329.3800048828125
2018-11-30,321.8299865722656
2019-08-13,313.6400146484375
2019-07-12,316.1499938964844
2019-06-10,310.989990234375
2019-05-09,318.3599853515625
2018-07-25,319.5400085449219
2018-09-27,319.0
2018-10-29,314.1499938964844
2019-10-16,310.9700012207031
2019-12-16,289.7200012207031
2020-03-04,289.42999267578125
2020-05-22,289.6099853515625
2019-10-01,280.3999938964844
2019-12-19,278.4599914550781
2018-09-10,278.9599914550781
2019-05-24,283.5
2018-08-09,292.5
2019-04-22,294.20001220703125
2019-03-21,296.5400085449219
2019-01-16,305.9200134277344
2019-08-28,309.8999938964844
2018-11-13,317.4100036621094
2018-10-12,320.4700012207031
2019-06-25,324.4599914550781
2020-03-10,324.20001220703125
2020-05-28,327.8299865722656
2019-10-07,327.7200012207031
2020-03-13,328.92999267578125
2019-10-10,330.05999755859375
2020-03-16,330.32000732421875
2020-06-03,334.7099914550781
2018-11-28,333.6600036621094
2018-09-25,333.2900085449219
2018-07-23,331.9700012207031
2018-08-24,333.510009765625
2019-07-10,326.8399963378906
2019-05-07,326.010009765625
2019-04-05,321.4200134277344
2019-03-04,325.05999755859375
2019-01-31,326.07000732421875
2019-09-12,326.6099853515625
2019-12-31,333.29998779296875
2020-03-19,331.6300048828125
2020-01-03,307.0
2020-06-09,305.45001220703125
2019-02-15,314.5400085449219
2019-01-14,316.95001220703125
2018-07-06,319.239990234375
2018-08-07,318.57000732421875
2018-10-10,324.7099914550781
2018-12-13,330.8299865722656
2019-08-26,331.57000732421875
2019-07-25,320.3900146484375
2019-05-22,320.42999267578125
2019-03-19,326.25
2020-01-06,325.1300048828125
2020-03-25,325.510009765625
2020-06-12,326.510009765625
2019-10-22,330.1499938964844
2020-01-09,324.44000244140625
2020-06-15,325.0400085449219
2019-10-25,317.8399963378906
2020-03-31,314.17999267578125
2020-06-18,305.8999938964844
2019-04-03,307.2799987792969
2018-08-22,311.260009765625
2018-10-25,312.1099853515625
2019-01-29,318.70001220703125
2018-12-28,321.9599914550781
2018-11-26,324.2799987792969
2019-08-09,322.3999938964844
2019-07-08,320.1400146484375
2019-06-06,224.60000610351562
2019-09-10,216.49000549316406
2020-01-15,216.1199951171875
2020-04-03,221.57000732421875
2019-10-31,227.0800018310547
2020-04-06,230.11000061035156
2020-06-24,233.02000427246094
2018-11-09,232.22000122070312
2019-07-23,232.35000610351562
2019-06-21,228.5
2019-05-20,231.0399932861328
2019-04-18,235.30999755859375
2018-09-06,238.3800048828125
2018-10-08,235.72000122070312
2019-02-13,235.75
2018-12-11,231.0500030517578
2019-09-25,233.61000061035156
2020-01-21,231.57000732421875
2020-04-09,227.4199981689453
2019-11-06,225.27999877929688
2020-01-24,221.52999877929688
2020-01-27,226.57000732421875
2020-04-15,226.74000549316406
2018-12-26,223.4600067138672
2019-08-07,223.08999633789062
2019-06-04,226.69000244140625
2018-09-21,228.0800018310547
2018-07-19,226.39999389648438
2018-08-20,227.88999938964844
2018-10-23,229.22000122070312
2019-05-03,230.5500030517578
2019-04-01,227.5
2019-02-28,227.69000244140625
2019-11-12,227.58999633789062
2020-01-30,224.33999633789062
2019-11-15,222.5800018310547
2020-04-21,222.1199951171875
2019-04-16,225.41000366210938
2019-03-15,227.0500030517578
2019-02-11,229.8000030517578
2019-01-10,228.11000061035156
2019-08-22,226.61000061035156
2018-11-07,228.80999755859375
2018-08-03,230.0500030517578
2018-09-04,227.3800048828125
2019-06-19,225.82000732421875
2019-09-23,225.08999633789062
2019-11-18,221.22999572753906
2020-02-05,221.1199951171875
2020-04-24,219.1999969482422
2019-03-29,219.50999450683594
2019-11-21,224.30999755859375
2020-04-27,224.47999572753906
2020-02-11,223.85000610351562
2020-04-30,224.00999450683594
2019-05-01,226.5
2019-02-26,228.77999877929688
2019-01-25,228.00999450683594
2018-12-24,229.6999969482422
2019-09-06,226.9600067138672
2018-07-17,227.5500030517578
2018-09-19,232.5399932861328
2019-08-05,231.86000061035156
2019-10-08,233.88999938964844
2019-12-11,232.6999969482422
2019-11-27,235.3300018310547
2020-02-14,235.99000549316406
2020-05-06,235.9199981689453
2019-01-08,237.8300018310547
2018-12-07,233.4600067138672
2019-08-20,234.1300048828125
2018-11-05,233.39999389648438
2019-07-19,236.24000549316406
2018-10-04,233.22999572753906
2019-06-17,228.02999877929688
2019-05-16,228.52999877929688
2018-08-01,229.4600067138672
2019-03-13,227.19000244140625
2019-12-03,230.63999938964844
2020-02-20,229.88999938964844
2019-12-06,231.05999755859375
2020-05-12,229.35000610351562
2019-12-09,228.5800018310547
2020-02-26,231.08999633789062
2020-05-15,231.2899932861328
2019-03-28,238.2100067138672
2018-09-17,239.14999389648438
2018-08-16,237.3000030517578
2018-10-19,232.32000732421875
2019-04-29,235.92999267578125
2019-01-23,236.05999755859375
2019-09-04,235.24000549316406
2018-11-20,236.4199981689453
2019-07-02,239.3300018310547
2019-05-31,234.14999389648438
2019-12-12,232.3000030517578
2020-05-18,233.07000732421875
2019-09-27,235.77999877929688
2020-03-03,234.39999389648438
2020-05-21,229.4499969482422
2019-05-14,230.1999969482422
2018-08-31,226.0
2018-07-30,226.52999877929688
2018-10-02,227.44000244140625
2019-04-12,233.17999267578125
2019-03-11,230.75
2019-02-07,231.5
2019-07-17,229.52999877929688
2019-09-19,225.10000610351562
2019-10-21,222.9499969482422
2019-12-18,219.7100067138672
2020-03-06,219.0
2019-10-03,219.8000030517578
2020-03-09,217.89999389648438
2020-05-27,216.08999633789062
2019-12-24,215.77999877929688
2020-03-12,220.44000244140625
2018-12-20,222.6999969482422
2019-08-01,224.38999938964844
2018-08-14,230.17999267578125
2018-07-13,229.77999877929688
2018-10-17,226.05999755859375
2019-05-29,232.0
2019-03-26,234.82000732421875
2019-02-22,234.36000061035156
2019-10-04,233.32000732421875
2019-11-05,234.22999572753906
2019-12-27,234.3000030517578
2020-06-02,237.3699951171875
2019-12-30,235.14999389648438
2020-03-18,235.6699981689453
2020-06-05,228.8000030517578
2019-07-15,228.1300048828125
2018-12-03,229.4199981689453
2019-06-13,224.6699981689453
2019-01-04,220.61000061035156
2018-08-29,219.6999969482422
2019-02-05,222.1999969482422
2018-11-01,224.0
2019-08-16,221.55999755859375
2019-04-10,221.89999389648438
2019-09-17,221.9600067138672
2019-10-15,220.50999450683594
2020-01-02,221.83999633789062
2020-06-08,225.16000366210938
2019-10-18,225.9600067138672
2020-03-24,223.47999572753906
2020-06-11,220.00999450683594
2020-01-08,221.55999755859375
2019-04-25,279.1600036621094
2019-07-30,275.6600036621094
2019-02-20,278.010009765625
2018-07-11,284.1000061035156
2018-09-13,283.3900146484375
2018-10-15,294.739990234375
2019-06-28,299.0199890136719
2018-12-18,295.57000732421875
2018-11-16,298.57000732421875
2019-10-02,293.1300048828125
2020-03-27,288.82000732421875
2020-01-10,286.8500061035156
2019-10-24,285.6000061035156
2020-03-30,285.25
2020-06-17,290.5199890136719
2020-01-14,289.1199951171875
2020-04-02,280.95001220703125
2019-01-02,271.4800109863281
2019-08-14,277.1099853515625
2018-10-30,280.04998779296875
2019-06-11,280.510009765625
2019-05-10,283.8800048828125
2019-04-08,283.760009765625
2018-08-27,288.32000732421875
2018-07-26,300.55999755859375
2018-09-28,301.6000061035156
2019-03-07,298.67999267578125
2019-10-30,299.3999938964844
2020-01-17,290.1600036621094
2020-06-23,289.79998779296875
2020-04-08,284.0299987792969
2020-06-26,275.0400085449219
2019-03-22,299.67999267578125
2019-01-17,295.4599914550781
2019-08-29,294.3699951171875
2018-11-14,292.0
2019-06-26,290.92999267578125
2018-09-11,294.8900146484375
2018-07-09,296.75
2018-08-10,296.29998779296875
2019-04-23,295.54998779296875
2019-09-30,295.010009765625
2020-01-23,299.5
2019-11-08,300.8599853515625
2020-04-14,301.07000732421875
2019-11-11,301.2799987792969
2020-01-29,299.489990234375
2020-04-17,295.010009765625
2018-07-24,292.8399963378906
2018-09-26,292.2799987792969
2019-05-08,290.2200012207031
2019-03-05,288.20001220703125
2019-02-01,287.989990234375
2018-12-31,287.80999755859375
2018-11-29,292.3599853515625
2019-08-12,294.3599853515625
2019-07-11,290.8299865722656
2019-09-13,291.2699890136719
2019-11-14,292.4100036621094
2020-04-20,284.239990234375
2020-02-04,284.8999938964844
2020-04-23,282.760009765625
2018-12-14,287.6000061035156
2019-08-27,281.2099914550781
2018-08-08,277.32000732421875
2018-10-11,276.239990234375
2018-11-12,280.7200012207031
2019-07-26,279.6600036621094
2019-06-24,276.1400146484375
2019-05-23,267.5899963378906
2019-03-20,269.760009765625
2019-01-15,275.94000244140625
2019-11-20,279.17999267578125
2020-02-07,333.5
2020-02-10,331.6600036621094
2020-04-29,330.239990234375
2019-11-26,329.7200012207031
2020-02-13,329.0400085449219
2019-01-30,329.0
2018-08-23,331.8299865722656
2018-09-24,334.0899963378906
2018-11-27,335.4200134277344
2018-10-26,332.5
2019-07-09,334.6000061035156
2019-06-07,325.4200134277344
2019-05-06,322.70001220703125
2019-04-04,323.6099853515625
2019-09-11,309.6300048828125
2019-11-29,299.0
2020-05-05,307.8299865722656
2019-12-02,311.8699951171875
2020-02-19,316.4100036621094
2020-05-08,315.0
2019-05-21,306.1700134277344
2019-03-18,293.760009765625
2018-09-07,289.5799865722656
2018-08-06,291.9599914550781
2018-10-09,266.010009765625
2019-02-14,276.239990234375
2018-12-12,273.5899963378906
2019-07-24,284.1400146484375
2019-09-26,277.510009765625
2019-10-28,283.2799987792969
2019-12-05,277.80999755859375
2020-05-11,262.25
2019-07-03,269.9800109863281
2020-02-25,268.1300048828125
2020-05-14,284.510009765625
2020-02-28,294.25
2019-08-08,298.0799865722656
2019-06-05,309.20001220703125
2018-07-20,290.3500061035156
2018-08-21,290.0
2018-10-24,296.80999755859375
2019-04-02,300.6000061035156
2019-03-01,299.6099853515625
2019-01-28,301.010009765625
2018-12-27,314.010009765625
2019-09-09,316.7900085449219
2020-03-02,328.3399963378906
2020-05-20,322.8599853515625
2019-12-17,328.1700134277344
2020-03-05,335.2900085449219
2019-02-12,337.2799987792969
2019-01-11,328.3699951171875
2018-12-10,289.0199890136719
2019-08-23,291.57000732421875
2018-11-08,290.1000061035156
2019-07-22,299.739990234375
2019-06-20,303.0
2018-09-05,304.6300048828125
2019-04-17,296.1400146484375
2019-09-24,291.8800048828125
2019-12-20,293.0199890136719
2020-05-26,297.0799865722656
2019-04-30,304.9800109863281
2019-12-23,308.510009765625
2020-03-11,311.3699951171875
2020-05-29,313.0
2019-12-26,318.8900146484375
2020-06-01,312.6600036621094
2019-05-02,311.1499938964844
2019-02-27,311.0
2018-11-23,315.2900085449219
2019-08-06,308.6600036621094
2018-07-18,308.19000244140625
2018-09-20,302.5299987792969
2018-10-22,300.79998779296875
2019-07-05,294.8900146484375
2019-06-03,291.8299865722656
2019-10-09,297.8599853515625
2019-10-11,297.9100036621094
2020-03-17,300.70001220703125
2020-06-04,300.2799987792969
2019-10-14,299.7099914550781
2020-03-20,297.54998779296875
2018-11-06,298.1199951171875
2019-06-18,299.1300048828125
2019-05-17,291.0
2019-04-15,291.8999938964844
2019-03-14,281.20001220703125
2019-01-09,273.5899963378906
2018-08-02,272.0199890136719
2018-10-05,280.2200012207031
2019-08-21,279.67999267578125
2019-10-17,258.95001220703125
2020-03-23,259.79998779296875
2020-06-10,261.2300109863281
2019-02-25,265.489990234375
2020-01-07,261.7900085449219
2020-03-26,258.75
2019-10-23,257.6000061035156
