Dates,BIIB
2018-06-20,293.1000061035156
2018-06-21,296.2099914550781
2018-06-25,298.0
2018-06-22,295.9200134277344
2018-06-26,291.67999267578125
2018-06-27,292.20001220703125
2018-06-28,289.32000732421875
2018-06-29,290.0799865722656
2018-07-02,290.29998779296875
2018-07-03,296.05999755859375
2018-07-05,295.7699890136719
2018-07-16,347.04998779296875
2018-09-18,357.92999267578125
2019-01-24,347.5400085449219
2019-09-05,341.8399963378906
2018-11-21,347.0299987792969
2020-01-13,347.010009765625
2020-04-01,348.79998779296875
2020-06-19,352.20001220703125
2019-10-29,353.80999755859375
2020-01-16,356.20001220703125
2020-06-22,358.3500061035156
2018-10-03,358.7099914550781
2018-07-31,380.0
2019-03-12,374.1000061035156
2019-02-08,340.5
2019-01-07,346.20001220703125
2018-12-06,340.5199890136719
2019-08-19,332.1700134277344
2019-07-18,335.8399963378906
2019-05-15,342.2200012207031
2019-09-20,350.1000061035156
2019-11-01,343.0400085449219
2020-04-07,345.6400146484375
2020-06-25,348.04998779296875
2020-06-16,350.8800048828125
2019-11-04,344.92999267578125
2020-01-22,343.7900085449219
2019-11-07,342.260009765625
2020-04-13,341.0
2019-07-01,342.0799865722656
2019-05-30,341.0
2018-08-15,347.55999755859375
2018-10-18,345.70001220703125
2019-03-27,342.6499938964844
2019-01-22,344.9700012207031
2018-12-21,343.0299987792969
2019-09-03,343.29998779296875
2018-11-19,344.4200134277344
2019-08-02,347.1600036621094
2020-01-28,350.1499938964844
2020-04-16,351.260009765625
2019-11-13,353.8500061035156
2020-01-31,344.3699951171875
2018-12-04,345.44000244140625
2018-11-02,340.0
2019-07-16,342.69000244140625
2018-08-30,340.6600036621094
2018-10-01,337.9599914550781
2019-06-14,341.04998779296875
2019-05-13,341.32000732421875
2019-04-11,338.55999755859375
2019-02-06,333.4599914550781
2019-09-18,337.8500061035156
2020-02-03,339.9700012207031
2020-04-22,343.1000061035156
2019-11-19,342.989990234375
2020-02-06,347.0400085449219
2019-11-22,342.20001220703125
2019-03-25,351.3900146484375
2019-02-21,355.0
2018-12-19,355.29998779296875
2018-07-12,353.1400146484375
2018-09-14,345.6600036621094
2018-08-13,350.7799987792969
2018-10-16,344.2900085449219
2019-07-31,340.6700134277344
2019-05-28,342.739990234375
2019-04-26,342.6400146484375
2020-04-28,338.2300109863281
2019-11-25,331.6199951171875
2020-02-12,329.9700012207031
2020-05-01,330.8900146484375
2020-05-04,337.8900146484375
2019-06-12,337.7900085449219
2019-04-09,323.05999755859375
2019-03-08,322.29998779296875
2019-02-04,315.0
2018-07-27,315.94000244140625
2018-08-28,294.6099853515625
2019-01-03,292.8500061035156
2019-08-15,304.4100036621094
2018-10-31,301.9200134277344
2019-09-16,308.6700134277344
2020-02-18,304.42999267578125
2020-05-07,319.3299865722656
2018-08-17,314.17999267578125
2019-12-04,316.0299987792969
2020-02-21,323.1300048828125
2018-12-17,330.5199890136719
2019-08-30,325.7699890136719
