Dates,BIIB
2018-06-20,296.8599853515625
2018-06-21,297.3399963378906
2018-06-25,296.0400085449219
2018-06-22,292.19000244140625
2018-06-26,291.9200134277344
2018-06-27,287.92999267578125
2018-06-28,288.75
2018-06-29,290.239990234375
2018-07-02,295.7699890136719
2018-07-03,293.510009765625
2018-07-05,298.80999755859375
2018-07-16,357.4800109863281
2018-09-18,354.0
2019-01-24,344.82000732421875
2019-09-05,344.1000061035156
2018-11-21,347.6600036621094
2020-01-13,348.4800109863281
2020-04-01,353.0299987792969
2020-06-19,354.9800109863281
2019-10-29,358.510009765625
2020-01-16,358.1099853515625
2020-06-22,358.7099914550781
2018-10-03,358.1300048828125
2018-07-31,372.8399963378906
2019-03-12,383.8299865722656
2019-02-08,344.739990234375
2019-01-07,340.3999938964844
2018-12-06,331.4599914550781
2019-08-19,334.3699951171875
2019-07-18,344.05999755859375
2019-05-15,347.92999267578125
2019-09-20,344.2099914550781
2019-11-01,341.1700134277344
2020-04-07,350.1000061035156
2020-06-25,350.0899963378906
2020-06-16,346.8999938964844
2019-11-04,343.0
2020-01-22,340.7900085449219
2019-11-07,343.6300048828125
2020-04-13,340.7200012207031
2019-07-01,342.92999267578125
2019-05-30,345.2200012207031
2018-08-15,344.1099853515625
2018-10-18,343.2799987792969
2019-03-27,344.9800109863281
2019-01-22,341.8900146484375
2018-12-21,342.3299865722656
2019-09-03,342.70001220703125
2018-11-19,345.5299987792969
2019-08-02,349.989990234375
2020-01-28,352.739990234375
2020-04-16,353.489990234375
2019-11-13,346.7200012207031
2020-01-31,346.6000061035156
2018-12-04,341.3399963378906
2018-11-02,339.6499938964844
2019-07-16,340.25
2018-08-30,337.70001220703125
2018-10-01,340.0299987792969
2019-06-14,340.5799865722656
2019-05-13,338.67999267578125
2019-04-11,334.3999938964844
2019-02-06,336.8900146484375
2019-09-18,338.9100036621094
2020-02-03,341.239990234375
2020-04-22,345.4100036621094
2019-11-19,347.0199890136719
2020-02-06,341.6499938964844
2019-11-22,349.3699951171875
2019-03-25,355.6000061035156
2019-02-21,353.30999755859375
2018-12-19,352.55999755859375
2018-07-12,345.4100036621094
2018-09-14,352.75
2018-08-13,343.1000061035156
2018-10-16,342.0799865722656
2019-07-31,343.0299987792969
2019-05-28,344.57000732421875
2019-04-26,337.5299987792969
2020-04-28,327.2699890136719
2019-11-25,330.94000244140625
2020-02-12,328.4100036621094
2020-05-01,338.6099853515625
2020-05-04,338.2300109863281
2019-06-12,330.1499938964844
2019-04-09,320.4100036621094
2019-03-08,315.5400085449219
2019-02-04,316.1499938964844
2018-07-27,302.04998779296875
2018-08-28,298.4700012207031
2019-01-03,300.1700134277344
2019-08-15,300.9599914550781
