Dates,BIIB
2018-08-17,1020000.0
2019-12-04,1064600.0
2020-02-21,1371500.0
2018-12-17,1088300.0
2019-08-30,783000.0
2018-11-15,954900.0
2019-07-29,839400.0
2019-06-27,1390900.0
2019-04-24,1196000.0
2018-07-10,1542100.0
2018-09-12,1204000.0
2019-02-19,1357000.0
2019-01-18,746900.0
2020-02-24,597800.0
2020-05-13,1141600.0
2019-12-10,964400.0
2020-02-27,1067700.0
2019-12-13,821300.0
2020-05-19,1666900.0
2019-03-06,1131500.0
2018-11-30,1345500.0
2019-08-13,1575600.0
2019-07-12,1172100.0
2019-06-10,968100.0
2019-05-09,1050100.0
2018-07-25,1401500.0
2018-09-27,1220700.0
2018-10-29,1233800.0
2019-10-16,1397600.0
2019-12-16,2990800.0
2020-03-04,2036600.0
2020-05-22,1648100.0
2019-10-01,3070800.0
2019-12-19,997500.0
2018-09-10,1513000.0
2019-05-24,1477600.0
2018-08-09,1053300.0
2019-04-22,1064300.0
2019-03-21,1336500.0
2019-01-16,2148600.0
2019-08-28,1532600.0
2018-11-13,1316500.0
2018-10-12,1008100.0
2019-06-25,1223600.0
2020-03-10,845800.0
2020-05-28,1317800.0
2019-10-07,952500.0
2020-03-13,982200.0
2019-10-10,1232100.0
2020-03-16,1004700.0
2020-06-03,1270800.0
2018-11-28,1448400.0
2018-09-25,1046800.0
2018-07-23,1090900.0
2018-08-24,971500.0
2019-07-10,1230500.0
2019-05-07,1645700.0
2019-04-05,2387900.0
2019-03-04,1419200.0
2019-01-31,1180900.0
2019-09-12,990700.0
2019-12-31,1281400.0
2020-03-19,934500.0
2020-01-03,2786600.0
2020-06-09,1633700.0
2019-02-15,1360900.0
2019-01-14,1082700.0
2018-07-06,1136800.0
2018-08-07,1245900.0
2018-10-10,1435700.0
2018-12-13,946800.0
2019-08-26,859900.0
2019-07-25,1441200.0
2019-05-22,1030000.0
2019-03-19,839000.0
2020-01-06,742900.0
2020-03-25,598500.0
2020-06-12,752900.0
2019-10-22,906100.0
2020-01-09,1046900.0
2020-06-15,1020400.0
2019-10-25,1007800.0
2020-03-31,1078700.0
2020-06-18,1602100.0
2019-04-03,1491700.0
2018-08-22,1332200.0
2018-10-25,1107200.0
2019-01-29,1157500.0
2018-12-28,2368100.0
2018-11-26,1055800.0
2019-08-09,1081900.0
2019-07-08,993400.0
2019-06-06,21621700.0
2019-09-10,8490900.0
2020-01-15,5968600.0
2020-04-03,6808300.0
2019-10-31,4041500.0
2020-04-06,2856400.0
2020-06-24,2697200.0
2018-11-09,3504200.0
2019-07-23,3337100.0
2019-06-21,3937400.0
2019-05-20,2629700.0
2019-04-18,3250300.0
2018-09-06,2088000.0
2018-10-08,2146200.0
2019-02-13,1612600.0
2018-12-11,2875600.0
2019-09-25,2001800.0
2020-01-21,1753400.0
2020-04-09,2425000.0
2019-11-06,2507500.0
2020-01-24,2761000.0
2020-01-27,1802900.0
2020-04-15,2557300.0
2018-12-26,4123900.0
2019-08-07,2547800.0
2019-06-04,1660800.0
2018-09-21,1517800.0
2018-07-19,1914000.0
2018-08-20,1666100.0
2018-10-23,1965600.0
2019-05-03,2382300.0
2019-04-01,2368700.0
2019-02-28,3150300.0
2019-11-12,2087500.0
2020-01-30,2108500.0
2019-11-15,1899500.0
2020-04-21,1799300.0
2019-04-16,1905700.0
2019-03-15,1394300.0
2019-02-11,1447500.0
2019-01-10,1893300.0
2019-08-22,2004400.0
2018-11-07,1531100.0
2018-08-03,1478000.0
2018-09-04,2120700.0
2019-06-19,1792500.0
2019-09-23,1876200.0
2019-11-18,1549700.0
2020-02-05,1071300.0
2020-04-24,1649800.0
2019-03-29,1714600.0
2019-11-21,1446200.0
2020-04-27,1378100.0
2020-02-11,1641700.0
2020-04-30,1428700.0
2019-05-01,1312800.0
2019-02-26,1296900.0
2019-01-25,1238600.0
2018-12-24,1166100.0
2019-09-06,1475800.0
2018-07-17,1669000.0
2018-09-19,1646000.0
2019-08-05,1802500.0
2019-10-08,1910600.0
2019-12-11,3065000.0
2019-11-27,1435300.0
2020-02-14,2108700.0
2020-05-06,1872600.0
2019-01-08,2124700.0
2018-12-07,3667500.0
2019-08-20,1866900.0
2018-11-05,1401100.0
2019-07-19,680200.0
2018-10-04,1264500.0
2019-06-17,1539900.0
2019-05-16,1235600.0
2018-08-01,1281400.0
2019-03-13,1421200.0
2019-12-03,1248700.0
2020-02-20,1028300.0
2019-12-06,1207200.0
2020-05-12,851700.0
2019-12-09,1195800.0
2020-02-26,1315700.0
2020-05-15,1274700.0
2019-03-28,3295000.0
2018-09-17,1565000.0
2018-08-16,932800.0
2018-10-19,1544500.0
2019-04-29,883600.0
2019-01-23,1215900.0
2019-09-04,1074900.0
2018-11-20,1871000.0
2019-07-02,1111100.0
2019-05-31,1327000.0
2019-12-12,1389900.0
2020-05-18,1169400.0
2019-09-27,1651400.0
2020-03-03,1036000.0
2020-05-21,1233700.0
2019-05-14,1067400.0
2018-08-31,1390900.0
2018-07-30,1034400.0
2018-10-02,953900.0
2019-04-12,1021800.0
2019-03-11,843600.0
2019-02-07,807500.0
2019-07-17,732900.0
2019-09-19,1288100.0
2019-10-21,983600.0
2019-12-18,1564000.0
2020-03-06,1408200.0
2019-10-03,1175300.0
2020-03-09,1226300.0
2020-05-27,1385000.0
2019-12-24,1166200.0
2020-03-12,1491900.0
2018-12-20,1201300.0
2019-08-01,1651800.0
2018-08-14,1718900.0
2018-07-13,1823600.0
2018-10-17,1953500.0
2019-05-29,1689000.0
2019-03-26,1598400.0
2019-02-22,1205700.0
2019-10-04,1562400.0
2019-11-05,1237800.0
2019-12-27,3577300.0
2020-06-02,1317800.0
2019-12-30,1545300.0
2020-03-18,1148700.0
2020-06-05,1647200.0
2019-07-15,1340200.0
2018-12-03,1182400.0
2019-06-13,1805800.0
2019-01-04,1990800.0
2018-08-29,1827500.0
2019-02-05,1214600.0
2018-11-01,1572000.0
2019-08-16,1973700.0
2019-04-10,1429300.0
2019-09-17,1471200.0
2019-10-15,2388300.0
2020-01-02,2553900.0
2020-06-08,1976600.0
2019-10-18,1365300.0
2020-03-24,1776600.0
2020-06-11,2801700.0
2020-01-08,2358100.0
2019-04-25,21843100.0
2019-07-30,5522400.0
2019-02-20,2803200.0
2018-07-11,2163900.0
2018-09-13,2395100.0
2018-10-15,2391300.0
2019-06-28,2146500.0
2018-12-18,1959900.0
2018-11-16,1463300.0
2019-10-02,1576200.0
2020-03-27,1374600.0
2020-01-10,1306400.0
2019-10-24,1430700.0
2020-03-30,1477100.0
2020-06-17,1007700.0
2020-01-14,1860900.0
2020-04-02,1910300.0
2019-01-02,2354800.0
2019-08-14,1922200.0
2018-10-30,1626700.0
2019-06-11,2001500.0
2019-05-10,1409600.0
2019-04-08,1292400.0
2018-08-27,3288200.0
2018-07-26,2226100.0
2018-09-28,2417200.0
2019-03-07,1369900.0
2019-10-30,944600.0
2020-01-17,1822200.0
2020-06-23,1644900.0
2020-04-08,1736200.0
2020-06-26,5988600.0
2019-03-22,2261100.0
2019-01-17,2077000.0
2019-08-29,1227200.0
2018-11-14,1313900.0
2019-06-26,1951100.0
2018-09-11,1946100.0
2018-07-09,1398700.0
2018-08-10,1360300.0
2019-04-23,1790800.0
2019-09-30,1472400.0
2020-01-23,3949700.0
2019-11-08,1542200.0
2020-04-14,433700.0
2019-11-11,738200.0
2020-01-29,677100.0
2020-04-17,873200.0
2018-07-24,810100.0
2018-09-26,1178300.0
2019-05-08,700100.0
2019-03-05,1271000.0
2019-02-01,1034000.0
2018-12-31,1059000.0
2018-11-29,966500.0
2019-08-12,1164500.0
2019-07-11,1401100.0
2019-09-13,2112600.0
2019-11-14,1975600.0
2020-04-20,2800000.0
2020-02-04,1765000.0
2020-04-23,2253100.0
2018-12-14,1571000.0
2019-08-27,1936100.0
2018-08-08,1260200.0
2018-10-11,1405500.0
2018-11-12,1136500.0
2019-07-26,1166200.0
2019-06-24,1601000.0
2019-05-23,1701700.0
2019-03-20,1257800.0
2019-01-15,1684400.0
2019-11-20,10159200.0
2020-02-07,3613600.0
2020-02-10,2209400.0
2020-04-29,1867000.0
2019-11-26,1806200.0
2020-02-13,1603000.0
2019-01-30,1307300.0
2018-08-23,1023200.0
2018-09-24,1515100.0
2018-11-27,1488400.0
2018-10-26,1497800.0
2019-07-09,923200.0
2019-06-07,1732500.0
2019-05-06,1831100.0
2019-04-04,1411300.0
2019-09-11,2221100.0
2019-11-29,2396700.0
2020-05-05,2364600.0
2019-12-02,2036100.0
2020-02-19,1752300.0
2020-05-08,1470400.0
2019-05-21,1513000.0
2019-03-18,2149500.0
2018-09-07,2378600.0
2018-08-06,1878900.0
2018-10-09,2901000.0
2019-02-14,3641100.0
2018-12-12,3862600.0
2019-07-24,2625900.0
2019-09-26,2767300.0
2019-10-28,2470000.0
2019-12-05,2730000.0
2020-05-11,2695400.0
2019-07-03,3464100.0
2020-02-25,2678900.0
2020-05-14,2270100.0
2020-02-28,1653100.0
2019-08-08,1747300.0
2019-06-05,2869100.0
2018-07-20,2177500.0
2018-08-21,3286600.0
2018-10-24,1422800.0
2019-04-02,3181100.0
2019-03-01,2457700.0
2019-01-28,1932300.0
2018-12-27,1480300.0
2019-09-09,2083700.0
2020-03-02,1675500.0
2020-05-20,1426400.0
2019-12-17,1602600.0
2020-03-05,1701800.0
2019-02-12,1620700.0
2019-01-11,1521800.0
2018-12-10,6652500.0
2019-08-23,2911100.0
2018-11-08,1778800.0
2019-07-22,1611400.0
2019-06-20,1862600.0
2018-09-05,2100100.0
2019-04-17,2291100.0
2019-09-24,1538700.0
2019-12-20,1253100.0
2020-05-26,1348400.0
2019-04-30,1255500.0
2019-12-23,1764300.0
2020-03-11,1126200.0
2020-05-29,1513500.0
2019-12-26,1882100.0
2020-06-01,1795900.0
2019-05-02,1167100.0
2019-02-27,820900.0
2018-11-23,1022400.0
2019-08-06,862100.0
2018-07-18,904100.0
2018-09-20,1099700.0
2018-10-22,690100.0
2019-07-05,1663500.0
2019-06-03,1374700.0
2019-10-09,1431000.0
2019-10-11,1917300.0
2020-03-17,863000.0
2020-06-04,945800.0
2019-10-14,945500.0
2020-03-20,1019000.0
2018-11-06,1297400.0
2019-06-18,1491000.0
2019-05-17,2045800.0
2019-04-15,1430800.0
2019-03-14,1669500.0
2019-01-09,2041100.0
2018-08-02,2187800.0
2018-10-05,1752900.0
2019-08-21,2070600.0
2019-10-17,6575000.0
2020-03-23,7723100.0
2020-06-10,2195100.0
2019-02-25,1820100.0
2020-01-07,1448800.0
2020-03-26,1271400.0
2019-10-23,2356900.0
