Dates,MXIM
2018-06-20,60.849998474121094
2018-06-21,60.9900016784668
2018-06-25,60.5
2018-06-22,59.470001220703125
2018-06-26,59.529998779296875
2018-06-27,59.83000183105469
2018-06-28,58.58000183105469
2018-06-29,59.529998779296875
2018-07-02,59.13999938964844
2018-07-03,59.47999954223633
2018-07-05,60.150001525878906
2018-07-16,60.58000183105469
2018-09-18,60.9900016784668
2019-01-24,61.470001220703125
2019-09-05,60.810001373291016
2018-11-21,61.2400016784668
2020-01-13,61.209999084472656
2020-04-01,61.40999984741211
2020-06-19,61.31999969482422
2019-10-29,61.90999984741211
2020-01-16,61.88999938964844
2020-06-22,61.779998779296875
2018-10-03,61.27000045776367
2018-07-31,61.36000061035156
2019-03-12,59.459999084472656
2019-02-08,59.529998779296875
2019-01-07,61.59000015258789
2018-12-06,61.459999084472656
2019-08-19,62.119998931884766
2019-07-18,61.68000030517578
2019-05-15,62.349998474121094
2019-09-20,63.09000015258789
2019-11-01,62.97999954223633
2020-04-07,63.41999816894531
2020-06-25,63.68000030517578
2020-06-16,63.5
2019-11-04,62.63999938964844
2020-01-22,62.220001220703125
2019-11-07,61.83000183105469
2020-04-13,60.58000183105469
2019-07-01,60.880001068115234
2019-05-30,60.25
2018-08-15,60.7599983215332
2018-10-18,61.970001220703125
2019-03-27,61.93000030517578
2019-01-22,62.189998626708984
2018-12-21,62.209999084472656
2019-09-03,62.83000183105469
2018-11-19,62.900001525878906
2019-08-02,62.4900016784668
2020-01-28,62.15999984741211
2020-04-16,60.970001220703125
2019-11-13,60.93000030517578
2020-01-31,61.22999954223633
2018-12-04,60.70000076293945
2018-11-02,60.47999954223633
2019-07-16,59.400001525878906
2018-08-30,60.56999969482422
2018-10-01,58.36000061035156
2019-06-14,58.52000045776367
2019-05-13,58.52000045776367
2019-04-11,58.04999923706055
2019-02-06,58.560001373291016
2019-09-18,59.0
2020-02-03,59.970001220703125
2020-04-22,59.66999816894531
2019-11-19,59.880001068115234
2020-02-06,59.2400016784668
2019-11-22,58.400001525878906
2019-03-25,56.869998931884766
2019-02-21,56.70000076293945
2018-12-19,57.0
2018-07-12,57.68000030517578
2018-09-14,57.040000915527344
2018-08-13,56.68000030517578
2018-10-16,55.790000915527344
2019-07-31,53.20000076293945
2019-05-28,53.0099983215332
2019-04-26,52.52000045776367
2020-04-28,52.70000076293945
2019-11-25,52.81999969482422
2020-02-12,52.209999084472656
2020-05-01,53.09000015258789
2020-05-04,53.36000061035156
2019-06-12,51.86000061035156
2019-04-09,52.52000045776367
2019-03-08,51.83000183105469
2019-02-04,51.38999938964844
2018-07-27,49.869998931884766
2018-08-28,48.900001525878906
2019-01-03,49.2400016784668
2019-08-15,49.709999084472656
2018-10-31,50.099998474121094
2019-09-16,52.0
2020-02-18,53.61000061035156
2020-05-07,53.70000076293945
2018-08-17,52.0099983215332
2019-12-04,52.33000183105469
2020-02-21,52.88999938964844
2018-12-17,53.5099983215332
2019-08-30,53.16999816894531
