Dates,MXIM
2018-06-20,60.16999816894531
2018-06-21,59.59000015258789
2018-06-25,59.54999923706055
2018-06-22,57.93000030517578
2018-06-26,58.36000061035156
2018-06-27,57.970001220703125
2018-06-28,57.630001068115234
2018-06-29,58.220001220703125
2018-07-02,57.7400016784668
2018-07-03,57.720001220703125
2018-07-05,58.16999816894531
2018-07-16,59.439998626708984
2018-09-18,60.08000183105469
2019-01-24,59.63999938964844
2019-09-05,59.619998931884766
2018-11-21,59.779998779296875
2020-01-13,60.369998931884766
2020-04-01,60.529998779296875
2020-06-19,59.9900016784668
2019-10-29,60.0099983215332
2020-01-16,60.97999954223633
2020-06-22,60.869998931884766
2018-10-03,60.41999816894531
2018-07-31,59.16999816894531
2019-03-12,57.83000183105469
2019-02-08,58.66999816894531
2019-01-07,59.93000030517578
2018-12-06,60.650001525878906
2019-08-19,60.97999954223633
2019-07-18,60.66999816894531
2019-05-15,60.02000045776367
2019-09-20,62.189998626708984
2019-11-01,62.25
2020-04-07,62.77000045776367
2020-06-25,63.20000076293945
2020-06-16,63.029998779296875
2019-11-04,61.20000076293945
2020-01-22,61.33000183105469
2019-11-07,60.720001220703125
2020-04-13,59.689998626708984
2019-07-01,59.959999084472656
2019-05-30,59.02000045776367
2018-08-15,59.72999954223633
2018-10-18,60.66999816894531
2019-03-27,60.95000076293945
2019-01-22,61.45000076293945
2018-12-21,61.38999938964844
2019-09-03,61.90999984741211
2018-11-19,61.72999954223633
2019-08-02,61.810001373291016
2020-01-28,60.060001373291016
2020-04-16,60.40999984741211
2019-11-13,59.939998626708984
2020-01-31,60.33000183105469
2018-12-04,60.13999938964844
2018-11-02,58.61000061035156
2019-07-16,58.70000076293945
2018-08-30,58.97999954223633
2018-10-01,56.0099983215332
2019-06-14,57.0
2019-05-13,57.66999816894531
2019-04-11,57.22999954223633
2019-02-06,57.470001220703125
2019-09-18,57.959999084472656
2020-02-03,58.22999954223633
2020-04-22,58.77000045776367
2019-11-19,58.970001220703125
2020-02-06,57.959999084472656
2019-11-22,56.5
2019-03-25,56.02000045776367
2019-02-21,55.970001220703125
2018-12-19,56.31999969482422
2018-07-12,56.25
2018-09-14,55.689998626708984
2018-08-13,55.18000030517578
2018-10-16,52.84000015258789
2019-07-31,52.15999984741211
2019-05-28,52.40999984741211
2019-04-26,50.689998626708984
2020-04-28,50.63999938964844
2019-11-25,51.220001220703125
2020-02-12,51.29999923706055
2020-05-01,51.790000915527344
2020-05-04,52.27000045776367
2019-06-12,50.75
2019-04-09,50.810001373291016
2019-03-08,51.08000183105469
2019-02-04,49.209999084472656
2018-07-27,46.849998474121094
2018-08-28,47.54999923706055
2019-01-03,46.900001525878906
2019-08-15,47.95000076293945
2018-10-31,47.959999084472656
2019-09-16,49.2400016784668
2020-02-18,49.79999923706055
2020-05-07,51.27000045776367
2018-08-17,50.790000915527344
2019-12-04,51.29999923706055
2020-02-21,51.880001068115234
2018-12-17,52.02000045776367
2019-08-30,51.4900016784668
2018-11-15,50.880001068115234
2019-07-29,51.369998931884766
2019-06-27,51.29999923706055
2019-04-24,51.08000183105469
2018-07-10,52.25
2018-09-12,51.970001220703125
2019-02-19,51.04999923706055
2019-01-18,52.2400016784668
2020-02-24,51.91999816894531
2020-05-13,52.779998779296875
2019-12-10,54.97999954223633
2020-02-27,54.77000045776367
2019-12-13,55.20000076293945
2020-05-19,54.61000061035156
2019-03-06,56.08000183105469
2018-11-30,54.75
2019-08-13,53.5
2019-07-12,52.56999969482422
2019-06-10,52.400001525878906
2019-05-09,52.83000183105469
2018-07-25,53.310001373291016
2018-09-27,53.099998474121094
2018-10-29,52.77000045776367
2019-10-16,51.939998626708984
2019-12-16,51.91999816894531
2020-03-04,49.279998779296875
2020-05-22,48.31999969482422
2019-10-01,48.130001068115234
2019-12-19,46.63999938964844
2018-09-10,46.7599983215332
2019-05-24,48.31999969482422
2018-08-09,49.77000045776367
2019-04-22,50.209999084472656
2019-03-21,49.650001525878906
2019-01-16,47.83000183105469
2019-08-28,48.04999923706055
2018-11-13,49.310001373291016
2018-10-12,49.47999954223633
2019-06-25,50.29999923706055
2020-03-10,50.81999969482422
2020-05-28,51.25
2019-10-07,51.06999969482422
2020-03-13,51.439998626708984
2019-10-10,51.18000030517578
2020-03-16,51.40999984741211
2020-06-03,52.5
2018-11-28,51.52000045776367
2018-09-25,51.369998931884766
2018-07-23,52.619998931884766
2018-08-24,54.83000183105469
2019-07-10,54.41999816894531
2019-05-07,54.939998626708984
2019-04-05,52.45000076293945
2019-03-04,53.9900016784668
2019-01-31,54.25
2019-09-12,54.15999984741211
2019-12-31,54.59000015258789
2020-03-19,55.540000915527344
2020-01-03,54.459999084472656
2020-06-09,53.83000183105469
2019-02-15,54.41999816894531
2019-01-14,55.279998779296875
2018-07-06,55.349998474121094
2018-08-07,54.95000076293945
2018-10-10,55.650001525878906
2018-12-13,55.470001220703125
2019-08-26,55.66999816894531
2019-07-25,55.130001068115234
2019-05-22,55.5099983215332
2019-03-19,56.2599983215332
2020-01-06,55.599998474121094
2020-03-25,53.81999969482422
2020-06-12,53.86000061035156
2019-10-22,54.31999969482422
2020-01-09,54.5
2020-06-15,54.099998474121094
2019-10-25,53.560001373291016
2020-03-31,52.29999923706055
2020-06-18,51.369998931884766
2019-04-03,52.06999969482422
2018-08-22,52.59000015258789
2018-10-25,52.540000915527344
2019-01-29,52.56999969482422
2018-12-28,53.189998626708984
2018-11-26,53.599998474121094
2019-08-09,54.060001373291016
2019-07-08,53.34000015258789
2019-06-06,53.790000915527344
2019-09-10,54.18000030517578
2020-01-15,53.150001525878906
2020-04-03,53.88999938964844
2019-10-31,52.63999938964844
2020-04-06,52.43000030517578
2020-06-24,52.88999938964844
2018-11-09,53.63999938964844
2019-07-23,54.09000015258789
2019-06-21,55.36000061035156
2019-05-20,56.150001525878906
2019-04-18,56.959999084472656
2018-09-06,56.060001373291016
2018-10-08,57.119998931884766
2019-02-13,57.189998626708984
2018-12-11,57.779998779296875
2019-09-25,58.290000915527344
2020-01-21,58.650001525878906
2020-04-09,59.310001373291016
2019-11-06,59.08000183105469
2020-01-24,59.47999954223633
2020-01-27,58.97999954223633
2020-04-15,59.150001525878906
2018-12-26,59.5099983215332
2019-08-07,58.83000183105469
2019-06-04,58.599998474121094
2018-09-21,59.15999984741211
2018-07-19,59.099998474121094
2018-08-20,59.599998474121094
2018-10-23,59.599998474121094
2019-05-03,59.779998779296875
2019-04-01,58.040000915527344
2019-02-28,57.470001220703125
2019-11-12,57.2400016784668
2020-01-30,55.79999923706055
2019-11-15,55.86000061035156
2020-04-21,52.779998779296875
2019-04-16,53.619998931884766
2019-03-15,53.470001220703125
2019-02-11,53.290000915527344
2019-01-10,53.52000045776367
2019-08-22,51.619998931884766
2018-11-07,53.4900016784668
2018-08-03,52.93000030517578
2018-09-04,53.09000015258789
2019-06-19,53.290000915527344
2019-09-23,51.95000076293945
2019-11-18,51.2599983215332
2020-02-05,52.650001525878906
2020-04-24,52.529998779296875
2019-03-29,53.0
2019-11-21,53.959999084472656
2020-04-27,54.349998474121094
2020-02-11,55.0099983215332
2020-04-30,55.849998474121094
2019-05-01,56.849998474121094
2019-02-26,57.84000015258789
2019-01-25,57.09000015258789
2018-12-24,57.18000030517578
2019-09-06,55.81999969482422
2018-07-17,55.61000061035156
2018-09-19,56.0
2019-08-05,57.86000061035156
2019-10-08,58.0
2019-12-11,57.88999938964844
2019-11-27,58.31999969482422
2020-02-14,57.599998474121094
2020-05-06,58.41999816894531
2019-01-08,59.08000183105469
2018-12-07,59.7400016784668
2019-08-20,60.459999084472656
2018-11-05,59.689998626708984
2019-07-19,59.7400016784668
2018-10-04,59.4900016784668
2019-06-17,59.540000915527344
2019-05-16,59.439998626708984
2018-08-01,60.720001220703125
2019-03-13,60.61000061035156
2019-12-03,61.470001220703125
2020-02-20,61.849998474121094
2019-12-06,61.029998779296875
2020-05-12,61.060001373291016
2019-12-09,61.290000915527344
2020-02-26,62.02000045776367
2020-05-15,62.150001525878906
2019-03-28,62.7599983215332
2018-09-17,64.0
2018-08-16,63.81999969482422
2018-10-19,64.38999938964844
2019-04-29,63.970001220703125
2019-01-23,63.790000915527344
2019-09-04,59.16999816894531
2018-11-20,56.0
2019-07-02,55.72999954223633
2019-05-31,53.33000183105469
2019-12-12,53.4900016784668
2020-05-18,53.09000015258789
2019-09-27,53.83000183105469
2020-03-03,53.52000045776367
2020-05-21,52.90999984741211
2019-05-14,52.52000045776367
2018-08-31,52.15999984741211
2018-07-30,52.099998474121094
2018-10-02,52.7400016784668
2019-04-12,54.439998626708984
2019-03-11,54.13999938964844
2019-02-07,54.56999969482422
2019-07-17,54.13999938964844
2019-09-19,51.90999984741211
2019-10-21,52.27000045776367
2019-12-18,52.349998474121094
2020-03-06,51.68000030517578
2019-10-03,53.439998626708984
2020-03-09,54.27000045776367
2020-05-27,53.029998779296875
2019-12-24,54.54999923706055
2020-03-12,56.31999969482422
2018-12-20,56.599998474121094
2019-08-01,57.15999984741211
2018-08-14,56.7400016784668
2018-07-13,58.13999938964844
2018-10-17,59.45000076293945
2019-05-29,59.54999923706055
2019-03-26,58.31999969482422
2019-02-22,58.290000915527344
2019-10-04,58.08000183105469
2019-11-05,58.439998626708984
2019-12-27,56.7599983215332
2020-06-02,56.619998931884766
2019-12-30,56.83000183105469
2020-03-18,56.709999084472656
2020-06-05,58.150001525878906
2019-07-15,56.83000183105469
2018-12-03,57.13999938964844
2019-06-13,56.630001068115234
2019-01-04,55.380001068115234
2018-08-29,55.02000045776367
2019-02-05,56.709999084472656
2018-11-01,56.900001525878906
2019-08-16,55.0
2019-04-10,55.86000061035156
2019-09-17,56.0099983215332
2019-10-15,57.689998626708984
2020-01-02,57.2599983215332
2020-06-08,57.75
2019-10-18,57.5099983215332
2020-03-24,57.529998779296875
2020-06-11,57.400001525878906
2020-01-08,57.959999084472656
2019-04-25,58.31999969482422
2019-07-30,56.04999923706055
2019-02-20,56.689998626708984
2018-07-11,56.970001220703125
2018-09-13,57.599998474121094
2018-10-15,58.18000030517578
2019-06-28,58.70000076293945
2018-12-18,57.04999923706055
2018-11-16,59.11000061035156
2019-10-02,60.31999969482422
2020-03-27,60.13999938964844
2020-01-10,59.29999923706055
2019-10-24,59.2599983215332
2020-03-30,58.95000076293945
2020-06-17,58.77000045776367
2020-01-14,58.2599983215332
2020-04-02,57.66999816894531
2019-01-02,57.709999084472656
2019-08-14,56.97999954223633
2018-10-30,56.529998779296875
2019-06-11,55.849998474121094
2019-05-10,55.2400016784668
2019-04-08,54.27000045776367
2018-08-27,54.779998779296875
2018-07-26,55.29999923706055
2018-09-28,56.15999984741211
2019-03-07,57.029998779296875
2019-10-30,56.58000183105469
2020-01-17,55.939998626708984
2020-06-23,54.470001220703125
2020-04-08,56.08000183105469
2020-06-26,56.45000076293945
2019-03-22,57.41999816894531
2019-01-17,57.15999984741211
2019-08-29,56.66999816894531
2018-11-14,57.09000015258789
2019-06-26,57.75
2018-09-11,58.65999984741211
2018-07-09,60.029998779296875
2018-08-10,60.400001525878906
2019-04-23,60.02000045776367
2019-09-30,60.650001525878906
2020-01-23,60.91999816894531
2019-11-08,61.43000030517578
2020-04-14,61.22999954223633
2019-11-11,61.18000030517578
2020-01-29,61.34000015258789
2020-04-17,61.02000045776367
2018-07-24,61.189998626708984
2018-09-26,61.40999984741211
2019-05-08,61.25
2019-03-05,60.13999938964844
2019-02-01,60.43000030517578
2018-12-31,61.310001373291016
2018-11-29,61.439998626708984
2019-08-12,61.2599983215332
2019-07-11,61.400001525878906
2019-09-13,61.400001525878906
2019-11-14,61.25
2020-04-20,61.2599983215332
2020-02-04,61.040000915527344
2020-04-23,60.79999923706055
2018-12-14,62.0099983215332
2019-08-27,62.209999084472656
2018-08-08,62.09000015258789
2018-10-11,60.279998779296875
2018-11-12,60.63999938964844
2019-07-26,61.52000045776367
2019-06-24,60.40999984741211
2019-05-23,59.869998931884766
2019-03-20,60.279998779296875
2019-01-15,61.599998474121094
2019-11-20,63.38999938964844
2020-02-07,63.880001068115234
2020-02-10,62.470001220703125
2020-04-29,61.849998474121094
2019-11-26,63.18000030517578
2020-02-13,63.810001373291016
2019-01-30,63.650001525878906
2018-08-23,63.209999084472656
2018-09-24,62.2599983215332
2018-11-27,62.65999984741211
2018-10-26,61.709999084472656
2019-07-09,61.02000045776367
2019-06-07,58.75
2019-05-06,56.900001525878906
2019-04-04,57.099998474121094
2019-09-11,55.869998931884766
2019-11-29,53.52000045776367
2020-05-05,55.18000030517578
2019-12-02,55.540000915527344
2020-02-19,55.709999084472656
2020-05-08,55.400001525878906
2019-05-21,53.130001068115234
2019-03-18,49.81999969482422
2018-09-07,49.58000183105469
2018-08-06,48.97999954223633
2018-10-09,44.66999816894531
2019-02-14,44.439998626708984
2018-12-12,42.4900016784668
2019-07-24,41.93000030517578
2019-09-26,42.41999816894531
2019-10-28,43.22999954223633
2019-12-05,43.779998779296875
2020-05-11,43.36000061035156
2019-07-03,46.66999816894531
2020-02-25,46.20000076293945
2020-05-14,48.41999816894531
2020-02-28,47.5
2019-08-08,47.619998931884766
2019-06-05,48.18000030517578
2018-07-20,45.459999084472656
2018-08-21,45.31999969482422
2018-10-24,47.20000076293945
2019-04-02,50.0
2019-03-01,51.56999969482422
2019-01-28,51.560001373291016
2018-12-27,51.310001373291016
2019-09-09,51.43000030517578
2020-03-02,52.369998931884766
2020-05-20,51.040000915527344
2019-12-17,51.310001373291016
2020-03-05,52.709999084472656
2019-02-12,51.599998474121094
2019-01-11,50.040000915527344
2018-12-10,51.16999816894531
2019-08-23,52.18000030517578
2018-11-08,52.130001068115234
2019-07-22,53.5
2019-06-20,54.95000076293945
2018-09-05,55.150001525878906
2019-04-17,54.81999969482422
2019-09-24,51.959999084472656
2019-12-20,50.77000045776367
2020-05-26,51.720001220703125
2019-04-30,52.790000915527344
2019-12-23,52.70000076293945
2020-03-11,52.900001525878906
2020-05-29,53.34000015258789
2019-12-26,54.060001373291016
2020-06-01,52.400001525878906
2019-05-02,51.650001525878906
2019-02-27,51.650001525878906
2018-11-23,53.220001220703125
2019-08-06,54.880001068115234
2018-07-18,56.150001525878906
2018-09-20,55.439998626708984
2018-10-22,55.310001373291016
2019-07-05,57.099998474121094
2019-06-03,56.650001525878906
2019-10-09,56.27000045776367
2019-10-11,56.209999084472656
2020-03-17,57.27000045776367
2020-06-04,57.5
2019-10-14,59.779998779296875
2020-03-20,59.79999923706055
2018-11-06,61.15999984741211
2019-06-18,60.709999084472656
2019-05-17,60.310001373291016
2019-04-15,59.900001525878906
2019-03-14,56.91999816894531
2019-01-09,56.18000030517578
2018-08-02,55.93000030517578
2018-10-05,58.97999954223633
2019-08-21,59.86000061035156
2019-10-17,60.040000915527344
2020-03-23,59.9900016784668
2020-06-10,59.09000015258789
2019-02-25,61.130001068115234
2020-01-07,59.779998779296875
2020-03-26,58.970001220703125
2019-10-23,58.939998626708984
