Dates,NFLX
2020-01-02,4485800.0
2020-01-03,3806900.0
2020-01-08,5663100.0
2020-01-06,4703200.0
2020-01-07,7104500.0
2020-01-09,4709300.0
2020-01-10,4718300.0
2020-01-13,6290000.0
2020-01-14,7199400.0
2020-01-15,5153300.0
2020-01-16,5016000.0
2020-01-27,6066500.0
2020-02-20,14350300.0
2020-02-12,21730000.0
2020-04-16,18200300.0
2020-02-04,17939700.0
2020-05-28,7709500.0
2020-07-08,6821600.0
2020-06-19,7643500.0
2020-05-12,5328100.0
2020-06-22,5230000.0
2020-06-03,6674900.0
2020-05-15,7161500.0
2020-03-06,6437000.0
2020-02-27,3920400.0
2020-04-15,4385200.0
2020-02-03,5294100.0
2020-02-11,4772900.0
2020-02-19,4624800.0
2020-04-07,4485400.0
2020-03-30,3736300.0
2020-04-23,5173900.0
2020-05-01,4896400.0
2020-07-14,4079400.0
2020-06-25,3930100.0
2020-06-16,6936400.0
2020-05-18,6481200.0
2020-06-09,8934100.0
2020-05-21,10949100.0
2020-01-17,11178600.0
2020-03-13,6997900.0
2020-03-05,8364600.0
2020-02-26,5487300.0
2020-02-18,8747000.0
2020-04-22,8147200.0
2020-02-10,7405500.0
2020-04-14,7604400.0
2020-04-06,6036000.0
2020-04-30,12071600.0
2020-06-12,9458200.0
2020-06-15,10559900.0
2020-05-27,10013900.0
2020-05-08,12593600.0
2020-07-07,10616000.0
2020-03-31,10853800.0
2020-06-18,13449400.0
2020-04-13,11638700.0
2020-03-20,8767200.0
2020-03-12,7229600.0
2020-01-24,7948800.0
2020-03-04,8622000.0
2020-02-25,9366500.0
2020-04-21,6672500.0
2020-04-29,4592500.0
2020-05-07,4860800.0
2020-05-11,8183900.0
2020-07-10,7046400.0
2020-06-02,6908900.0
2020-05-14,7711300.0
2020-07-13,11692900.0
2020-06-24,11581000.0
2020-06-05,13561200.0
2020-02-28,16128700.0
2020-01-23,12616300.0
2020-04-20,12655800.0
2020-02-24,23177600.0
2020-01-31,21123800.0
2020-03-19,13952300.0
2020-03-27,8670400.0
2020-03-11,6277500.0
2020-03-03,10101200.0
2020-04-28,9693100.0
2020-05-06,7939400.0
2020-06-08,8299900.0
2020-05-20,7799100.0
2020-07-01,6286300.0
2020-06-30,6660700.0
2020-06-11,5641900.0
2020-03-10,5054300.0
2020-03-02,5480300.0
2020-01-22,4598200.0
2020-01-30,7014600.0
2020-02-07,9007500.0
2020-04-03,7244000.0
2020-03-26,7780300.0
2020-03-18,4810500.0
2020-04-27,5607300.0
2020-05-05,9117300.0
2020-05-26,5422300.0
2020-07-06,7881100.0
2020-06-17,10446300.0
2020-05-29,5655100.0
2020-07-09,5270500.0
2020-06-01,3743700.0
2020-01-21,3494800.0
2020-01-29,4316000.0
2020-03-25,5410500.0
2020-03-17,5099600.0
2020-03-09,5851500.0
2020-02-14,6797000.0
2020-02-06,4896900.0
2020-04-02,7462900.0
2020-05-04,6457400.0
2020-04-24,4467900.0
2020-05-13,5507900.0
2020-06-23,6522400.0
2020-06-04,4277600.0
2020-07-15,5934500.0
2020-04-08,6272100.0
2020-06-26,5948400.0
2020-05-19,4826200.0
2020-04-09,4134500.0
2020-04-01,6804700.0
2020-03-24,4844000.0
2020-03-16,4198500.0
2020-01-28,9705900.0
2020-02-05,6351500.0
2020-02-13,7839000.0
2020-02-21,5669900.0
2020-04-17,5691700.0
2020-03-23,5840500.0
2020-06-29,21605600.0
2020-06-10,18399000.0
2020-05-22,15083300.0
2020-07-02,10036400.0
