Dates,JPM
2018-06-20,108.63999938964844
2018-06-21,108.20999908447266
2018-06-25,108.37000274658203
2018-06-22,105.69999694824219
2018-06-26,105.20999908447266
2018-06-27,105.91999816894531
2018-06-28,105.45999908447266
2018-06-29,106.9000015258789
2018-07-02,105.08999633789062
2018-07-03,105.77999877929688
2018-07-05,104.37999725341797
2018-07-16,104.5
2018-09-18,107.45999908447266
2019-01-24,108.4000015258789
2019-09-05,107.05999755859375
2018-11-21,107.55999755859375
2020-01-13,107.80000305175781
2020-04-01,110.7699966430664
2020-06-19,110.93000030517578
2019-10-29,112.12000274658203
2020-01-16,111.08999633789062
2020-06-22,111.73999786376953
2018-10-03,114.23999786376953
2018-07-31,114.77999877929688
2019-03-12,115.5199966430664
2019-02-08,115.58999633789062
2019-01-07,116.30000305175781
2018-12-06,117.61000061035156
2019-08-19,117.08000183105469
2019-07-18,116.69000244140625
2019-05-15,116.25
2019-09-20,117.12999725341797
2019-11-01,117.52999877929688
2020-04-07,118.29000091552734
2020-06-25,118.2699966430664
2020-06-16,117.72000122070312
2019-11-04,115.94999694824219
2020-01-22,115.87999725341797
2019-11-07,115.04000091552734
2020-04-13,114.33000183105469
2019-07-01,115.30999755859375
2019-05-30,115.06999969482422
2018-08-15,115.05000305175781
2018-10-18,116.38999938964844
2019-03-27,115.41000366210938
2019-01-22,115.1500015258789
2018-12-21,115.22000122070312
2019-09-03,117.27999877929688
2018-11-19,117.02999877929688
2019-08-02,116.37000274658203
2020-01-28,116.04000091552734
2020-04-16,114.83999633789062
2019-11-13,115.23999786376953
2020-01-31,115.69999694824219
2018-12-04,114.69999694824219
2018-11-02,114.7699966430664
2019-07-16,114.97000122070312
2018-08-30,114.58000183105469
2018-10-01,114.87999725341797
2019-06-14,114.12999725341797
2019-05-13,114.48999786376953
2019-04-11,114.43000030517578
2019-02-06,114.66000366210938
2019-09-18,118.05999755859375
2020-02-03,119.23999786376953
2020-04-22,119.2300033569336
2019-11-19,118.45999908447266
2020-02-06,117.97000122070312
2019-11-22,116.87000274658203
2019-03-25,115.76000213623047
2019-02-21,114.23999786376953
2018-12-19,114.61000061035156
2018-07-12,114.12000274658203
2018-09-14,115.66000366210938
2018-08-13,116.80999755859375
2018-10-16,116.0999984741211
2019-07-31,115.77999877929688
2019-05-28,115.02999877929688
2019-04-26,114.94999694824219
2020-04-28,111.47000122070312
2019-11-25,110.83000183105469
2020-02-12,108.8499984741211
2020-05-01,108.77999877929688
2020-05-04,110.80000305175781
2019-06-12,109.83999633789062
2019-04-09,109.22000122070312
2019-03-08,108.33999633789062
2019-02-04,106.16000366210938
2018-07-27,105.02999877929688
2018-08-28,105.9000015258789
2019-01-03,104.55999755859375
2019-08-15,106.62999725341797
2018-10-31,106.9800033569336
2019-09-16,110.4800033569336
2020-02-18,110.22000122070312
2020-05-07,110.80999755859375
2018-08-17,109.29000091552734
2019-12-04,109.66999816894531
2020-02-21,111.7300033569336
2018-12-17,112.93000030517578
2019-08-30,112.36000061035156
2018-11-15,111.94000244140625
2019-07-29,111.12000274658203
2019-06-27,110.70999908447266
2019-04-24,110.08000183105469
2018-07-10,110.76000213623047
2018-09-12,111.19999694824219
2019-02-19,110.48999786376953
2019-01-18,109.61000061035156
2020-02-24,107.38999938964844
2020-05-13,109.9800033569336
2019-12-10,110.02999877929688
2020-02-27,111.4000015258789
2019-12-13,110.80000305175781
2020-05-19,111.31999969482422
2019-03-06,112.88999938964844
2018-11-30,111.5999984741211
2019-08-13,105.36000061035156
2019-07-12,106.9800033569336
2019-06-10,103.48999786376953
2019-05-09,103.66000366210938
2018-07-25,102.9000015258789
2018-09-27,101.97000122070312
2018-10-29,101.94000244140625
2019-10-16,100.55999755859375
2019-12-16,100.88999938964844
2020-03-04,100.58000183105469
2020-05-22,98.27999877929688
2019-10-01,98.43000030517578
2019-12-19,94.22000122070312
2018-09-10,95.95999908447266
2019-05-24,97.1500015258789
2018-08-09,98.31999969482422
2019-04-22,98.80999755859375
2019-03-21,99.77999877929688
2019-01-16,98.88999938964844
2019-08-28,100.93000030517578
2018-11-13,101.47000122070312
2018-10-12,101.81999969482422
2019-06-25,101.48999786376953
2020-03-10,100.7300033569336
