Dates,JPM
2018-06-20,100.31206512451172
2018-06-21,100.28409576416016
2018-06-25,98.64238739013672
2018-06-22,97.74691009521484
2018-06-26,97.81220245361328
2018-06-27,96.30108642578125
2018-06-28,97.87750244140625
2018-06-29,97.19654846191406
2018-07-02,98.01741027832031
2018-07-03,96.64620971679688
2018-07-05,97.27458190917969
2018-07-16,97.59346008300781
2018-09-18,100.61334991455078
2019-01-24,99.99436950683594
2019-09-05,99.7786636352539
2018-11-21,100.2100601196289
2020-01-13,99.75052642822266
2020-04-01,103.70829010009766
2020-06-19,103.63326263427734
2019-10-29,104.5992431640625
2020-01-16,103.06117248535156
2020-06-22,104.36477661132812
2018-10-03,106.30615234375
2018-07-31,107.05643463134766
2019-03-12,108.0224380493164
2019-02-08,107.71294403076172
2019-01-07,108.81961059570312
2018-12-06,109.47611236572266
2019-08-19,107.80671691894531
2019-07-18,108.47259521484375
2019-05-15,108.93214416503906
2019-09-20,109.81373596191406
2019-11-01,109.84188079833984
2020-04-07,110.24514770507812
2020-06-25,110.47025299072266
2020-06-16,109.61677551269531
2019-11-04,108.53825378417969
2020-01-22,106.81259155273438
2019-11-07,107.52537536621094
2020-04-13,106.6343994140625
2019-07-01,107.63790130615234
2019-05-30,107.63790130615234
2018-08-15,107.49723052978516
2018-10-18,108.15373229980469
2019-03-27,107.82548522949219
2019-01-22,107.60038757324219
2018-12-21,107.55349731445312
2019-09-03,109.45734405517578
2018-11-19,108.92276763916016
2019-08-02,108.56639099121094
2020-01-28,108.03180694580078
2020-04-16,107.459716796875
2019-11-13,107.99429321289062
2020-01-31,107.4690933227539
2018-12-04,107.00955200195312
2018-11-02,107.21587371826172
2019-07-16,106.6437759399414
2018-08-30,107.31904602050781
2018-10-01,106.05294036865234
2019-06-14,106.46558380126953
2019-05-13,106.44683074951172
2019-04-11,106.76569366455078
2019-02-06,107.19711303710938
2019-09-18,110.31080627441406
2020-02-03,111.25804138183594
2020-04-22,110.52650451660156
2019-11-19,109.46672058105469
2020-02-06,109.15723419189453
2019-11-22,107.87236785888672
2019-03-25,107.40343475341797
2019-02-21,105.82783508300781
2018-12-19,106.44683074951172
2018-07-12,106.88761901855469
2018-09-14,107.8911361694336
2018-08-13,108.86388397216797
2018-10-16,108.25000762939453
2019-07-31,108.9111099243164
2019-05-28,108.15556335449219
2019-04-26,105.27507019042969
2020-04-28,102.12068939208984
2019-11-25,101.00626373291016
2020-02-12,100.43016052246094
2020-05-01,102.58345031738281
2020-05-04,103.7262191772461
2019-06-12,102.08290100097656
2019-04-09,101.91292572021484
2019-03-08,100.44905853271484
2019-02-04,99.40074157714844
2018-07-27,97.54966735839844
2018-08-28,99.03242492675781
2019-01-03,97.67245483398438
2019-08-15,99.0229721069336
2018-10-31,100.77015686035156
2019-09-16,102.96122741699219
2020-02-18,102.92345428466797
2020-05-07,102.35679626464844
2018-08-17,103.02733612060547
2019-12-04,103.50898742675781
2020-02-21,105.28450775146484
2018-12-17,106.1344985961914
2019-08-30,105.10507202148438
2018-11-15,102.8951187133789
2019-07-29,103.4995346069336
2019-06-27,101.36515045166016
2019-04-24,103.95287322998047
2018-07-10,103.8773193359375
2018-09-12,104.6706314086914
2019-02-19,102.42289733886719
2019-01-18,101.65792083740234
2020-02-24,100.72294616699219
2020-05-13,103.18789672851562
2019-12-10,103.62232208251953
2020-02-27,104.77452087402344
2019-12-13,103.94342803955078
2020-05-19,105.01063537597656
2019-03-06,106.00226593017578
2018-11-30,101.27070617675781
2019-08-13,99.34408569335938
2019-07-12,97.54966735839844
2019-06-10,95.72693634033203
2019-05-09,94.79195404052734
2018-07-25,95.40582275390625
2018-09-27,95.50027465820312
2018-10-29,94.71639251708984
2019-10-16,93.50753784179688
2019-12-16,93.06364440917969
2020-03-04,91.88311767578125
2020-05-22,91.08979797363281
2019-10-01,88.93650817871094
2019-12-19,87.01933288574219
2018-09-10,90.62702178955078
2019-05-24,91.64701080322266
2018-08-09,91.44868469238281
2019-04-22,92.19478607177734
2019-03-21,93.79085540771484
2019-01-16,92.45792388916016
2019-08-28,95.8664321899414
2018-11-13,95.93306732177734
2018-10-12,95.7521743774414
2019-06-25,95.59032440185547
2020-03-10,95.58079528808594
2020-05-28,95.12379455566406
2019-10-07,96.10444641113281
2020-03-13,96.80899810791016
2019-10-10,97.58971405029297
2020-03-16,97.98959350585938
2020-06-03,99.57959747314453
2018-11-28,98.00862884521484
2018-09-25,97.76109313964844
2018-07-23,97.81820678710938
2018-08-24,98.43707275390625
2019-07-10,98.90361022949219
2019-05-07,99.17970275878906
2019-04-05,99.4082260131836
2019-03-04,98.54180908203125
2019-01-31,98.90361022949219
2019-09-12,99.25587463378906
2019-12-31,98.81792449951172
2020-03-19,98.77030944824219
2020-01-03,97.4754638671875
2020-06-09,96.50433349609375
2019-02-15,96.04732513427734
2019-01-14,97.68492889404297
2018-07-06,98.15145111083984
2018-08-07,97.5135498046875
2018-10-10,100.49359893798828
2018-12-13,100.14132690429688
2019-08-26,100.62689971923828
2019-07-25,100.41743469238281
2019-05-22,99.9699478149414
2019-03-19,101.01725769042969
2020-01-06,100.24606323242188
2020-03-25,100.1222915649414
2020-06-12,99.36061096191406
2019-10-22,99.42726135253906
2020-01-09,99.1987533569336
2020-06-15,99.12257385253906
2019-10-25,98.75127410888672
2020-03-31,98.03720092773438
2020-06-18,98.07528686523438
2019-04-03,99.3510971069336
2018-08-22,99.05594635009766
2018-10-25,99.38917541503906
2019-01-29,100.29366302490234
2018-12-28,101.44569396972656
2018-11-26,102.05503845214844
2019-08-09,101.68372344970703
2019-07-08,99.51294708251953
2019-06-06,97.9419937133789
2019-09-10,94.98096466064453
2020-01-15,94.19073486328125
2020-04-03,95.13331604003906
2019-10-31,94.80960083007812
2020-04-06,95.88546752929688
2020-06-24,96.38056182861328
2018-11-09,99.627197265625
2019-07-23,100.1032485961914
2019-06-21,100.30319213867188
2019-05-20,101.27215576171875
2019-04-18,101.03231811523438
2018-09-06,101.3585205078125
2018-10-08,100.61018371582031
2019-02-13,101.06109619140625
2018-12-11,101.91495513916016
2019-09-25,106.69265747070312
2020-01-21,105.47425079345703
2020-04-09,106.58712005615234
2019-11-06,109.65715026855469
2020-01-24,108.85127258300781
2020-01-27,108.98558044433594
2020-04-15,109.1198959350586
2018-12-26,108.93760681152344
2019-08-07,108.99517059326172
2019-06-04,109.82023620605469
2018-09-21,111.40321350097656
2018-07-19,111.33606719970703
2018-08-20,110.48221588134766
2018-10-23,110.72206115722656
2019-05-03,111.40321350097656
2019-04-01,110.41505432128906
2019-02-28,108.61141967773438
2019-11-12,108.0357894897461
2020-01-30,107.94944763183594
2019-11-15,107.93985748291016
2020-04-21,105.004150390625
2019-04-16,105.83881378173828
2019-03-15,105.43587493896484
2019-02-11,106.7885971069336
2019-01-10,106.2705307006836
2019-08-22,106.82697296142578
2018-11-07,107.19154357910156
2018-08-03,106.3185043334961
2018-09-04,104.22705841064453
2019-06-19,105.25359344482422
2019-09-23,104.11192321777344
2019-11-18,103.8241195678711
2020-02-05,102.71123504638672
2020-04-24,101.65592193603516
2019-03-29,102.13560485839844
2019-11-21,105.28236389160156
2020-04-27,105.65652465820312
2020-02-11,105.88678741455078
2020-04-30,104.72593688964844
2019-05-01,105.85799407958984
2019-02-26,106.18418884277344
2019-01-25,104.83145904541016
2018-12-24,105.09049224853516
2019-09-06,105.35911560058594
2018-07-17,104.78350067138672
2018-09-19,106.21296691894531
2019-08-05,105.44547271728516
2019-10-08,105.71410369873047
2019-12-11,104.99456024169922
2019-11-27,104.2462387084961
2020-02-14,103.38280487060547
2020-05-06,104.07355499267578
2019-01-08,104.41893005371094
2018-12-07,107.25869750976562
2019-08-20,109.06232452392578
2018-11-05,109.17745971679688
2019-07-19,109.00354766845703
2018-10-04,109.65087890625
2019-06-17,109.05184936523438
2019-05-16,109.51561737060547
