Dates,JPM
2018-06-20,107.44000244140625
2018-06-21,106.52999877929688
2018-06-25,105.51000213623047
2018-06-22,103.95999908447266
2018-06-26,103.11000061035156
2018-06-27,103.2300033569336
2018-06-28,103.51000213623047
2018-06-29,104.1500015258789
2018-07-02,103.37999725341797
2018-07-03,103.5199966430664
2018-07-05,103.52999877929688
2018-07-16,102.19999694824219
2018-09-18,104.70999908447266
2019-01-24,106.52999877929688
2019-09-05,106.20999908447266
2018-11-21,105.97000122070312
2020-01-13,105.13999938964844
2020-04-01,106.9800033569336
2020-06-19,109.75
2019-10-29,110.19999694824219
2020-01-16,109.7300033569336
2020-06-22,109.77999877929688
2018-10-03,110.93000030517578
2018-07-31,113.41999816894531
2019-03-12,113.37999725341797
2019-02-08,114.58000183105469
2019-01-07,114.80999755859375
2018-12-06,116.05999755859375
2019-08-19,114.81999969482422
2019-07-18,115.27999877929688
2019-05-15,114.33000183105469
2019-09-20,115.94000244140625
2019-11-01,116.18000030517578
2020-04-07,117.33000183105469
2020-06-25,117.27999877929688
2020-06-16,116.69999694824219
2019-11-04,114.68000030517578
2020-01-22,113.81999969482422
2019-11-07,113.6500015258789
2020-04-13,112.97000122070312
2019-07-01,114.30000305175781
2019-05-30,114.30000305175781
2018-08-15,114.11000061035156
2018-10-18,114.87999725341797
2019-03-27,114.77999877929688
2019-01-22,114.43000030517578
2018-12-21,114.44999694824219
2019-09-03,115.16999816894531
2018-11-19,115.97000122070312
2019-08-02,115.36000061035156
2020-01-28,114.9800033569336
2020-04-16,113.81999969482422
2019-11-13,113.62999725341797
2020-01-31,114.25
2018-12-04,113.5
2018-11-02,113.62999725341797
2019-07-16,113.66000366210938
2018-08-30,113.18000030517578
2018-10-01,112.8499984741211
2019-06-14,112.66999816894531
2019-05-13,113.2300033569336
2019-04-11,113.30000305175781
2019-02-06,113.55999755859375
2019-09-18,114.44000244140625
2020-02-03,118.08000183105469
2020-04-22,117.73999786376953
2019-11-19,116.43000030517578
2020-02-06,116.31999969482422
2019-11-22,114.66000366210938
2019-03-25,114.16000366210938
2019-02-21,112.5199966430664
2018-12-19,113.04000091552734
2018-07-12,112.80999755859375
2018-09-14,114.4800033569336
2018-08-13,114.20999908447266
2018-10-16,114.0199966430664
2019-07-31,113.3499984741211
2019-05-28,113.66999816894531
2019-04-26,111.47000122070312
2020-04-28,107.37999725341797
2019-11-25,105.5999984741211
2020-02-12,106.31999969482422
2020-05-01,106.7300033569336
2020-05-04,108.2300033569336
2019-06-12,107.80999755859375
2019-04-09,107.2699966430664
2019-03-08,106.11000061035156
2019-02-04,103.69999694824219
2018-07-27,102.91000366210938
2018-08-28,103.72000122070312
2019-01-03,102.7300033569336
2019-08-15,103.69999694824219
2018-10-31,104.86000061035156
2019-09-16,107.79000091552734
2020-02-18,108.31999969482422
2020-05-07,107.48999786376953
2018-08-17,108.41999816894531
2019-12-04,107.76000213623047
2020-02-21,109.3499984741211
2018-12-17,111.0
2019-08-30,110.83000183105469
2018-11-15,108.5999984741211
2019-07-29,109.0999984741211
2019-06-27,105.9800033569336
2019-04-24,106.80999755859375
2018-07-10,108.55000305175781
2018-09-12,109.52999877929688
2019-02-19,107.9800033569336
2019-01-18,107.63999938964844
2020-02-24,106.05999755859375
2020-05-13,107.44999694824219
2019-12-10,108.62999725341797
2020-02-27,108.87000274658203
2019-12-13,109.63999938964844
2020-05-19,109.58000183105469
2019-03-06,111.73999786376953
2018-11-30,106.7300033569336
2019-08-13,102.87999725341797
2019-07-12,102.91000366210938
2019-06-10,99.27999877929688
2019-05-09,100.20999908447266
2018-07-25,100.05999755859375
2018-09-27,100.66999816894531
2018-10-29,99.86000061035156
2019-10-16,98.44000244140625
2019-12-16,98.12000274658203
2020-03-04,96.5999984741211
2020-05-22,95.69000244140625
2019-10-01,93.69000244140625
2019-12-19,92.13999938964844
2018-09-10,91.11000061035156
2019-05-24,93.55000305175781
2018-08-09,96.44000244140625
2019-04-22,96.7699966430664
2019-03-21,95.94000244140625
2019-01-16,96.69000244140625
2019-08-28,98.27999877929688
2018-11-13,99.70999908447266
2018-10-12,99.55000305175781
2019-06-25,99.93000030517578
2020-03-10,99.2699966430664
2020-05-28,98.94999694824219
2019-10-07,98.66000366210938
2020-03-13,98.5999984741211
2019-10-10,101.80000305175781
2020-03-16,101.91999816894531
2020-06-03,102.83000183105469
2018-11-28,102.12999725341797
2018-09-25,101.97000122070312
2018-07-23,101.94000244140625
2018-08-24,102.73999786376953
2019-07-10,102.58999633789062
2019-05-07,103.7300033569336
2019-04-05,103.77999877929688
2019-03-04,102.7300033569336
2019-01-31,103.5199966430664
2019-09-12,103.01000213623047
2019-12-31,103.29000091552734
2020-03-19,103.47000122070312
2020-01-03,101.44000244140625
2020-06-09,100.05999755859375
2019-02-15,100.7699966430664
2019-01-14,101.88999938964844
2018-07-06,102.9000015258789
2018-08-07,101.3499984741211
2018-10-10,103.66000366210938
2018-12-13,103.80999755859375
2019-08-26,104.87999725341797
2019-07-25,104.95999908447266
2019-05-22,104.77999877929688
2019-03-19,105.69000244140625
2020-01-06,103.94000244140625
2020-03-25,104.51000213623047
2020-06-12,104.18000030517578
2019-10-22,104.19999694824219
2020-01-09,103.2699966430664
2020-06-15,103.26000213623047
2019-10-25,103.55000305175781
2020-03-31,102.16000366210938
2020-06-18,101.98999786376953
2019-04-03,103.66000366210938
2018-08-22,103.75
2018-10-25,103.94999694824219
2019-01-29,104.45999908447266
2018-12-28,105.2300033569336
2018-11-26,106.5
2019-08-09,106.55000305175781
2019-07-08,104.41000366210938
2019-06-06,102.27999877929688
2019-09-10,99.5199966430664
2020-01-15,98.08999633789062
2020-04-03,98.81999969482422
2019-10-31,99.08000183105469
2020-04-06,99.73999786376953
2020-06-24,100.58999633789062
2018-11-09,102.12000274658203
2019-07-23,104.33000183105469
2019-06-21,104.79000091552734
2019-05-20,104.44999694824219
2019-04-18,104.98999786376953
2018-09-06,104.91000366210938
2018-10-08,104.25
2019-02-13,104.47000122070312
2018-12-11,105.55999755859375
2019-09-25,108.87999725341797
2020-01-21,109.12000274658203
2020-04-09,109.86000061035156
2019-11-06,111.01000213623047
2020-01-24,113.33000183105469
2020-01-27,112.66000366210938
2020-04-15,112.8499984741211
2018-12-26,112.80999755859375
2019-08-07,112.5
2019-06-04,113.5999984741211
2018-09-21,114.44999694824219
2018-07-19,115.26000213623047
2018-08-20,115.11000061035156
2018-10-23,114.58000183105469
2019-05-03,115.66999816894531
2019-04-01,113.72000122070312
2019-02-28,112.29000091552734
2019-11-12,112.45999908447266
2020-01-30,110.58000183105469
2019-11-15,110.54000091552734
2020-04-21,108.9800033569336
2019-04-16,109.5
2019-03-15,108.61000061035156
2019-02-11,110.58999633789062
2019-01-10,109.83000183105469
2019-08-22,110.37000274658203
2018-11-07,111.22000122070312
2018-08-03,110.75
2018-09-04,107.5
2019-06-19,109.19000244140625
2019-09-23,108.44000244140625
2019-11-18,107.05999755859375
2020-02-05,106.54000091552734
2020-04-24,104.83999633789062
2019-03-29,105.30000305175781
2019-11-21,107.12999725341797
2020-04-27,108.63999938964844
2020-02-11,108.93000030517578
2020-04-30,108.95999908447266
2019-05-01,110.22000122070312
2019-02-26,110.37000274658203
2019-01-25,108.88999938964844
2018-12-24,109.05000305175781
2019-09-06,108.62999725341797
2018-07-17,109.05999755859375
2018-09-19,108.9800033569336
2019-08-05,109.69999694824219
2019-10-08,109.02999877929688
2019-12-11,109.08999633789062
2019-11-27,108.54000091552734
2020-02-14,107.66999816894531
2020-05-06,108.16000366210938
2019-01-08,108.44000244140625
2018-12-07,110.9000015258789
2019-08-20,113.08000183105469
2018-11-05,113.22000122070312
2019-07-19,112.26000213623047
2018-10-04,112.91999816894531
2019-06-17,112.5
2019-05-16,112.1500015258789
2018-08-01,112.73999786376953
2019-03-13,113.12000274658203
2019-12-03,113.93000030517578
2020-02-20,113.52999877929688
2019-12-06,112.91999816894531
2020-05-12,113.7300033569336
2019-12-09,113.55000305175781
2020-02-26,113.4000015258789
2020-05-15,112.7699966430664
2019-03-28,114.81999969482422
2018-09-17,115.5199966430664
2018-08-16,115.31999969482422
2018-10-19,115.52999877929688
2019-04-29,115.79000091552734
2019-01-23,114.76000213623047
2019-09-04,114.86000061035156
2018-11-20,112.5999984741211
2019-07-02,111.4000015258789
2019-05-31,108.2699966430664
2019-12-12,108.33999633789062
2020-05-18,105.94000244140625
2019-09-27,108.72000122070312
2020-03-03,108.29000091552734
2020-05-21,107.20999908447266
2019-05-14,107.02999877929688
2018-08-31,104.44999694824219
2018-07-30,104.33999633789062
2018-10-02,105.87000274658203
2019-04-12,108.41999816894531
2019-03-11,107.23999786376953
2019-02-07,107.44999694824219
2019-07-17,107.93000030517578
2019-09-19,105.11000061035156
2019-10-21,106.01000213623047
2019-12-18,104.83999633789062
2020-03-06,105.04000091552734
2019-10-03,108.0199966430664
2020-03-09,109.47000122070312
2020-05-27,107.31999969482422
2019-12-24,108.55999755859375
2020-03-12,111.19999694824219
2018-12-20,111.95999908447266
2019-08-01,113.5999984741211
2018-08-14,115.7300033569336
2018-07-13,115.37999725341797
2018-10-17,115.91999816894531
2019-05-29,118.75
2019-03-26,118.37999725341797
2019-02-22,117.23999786376953
2019-10-04,117.75
2019-11-05,119.08999633789062
2019-12-27,118.87000274658203
2020-06-02,117.68000030517578
2019-12-30,117.04000091552734
2020-03-18,117.12000274658203
2020-06-05,116.94999694824219
2019-07-15,117.27999877929688
2018-12-03,117.22000122070312
2019-06-13,115.41000366210938
2019-01-04,112.93000030517578
2018-08-29,110.5199966430664
2019-02-05,112.2699966430664
2018-11-01,114.06999969482422
2019-08-16,111.66000366210938
2019-04-10,112.06999969482422
2019-09-17,113.0
2019-10-15,115.87000274658203
2020-01-02,115.66000366210938
2020-06-08,117.87000274658203
2019-10-18,119.37999725341797
2020-03-24,119.87999725341797
2020-06-11,119.86000061035156
2020-01-08,121.98999786376953
2019-04-25,123.12000274658203
2019-07-30,124.16999816894531
2019-02-20,124.06999969482422
2018-07-11,124.75
2018-09-13,126.4000015258789
2018-10-15,125.94000244140625
2019-06-28,124.91999816894531
2018-12-18,123.86000061035156
2018-11-16,126.0199966430664
2019-10-02,128.55999755859375
2020-03-27,128.83999633789062
2020-01-10,128.5800018310547
2019-10-24,129.9199981689453
2020-03-30,129.25
2020-06-17,129.35000610351562
2020-01-14,129.00999450683594
2020-04-02,127.41999816894531
2019-01-02,127.58999633789062
2019-08-14,128.39999389648438
2018-10-30,128.99000549316406
2019-06-11,130.17999267578125
2019-05-10,128.94000244140625
2019-04-08,129.38999938964844
2018-08-27,130.10000610351562
2018-07-26,130.8699951171875
2018-09-28,130.36000061035156
2019-03-07,131.64999389648438
2019-10-30,131.4499969482422
2020-01-17,131.35000610351562
2020-06-23,128.58999633789062
2020-04-08,129.99000549316406
2020-06-26,132.17999267578125
2019-03-22,134.64999389648438
2019-01-17,134.41000366210938
2019-08-29,132.8800048828125
2018-11-14,134.00999450683594
2019-06-26,134.2100067138672
2018-09-11,136.22000122070312
2018-07-09,137.32000732421875
2018-08-10,137.22999572753906
2019-04-23,137.72000122070312
2019-09-30,137.10000610351562
2020-01-23,136.89999389648438
2019-11-08,136.8800048828125
2020-04-14,137.05999755859375
2019-11-11,137.77999877929688
2020-01-29,138.6699981689453
2020-04-17,138.47000122070312
2018-07-24,138.2899932861328
2018-09-26,139.25999450683594
2019-05-08,137.0800018310547
2019-03-05,136.5
2019-02-01,135.82000732421875
2018-12-31,135.60000610351562
2018-11-29,137.0399932861328
2019-08-12,135.80999755859375
2019-07-11,135.75999450683594
2019-09-13,137.69000244140625
2019-11-14,136.14999389648438
2020-04-20,136.83999633789062
2020-02-04,137.32000732421875
2020-04-23,136.69000244140625
2018-12-14,136.3800048828125
2019-08-27,134.72000122070312
2018-08-08,132.32000732421875
2018-10-11,129.7100067138672
2018-11-12,132.47999572753906
2019-07-26,133.69000244140625
2019-06-24,132.69000244140625
2019-05-23,131.47000122070312
2019-03-20,132.66000366210938
2019-01-15,135.0800018310547
2019-11-20,136.00999450683594
2020-02-07,137.11000061035156
2020-02-10,136.3000030517578
2020-04-29,136.75
2019-11-26,137.77999877929688
2020-02-13,137.8000030517578
2019-01-30,136.39999389648438
2018-08-23,136.94000244140625
2018-09-24,135.0500030517578
2018-11-27,136.33999633789062
2018-10-26,136.52999877929688
2019-07-09,134.9199981689453
2019-06-07,130.8000030517578
2019-05-06,125.58999633789062
2019-04-04,126.33999633789062
2019-09-11,121.30000305175781
2019-11-29,112.66000366210938
2020-05-05,114.45999908447266
2019-12-02,116.23999786376953
2020-02-19,114.69999694824219
2020-05-08,112.58000183105469
2019-05-21,105.0199966430664
2019-03-18,93.0
2018-09-07,94.58000183105469
2018-08-06,94.55000305175781
2018-10-09,86.31999969482422
2019-02-14,92.0
2018-12-12,84.55000305175781
2019-07-24,87.5
2019-09-26,80.36000061035156
2019-10-28,76.91000366210938
2019-12-05,82.4800033569336
2020-05-11,78.08999633789062
2019-07-03,82.9000015258789
2020-02-25,84.54000091552734
2020-05-14,93.54000091552734
2020-02-28,90.55000305175781
2019-08-08,89.30000305175781
2019-06-05,89.33999633789062
2018-07-20,83.25
2018-08-21,82.95999908447266
2018-10-24,82.7699966430664
2019-04-02,87.69999694824219
2019-03-01,90.37999725341797
2019-01-28,90.55000305175781
2018-12-27,96.88999938964844
2019-09-09,97.30000305175781
2020-03-02,93.63999938964844
2020-05-20,90.12999725341797
2019-12-17,87.05000305175781
