Dates,VRSN
2018-06-20,142.3000030517578
2018-06-21,140.32000732421875
2018-06-25,138.67999267578125
2018-06-22,135.72000122070312
2018-06-26,136.5800018310547
2018-06-27,135.39999389648438
2018-06-28,137.64999389648438
2018-06-29,137.4199981689453
2018-07-02,140.22000122070312
2018-07-03,138.66000366210938
2018-07-05,140.99000549316406
2018-07-16,141.91000366210938
2018-09-18,143.0399932861328
2019-01-24,143.5
2019-09-05,144.7100067138672
2018-11-21,147.17999267578125
2020-01-13,147.5800018310547
2020-04-01,147.94000244140625
2020-06-19,149.7899932861328
2019-10-29,149.02000427246094
2020-01-16,148.0800018310547
2020-06-22,149.08999633789062
2018-10-03,149.1300048828125
2018-07-31,148.42999267578125
2019-03-12,151.19000244140625
2019-02-08,151.9499969482422
2019-01-07,150.25999450683594
2018-12-06,145.42999267578125
2019-08-19,145.22999572753906
2019-07-18,148.05999755859375
2019-05-15,150.97999572753906
2019-09-20,151.0
2019-11-01,152.05999755859375
2020-04-07,152.3000030517578
2020-06-25,152.16000366210938
2020-06-16,153.35000610351562
2019-11-04,152.9199981689453
2020-01-22,152.5399932861328
2019-11-07,154.0
2020-04-13,153.4600067138672
2019-07-01,152.6999969482422
2019-05-30,150.75
2018-08-15,152.0399932861328
2018-10-18,152.4600067138672
2019-03-27,153.33999633789062
2019-01-22,154.35000610351562
2018-12-21,156.0800018310547
2019-09-03,157.64999389648438
2018-11-19,159.1199951171875
2019-08-02,158.77999877929688
2020-01-28,158.11000061035156
2020-04-16,158.61000061035156
2019-11-13,159.24000549316406
2020-01-31,156.3800048828125
2018-12-04,158.13999938964844
2018-11-02,157.8000030517578
2019-07-16,161.55999755859375
2018-08-30,161.6199951171875
2018-10-01,161.30999755859375
2019-06-14,162.1199951171875
2019-05-13,163.64999389648438
2019-04-11,161.41000366210938
2019-02-06,162.92999267578125
2019-09-18,159.08999633789062
2020-02-03,160.1999969482422
2020-04-22,159.80999755859375
2019-11-19,158.9600067138672
2020-02-06,160.49000549316406
2019-11-22,158.9199981689453
2019-03-25,159.13999938964844
2019-02-21,160.1199951171875
2018-12-19,159.92999267578125
2018-07-12,157.52000427246094
2018-09-14,157.77999877929688
2018-08-13,155.2100067138672
2018-10-16,154.1300048828125
2019-07-31,150.77999877929688
2019-05-28,148.02000427246094
2019-04-26,140.89999389648438
2020-04-28,139.1199951171875
2019-11-25,143.97999572753906
2020-02-12,142.50999450683594
2020-05-01,146.7899932861328
2020-05-04,145.88999938964844
2019-06-12,142.1999969482422
2019-04-09,141.38999938964844
2019-03-08,143.47000122070312
2019-02-04,141.11000061035156
2018-07-27,133.91000366210938
2018-08-28,135.83999633789062
2019-01-03,138.6699981689453
2019-08-15,135.32000732421875
2018-10-31,138.66000366210938
2019-09-16,142.5399932861328
2020-02-18,140.8000030517578
2020-05-07,165.02000427246094
2018-08-17,160.8000030517578
2019-12-04,157.14999389648438
2020-02-21,159.85000610351562
2018-12-17,160.1300048828125
2019-08-30,160.10000610351562
2018-11-15,153.3000030517578
2019-07-29,152.61000061035156
2019-06-27,151.30999755859375
2019-04-24,155.6699981689453
2018-07-10,155.75
2018-09-12,149.1999969482422
2019-02-19,147.19000244140625
2019-01-18,149.38999938964844
2020-02-24,150.3300018310547
2020-05-13,153.64999389648438
2019-12-10,150.8000030517578
2020-02-27,155.85000610351562
2019-12-13,156.66000366210938
2020-05-19,156.05999755859375
2019-03-06,159.27000427246094
2018-11-30,153.5500030517578
2019-08-13,157.39999389648438
2019-07-12,153.9499969482422
2019-06-10,157.0
2019-05-09,155.4199981689453
2018-07-25,157.1199951171875
2018-09-27,156.3000030517578
2018-10-29,152.6699981689453
2019-10-16,150.10000610351562
2019-12-16,150.02999877929688
2020-03-04,149.7100067138672
2020-05-22,147.02000427246094
2019-10-01,142.44000244140625
2019-12-19,139.5399932861328
2018-09-10,146.05999755859375
2019-05-24,148.05999755859375
2018-08-09,146.8800048828125
2019-04-22,148.2899932861328
2019-03-21,147.75999450683594
2019-01-16,142.58999633789062
2019-08-28,148.97000122070312
2018-11-13,151.39999389648438
2018-10-12,156.9199981689453
2019-06-25,155.63999938964844
2020-03-10,157.75999450683594
2020-05-28,157.92999267578125
2019-10-07,157.0
2020-03-13,160.4499969482422
2019-10-10,161.6300048828125
2020-03-16,163.4199981689453
2020-06-03,164.44000244140625
2018-11-28,163.07000732421875
2018-09-25,163.08999633789062
2018-07-23,163.47999572753906
2018-08-24,165.9600067138672
2019-07-10,166.16000366210938
2019-05-07,164.41000366210938
2019-04-05,168.25
2019-03-04,169.27000427246094
2019-01-31,170.52000427246094
2019-09-12,173.2899932861328
2019-12-31,173.77999877929688
2020-03-19,173.88999938964844
2020-01-03,173.0500030517578
2020-06-09,173.08999633789062
2019-02-15,170.52999877929688
2019-01-14,174.2899932861328
2018-07-06,174.27999877929688
2018-08-07,175.11000061035156
2018-10-10,175.39999389648438
2018-12-13,175.67999267578125
2019-08-26,176.00999450683594
2019-07-25,176.0
2019-05-22,178.7899932861328
2019-03-19,178.0800018310547
2020-01-06,178.27999877929688
2020-03-25,177.89999389648438
2020-06-12,178.0399932861328
2019-10-22,180.5
2020-01-09,176.82000732421875
2020-06-15,177.7899932861328
2019-10-25,176.74000549316406
2020-03-31,177.49000549316406
2020-06-18,177.72999572753906
2019-04-03,179.07000732421875
2018-08-22,180.5
2018-10-25,180.47999572753906
2019-01-29,181.42999267578125
2018-12-28,181.6199951171875
