Dates,VRSN
2018-06-20,144.9199981689453
2018-06-21,142.25999450683594
2018-06-25,140.8800048828125
2018-06-22,138.1999969482422
2018-06-26,137.72999572753906
2018-06-27,138.1300048828125
2018-06-28,138.0500030517578
2018-06-29,138.89999389648438
2018-07-02,140.25
2018-07-03,141.08999633789062
2018-07-05,141.02999877929688
2018-07-16,142.66000366210938
2018-09-18,143.17999267578125
2019-01-24,143.83999633789062
2019-09-05,144.7100067138672
2018-11-21,147.33999633789062
2020-01-13,148.17999267578125
2020-04-01,148.91000366210938
2020-06-19,150.0500030517578
2019-10-29,150.10000610351562
2020-01-16,149.3300018310547
2020-06-22,149.38999938964844
2018-10-03,149.36000061035156
2018-07-31,150.6699981689453
2019-03-12,151.35000610351562
2019-02-08,152.14999389648438
2019-01-07,159.11000061035156
2018-12-06,150.52999877929688
2019-08-19,147.4499969482422
2019-07-18,148.9499969482422
2019-05-15,151.05999755859375
2019-09-20,151.64999389648438
2019-11-01,152.82000732421875
2020-04-07,153.50999450683594
2020-06-25,153.41000366210938
2020-06-16,154.16000366210938
2019-11-04,154.64999389648438
2020-01-22,154.27000427246094
2019-11-07,154.4199981689453
2020-04-13,155.19000244140625
2019-07-01,154.9600067138672
2019-05-30,152.74000549316406
2018-08-15,152.41000366210938
2018-10-18,153.63999938964844
2019-03-27,153.99000549316406
2019-01-22,154.50999450683594
2018-12-21,156.7100067138672
2019-09-03,157.9199981689453
2018-11-19,159.33999633789062
2019-08-02,160.0800018310547
2020-01-28,158.97999572753906
2020-04-16,159.22000122070312
2019-11-13,159.94000244140625
2020-01-31,158.8800048828125
2018-12-04,158.38999938964844
2018-11-02,159.27000427246094
2019-07-16,161.9600067138672
2018-08-30,162.55999755859375
2018-10-01,161.8000030517578
2019-06-14,163.57000732421875
2019-05-13,164.0399932861328
2019-04-11,164.05999755859375
2019-02-06,164.19000244140625
2019-09-18,163.47000122070312
2020-02-03,160.9600067138672
2020-04-22,161.41000366210938
2019-11-19,159.89999389648438
2020-02-06,161.6999969482422
2019-11-22,161.3000030517578
2019-03-25,160.9499969482422
2019-02-21,160.3000030517578
2018-12-19,161.49000549316406
2018-07-12,160.35000610351562
2018-09-14,158.33999633789062
2018-08-13,157.52999877929688
2018-10-16,156.97999572753906
2019-07-31,153.83999633789062
2019-05-28,151.97999572753906
2019-04-26,147.9600067138672
2020-04-28,143.47999572753906
2019-11-25,144.3800048828125
2020-02-12,144.32000732421875
2020-05-01,147.0
2020-05-04,147.1999969482422
2019-06-12,145.89999389648438
2019-04-09,144.6300048828125
2019-03-08,144.49000549316406
2019-02-04,141.99000549316406
2018-07-27,141.72999572753906
2018-08-28,137.66000366210938
2019-01-03,141.19000244140625
2019-08-15,142.5500030517578
2018-10-31,139.02999877929688
2019-09-16,144.0500030517578
2020-02-18,142.5399932861328
2020-05-07,176.75999450683594
2018-08-17,164.82000732421875
2019-12-04,161.67999267578125
2020-02-21,160.1999969482422
2018-12-17,160.85000610351562
2019-08-30,160.77000427246094
2018-11-15,160.0399932861328
2019-07-29,155.83999633789062
2019-06-27,154.0
2019-04-24,156.58999633789062
2018-07-10,157.08999633789062
2018-09-12,158.69000244140625
2019-02-19,149.6300048828125
2019-01-18,150.83999633789062
2020-02-24,152.00999450683594
2020-05-13,154.3000030517578
2019-12-10,153.5500030517578
2020-02-27,156.1300048828125
2019-12-13,157.50999450683594
2020-05-19,157.88999938964844
2019-03-06,160.61000061035156
2018-11-30,160.77000427246094
2019-08-13,157.52000427246094
2019-07-12,159.97999572753906
2019-06-10,157.64999389648438
2019-05-09,159.97999572753906
2018-07-25,159.27000427246094
2018-09-27,159.5
2018-10-29,155.22000122070312
2019-10-16,153.10000610351562
2019-12-16,152.3000030517578
2020-03-04,154.17999267578125
2020-05-22,149.77999877929688
2019-10-01,149.6699981689453
2019-12-19,143.1699981689453
2018-09-10,146.1300048828125
2019-05-24,148.05999755859375
2018-08-09,149.7899932861328
2019-04-22,148.8000030517578
2019-03-21,148.66000366210938
2019-01-16,147.30999755859375
2019-08-28,149.83999633789062
2018-11-13,153.02000427246094
2018-10-12,157.6199951171875
2019-06-25,157.7899932861328
2020-03-10,157.8800048828125
2020-05-28,158.74000549316406
2019-10-07,158.86000061035156
2020-03-13,161.38999938964844
2019-10-10,162.36000061035156
2020-03-16,164.22000122070312
2020-06-03,165.4199981689453
2018-11-28,165.27000427246094
2018-09-25,163.88999938964844
2018-07-23,163.9600067138672
2018-08-24,167.2100067138672
2019-07-10,167.5800018310547
2019-05-07,166.8800048828125
2019-04-05,168.82000732421875
2019-03-04,170.1699981689453
2019-01-31,170.89999389648438
2019-09-12,173.69000244140625
2019-12-31,174.14999389648438
2020-03-19,174.2100067138672
2020-01-03,173.6300048828125
2020-06-09,175.5500030517578
2019-02-15,174.77999877929688
2019-01-14,174.3699951171875
2018-07-06,175.36000061035156
2018-08-07,175.85000610351562
2018-10-10,176.5800018310547
2018-12-13,175.92999267578125
2019-08-26,176.74000549316406
2019-07-25,176.6199951171875
2019-05-22,178.9199981689453
2019-03-19,180.2100067138672
2020-01-06,178.6699981689453
2020-03-25,179.22000122070312
2020-06-12,178.9499969482422
2019-10-22,180.7899932861328
2020-01-09,181.74000549316406
2020-06-15,178.19000244140625
2019-10-25,178.83999633789062
2020-03-31,178.0800018310547
2020-06-18,177.80999755859375
2019-04-03,179.6999969482422
2018-08-22,181.25
2018-10-25,182.41000366210938
2019-01-29,181.55999755859375
2018-12-28,183.42999267578125
2018-11-26,182.67999267578125
2019-08-09,182.97000122070312
2019-07-08,183.39999389648438
2019-06-06,185.75
2019-09-10,185.38999938964844
2020-01-15,182.1999969482422
2020-04-03,183.42999267578125
2019-10-31,183.30999755859375
2020-04-06,181.5399932861328
2020-06-24,182.77000427246094
2018-11-09,186.1199951171875
2019-07-23,187.32000732421875
2019-06-21,189.5500030517578
2019-05-20,188.66000366210938
2019-04-18,189.60000610351562
2018-09-06,189.8699951171875
2018-10-08,190.25
2019-02-13,190.2899932861328
2018-12-11,190.47999572753906
2019-09-25,190.5
2020-01-21,191.1999969482422
2020-04-09,189.8000030517578
2019-11-06,189.3800048828125
2020-01-24,187.4499969482422
2020-01-27,187.6699981689453
2020-04-15,190.17999267578125
2018-12-26,190.5
2019-08-07,190.32000732421875
2019-06-04,203.27999877929688
2018-09-21,201.0
2018-07-19,199.14999389648438
2018-08-20,198.27999877929688
2018-10-23,196.02999877929688
2019-05-03,197.44000244140625
2019-04-01,197.49000549316406
2019-02-28,196.36000061035156
2019-11-12,194.22000122070312
2020-01-30,193.97000122070312
2019-11-15,195.0
2020-04-21,192.50999450683594
2019-04-16,193.07000732421875
2019-03-15,194.50999450683594
2019-02-11,199.41000366210938
2019-01-10,197.5
2019-08-22,195.7899932861328
2018-11-07,196.8300018310547
2018-08-03,198.5
2018-09-04,197.22999572753906
2019-06-19,196.60000610351562
2019-09-23,198.19000244140625
2019-11-18,195.27999877929688
2020-02-05,196.99000549316406
2020-04-24,196.05999755859375
2019-03-29,195.5399932861328
2019-11-21,194.3300018310547
2020-04-27,200.74000549316406
2020-02-11,203.6199951171875
2020-04-30,209.5800018310547
2019-05-01,209.75999450683594
2019-02-26,210.05999755859375
2019-01-25,209.33999633789062
2018-12-24,208.55999755859375
2019-09-06,206.52000427246094
2018-07-17,205.77000427246094
2018-09-19,207.10000610351562
2019-08-05,209.77999877929688
2019-10-08,214.36000061035156
2019-12-11,211.72999572753906
2019-11-27,211.99000549316406
2020-02-14,210.60000610351562
2020-05-06,210.63999938964844
2019-01-08,208.1699981689453
2018-12-07,209.50999450683594
2019-08-20,213.99000549316406
2018-11-05,214.75
2019-07-19,217.6199951171875
2018-10-04,217.75999450683594
2019-06-17,216.9499969482422
2019-05-16,217.94000244140625
2018-08-01,219.8800048828125
2019-03-13,220.0
2019-12-03,219.82000732421875
2020-02-20,221.77999877929688
2019-12-06,221.60000610351562
2020-05-12,218.57000732421875
2019-12-09,217.1699981689453
2020-02-26,218.77000427246094
2020-05-15,217.69000244140625
2019-03-28,216.8000030517578
2018-09-17,217.14999389648438
2018-08-16,218.25
2018-10-19,219.39999389648438
2019-04-29,218.05999755859375
2019-01-23,215.47000122070312
2019-09-04,215.02999877929688
2018-11-20,217.00999450683594
2019-07-02,213.07000732421875
2019-05-31,205.64999389648438
2019-12-12,205.1699981689453
2020-05-18,206.52000427246094
2019-09-27,211.6699981689453
2020-03-03,211.1999969482422
2020-05-21,207.39999389648438
2019-05-14,209.5
2018-08-31,206.88999938964844
2018-07-30,204.3800048828125
2018-10-02,206.5500030517578
2019-04-12,208.75999450683594
2019-03-11,208.9199981689453
2019-02-07,209.8000030517578
2019-07-17,209.02000427246094
2019-09-19,207.13999938964844
2019-10-21,203.67999267578125
2019-12-18,206.0
2020-03-06,204.7100067138672
2019-10-03,207.92999267578125
2020-03-09,206.9499969482422
2020-05-27,204.52000427246094
2019-12-24,203.8699951171875
2020-03-12,206.8300018310547
2018-12-20,209.75
2019-08-01,208.1199951171875
2018-08-14,200.42999267578125
2018-07-13,196.63999938964844
2018-10-17,194.66000366210938
2019-05-29,191.91000366210938
2019-03-26,190.13999938964844
2019-02-22,191.4199981689453
2019-10-04,191.0
2019-11-05,192.75
2019-12-27,192.6300048828125
2020-06-02,190.6199951171875
2019-12-30,191.49000549316406
2020-03-18,190.92999267578125
2020-06-05,192.0
2019-07-15,193.1999969482422
2018-12-03,189.9600067138672
2019-06-13,189.0
2019-01-04,182.8300018310547
2018-08-29,181.7899932861328
2019-02-05,184.8000030517578
2018-11-01,184.88999938964844
2019-08-16,183.58999633789062
2019-04-10,184.83999633789062
2019-09-17,185.9199981689453
2019-10-15,188.75
2020-01-02,187.0800018310547
2020-06-08,187.60000610351562
2019-10-18,186.55999755859375
2020-03-24,187.10000610351562
2020-06-11,186.77999877929688
2020-01-08,188.1999969482422
2019-04-25,188.50999450683594
2019-07-30,183.36000061035156
2019-02-20,186.5500030517578
2018-07-11,198.57000732421875
2018-09-13,194.67999267578125
2018-10-15,190.9499969482422
2019-06-28,191.8800048828125
2018-12-18,191.9499969482422
2018-11-16,191.75
2019-10-02,190.0800018310547
2020-03-27,188.0399932861328
2020-01-10,187.77999877929688
2019-10-24,188.85000610351562
2020-03-30,186.42999267578125
2020-06-17,186.75999450683594
2020-01-14,186.05999755859375
2020-04-02,186.2899932861328
2019-01-02,187.5399932861328
2019-08-14,188.64999389648438
2018-10-30,189.55999755859375
2019-06-11,194.8800048828125
2019-05-10,194.89999389648438
2019-04-08,193.2100067138672
2018-08-27,189.44000244140625
2018-07-26,193.50999450683594
2018-09-28,193.38999938964844
2019-03-07,192.50999450683594
2019-10-30,191.74000549316406
2020-01-17,190.8800048828125
2020-06-23,187.3300018310547
2020-04-08,188.61000061035156
2020-06-26,186.8800048828125
2019-03-22,188.5399932861328
2019-01-17,190.6699981689453
2019-08-29,189.13999938964844
2018-11-14,190.3300018310547
2019-06-26,191.5
2018-09-11,191.9600067138672
2018-07-09,194.39999389648438
2018-08-10,193.30999755859375
2019-04-23,192.47000122070312
2019-09-30,191.14999389648438
2020-01-23,192.6300048828125
2019-11-08,193.74000549316406
2020-04-14,193.47999572753906
2019-11-11,194.52000427246094
2020-01-29,194.5
2020-04-17,194.0500030517578
2018-07-24,192.86000061035156
2018-09-26,197.1999969482422
2019-05-08,201.4600067138672
2019-03-05,202.88999938964844
2019-02-01,204.10000610351562
2018-12-31,206.6300048828125
2018-11-29,208.99000549316406
2019-08-12,210.3000030517578
2019-07-11,212.32000732421875
2019-09-13,211.57000732421875
2019-11-14,212.6199951171875
2020-04-20,214.0399932861328
2020-02-04,214.1999969482422
2020-04-23,215.8000030517578
2018-12-14,216.9199981689453
2019-08-27,215.07000732421875
2018-08-08,216.33999633789062
2018-10-11,210.92999267578125
2018-11-12,211.57000732421875
2019-07-26,212.58999633789062
2019-06-24,213.47999572753906
2019-05-23,213.57000732421875
2019-03-20,211.17999267578125
2019-01-15,214.86000061035156
2019-11-20,216.22000122070312
2020-02-07,217.22999572753906
2020-02-10,211.8300018310547
2020-04-29,205.88999938964844
2019-11-26,206.30999755859375
2020-02-13,208.3699951171875
2019-01-30,210.77000427246094
2018-08-23,211.33999633789062
2018-09-24,210.61000061035156
2018-11-27,213.02000427246094
2018-10-26,210.9499969482422
2019-07-09,209.39999389648438
2019-06-07,204.0
2019-05-06,202.00999450683594
2019-04-04,200.38999938964844
2019-09-11,198.9600067138672
2019-11-29,190.42999267578125
2020-05-05,196.86000061035156
2019-12-02,198.7899932861328
2020-02-19,199.89999389648438
2020-05-08,196.72000122070312
2019-05-21,193.1999969482422
2019-03-18,185.75
2018-09-07,186.32000732421875
2018-08-06,182.69000244140625
2018-10-09,175.22000122070312
2019-02-14,182.69000244140625
2018-12-12,179.72000122070312
2019-07-24,177.2100067138672
2019-09-26,169.94000244140625
2019-10-28,170.6300048828125
2019-12-05,170.1300048828125
2020-05-11,159.9600067138672
2019-07-03,170.99000549316406
2020-02-25,172.7100067138672
2020-05-14,177.10000610351562
2020-02-28,178.92999267578125
2019-08-08,190.16000366210938
2019-06-05,190.89999389648438
2018-07-20,178.36000061035156
2018-08-21,183.0399932861328
2018-10-24,184.5
2019-04-02,196.74000549316406
2019-03-01,200.0
2019-01-28,194.77000427246094
2018-12-27,197.36000061035156
2019-09-09,199.14999389648438
2020-03-02,204.69000244140625
2020-05-20,203.50999450683594
2019-12-17,207.66000366210938
2020-03-05,210.27000427246094
2019-02-12,212.77999877929688
2019-01-11,209.58999633789062
2018-12-10,217.0
2019-08-23,217.60000610351562
2018-11-08,219.0
2019-07-22,216.47999572753906
2019-06-20,218.05999755859375
2018-09-05,214.77000427246094
2019-04-17,212.8000030517578
2019-09-24,208.60000610351562
2019-12-20,208.83999633789062
2020-05-26,213.1699981689453
2019-04-30,214.7899932861328
2019-12-23,215.89999389648438
2020-03-11,213.85000610351562
2020-05-29,213.6999969482422
2019-12-26,213.32000732421875
2020-06-01,212.35000610351562
2019-05-02,215.42999267578125
2019-02-27,217.5
2018-11-23,219.89999389648438
2019-08-06,219.39999389648438
2018-07-18,216.5500030517578
2018-09-20,216.66000366210938
2018-10-22,214.2899932861328
2019-07-05,217.27999877929688
2019-06-03,210.2100067138672
2019-10-09,214.86000061035156
2019-10-11,219.55999755859375
2020-03-17,220.75999450683594
2020-06-04,221.3000030517578
2019-10-14,219.1199951171875
2020-03-20,214.69000244140625
2018-11-06,213.49000549316406
2019-06-18,214.47999572753906
2019-05-17,215.16000366210938
2019-04-15,216.13999938964844
2019-03-14,213.3300018310547
2019-01-09,208.8699951171875
2018-08-02,207.11000061035156
2018-10-05,210.1300048828125
2019-08-21,210.38999938964844
2019-10-17,209.27999877929688
2020-03-23,210.60000610351562
2020-06-10,206.72999572753906
2019-02-25,209.35000610351562
2020-01-07,208.32000732421875
2020-03-26,205.47999572753906
2019-10-23,207.42999267578125
