Dates,INFO
2018-06-20,50.993350982666016
2018-06-21,50.54542922973633
2018-06-25,51.01325988769531
2018-06-22,49.88848114013672
2018-06-26,52.257484436035156
2018-06-27,51.043121337890625
2018-06-28,51.76974868774414
2018-06-29,51.351688385009766
2018-07-02,51.60053634643555
2018-07-03,51.55076599121094
2018-07-05,52.36697769165039
2018-07-16,52.406795501708984
2018-09-18,52.237579345703125
2019-01-24,52.20771789550781
2019-09-05,52.56605529785156
2018-11-21,52.725318908691406
2020-01-13,52.02854919433594
2020-04-01,51.86928939819336
2020-06-19,52.59591293334961
2019-10-29,52.80494689941406
2020-01-16,52.44660949707031
2020-06-22,52.48642349243164
2018-10-03,53.10355758666992
2018-07-31,53.15332794189453
2019-03-12,53.88991165161133
2019-02-08,53.89986801147461
2019-01-07,53.1135139465332
2018-12-06,52.6556396484375
2019-08-19,52.785037994384766
2019-07-18,53.20309829711914
2019-05-15,53.10355758666992
2019-09-20,52.70541000366211
2019-11-01,53.29268264770508
2020-04-07,53.5912971496582
2020-06-25,53.6112060546875
2020-06-16,53.93967819213867
2019-11-04,53.54153060913086
2020-01-22,53.690834045410156
2019-11-07,53.929725646972656
2020-04-13,53.302635192871094
2019-07-01,53.55147933959961
2019-05-30,53.51166534423828
2018-08-15,53.780418395996094
2018-10-18,53.7605094909668
2019-03-27,53.49176025390625
2019-01-22,53.451942443847656
2018-12-21,53.422080993652344
2019-09-03,54.098941802978516
2018-11-19,54.11885070800781
2019-08-02,54.646400451660156
2020-01-28,54.53690719604492
2020-04-16,54.74593734741211
2019-11-13,55.44270706176758
2020-01-31,54.77579879760742
2018-12-04,54.566768646240234
2018-11-02,54.407508850097656
2019-07-16,54.7160758972168
2018-08-30,54.755889892578125
2018-10-01,54.79570388793945
2019-06-14,55.1938591003418
2019-05-13,54.885292053222656
2019-04-11,54.18852233886719
2019-02-06,54.855430603027344
2019-09-18,54.088985443115234
2020-02-03,54.686214447021484
2020-04-22,54.9549674987793
2019-11-19,54.02926254272461
