Dates,AKAM
2018-06-20,1529600.0
2018-06-21,2196600.0
2018-06-25,5841400.0
2018-06-22,3333200.0
2018-06-26,4634700.0
2018-06-27,4369700.0
2018-06-28,2159300.0
2018-06-29,2840000.0
2018-07-02,2403300.0
2018-07-03,1251100.0
2018-07-05,1555900.0
2018-07-16,1251700.0
2018-09-18,1440400.0
2019-01-24,1221700.0
2019-09-05,1369900.0
2018-11-21,909900.0
2020-01-13,1036200.0
2020-04-01,1048900.0
2020-06-19,1117100.0
2019-10-29,1145200.0
2020-01-16,1009800.0
2020-06-22,1160800.0
2018-10-03,1240500.0
2018-07-31,1700900.0
2019-03-12,2464500.0
2019-02-08,1540500.0
2019-01-07,1333600.0
2018-12-06,2958800.0
2019-08-19,2372300.0
2019-07-18,7981100.0
2019-05-15,3034500.0
2019-09-20,1558600.0
2019-11-01,2210900.0
2020-04-07,1482100.0
2020-06-25,1753700.0
2020-06-16,1819100.0
2019-11-04,1865900.0
2020-01-22,1904500.0
2019-11-07,1962300.0
2020-04-13,2454000.0
2019-07-01,1793500.0
2019-05-30,1463000.0
2018-08-15,2134700.0
2018-10-18,964100.0
2019-03-27,872500.0
2019-01-22,1065700.0
2018-12-21,1084600.0
2019-09-03,904200.0
2018-11-19,841400.0
2019-08-02,1007100.0
2020-01-28,726900.0
2020-04-16,1146300.0
2019-11-13,816400.0
2020-01-31,1095500.0
2018-12-04,890300.0
2018-11-02,854200.0
2019-07-16,1458900.0
2018-08-30,830000.0
2018-10-01,1022000.0
2019-06-14,864400.0
2019-05-13,1525500.0
2019-04-11,1409300.0
2019-02-06,977800.0
2019-09-18,1201100.0
2020-02-03,1110700.0
2020-04-22,2397800.0
2019-11-19,1329000.0
2020-02-06,1388700.0
2019-11-22,1685300.0
2019-03-25,1011100.0
2019-02-21,1722400.0
2018-12-19,1035200.0
2018-07-12,2994200.0
2018-09-14,2015000.0
2018-08-13,3730900.0
2018-10-16,2194800.0
2019-07-31,1973700.0
2019-05-28,1269600.0
2019-04-26,2820000.0
2020-04-28,2126700.0
2019-11-25,2194900.0
2020-02-12,2734600.0
2020-05-01,1455800.0
2020-05-04,2105200.0
2019-06-12,2313200.0
2019-04-09,2038600.0
2019-03-08,1340400.0
2019-02-04,1917400.0
2018-07-27,1423700.0
2018-08-28,1951000.0
2019-01-03,2261400.0
2019-08-15,2638700.0
2018-10-31,10368400.0
2019-09-16,4014100.0
2020-02-18,3156900.0
2020-05-07,1841900.0
2018-08-17,3370800.0
2019-12-04,1805600.0
2020-02-21,2090800.0
2018-12-17,2422500.0
2019-08-30,1833200.0
2018-11-15,1843100.0
2019-07-29,1833200.0
2019-06-27,1004200.0
2019-04-24,1347700.0
2018-07-10,1179600.0
2018-09-12,1489900.0
2019-02-19,1411200.0
2019-01-18,1677900.0
2020-02-24,437600.0
2020-05-13,1376700.0
2019-12-10,1871300.0
2020-02-27,2342800.0
2019-12-13,2124000.0
2020-05-19,1695100.0
2019-03-06,2471900.0
2018-11-30,1939100.0
2019-08-13,2167800.0
2019-07-12,2093600.0
2019-06-10,1380300.0
2019-05-09,1285100.0
2018-07-25,1660600.0
2018-09-27,1625400.0
2018-10-29,1522700.0
2019-10-16,2419500.0
2019-12-16,1665100.0
2020-03-04,2092600.0
2020-05-22,2027400.0
2019-10-01,3667200.0
2019-12-19,961200.0
2018-09-10,1346600.0
2019-05-24,1294700.0
2018-08-09,1247300.0
2019-04-22,1387100.0
2019-03-21,2297800.0
2019-01-16,1786100.0
2019-08-28,2563400.0
2018-11-13,2184100.0
2018-10-12,1424600.0
2019-06-25,1395100.0
2020-03-10,1278700.0
2020-05-28,895300.0
2019-10-07,801800.0
2020-03-13,1799100.0
2019-10-10,1198600.0
2020-03-16,1977900.0
2020-06-03,1264400.0
2018-11-28,1168300.0
2018-09-25,966100.0
2018-07-23,946300.0
2018-08-24,1164700.0
2019-07-10,1232200.0
2019-05-07,852800.0
2019-04-05,859200.0
2019-03-04,1635200.0
2019-01-31,1426900.0
2019-09-12,1146300.0
2019-12-31,1474300.0
2020-03-19,1379200.0
2020-01-03,1047600.0
2020-06-09,962900.0
2019-02-15,1863700.0
2019-01-14,2786400.0
2018-07-06,4038100.0
2018-08-07,1409200.0
2018-10-10,1399500.0
2018-12-13,1456700.0
2019-08-26,1082800.0
2019-07-25,1286900.0
2019-05-22,1016200.0
2019-03-19,798000.0
2020-01-06,1026800.0
2020-03-25,817800.0
2020-06-12,1452700.0
2019-10-22,1633700.0
2020-01-09,995000.0
2020-06-15,1282100.0
2019-10-25,1658400.0
2020-03-31,1353400.0
2020-06-18,867400.0
2019-04-03,1145500.0
2018-08-22,1372600.0
2018-10-25,1008000.0
2019-01-29,893000.0
2018-12-28,1363500.0
2018-11-26,827300.0
2019-08-09,1099900.0
2019-07-08,1383500.0
2019-06-06,1021700.0
2019-09-10,1025900.0
2020-01-15,2553900.0
2020-04-03,1307600.0
2019-10-31,1494200.0
2020-04-06,929600.0
2020-06-24,871700.0
2018-11-09,919000.0
2019-07-23,1226600.0
2019-06-21,704500.0
2019-05-20,567100.0
2019-04-18,840400.0
2018-09-06,582800.0
2018-10-08,839200.0
2019-02-13,1040500.0
2018-12-11,632600.0
2019-09-25,1576400.0
2020-01-21,1447800.0
2020-04-09,1039800.0
2019-11-06,1047800.0
2020-01-24,1185700.0
2020-01-27,820600.0
2020-04-15,883600.0
2018-12-26,808900.0
2019-08-07,978100.0
2019-06-04,899900.0
2018-09-21,1229300.0
2018-07-19,2549000.0
2018-08-20,4597600.0
2018-10-23,1730100.0
2019-05-03,1029900.0
2019-04-01,1604100.0
2019-02-28,1451100.0
2019-11-12,971100.0
2020-01-30,1203100.0
2019-11-15,900900.0
2020-04-21,1006500.0
2019-04-16,871100.0
2019-03-15,843800.0
2019-02-11,1000200.0
2019-01-10,847000.0
2019-08-22,955400.0
2018-11-07,703300.0
2018-08-03,1126900.0
2018-09-04,1104200.0
2019-06-19,750900.0
2019-09-23,855100.0
2019-11-18,709100.0
2020-02-05,698300.0
2020-04-24,1227600.0
2019-03-29,1605600.0
2019-11-21,1049800.0
2020-04-27,1023600.0
2020-02-11,693300.0
2020-04-30,917900.0
2019-05-01,860000.0
2019-02-26,667400.0
2019-01-25,822200.0
2018-12-24,586200.0
2019-09-06,869300.0
2018-07-17,1246200.0
2018-09-19,1297300.0
2019-08-05,939600.0
2019-10-08,1147700.0
2019-12-11,3469700.0
2019-11-27,1069900.0
2020-02-14,905900.0
2020-05-06,872900.0
2019-01-08,633300.0
2018-12-07,1163300.0
2019-08-20,1018800.0
2018-11-05,688600.0
2019-07-19,728500.0
2018-10-04,428400.0
2019-06-17,701400.0
2019-05-16,1889400.0
2018-08-01,521900.0
2019-03-13,671600.0
2019-12-03,785700.0
2020-02-20,767300.0
2019-12-06,684100.0
2020-05-12,1097800.0
2019-12-09,1232500.0
2020-02-26,1687100.0
2020-05-15,1046200.0
2019-03-28,939000.0
2018-09-17,807800.0
2018-08-16,836300.0
2018-10-19,934600.0
2019-04-29,1020700.0
2019-01-23,1552800.0
2019-09-04,4730100.0
2018-11-20,2975100.0
2019-07-02,1730500.0
2019-05-31,2371300.0
2019-12-12,1612500.0
2020-05-18,1769400.0
2019-09-27,1731100.0
2020-03-03,1538500.0
2020-05-21,2047600.0
2019-05-14,2760400.0
2018-08-31,5810800.0
2018-07-30,1676200.0
2018-10-02,1698400.0
2019-04-12,2187300.0
2019-03-11,1765500.0
2019-02-07,1387800.0
2019-07-17,740700.0
2019-09-19,1239100.0
2019-10-21,766100.0
2019-12-18,1127000.0
2020-03-06,986300.0
2019-10-03,983700.0
2020-03-09,1159600.0
2020-05-27,1445100.0
2019-12-24,1255500.0
2020-03-12,1475000.0
2018-12-20,1734700.0
2019-08-01,1184800.0
2018-08-14,1131200.0
2018-07-13,1232900.0
2018-10-17,3739200.0
2019-05-29,3115600.0
2019-03-26,3530300.0
2019-02-22,2178900.0
2019-10-04,1023400.0
2019-11-05,1721400.0
2019-12-27,2812300.0
2020-06-02,1068900.0
2019-12-30,1199600.0
2020-03-18,1031600.0
2020-06-05,1031900.0
2019-07-15,1458000.0
2018-12-03,1328600.0
2019-06-13,1745800.0
2019-01-04,1279900.0
2018-08-29,1802500.0
2019-02-05,1209900.0
2018-11-01,1079500.0
2019-08-16,915300.0
2019-04-10,855700.0
2019-09-17,794300.0
2019-10-15,1101000.0
2020-01-02,586000.0
2020-06-08,881000.0
2019-10-18,1028400.0
2020-03-24,1150500.0
2020-06-11,1429000.0
2020-01-08,1410700.0
2019-04-25,1600400.0
2019-07-30,1330500.0
2019-02-20,1573100.0
2018-07-11,1535900.0
2018-09-13,3450100.0
2018-10-15,3978000.0
2019-06-28,2120600.0
2018-12-18,1911200.0
2018-11-16,1474800.0
2019-10-02,1553800.0
2020-03-27,1660300.0
2020-01-10,1927800.0
2019-10-24,1387200.0
2020-03-30,1663800.0
2020-06-17,918200.0
2020-01-14,1181900.0
2020-04-02,1021000.0
2019-01-02,1270500.0
2019-08-14,1775800.0
2018-10-30,1491500.0
2019-06-11,1018100.0
2019-05-10,1087000.0
2019-04-08,1331500.0
2018-08-27,1371000.0
2018-07-26,970400.0
2018-09-28,1357500.0
2019-03-07,1407500.0
2019-10-30,549900.0
2020-01-17,1415300.0
2020-06-23,1213300.0
2020-04-08,1164300.0
2020-06-26,1962000.0
2019-03-22,1578800.0
2019-01-17,876100.0
2019-08-29,1005200.0
2018-11-14,827100.0
2019-06-26,1123100.0
2018-09-11,976400.0
2018-07-09,1287200.0
2018-08-10,1943500.0
2019-04-23,1333600.0
2019-09-30,1922900.0
2020-01-23,3635700.0
2019-11-08,968700.0
2020-04-14,277400.0
2019-11-11,724400.0
2020-01-29,665300.0
2020-04-17,619300.0
2018-07-24,663600.0
2018-09-26,1079900.0
2019-05-08,865900.0
2019-03-05,1394200.0
2019-02-01,2475900.0
2018-12-31,1899000.0
2018-11-29,1639600.0
2019-08-12,1183800.0
2019-07-11,1066600.0
2019-09-13,1090300.0
2019-11-14,1107000.0
2020-04-20,1274700.0
2020-02-04,944100.0
2020-04-23,1353100.0
2018-12-14,902300.0
