Dates,AKAM
2019-08-27,817900.0
2018-08-08,1004900.0
2018-10-11,845800.0
2018-11-12,851400.0
2019-07-26,922700.0
2019-06-24,852100.0
2019-05-23,1020200.0
2019-03-20,820300.0
2019-01-15,1055600.0
2019-11-20,915900.0
2020-02-07,776300.0
2020-02-10,1242700.0
2020-04-29,1387100.0
2019-11-26,1834300.0
2020-02-13,4497900.0
2019-01-30,1914100.0
2018-08-23,1053200.0
2018-09-24,1527500.0
2018-11-27,1274700.0
2018-10-26,1474100.0
2019-07-09,1132100.0
2019-06-07,1514100.0
2019-05-06,1293900.0
2019-04-04,1635200.0
2019-09-11,1706300.0
2019-11-29,3279700.0
2020-05-05,1726600.0
2019-12-02,2616300.0
2020-02-19,1507100.0
2020-05-08,1903700.0
2019-05-21,2097200.0
2019-03-18,1898000.0
2018-09-07,2058700.0
2018-08-06,2531000.0
2018-10-09,3202300.0
2019-02-14,2820400.0
2018-12-12,2789800.0
2019-07-24,3271900.0
2019-09-26,4423200.0
2019-10-28,2966800.0
2019-12-05,3468700.0
2020-05-11,3185100.0
2019-07-03,2369800.0
2020-02-25,2704000.0
2020-05-14,2919700.0
2020-02-28,2736600.0
2019-08-08,2335500.0
2019-06-05,1740900.0
2018-07-20,2357800.0
2018-08-21,2028100.0
2018-10-24,2035500.0
2019-04-02,2191600.0
2019-03-01,2308700.0
2019-01-28,1477500.0
2018-12-27,2036600.0
2019-09-09,2018100.0
2020-03-02,2101600.0
2020-05-20,1989600.0
2019-12-17,3617100.0
2020-03-05,3013500.0
2019-02-12,2305000.0
2019-01-11,1462600.0
2018-12-10,1664000.0
2019-08-23,2273000.0
2018-11-08,2293600.0
2019-07-22,2227900.0
2019-06-20,2975400.0
2018-09-05,10771700.0
2019-04-17,3495800.0
2019-09-24,1913800.0
2019-12-20,1929700.0
2020-05-26,1941900.0
2019-04-30,1566600.0
2019-12-23,1905100.0
2020-03-11,1213300.0
2020-05-29,1360300.0
2019-12-26,2804000.0
2020-06-01,2321200.0
2019-05-02,1765000.0
2019-02-27,3004200.0
2018-11-23,1783400.0
2019-08-06,1247900.0
2018-07-18,1665700.0
2018-09-20,1604600.0
2018-10-22,1177900.0
2019-07-05,1523100.0
2019-06-03,1569400.0
2019-10-09,1742000.0
2019-10-11,6083200.0
2020-03-17,1695600.0
2020-06-04,2047500.0
2019-10-14,1961300.0
2020-03-20,1932800.0
2018-11-06,2962800.0
2019-06-18,1686300.0
2019-05-17,1201800.0
2019-04-15,1414200.0
2019-03-14,1574100.0
2019-01-09,1501600.0
2018-08-02,1593300.0
2018-10-05,2411300.0
2019-08-21,1886400.0
2019-10-17,1368300.0
2020-03-23,2841500.0
2020-06-10,1301800.0
2019-02-25,1643900.0
2020-01-07,2147800.0
2020-03-26,2133700.0
2019-10-23,4123600.0
