Dates,AKAM
2018-06-20,81.75
2018-06-21,81.37000274658203
2018-06-25,79.72000122070312
2018-06-22,77.51000213623047
2018-06-26,73.4800033569336
2018-06-27,72.43000030517578
2018-06-28,71.0199966430664
2018-06-29,72.08999633789062
2018-07-02,72.19000244140625
2018-07-03,73.88999938964844
2018-07-05,73.44999694824219
2018-07-16,74.02999877929688
2018-09-18,75.2699966430664
2019-01-24,75.25
2019-09-05,74.58999633789062
2018-11-21,76.5199966430664
2020-01-13,76.20999908447266
2020-04-01,77.30999755859375
2020-06-19,77.19999694824219
2019-10-29,78.01000213623047
2020-01-16,77.7300033569336
2020-06-22,78.05000305175781
2018-10-03,78.12000274658203
2018-07-31,79.02999877929688
2019-03-12,78.5199966430664
2019-02-08,79.4000015258789
2019-01-07,79.19000244140625
2018-12-06,75.16000366210938
2019-08-19,74.70999908447266
2019-07-18,69.37999725341797
2019-05-15,70.0999984741211
2019-09-20,73.91999816894531
2019-11-01,74.54000091552734
2020-04-07,74.30999755859375
2020-06-25,75.13999938964844
2020-06-16,76.45999908447266
2019-11-04,74.58000183105469
2020-01-22,71.93000030517578
2019-11-07,71.75
2020-04-13,70.80999755859375
2019-07-01,71.11000061035156
2019-05-30,70.9000015258789
2018-08-15,71.5199966430664
2018-10-18,72.51000213623047
2019-03-27,72.75
2019-01-22,72.36000061035156
2018-12-21,73.0199966430664
2019-09-03,73.66999816894531
2018-11-19,74.37000274658203
2019-08-02,74.02999877929688
2020-01-28,74.4000015258789
2020-04-16,74.41999816894531
2019-11-13,74.19000244140625
2020-01-31,73.08000183105469
2018-12-04,73.38999938964844
2018-11-02,73.1500015258789
2019-07-16,75.68000030517578
2018-08-30,76.23999786376953
2018-10-01,75.68000030517578
2019-06-14,75.66999816894531
2019-05-13,75.0199966430664
2019-04-11,74.1500015258789
2019-02-06,74.13999938964844
2019-09-18,73.44000244140625
2020-02-03,73.6500015258789
2020-04-22,73.41999816894531
2019-11-19,72.2699966430664
2020-02-06,72.75
2019-11-22,72.3499984741211
2019-03-25,72.3499984741211
2019-02-21,72.27999877929688
2018-12-19,71.29000091552734
2018-07-12,69.05999755859375
2018-09-14,69.4800033569336
2018-08-13,66.08999633789062
2018-10-16,65.4000015258789
2019-07-31,64.48999786376953
2019-05-28,64.79000091552734
2019-04-26,62.45000076293945
2020-04-28,61.34000015258789
2019-11-25,61.790000915527344
2020-02-12,62.2400016784668
2020-05-01,63.43000030517578
2020-05-04,64.83999633789062
2019-06-12,64.19000244140625
2019-04-09,64.0
2019-03-08,64.08999633789062
2019-02-04,63.33000183105469
2018-07-27,62.20000076293945
2018-08-28,62.68000030517578
2019-01-03,61.4900016784668
2019-08-15,60.959999084472656
2018-10-31,68.56999969482422
2019-09-16,72.13999938964844
2020-02-18,70.79000091552734
2020-05-07,71.11000061035156
2018-08-17,68.0999984741211
2019-12-04,68.5999984741211
2020-02-21,70.12999725341797
2018-12-17,71.19999694824219
2019-08-30,69.97000122070312
2018-11-15,68.93000030517578
2019-07-29,68.77999877929688
2019-06-27,68.04000091552734
2019-04-24,67.66000366210938
2018-07-10,68.75
2018-09-12,67.98999786376953
2019-02-19,66.0
2019-01-18,67.16999816894531
2020-02-24,67.0
2020-05-13,67.44000244140625
2019-12-10,67.06999969482422
2020-02-27,67.91000366210938
2019-12-13,67.72000122070312
2020-05-19,68.05000305175781
2019-03-06,68.98999786376953
2018-11-30,68.13999938964844
2019-08-13,67.01000213623047
2019-07-12,66.16000366210938
2019-06-10,66.06999969482422
2019-05-09,66.72000122070312
2018-07-25,67.83000183105469
2018-09-27,66.48999786376953
2018-10-29,65.05000305175781
2019-10-16,63.25
2019-12-16,63.70000076293945
2020-03-04,62.290000915527344
2020-05-22,61.36000061035156
2019-10-01,59.459999084472656
2019-12-19,58.33000183105469
2018-09-10,58.4900016784668
2019-05-24,59.5
2018-08-09,60.81999969482422
2019-04-22,60.349998474121094
2019-03-21,57.529998779296875
2019-01-16,57.18000030517578
2019-08-28,58.18000030517578
2018-11-13,59.36000061035156
2018-10-12,61.060001373291016
2019-06-25,62.310001373291016
