Dates,AKAM
2018-06-20,82.30000305175781
2018-06-21,81.69000244140625
2018-06-25,80.31999969482422
2018-06-22,77.6500015258789
2018-06-26,75.72000122070312
2018-06-27,72.45999908447266
2018-06-28,72.4800033569336
2018-06-29,73.2300033569336
2018-07-02,74.44000244140625
2018-07-03,74.2300033569336
2018-07-05,74.33999633789062
2018-07-16,75.16999816894531
2018-09-18,76.2300033569336
2019-01-24,75.83000183105469
2019-09-05,76.48999786376953
2018-11-21,77.66999816894531
2020-01-13,77.31999969482422
2020-04-01,77.68000030517578
2020-06-19,78.62999725341797
2019-10-29,78.12000274658203
2020-01-16,78.23999786376953
2020-06-22,78.91000366210938
2018-10-03,79.75
2018-07-31,79.22000122070312
2019-03-12,80.12999725341797
2019-02-08,80.7300033569336
2019-01-07,79.63999938964844
2018-12-06,75.29000091552734
2019-08-19,75.26000213623047
2019-07-18,71.62999725341797
2019-05-15,74.27999877929688
2019-09-20,74.61000061035156
2019-11-01,75.31999969482422
2020-04-07,75.66999816894531
2020-06-25,76.62000274658203
2020-06-16,76.83999633789062
2019-11-04,74.66000366210938
2020-01-22,72.0
2019-11-07,72.19999694824219
2020-04-13,71.69000244140625
2019-07-01,71.38999938964844
2019-05-30,71.44000244140625
2018-08-15,72.51000213623047
2018-10-18,72.77999877929688
2019-03-27,73.11000061035156
2019-01-22,73.06999969482422
2018-12-21,73.4000015258789
2019-09-03,74.51000213623047
2018-11-19,74.44999694824219
2019-08-02,75.2300033569336
2020-01-28,74.70999908447266
2020-04-16,75.13999938964844
2019-11-13,74.73999786376953
2020-01-31,73.69000244140625
2018-12-04,74.27999877929688
2018-11-02,74.51000213623047
2019-07-16,76.75
2018-08-30,76.9000015258789
2018-10-01,76.01000213623047
2019-06-14,76.16000366210938
2019-05-13,75.80000305175781
2019-04-11,74.27999877929688
2019-02-06,74.33000183105469
2019-09-18,73.73999786376953
2020-02-03,74.16999816894531
2020-04-22,73.5
2019-11-19,72.87000274658203
2020-02-06,72.83000183105469
2019-11-22,72.51000213623047
2019-03-25,72.41000366210938
2019-02-21,73.1500015258789
2018-12-19,71.52999877929688
2018-07-12,69.41000366210938
2018-09-14,69.79000091552734
2018-08-13,66.31999969482422
2018-10-16,66.23999786376953
2019-07-31,65.37999725341797
2019-05-28,64.93000030517578
2019-04-26,62.5
2020-04-28,61.34000015258789
2019-11-25,63.0
2020-02-12,63.29999923706055
2020-05-01,65.19999694824219
2020-05-04,65.69000244140625
2019-06-12,64.5
2019-04-09,64.23999786376953
2019-03-08,65.18000030517578
2019-02-04,64.22000122070312
2018-07-27,62.279998779296875
2018-08-28,63.290000915527344
2019-01-03,61.970001220703125
2019-08-15,62.04999923706055
2018-10-31,72.55000305175781
2019-09-16,72.25
2020-02-18,72.29000091552734
2020-05-07,71.76000213623047
2018-08-17,68.94999694824219
2019-12-04,69.83000183105469
2020-02-21,71.55000305175781
2018-12-17,72.18000030517578
2019-08-30,70.94000244140625
2018-11-15,69.08000183105469
2019-07-29,69.19000244140625
2019-06-27,68.41000366210938
2019-04-24,69.45999908447266
2018-07-10,69.87000274658203
2018-09-12,68.2699966430664
2019-02-19,66.66999816894531
2019-01-18,67.87999725341797
2020-02-24,67.79000091552734
2020-05-13,68.4000015258789
2019-12-10,67.56999969482422
2020-02-27,69.5999984741211
2019-12-13,68.11000061035156
2020-05-19,68.75
2019-03-06,70.23999786376953
2018-11-30,68.70999908447266
2019-08-13,69.0199966430664
2019-07-12,66.6500015258789
2019-06-10,67.27999877929688
2019-05-09,67.41999816894531
2018-07-25,68.02999877929688
2018-09-27,67.25
2018-10-29,65.0999984741211
2019-10-16,64.20999908447266
2019-12-16,64.3499984741211
2020-03-04,63.02000045776367
2020-05-22,62.29999923706055
2019-10-01,59.79999923706055
2019-12-19,58.33000183105469
2018-09-10,60.97999954223633
2019-05-24,61.650001525878906
2018-08-09,61.04999923706055
2019-04-22,61.08000183105469
2019-03-21,59.0099983215332
2019-01-16,57.70000076293945
2019-08-28,59.380001068115234
2018-11-13,61.2400016784668
2018-10-12,62.45000076293945
2019-06-25,63.2599983215332
2020-03-10,63.130001068115234
2020-05-28,63.099998474121094
2019-10-07,62.689998626708984
2020-03-13,63.439998626708984
2019-10-10,63.81999969482422
2020-03-16,64.83000183105469
2020-06-03,65.79000091552734
2018-11-28,64.51000213623047
2018-09-25,64.3499984741211
2018-07-23,64.56999969482422
2018-08-24,65.44000244140625
2019-07-10,65.0
2019-05-07,64.16999816894531
2019-04-05,64.69000244140625
2019-03-04,65.0999984741211
2019-01-31,65.5199966430664
2019-09-12,67.04000091552734
2019-12-31,68.16999816894531
2020-03-19,67.51000213623047
2020-01-03,66.58999633789062
2020-06-09,67.08999633789062
2019-02-15,68.51000213623047
2019-01-14,69.33000183105469
2018-07-06,70.37000274658203
2018-08-07,70.77999877929688
2018-10-10,70.08999633789062
2018-12-13,70.47000122070312
2019-08-26,69.83000183105469
2019-07-25,68.81999969482422
2019-05-22,69.86000061035156
2019-03-19,69.54000091552734
2020-01-06,69.5999984741211
2020-03-25,69.27999877929688
2020-06-12,69.66000366210938
2019-10-22,71.08999633789062
2020-01-09,70.29000091552734
2020-06-15,70.55000305175781
