Dates,AKAM
2018-06-20,82.9800033569336
2018-06-21,83.08000183105469
2018-06-25,81.8499984741211
2018-06-22,79.5999984741211
2018-06-26,76.0999984741211
2018-06-27,76.13999938964844
2018-06-28,72.97000122070312
2018-06-29,74.01000213623047
2018-07-02,74.5199966430664
2018-07-03,75.0
2018-07-05,74.58000183105469
2018-07-16,75.33000183105469
2018-09-18,76.37999725341797
2019-01-24,76.31999969482422
2019-09-05,76.51000213623047
2018-11-21,77.7300033569336
2020-01-13,77.37999725341797
2020-04-01,78.05999755859375
2020-06-19,78.77999877929688
2019-10-29,78.83000183105469
2020-01-16,78.37000274658203
2020-06-22,79.18000030517578
2018-10-03,79.80000305175781
2018-07-31,80.0
2019-03-12,80.76000213623047
2019-02-08,80.79000091552734
2019-01-07,81.23999786376953
2018-12-06,79.51000213623047
2019-08-19,75.98999786376953
2019-07-18,72.0
2019-05-15,74.4800033569336
2019-09-20,75.0
2019-11-01,75.51000213623047
2020-04-07,75.87999725341797
2020-06-25,76.88999938964844
2020-06-16,77.58000183105469
2019-11-04,76.87000274658203
2020-01-22,73.54000091552734
2019-11-07,72.79000091552734
2020-04-13,72.55999755859375
2019-07-01,72.5199966430664
2019-05-30,71.61000061035156
2018-08-15,72.73999786376953
2018-10-18,73.33999633789062
2019-03-27,73.47000122070312
2019-01-22,73.58999633789062
2018-12-21,73.77999877929688
2019-09-03,74.55000305175781
2018-11-19,75.29000091552734
2019-08-02,75.36000061035156
2020-01-28,75.2300033569336
2020-04-16,75.25
2019-11-13,74.81999969482422
2020-01-31,74.52999877929688
2018-12-04,74.54000091552734
2018-11-02,74.87999725341797
2019-07-16,77.12999725341797
2018-08-30,77.3499984741211
2018-10-01,76.94000244140625
2019-06-14,76.83999633789062
2019-05-13,76.30000305175781
2019-04-11,75.98999786376953
2019-02-06,75.38999938964844
2019-09-18,74.86000061035156
2020-02-03,74.41999816894531
2020-04-22,74.6500015258789
2019-11-19,73.41000366210938
2020-02-06,73.5
2019-11-22,73.45999908447266
2019-03-25,73.16999816894531
2019-02-21,73.18000030517578
2018-12-19,73.38999938964844
2018-07-12,71.33000183105469
2018-09-14,70.26000213623047
2018-08-13,68.8499984741211
