Dates,PVH
2018-06-20,160.4499969482422
2018-06-21,157.13999938964844
2018-06-25,155.22999572753906
2018-06-22,150.6999969482422
2018-06-26,151.5
2018-06-27,153.41000366210938
2018-06-28,150.6300048828125
2018-06-29,152.22999572753906
2018-07-02,148.2899932861328
2018-07-03,148.52999877929688
2018-07-05,146.91000366210938
2018-07-16,145.64999389648438
2018-09-18,146.49000549316406
2019-01-24,149.9199981689453
2019-09-05,149.8000030517578
2018-11-21,148.42999267578125
2020-01-13,148.1199951171875
2020-04-01,148.49000549316406
2020-06-19,148.25
2019-10-29,150.7899932861328
2020-01-16,151.8300018310547
2020-06-22,154.0
2018-10-03,155.3699951171875
2018-07-31,155.27999877929688
2019-03-12,153.5500030517578
2019-02-08,157.3699951171875
2019-01-07,157.60000610351562
2018-12-06,153.52999877929688
2019-08-19,155.0
2019-07-18,152.91000366210938
2019-05-15,149.16000366210938
2019-09-20,150.7100067138672
2019-11-01,150.47000122070312
2020-04-07,152.72999572753906
2020-06-25,154.17999267578125
2020-06-16,154.1300048828125
2019-11-04,154.9499969482422
2020-01-22,154.49000549316406
2019-11-07,152.9199981689453
2020-04-13,153.3800048828125
2019-07-01,149.02000427246094
2019-05-30,148.58999633789062
2018-08-15,150.27999877929688
2018-10-18,152.22000122070312
2019-03-27,152.1300048828125
2019-01-22,154.4199981689453
2018-12-21,153.8800048828125
2019-09-03,155.6199951171875
2018-11-19,155.33999633789062
2019-08-02,155.27999877929688
2020-01-28,156.0
2020-04-16,142.2899932861328
2019-11-13,142.35000610351562
2020-01-31,136.27999877929688
2018-12-04,137.72999572753906
2018-11-02,135.5399932861328
2019-07-16,132.8300018310547
2018-08-30,136.35000610351562
2018-10-01,138.2100067138672
2019-06-14,140.16000366210938
2019-05-13,139.99000549316406
2019-04-11,139.11000061035156
2019-02-06,138.69000244140625
2019-09-18,138.52999877929688
2020-02-03,141.2100067138672
2020-04-22,143.69000244140625
2019-11-19,140.97999572753906
2020-02-06,140.44000244140625
2019-11-22,140.7899932861328
2019-03-25,142.72999572753906
2019-02-21,143.38999938964844
2018-12-19,144.5
2018-07-12,141.16000366210938
2018-09-14,137.5800018310547
2018-08-13,138.08999633789062
2018-10-16,134.58999633789062
2019-07-31,132.35000610351562
2019-05-28,133.77999877929688
2019-04-26,133.80999755859375
2020-04-28,124.5
2019-11-25,126.69000244140625
2020-02-12,125.48999786376953
2020-05-01,127.62000274658203
2020-05-04,129.67999267578125
2019-06-12,127.6500015258789
2019-04-09,126.37000274658203
2019-03-08,121.63999938964844
2019-02-04,119.5999984741211
2018-07-27,120.69000244140625
2018-08-28,119.8499984741211
2019-01-03,119.29000091552734
2019-08-15,120.23999786376953
2018-10-31,119.43000030517578
2019-09-16,119.69999694824219
2020-02-18,120.63999938964844
2020-05-07,126.98999786376953
2018-08-17,126.5199966430664
2019-12-04,126.31999969482422
2020-02-21,124.91000366210938
2018-12-17,123.91999816894531
2019-08-30,126.02999877929688
2018-11-15,121.70999908447266
2019-07-29,120.75
2019-06-27,122.44000244140625
2019-04-24,119.41000366210938
2018-07-10,116.38999938964844
2018-09-12,114.91999816894531
2019-02-19,108.12000274658203
2019-01-18,109.0
2020-02-24,110.79000091552734
2020-05-13,111.33999633789062
2019-12-10,111.0
2020-02-27,110.30999755859375
2019-12-13,110.91000366210938
2020-05-19,109.11000061035156
2019-03-06,113.29000091552734
2018-11-30,113.97000122070312
2019-08-13,105.75
2019-07-12,106.04000091552734
2019-06-10,102.44000244140625
2019-05-09,101.83999633789062
2018-07-25,100.2699966430664
2018-09-27,98.91000366210938
2018-10-29,93.37999725341797
2019-10-16,92.04000091552734
2019-12-16,92.11000061035156
2020-03-04,92.91000366210938
2020-05-22,91.6500015258789
2019-10-01,90.91999816894531
2019-12-19,88.1500015258789
2018-09-10,86.94999694824219
2019-05-24,90.58000183105469
2018-08-09,92.30999755859375
2019-04-22,92.55000305175781
2019-03-21,91.25
2019-01-16,92.97000122070312
2019-08-28,92.20999908447266
2018-11-13,96.0999984741211
2018-10-12,100.37999725341797
2019-06-25,102.87000274658203
2020-03-10,97.76000213623047
2020-05-28,105.5999984741211
2019-10-07,104.76000213623047
2020-03-13,105.0
2019-10-10,104.4800033569336
2020-03-16,103.73999786376953
2020-06-03,109.5999984741211
2018-11-28,108.5999984741211
2018-09-25,106.16000366210938
2018-07-23,104.20999908447266
2018-08-24,107.4800033569336
2019-07-10,106.95999908447266
2019-05-07,108.41999816894531
2019-04-05,109.05000305175781
2019-03-04,110.37999725341797
2019-01-31,109.5
2019-09-12,108.79000091552734
2019-12-31,110.48999786376953
2020-03-19,112.1500015258789
2020-01-03,111.3499984741211
2020-06-09,109.86000061035156
2019-02-15,111.30000305175781
2019-01-14,113.23999786376953
2018-07-06,114.5999984741211
2018-08-07,111.20999908447266
2018-10-10,113.54000091552734
2018-12-13,112.95999908447266
2019-08-26,113.06999969482422
2019-07-25,113.91000366210938
2019-05-22,116.0199966430664
2019-03-19,118.8499984741211
2020-01-06,115.80999755859375
2020-03-25,115.44999694824219
2020-06-12,116.13999938964844
2019-10-22,116.37000274658203
2020-01-09,115.33000183105469
2020-06-15,112.4800033569336
2019-10-25,111.45999908447266
2020-03-31,109.73999786376953
2020-06-18,109.23999786376953
2019-04-03,110.83999633789062
2018-08-22,112.30999755859375
2018-10-25,112.45999908447266
2019-01-29,113.0
2018-12-28,112.7699966430664
2018-11-26,110.5199966430664
2019-08-09,111.73999786376953
2019-07-08,109.77999877929688
2019-06-06,106.87999725341797
2019-09-10,108.2699966430664
2020-01-15,107.1500015258789
2020-04-03,110.33999633789062
2019-10-31,110.47000122070312
2020-04-06,125.16000366210938
2020-06-24,127.93000030517578
2018-11-09,123.22000122070312
2019-07-23,125.20999908447266
2019-06-21,125.0
2019-05-20,124.44999694824219
2019-04-18,128.32000732421875
2018-09-06,126.83000183105469
2018-10-08,128.88999938964844
2019-02-13,126.76000213623047
2018-12-11,127.04000091552734
2019-09-25,127.37000274658203
2020-01-21,129.16000366210938
2020-04-09,128.7899932861328
2019-11-06,130.38999938964844
2020-01-24,132.47000122070312
2020-01-27,132.0
2020-04-15,131.41000366210938
2018-12-26,132.08999633789062
2019-08-07,132.4499969482422
2019-06-04,130.02000427246094
2018-09-21,130.55999755859375
2018-07-19,130.19000244140625
2018-08-20,129.63999938964844
2018-10-23,128.61000061035156
2019-05-03,128.10000610351562
2019-04-01,124.63999938964844
2019-02-28,123.0
2019-11-12,121.54000091552734
2020-01-30,121.12000274658203
2019-11-15,120.13999938964844
2020-04-21,116.26000213623047
2019-04-16,112.83000183105469
2019-03-15,111.76000213623047
2019-02-11,110.97000122070312
2019-01-10,109.47000122070312
2019-08-22,107.61000061035156
2018-11-07,106.43000030517578
2018-08-03,109.55000305175781
2018-09-04,108.70999908447266
2019-06-19,107.77999877929688
2019-09-23,106.76000213623047
2019-11-18,104.0
2020-02-05,89.98999786376953
2020-04-24,82.83999633789062
2019-03-29,84.63999938964844
2019-11-21,89.26000213623047
2020-04-27,91.69000244140625
2020-02-11,88.94999694824219
2020-04-30,87.87999725341797
2019-05-01,88.52999877929688
2019-02-26,90.44999694824219
2019-01-25,88.43000030517578
2018-12-24,88.2300033569336
2019-09-06,89.4000015258789
2018-07-17,87.70999908447266
2018-09-19,89.11000061035156
2019-08-05,89.7300033569336
2019-10-08,89.1500015258789
2019-12-11,90.5
2019-11-27,92.83999633789062
2020-02-14,92.4800033569336
2020-05-06,91.80999755859375
2019-01-08,94.94000244140625
2018-12-07,93.11000061035156
2019-08-20,97.22000122070312
2018-11-05,95.16999816894531
2019-07-19,94.12999725341797
2018-10-04,93.87999725341797
2019-06-17,92.31999969482422
2019-05-16,91.75
2018-08-01,90.30999755859375
2019-03-13,87.70999908447266
2019-12-03,88.66000366210938
2020-02-20,89.76000213623047
2019-12-06,90.76000213623047
2020-05-12,88.16000366210938
2019-12-09,89.5199966430664
