Dates,PVH
2018-06-20,160.74000549316406
2018-06-21,157.50999450683594
2018-06-25,155.24000549316406
2018-06-22,150.97999572753906
2018-06-26,155.0
2018-06-27,155.66000366210938
2018-06-28,151.97999572753906
2018-06-29,154.75999450683594
2018-07-02,148.6699981689453
2018-07-03,148.9499969482422
2018-07-05,147.32000732421875
2018-07-16,147.66000366210938
2018-09-18,150.11000061035156
2019-01-24,151.47999572753906
2019-09-05,149.99000549316406
2018-11-21,148.9600067138672
2020-01-13,149.86000061035156
2020-04-01,149.44000244140625
2020-06-19,152.32000732421875
2019-10-29,152.1199951171875
2020-01-16,154.24000549316406
2020-06-22,156.39999389648438
2018-10-03,156.5800018310547
2018-07-31,156.3699951171875
2019-03-12,157.0399932861328
2019-02-08,159.83999633789062
2019-01-07,158.02999877929688
2018-12-06,154.1699981689453
2019-08-19,155.85000610351562
2019-07-18,154.41000366210938
2019-05-15,150.86000061035156
2019-09-20,151.69000244140625
2019-11-01,152.6699981689453
2020-04-07,154.1699981689453
2020-06-25,154.97999572753906
2020-06-16,157.6300048828125
2019-11-04,155.97999572753906
2020-01-22,154.5
2019-11-07,154.2100067138672
2020-04-13,153.3800048828125
2019-07-01,149.75999450683594
2019-05-30,150.08999633789062
2018-08-15,151.77000427246094
2018-10-18,153.99000549316406
2019-03-27,156.33999633789062
2019-01-22,156.08999633789062
2018-12-21,154.83999633789062
2019-09-03,156.58999633789062
2018-11-19,157.1999969482422
2019-08-02,157.11000061035156
2020-01-28,156.47000122070312
2020-04-16,144.30999755859375
2019-11-13,143.0800018310547
2020-01-31,137.27999877929688
2018-12-04,140.4600067138672
2018-11-02,136.07000732421875
2019-07-16,136.82000732421875
2018-08-30,138.42999267578125
2018-10-01,139.85000610351562
2019-06-14,141.5500030517578
2019-05-13,140.83999633789062
2019-04-11,139.6999969482422
2019-02-06,139.58999633789062
2019-09-18,139.1199951171875
2020-02-03,142.9199981689453
2020-04-22,143.69000244140625
2019-11-19,141.6999969482422
2020-02-06,140.4600067138672
2019-11-22,144.30999755859375
2019-03-25,144.72999572753906
2019-02-21,144.72999572753906
2018-12-19,145.25
2018-07-12,141.72000122070312
2018-09-14,139.89999389648438
2018-08-13,138.6199951171875
2018-10-16,135.02999877929688
2019-07-31,134.86000061035156
2019-05-28,136.3000030517578
2019-04-26,133.80999755859375
2020-04-28,127.80999755859375
2019-11-25,127.5999984741211
2020-02-12,127.75
2020-05-01,130.02000427246094
2020-05-04,130.9199981689453
2019-06-12,128.80999755859375
2019-04-09,126.94000244140625
2019-03-08,122.29000091552734
2019-02-04,120.9800033569336
2018-07-27,124.0
2018-08-28,121.77999877929688
2019-01-03,121.05000305175781
2019-08-15,122.06999969482422
2018-10-31,121.08999633789062
2019-09-16,123.27999877929688
2020-02-18,126.3499984741211
2020-05-07,128.72999572753906
2018-08-17,127.55000305175781
2019-12-04,126.63999938964844
2020-02-21,124.91000366210938
2018-12-17,126.94000244140625
2019-08-30,126.2699966430664
2018-11-15,123.63999938964844
2019-07-29,122.69999694824219
2019-06-27,124.94999694824219
2019-04-24,120.44999694824219
2018-07-10,116.38999938964844
2018-09-12,115.52999877929688
2019-02-19,109.5199966430664
2019-01-18,112.04000091552734
2020-02-24,111.44000244140625
2020-05-13,113.4000015258789
2019-12-10,112.0
2020-02-27,111.79000091552734
2019-12-13,112.0
2020-05-19,115.36000061035156
2019-03-06,116.88999938964844
2018-11-30,115.48999786376953
2019-08-13,106.7300033569336
2019-07-12,107.77999877929688
2019-06-10,103.16999816894531
2019-05-09,103.0
2018-07-25,100.86000061035156
2018-09-27,99.30999755859375
2018-10-29,96.27999877929688
2019-10-16,94.33999633789062
2019-12-16,94.43000030517578
2020-03-04,94.27999877929688
2020-05-22,92.81999969482422
2019-10-01,92.9800033569336
2019-12-19,88.7699966430664
2018-09-10,92.20999908447266
2019-05-24,91.86000061035156
2018-08-09,93.86000061035156
2019-04-22,93.5199966430664
2019-03-21,94.31999969482422
2019-01-16,92.97000122070312
2019-08-28,95.4000015258789
2018-11-13,99.80999755859375
2018-10-12,101.95999908447266
2019-06-25,103.33999633789062
2020-03-10,99.95999908447266
2020-05-28,107.63999938964844
2019-10-07,105.41999816894531
2020-03-13,105.16000366210938
2019-10-10,105.9800033569336
2020-03-16,108.04000091552734
2020-06-03,110.83999633789062
2018-11-28,109.45999908447266
2018-09-25,106.23999786376953
2018-07-23,106.08999633789062
2018-08-24,108.9800033569336
2019-07-10,108.48999786376953
2019-05-07,108.87000274658203
2019-04-05,110.37999725341797
2019-03-04,110.43000030517578
2019-01-31,109.68000030517578
2019-09-12,109.25
2019-12-31,112.97000122070312
2020-03-19,112.48999786376953
2020-01-03,111.83999633789062
2020-06-09,110.91000366210938
2019-02-15,113.44999694824219
2019-01-14,114.83000183105469
2018-07-06,114.91999816894531
2018-08-07,112.7300033569336
2018-10-10,114.33999633789062
2018-12-13,113.37999725341797
2019-08-26,114.66000366210938
2019-07-25,115.38999938964844
2019-05-22,117.69999694824219
2019-03-19,118.93000030517578
2020-01-06,117.68000030517578
2020-03-25,116.83999633789062
2020-06-12,116.13999938964844
2019-10-22,118.43000030517578
2020-01-09,115.51000213623047
2020-06-15,112.5
2019-10-25,111.75
2020-03-31,110.52999877929688
2020-06-18,110.3499984741211
2019-04-03,112.02999877929688
2018-08-22,112.37999725341797
2018-10-25,114.01000213623047
2019-01-29,113.22000122070312
2018-12-28,113.0999984741211
2018-11-26,111.5199966430664
2019-08-09,111.94999694824219
2019-07-08,110.36000061035156
2019-06-06,108.79000091552734
2019-09-10,108.5999984741211
2020-01-15,109.66000366210938
