Dates,MAS
2018-06-20,38.060001373291016
2018-06-21,38.31999969482422
2018-06-25,37.90999984741211
2018-06-22,37.88999938964844
2018-06-26,38.029998779296875
2018-06-27,38.11000061035156
2018-06-28,37.220001220703125
2018-06-29,37.349998474121094
2018-07-02,37.13999938964844
2018-07-03,37.4900016784668
2018-07-05,37.279998779296875
2018-07-16,38.0
2018-09-18,38.54999923706055
2019-01-24,38.72999954223633
2019-09-05,38.29999923706055
2018-11-21,37.880001068115234
2020-01-13,37.650001525878906
2020-04-01,38.040000915527344
2020-06-19,37.709999084472656
2019-10-29,38.369998931884766
2020-01-16,38.310001373291016
2020-06-22,38.72999954223633
2018-10-03,38.93000030517578
2018-07-31,38.63999938964844
2019-03-12,38.279998779296875
2019-02-08,37.66999816894531
2019-01-07,38.7599983215332
2018-12-06,39.43000030517578
2019-08-19,39.65999984741211
2019-07-18,40.33000183105469
2019-05-15,39.84000015258789
2019-09-20,39.459999084472656
2019-11-01,39.5
2020-04-07,39.939998626708984
2020-06-25,39.689998626708984
2020-06-16,39.290000915527344
2019-11-04,39.0
2020-01-22,38.52000045776367
2019-11-07,37.79999923706055
2020-04-13,38.099998474121094
2019-07-01,38.5
2019-05-30,38.619998931884766
2018-08-15,38.86000061035156
2018-10-18,38.75
2019-03-27,39.209999084472656
2019-01-22,38.88999938964844
2018-12-21,38.7400016784668
2019-09-03,39.060001373291016
2018-11-19,39.099998474121094
2019-08-02,38.97999954223633
2020-01-28,38.68000030517578
2020-04-16,37.9900016784668
2019-11-13,37.7599983215332
2020-01-31,37.790000915527344
2018-12-04,38.02000045776367
2018-11-02,37.7400016784668
2019-07-16,37.900001525878906
2018-08-30,37.86000061035156
2018-10-01,38.0
2019-06-14,38.7599983215332
2019-05-13,38.27000045776367
2019-04-11,38.189998626708984
2019-02-06,38.310001373291016
2019-09-18,38.5
2020-02-03,38.900001525878906
2020-04-22,38.689998626708984
2019-11-19,38.43000030517578
2020-02-06,37.790000915527344
2019-11-22,37.560001373291016
2019-03-25,37.40999984741211
2019-02-21,37.189998626708984
2018-12-19,37.040000915527344
2018-07-12,36.5099983215332
2018-09-14,36.61000061035156
2018-08-13,36.33000183105469
2018-10-16,36.150001525878906
2019-07-31,35.720001220703125
2019-05-28,35.15999984741211
2019-04-26,33.630001068115234
2020-04-28,33.36000061035156
2019-11-25,32.52000045776367
2020-02-12,32.15999984741211
2020-05-01,31.81999969482422
2020-05-04,32.220001220703125
2019-06-12,31.829999923706055
2019-04-09,31.079999923706055
2019-03-08,31.0
2019-02-04,29.8799991607666
2018-07-27,30.850000381469727
2018-08-28,30.09000015258789
2019-01-03,29.0
2019-08-15,28.190000534057617
2018-10-31,27.700000762939453
2019-09-16,29.75
2020-02-18,30.100000381469727
2020-05-07,31.600000381469727
2018-08-17,31.31999969482422
2019-12-04,31.360000610351562
2020-02-21,31.770000457763672
2018-12-17,31.329999923706055
2019-08-30,30.8700008392334
2018-11-15,30.90999984741211
2019-07-29,30.739999771118164
2019-06-27,31.209999084472656
2019-04-24,30.739999771118164
2018-07-10,31.260000228881836
2018-09-12,31.280000686645508
2019-02-19,30.280000686645508
2019-01-18,30.81999969482422
2020-02-24,30.690000534057617
2020-05-13,31.15999984741211
2019-12-10,31.100000381469727
2020-02-27,31.020000457763672
2019-12-13,31.850000381469727
2020-05-19,31.329999923706055
2019-03-06,32.43000030517578
2018-11-30,32.18000030517578
2019-08-13,30.139999389648438
2019-07-12,30.549999237060547
2019-06-10,30.09000015258789
2019-05-09,30.389999389648438
2018-07-25,29.68000030517578
2018-09-27,29.850000381469727
2018-10-29,29.15999984741211
2019-10-16,29.440000534057617
2019-12-16,29.110000610351562
2020-03-04,28.899999618530273
2020-05-22,28.889999389648438
2019-10-01,29.139999389648438
2019-12-19,28.229999542236328
2018-09-10,27.56999969482422
2019-05-24,28.139999389648438
2018-08-09,29.280000686645508
2019-04-22,29.040000915527344
2019-03-21,28.739999771118164
2019-01-16,29.31999969482422
2019-08-28,29.760000228881836
2018-11-13,31.329999923706055
