Dates,MAS
2018-06-20,38.439998626708984
2018-06-21,37.75
2018-06-25,38.040000915527344
2018-06-22,37.84000015258789
2018-06-26,38.08000183105469
2018-06-27,37.38999938964844
2018-06-28,37.13999938964844
2018-06-29,37.41999816894531
2018-07-02,37.290000915527344
2018-07-03,37.20000076293945
2018-07-05,38.02000045776367
2018-07-16,38.41999816894531
2018-09-18,38.72999954223633
2019-01-24,38.58000183105469
2019-09-05,37.709999084472656
2018-11-21,37.70000076293945
2020-01-13,38.0099983215332
2020-04-01,37.689998626708984
2020-06-19,38.29999923706055
2019-10-29,38.459999084472656
2020-01-16,38.97999954223633
2020-06-22,38.9900016784668
2018-10-03,38.59000015258789
2018-07-31,38.5099983215332
2019-03-12,37.880001068115234
2019-02-08,38.65999984741211
2019-01-07,39.38999938964844
2018-12-06,39.470001220703125
2019-08-19,40.33000183105469
2019-07-18,39.970001220703125
2019-05-15,39.38999938964844
2019-09-20,39.5
2019-11-01,39.79999923706055
2020-04-07,39.709999084472656
2020-06-25,39.220001220703125
2020-06-16,39.119998931884766
2019-11-04,38.599998474121094
2020-01-22,37.720001220703125
2019-11-07,38.25
2020-04-13,38.34000015258789
2019-07-01,38.540000915527344
2019-05-30,38.75
2018-08-15,38.65999984741211
2018-10-18,39.25
2019-03-27,38.88999938964844
2019-01-22,38.75
2018-12-21,38.91999816894531
2019-09-03,39.099998474121094
2018-11-19,38.88999938964844
2019-08-02,38.75
2020-01-28,38.16999816894531
2020-04-16,37.970001220703125
2019-11-13,37.7599983215332
2020-01-31,38.119998931884766
2018-12-04,37.91999816894531
2018-11-02,37.72999954223633
2019-07-16,37.83000183105469
2018-08-30,38.06999969482422
2018-10-01,38.630001068115234
2019-06-14,38.22999954223633
2019-05-13,38.189998626708984
2019-04-11,38.31999969482422
2019-02-06,38.5
2019-09-18,38.72999954223633
2020-02-03,38.61000061035156
2020-04-22,38.540000915527344
2019-11-19,37.75
2020-02-06,37.56999969482422
2019-11-22,37.31999969482422
2019-03-25,37.25
2019-02-21,36.599998474121094
2018-12-19,36.290000915527344
2018-07-12,36.5
2018-09-14,36.47999954223633
2018-08-13,36.130001068115234
2018-10-16,35.81999969482422
2019-07-31,35.38999938964844
2019-05-28,33.900001525878906
2019-04-26,33.380001068115234
2020-04-28,32.599998474121094
2019-11-25,32.290000915527344
2020-02-12,32.04999923706055
2020-05-01,32.36000061035156
2020-05-04,31.959999084472656
2019-06-12,31.0
2019-04-09,30.920000076293945
2019-03-08,30.290000915527344
2019-02-04,30.940000534057617
2018-07-27,29.809999465942383
2018-08-28,30.15999984741211
2019-01-03,27.65999984741211
2019-08-15,27.450000762939453
2018-10-31,29.5
2019-09-16,30.0
2020-02-18,31.389999389648438
2020-05-07,31.31999969482422
2018-08-17,31.420000076293945
2019-12-04,31.420000076293945
2020-02-21,31.489999771118164
2018-12-17,31.030000686645508
2019-08-30,31.030000686645508
