Dates,MAS
2018-06-20,37.7599983215332
2018-06-21,37.65999984741211
2018-06-25,37.75
2018-06-22,37.52000045776367
2018-06-26,37.790000915527344
2018-06-27,37.31999969482422
2018-06-28,36.70000076293945
2018-06-29,37.15999984741211
2018-07-02,36.869998931884766
2018-07-03,37.150001525878906
2018-07-05,37.16999816894531
2018-07-16,37.66999816894531
2018-09-18,38.310001373291016
2019-01-24,38.33000183105469
2019-09-05,37.68000030517578
2018-11-21,37.400001525878906
2020-01-13,37.650001525878906
2020-04-01,37.63999938964844
2020-06-19,37.630001068115234
2019-10-29,38.25
2020-01-16,38.310001373291016
2020-06-22,38.59000015258789
2018-10-03,38.540000915527344
2018-07-31,38.209999084472656
2019-03-12,37.369998931884766
2019-02-08,37.369998931884766
2019-01-07,38.75
2018-12-06,39.33000183105469
2019-08-19,38.25
2019-07-18,39.709999084472656
2019-05-15,39.25
2019-09-20,39.130001068115234
2019-11-01,39.43000030517578
2020-04-07,39.709999084472656
2020-06-25,39.189998626708984
2020-06-16,39.09000015258789
2019-11-04,38.2400016784668
2020-01-22,37.52000045776367
2019-11-07,37.72999954223633
2020-04-13,37.47999954223633
2019-07-01,38.189998626708984
2019-05-30,38.5099983215332
2018-08-15,38.52000045776367
2018-10-18,38.75
2019-03-27,38.720001220703125
2019-01-22,38.4900016784668
2018-12-21,38.63999938964844
2019-09-03,39.02000045776367
2018-11-19,38.83000183105469
2019-08-02,38.66999816894531
2020-01-28,38.040000915527344
2020-04-16,37.81999969482422
2019-11-13,37.290000915527344
2020-01-31,37.619998931884766
2018-12-04,37.790000915527344
2018-11-02,37.5099983215332
2019-07-16,37.77000045776367
2018-08-30,37.56999969482422
2018-10-01,37.83000183105469
2019-06-14,38.150001525878906
2019-05-13,37.86000061035156
2019-04-11,38.130001068115234
2019-02-06,37.79999923706055
2019-09-18,38.349998474121094
2020-02-03,38.349998474121094
2020-04-22,38.38999938964844
2019-11-19,37.689998626708984
2020-02-06,37.33000183105469
2019-11-22,37.2400016784668
2019-03-25,37.08000183105469
2019-02-21,36.38999938964844
2018-12-19,35.939998626708984
2018-07-12,36.439998626708984
2018-09-14,36.36000061035156
2018-08-13,35.81999969482422
2018-10-16,35.369998931884766
2019-07-31,35.150001525878906
2019-05-28,33.86000061035156
2019-04-26,33.16999816894531
2020-04-28,32.58000183105469
2019-11-25,31.8799991607666
2020-02-12,32.04999923706055
2020-05-01,31.68000030517578
2020-05-04,31.81999969482422
2019-06-12,30.8799991607666
2019-04-09,30.690000534057617
2019-03-08,30.270000457763672
2019-02-04,29.760000228881836
2018-07-27,29.770000457763672
2018-08-28,30.0
2019-01-03,27.200000762939453
2019-08-15,27.149999618530273
2018-10-31,27.5
2019-09-16,29.450000762939453
2020-02-18,30.06999969482422
2020-05-07,31.079999923706055
2018-08-17,31.09000015258789
2019-12-04,31.18000030517578
2020-02-21,30.8799991607666
2018-12-17,30.8700008392334
2019-08-30,30.799999237060547
2018-11-15,30.469999313354492
2019-07-29,30.700000762939453
2019-06-27,30.81999969482422
2019-04-24,30.479999542236328
2018-07-10,30.780000686645508
2018-09-12,30.639999389648438
2019-02-19,30.110000610351562
2019-01-18,30.6299991607666
2020-02-24,30.579999923706055
2020-05-13,30.799999237060547
2019-12-10,30.93000030517578
2020-02-27,30.360000610351562
2019-12-13,31.020000457763672
2020-05-19,31.170000076293945
2019-03-06,32.04999923706055
2018-11-30,30.6299991607666
2019-08-13,29.889999389648438
2019-07-12,29.959999084472656
2019-06-10,29.520000457763672
2019-05-09,29.270000457763672
2018-07-25,29.610000610351562
2018-09-27,29.290000915527344
2018-10-29,29.09000015258789
2019-10-16,28.739999771118164
2019-12-16,28.780000686645508
2020-03-04,28.8700008392334
2020-05-22,28.56999969482422
2019-10-01,28.290000915527344
2019-12-19,27.530000686645508
2018-09-10,27.030000686645508
2019-05-24,28.010000228881836
2018-08-09,28.790000915527344
2019-04-22,28.709999084472656
2019-03-21,28.6200008392334
2019-01-16,28.65999984741211
2019-08-28,29.540000915527344
2018-11-13,30.68000030517578
2018-10-12,31.329999923706055
2019-06-25,31.469999313354492
2020-03-10,32.18000030517578
2020-05-28,32.16999816894531
2019-10-07,32.18000030517578
2020-03-13,30.889999389648438
2019-10-10,30.68000030517578
2020-03-16,30.479999542236328
2020-06-03,31.809999465942383
2018-11-28,30.780000686645508
2018-09-25,30.479999542236328
2018-07-23,30.8700008392334
2018-08-24,31.600000381469727
2019-07-10,31.139999389648438
2019-05-07,31.579999923706055
2019-04-05,31.649999618530273
2019-03-04,31.899999618530273
2019-01-31,32.41999816894531
2019-09-12,32.95000076293945
2019-12-31,32.97999954223633
2020-03-19,33.099998474121094
2020-01-03,34.38999938964844
2020-06-09,35.209999084472656
2019-02-15,35.91999816894531
2019-01-14,36.40999984741211
2018-07-06,36.83000183105469
2018-08-07,36.779998779296875
2018-10-10,37.22999954223633
2018-12-13,37.13999938964844
2019-08-26,37.459999084472656
2019-07-25,37.439998626708984
2019-05-22,37.619998931884766
2019-03-19,37.869998931884766
