Dates,MAS
2018-06-20,38.630001068115234
2018-06-21,38.5
2018-06-25,38.209999084472656
2018-06-22,38.13999938964844
2018-06-26,38.310001373291016
2018-06-27,38.2599983215332
2018-06-28,37.54999923706055
2018-06-29,37.79999923706055
2018-07-02,37.31999969482422
2018-07-03,37.65999984741211
2018-07-05,38.060001373291016
2018-07-16,38.630001068115234
2018-09-18,38.95000076293945
2019-01-24,38.880001068115234
2019-09-05,38.29999923706055
2018-11-21,37.959999084472656
2020-01-13,38.20000076293945
2020-04-01,38.15999984741211
2020-06-19,38.380001068115234
2019-10-29,38.66999816894531
2020-01-16,39.130001068115234
2020-06-22,39.209999084472656
2018-10-03,38.93000030517578
2018-07-31,38.81999969482422
2019-03-12,38.33000183105469
2019-02-08,38.79999923706055
2019-01-07,39.54999923706055
2018-12-06,39.790000915527344
2019-08-19,40.36000061035156
2019-07-18,40.400001525878906
2019-05-15,39.84000015258789
2019-09-20,39.72999954223633
2019-11-01,39.93000030517578
2020-04-07,40.060001373291016
2020-06-25,39.689998626708984
2020-06-16,39.599998474121094
2019-11-04,39.0
2020-01-22,38.77000045776367
2019-11-07,38.43000030517578
2020-04-13,38.40999984741211
2019-07-01,38.70000076293945
2019-05-30,39.099998474121094
2018-08-15,38.97999954223633
2018-10-18,39.54999923706055
2019-03-27,39.34000015258789
2019-01-22,38.88999938964844
2018-12-21,39.08000183105469
2019-09-03,39.72999954223633
2018-11-19,39.29999923706055
2019-08-02,38.97999954223633
2020-01-28,38.68000030517578
2020-04-16,38.369998931884766
2019-11-13,37.970001220703125
2020-01-31,38.369998931884766
2018-12-04,38.33000183105469
2018-11-02,37.869998931884766
2019-07-16,38.290000915527344
2018-08-30,38.2400016784668
2018-10-01,38.7599983215332
2019-06-14,38.79999923706055
2019-05-13,38.380001068115234
2019-04-11,38.70000076293945
2019-02-06,38.63999938964844
2019-09-18,39.099998474121094
2020-02-03,39.13999938964844
2020-04-22,38.75
2019-11-19,38.59000015258789
2020-02-06,37.79999923706055
2019-11-22,37.779998779296875
2019-03-25,37.58000183105469
2019-02-21,37.27000045776367
2018-12-19,37.04999923706055
2018-07-12,36.939998626708984
2018-09-14,36.77000045776367
2018-08-13,36.33000183105469
2018-10-16,36.27000045776367
2019-07-31,35.83000183105469
2019-05-28,35.220001220703125
2019-04-26,34.060001373291016
2020-04-28,33.560001373291016
2019-11-25,32.790000915527344
2020-02-12,32.470001220703125
2020-05-01,32.59000015258789
2020-05-04,32.22999954223633
2019-06-12,31.8799991607666
2019-04-09,31.469999313354492
2019-03-08,31.010000228881836
2019-02-04,31.190000534057617
2018-07-27,31.290000915527344
2018-08-28,30.549999237060547
2019-01-03,29.479999542236328
2019-08-15,28.719999313354492
2018-10-31,29.770000457763672
2019-09-16,30.299999237060547
2020-02-18,31.690000534057617
2020-05-07,31.90999984741211
2018-08-17,31.729999542236328
2019-12-04,31.969999313354492
2020-02-21,31.8700008392334
2018-12-17,31.579999923706055
2019-08-30,31.440000534057617
2018-11-15,31.170000076293945
2019-07-29,31.6299991607666
2019-06-27,31.649999618530273
2019-04-24,31.850000381469727
2018-07-10,31.56999969482422
2018-09-12,31.510000228881836
2019-02-19,31.219999313354492
2019-01-18,31.290000915527344
2020-02-24,31.18000030517578
2020-05-13,31.450000762939453
2019-12-10,31.450000762939453
2020-02-27,31.950000762939453
2019-12-13,31.989999771118164
2020-05-19,31.719999313354492
2019-03-06,33.099998474121094
2018-11-30,32.43000030517578
2019-08-13,30.600000381469727
2019-07-12,31.190000534057617
2019-06-10,30.469999313354492
2019-05-09,30.639999389648438
2018-07-25,30.020000457763672
2018-09-27,30.049999237060547
2018-10-29,29.780000686645508
2019-10-16,29.719999313354492
2019-12-16,29.520000457763672
2020-03-04,30.100000381469727
2020-05-22,29.520000457763672
2019-10-01,29.850000381469727
2019-12-19,28.459999084472656
2018-09-10,28.56999969482422
2019-05-24,29.149999618530273
2018-08-09,29.75
2019-04-22,29.420000076293945
2019-03-21,29.700000762939453
2019-01-16,29.510000228881836
2019-08-28,30.780000686645508
2018-11-13,31.8799991607666
2018-10-12,32.060001373291016
2019-06-25,32.9900016784668
2020-03-10,32.88999938964844
2020-05-28,32.70000076293945
2019-10-07,32.70000076293945
2020-03-13,31.790000915527344
2019-10-10,31.709999084472656
2020-03-16,31.709999084472656
2020-06-03,32.54999923706055
2018-11-28,31.84000015258789
2018-09-25,31.43000030517578
2018-07-23,31.579999923706055
2018-08-24,32.66999816894531
2019-07-10,32.130001068115234
2019-05-07,32.40999984741211
2019-04-05,32.290000915527344
2019-03-04,32.720001220703125
2019-01-31,33.36000061035156
2019-09-12,33.439998626708984
2019-12-31,33.529998779296875
2020-03-19,33.599998474121094
2020-01-03,35.810001373291016
2020-06-09,35.97999954223633
2019-02-15,36.34000015258789
