Dates,MAS
2018-06-20,37.365604400634766
2018-06-21,36.69489288330078
2018-06-25,36.97677993774414
2018-06-22,36.78237533569336
2018-06-26,37.01566696166992
2018-06-27,36.34494400024414
2018-06-28,36.10193634033203
2018-06-29,36.37411880493164
2018-07-02,36.24774932861328
2018-07-03,36.16026306152344
2018-07-05,36.957340240478516
2018-07-16,37.346160888671875
2018-09-18,37.64750289916992
2019-01-24,37.50169372558594
2019-09-05,36.656005859375
2018-11-21,36.74860763549805
2020-01-13,37.05078125
2020-04-01,36.738861083984375
2020-06-19,37.33346939086914
2019-10-29,37.48942947387695
2020-01-16,37.996315002441406
2020-06-22,38.00606155395508
2018-10-03,37.61614990234375
2018-07-31,37.538169860839844
2019-03-12,36.924072265625
2019-02-08,37.684383392333984
2019-01-07,38.395957946777344
2018-12-06,38.473941802978516
2019-08-19,39.31223678588867
2019-07-18,38.96133041381836
2019-05-15,38.395957946777344
2019-09-20,38.50318908691406
2019-11-01,38.79561233520508
2020-04-07,38.7078857421875
2020-06-25,38.230255126953125
2020-06-16,38.132774353027344
2019-11-04,37.625892639160156
2020-01-22,36.76810073852539
2019-11-07,37.284732818603516
2020-04-13,37.37245559692383
2019-07-01,37.56741714477539
2019-05-30,37.77211380004883
2018-08-15,37.684383392333984
2018-10-18,38.25949478149414
2019-03-27,37.9085807800293
2019-01-22,37.77211380004883
2018-12-21,37.93782043457031
2019-09-03,38.113277435302734
2018-11-19,37.9085807800293
2019-08-02,37.77211380004883
2020-01-28,37.20674514770508
2020-04-16,37.01179504394531
2019-11-13,36.80709457397461
2020-01-31,37.15800857543945
2018-12-04,36.96305465698242
2018-11-02,36.77784729003906
2019-07-16,36.875335693359375
2018-08-30,37.109275817871094
2018-10-01,37.65514373779297
2019-06-14,37.26523971557617
2019-05-13,37.22624206542969
2019-04-11,37.35296630859375
2019-02-06,37.528419494628906
2019-09-18,37.752620697021484
2020-02-03,37.63564682006836
2020-04-22,37.56741714477539
2019-11-19,36.79734802246094
2020-02-06,36.621891021728516
2019-11-22,36.37820053100586
2019-03-25,36.30996322631836
2019-02-21,35.676368713378906
2018-12-19,35.37419509887695
2018-07-12,35.57889175415039
2018-09-14,35.55939483642578
2018-08-13,35.21823501586914
