Dates,EQR
2018-06-20,58.228187561035156
2018-06-21,58.41403579711914
2018-06-25,59.16389846801758
2018-06-22,59.670047760009766
2018-06-26,59.07953643798828
2018-06-27,58.76084518432617
2018-06-28,59.332611083984375
2018-06-29,59.69817352294922
2018-07-02,59.491966247558594
2018-07-03,59.61381149291992
2018-07-05,60.316802978515625
2018-07-16,60.72922897338867
2018-09-18,60.504268646240234
2019-01-24,60.80421829223633
2019-09-05,60.80421829223633
2018-11-21,61.04791259765625
2020-01-13,60.45740509033203
2020-04-01,60.39179611206055
2020-06-19,59.857513427734375
2019-10-29,60.03561019897461
2020-01-16,60.26056671142578
2020-06-22,59.257633209228516
2018-10-03,59.267005920410156
2018-07-31,59.520076751708984
2019-03-12,60.56051254272461
2019-02-08,60.45740509033203
2019-01-07,60.0168571472168
2018-12-06,59.773155212402344
2019-08-19,61.3291130065918
2019-07-18,61.77903366088867
2019-05-15,61.83527374267578
2019-09-20,62.71636199951172
2019-11-01,62.800716400146484
2020-04-07,62.71636199951172
2020-06-25,62.37892532348633
2020-06-16,62.69761276245117
2019-11-04,61.82589340209961
2020-01-22,62.19145202636719
2019-11-07,62.425777435302734
2020-04-13,62.95069122314453
2019-07-01,63.1662712097168
2019-05-30,63.597434997558594
2018-08-15,63.50370788574219
2018-10-18,62.78196334838867
2019-03-27,62.70698928833008
2019-01-22,62.66949462890625
2018-12-21,63.203758239746094
2019-09-03,63.25062561035156
2018-11-19,63.672428131103516
2019-08-02,63.66305160522461
2020-01-28,63.419349670410156
2020-04-16,63.50370788574219
2019-11-13,62.81945037841797
2020-01-31,63.203758239746094
2018-12-04,63.72866439819336
2018-11-02,63.025665283203125
2019-07-16,63.55056381225586
2018-08-30,63.738033294677734
2018-10-01,63.513084411621094
2019-06-14,63.8692512512207
2019-05-13,63.57870101928711
2019-04-11,64.11297607421875
2019-02-06,63.52244567871094
2019-09-18,62.810089111328125
2020-02-03,63.66305160522461
2020-04-22,63.955955505371094
2019-11-19,62.45365905761719
2020-02-06,62.58594512939453
2019-11-22,61.4048957824707
2019-03-25,61.36709976196289
2019-02-21,62.60483932495117
2018-12-19,62.396976470947266
2018-07-12,62.58594512939453
2018-09-14,61.754486083984375
2018-08-13,61.37654495239258
2018-10-16,61.31040573120117
2019-07-31,61.697792053222656
2019-05-28,61.93400192260742
2019-04-26,61.1214485168457
2020-04-28,59.40184020996094
2019-11-25,59.21287536621094
2020-02-12,59.50577163696289
2020-05-01,60.82854080200195
2020-05-04,60.535640716552734
2019-06-12,60.85689163208008
2019-04-09,61.29151916503906
2019-03-08,60.034881591796875
2019-02-04,60.22385025024414
2018-07-27,61.820621490478516
2018-08-28,62.41585922241211
2019-01-03,61.26316833496094
2019-08-15,62.567047119140625
2018-10-31,62.15132141113281
2019-09-16,61.37654495239258
2020-02-18,61.2442741394043
2020-05-07,60.8852424621582
2018-08-17,62.04737854003906
2019-12-04,62.85048294067383
2020-02-21,63.74809265136719
2018-12-17,63.58747100830078
2019-08-30,63.75753402709961
2018-11-15,64.2771987915039
2019-07-29,64.38111877441406
2019-06-27,64.96693420410156
2019-04-24,64.04098510742188
2018-07-10,65.5338363647461
2018-09-12,65.57161712646484
