Dates,EQR
2018-06-20,1518200.0
2018-06-21,1555700.0
2018-06-25,4756400.0
2018-06-22,1804500.0
2018-06-26,1884000.0
2018-06-27,1699100.0
2018-06-28,1834000.0
2018-06-29,3031500.0
2018-07-02,1859100.0
2018-07-03,992300.0
2018-07-05,1719300.0
2018-07-16,1959100.0
2018-09-18,2413300.0
2019-01-24,2185600.0
2019-09-05,1411700.0
2018-11-21,1518100.0
2020-01-13,1229800.0
2020-04-01,1233300.0
2020-06-19,1534400.0
2019-10-29,2125300.0
2020-01-16,1631300.0
2020-06-22,1511600.0
2018-10-03,1445800.0
2018-07-31,2486100.0
2019-03-12,1901600.0
2019-02-08,1700700.0
2019-01-07,1514000.0
2018-12-06,1524100.0
2019-08-19,3097400.0
2019-07-18,2065600.0
2019-05-15,1386700.0
2019-09-20,1314500.0
2019-11-01,1042100.0
2020-04-07,942900.0
2020-06-25,948700.0
2020-06-16,699500.0
2019-11-04,958200.0
2020-01-22,1062300.0
2019-11-07,1178400.0
2020-04-13,1440900.0
2019-07-01,802000.0
2019-05-30,1341500.0
2018-08-15,1112600.0
2018-10-18,1133900.0
2019-03-27,1095200.0
2019-01-22,1023000.0
2018-12-21,1905000.0
2019-09-03,1802800.0
2018-11-19,1379000.0
2019-08-02,1218300.0
2020-01-28,982300.0
2020-04-16,1261200.0
2019-11-13,1475100.0
2020-01-31,1611700.0
2018-12-04,1531600.0
2018-11-02,1228500.0
2019-07-16,1125400.0
2018-08-30,2886000.0
2018-10-01,1463600.0
2019-06-14,1132600.0
2019-05-13,1400200.0
2019-04-11,1640900.0
2019-02-06,1427700.0
2019-09-18,1057000.0
2020-02-03,1027100.0
2020-04-22,3188900.0
2019-11-19,1392500.0
2020-02-06,1466000.0
2019-11-22,2051800.0
2019-03-25,2142800.0
2019-02-21,2580900.0
2018-12-19,1268200.0
2018-07-12,964100.0
2018-09-14,1245900.0
2018-08-13,1098500.0
2018-10-16,1559800.0
2019-07-31,2430600.0
2019-05-28,1661200.0
2019-04-26,1567600.0
2020-04-28,1988600.0
2019-11-25,1736500.0
2020-02-12,1440100.0
2020-05-01,2653100.0
2020-05-04,2265500.0
2019-06-12,1453900.0
2019-04-09,1743000.0
2019-03-08,1558100.0
2019-02-04,2075700.0
2018-07-27,3064300.0
2018-08-28,1626500.0
2019-01-03,2238200.0
2019-08-15,1494500.0
2018-10-31,2052400.0
2019-09-16,3099800.0
2020-02-18,2233800.0
2020-05-07,2228400.0
2018-08-17,1512200.0
2019-12-04,2327200.0
2020-02-21,1681800.0
2018-12-17,872500.0
2019-08-30,1105900.0
2018-11-15,1007300.0
2019-07-29,1215400.0
2019-06-27,2222300.0
2019-04-24,2349900.0
2018-07-10,1785700.0
2018-09-12,1792800.0
2019-02-19,1552200.0
2019-01-18,1327800.0
2020-02-24,377800.0
2020-05-13,1558300.0
2019-12-10,1859600.0
2020-02-27,1730300.0
2019-12-13,1975800.0
2020-05-19,2534500.0
2019-03-06,2157900.0
2018-11-30,2057100.0
2019-08-13,2593000.0
2019-07-12,2114200.0
2019-06-10,1795500.0
2019-05-09,1262700.0
2018-07-25,1795000.0
2018-09-27,1936300.0
2018-10-29,1732600.0
2019-10-16,2097900.0
2019-12-16,1783000.0
2020-03-04,1539900.0
2020-05-22,1777700.0
2019-10-01,3744100.0
2019-12-19,731500.0
2018-09-10,1606400.0
2019-05-24,1850100.0
2018-08-09,1398800.0
2019-04-22,1266000.0
2019-03-21,1300000.0
2019-01-16,1744700.0
2019-08-28,1462500.0
2018-11-13,1792200.0
2018-10-12,2047900.0
2019-06-25,1119500.0
2020-03-10,1211900.0
2020-05-28,1606100.0
2019-10-07,1590400.0
2020-03-13,1354900.0
2019-10-10,1911000.0
2020-03-16,2684300.0
2020-06-03,1741900.0
2018-11-28,1858000.0
2018-09-25,2299100.0
2018-07-23,919900.0
2018-08-24,2190700.0
2019-07-10,1647200.0
2019-05-07,1966700.0
2019-04-05,2494600.0
2019-03-04,2403900.0
2019-01-31,1528400.0
2019-09-12,1518800.0
2019-12-31,1334100.0
2020-03-19,1192300.0
2020-01-03,1470000.0
2020-06-09,1695300.0
2019-02-15,1587600.0
2019-01-14,2018300.0
2018-07-06,1246800.0
2018-08-07,1037100.0
2018-10-10,1968900.0
2018-12-13,1393500.0
2019-08-26,1888900.0
2019-07-25,1487600.0
2019-05-22,1395400.0
2019-03-19,1292000.0
2020-01-06,1004800.0
2020-03-25,1123100.0
2020-06-12,2830700.0
2019-10-22,1374700.0
2020-01-09,1805200.0
2020-06-15,1278600.0
2019-10-25,1065000.0
2020-03-31,1422000.0
2020-06-18,957100.0
2019-04-03,1271000.0
2018-08-22,1622300.0
2018-10-25,1201500.0
2019-01-29,1321400.0
2018-12-28,2416000.0
2018-11-26,1361700.0
2019-08-09,1441900.0
2019-07-08,1208700.0
2019-06-06,1159500.0
2019-09-10,1484800.0
2020-01-15,803900.0
2020-04-03,1177200.0
2019-10-31,1152600.0
2020-04-06,1015800.0
2020-06-24,1995900.0
2018-11-09,1465200.0
2019-07-23,1665400.0
2019-06-21,1282900.0
2019-05-20,762400.0
2019-04-18,761400.0
2018-09-06,831600.0
2018-10-08,877200.0
2019-02-13,1746000.0
2018-12-11,1926900.0
2019-09-25,1659300.0
2020-01-21,1791400.0
2020-04-09,1732800.0
2019-11-06,2010000.0
2020-01-24,1584600.0
2020-01-27,1543500.0
2020-04-15,1009400.0
2018-12-26,1230800.0
2019-08-07,769100.0
2019-06-04,836800.0
2018-09-21,693400.0
2018-07-19,1516700.0
2018-08-20,1244500.0
2018-10-23,907100.0
2019-05-03,1862300.0
2019-04-01,928800.0
2019-02-28,841300.0
2019-11-12,802700.0
2020-01-30,770800.0
2019-11-15,819800.0
2020-04-21,979700.0
2019-04-16,807900.0
2019-03-15,555000.0
2019-02-11,945200.0
2019-01-10,1174000.0
2019-08-22,799300.0
2018-11-07,776000.0
2018-08-03,561700.0
2018-09-04,897400.0
2019-06-19,779900.0
2019-09-23,1721900.0
2019-11-18,1793200.0
2020-02-05,1178900.0
2020-04-24,1676500.0
2019-03-29,1524600.0
2019-11-21,1633300.0
2020-04-27,1872700.0
2020-02-11,906900.0
2020-04-30,738900.0
2019-05-01,1159800.0
2019-02-26,726800.0
2019-01-25,998900.0
2018-12-24,1126000.0
2019-09-06,1153500.0
2018-07-17,958000.0
2018-09-19,1450000.0
2019-08-05,1065200.0
2019-10-08,1250600.0
2019-12-11,2764100.0
2019-11-27,794300.0
2020-02-14,956000.0
2020-05-06,1558100.0
2019-01-08,876300.0
2018-12-07,1934500.0
2019-08-20,891700.0
2018-11-05,1266400.0
2019-07-19,530100.0
2018-10-04,639500.0
2019-06-17,802200.0
2019-05-16,1084200.0
2018-08-01,1202800.0
2019-03-13,1554300.0
2019-12-03,939400.0
2020-02-20,794400.0
2019-12-06,732900.0
2020-05-12,1138100.0
2019-12-09,711300.0
2020-02-26,1212600.0
2020-05-15,1318100.0
2019-03-28,984600.0
2018-09-17,1443900.0
2018-08-16,1505500.0
2018-10-19,1289900.0
2019-04-29,1482000.0
2019-01-23,1768000.0
2019-09-04,2469100.0
2018-11-20,2317100.0
2019-07-02,1551500.0
2019-05-31,1572800.0
2019-12-12,1296700.0
2020-05-18,1150300.0
2019-09-27,1331800.0
2020-03-03,1939500.0
2020-05-21,774300.0
2019-05-14,1339600.0
2018-08-31,916900.0
2018-07-30,1282500.0
2018-10-02,1098000.0
2019-04-12,1036600.0
2019-03-11,1068200.0
2019-02-07,625600.0
2019-07-17,830300.0
2019-09-19,2343300.0
2019-10-21,1728100.0
2019-12-18,1933200.0
2020-03-06,1749600.0
2019-10-03,874600.0
2020-03-09,1510100.0
2020-05-27,1565100.0
2019-12-24,1364900.0
2020-03-12,1234900.0
2018-12-20,1614800.0
2019-08-01,2185100.0
2018-08-14,1585800.0
2018-07-13,1486100.0
2018-10-17,1374900.0
2019-05-29,1549800.0
2019-03-26,1507600.0
2019-02-22,1659000.0
2019-10-04,1848700.0
2019-11-05,1247500.0
2019-12-27,7515200.0
2020-06-02,1519200.0
2019-12-30,1272500.0
2020-03-18,966600.0
2020-06-05,999400.0
2019-07-15,1108900.0
2018-12-03,1469200.0
2019-06-13,995000.0
2019-01-04,1468600.0
2018-08-29,1429900.0
2019-02-05,1567200.0
2018-11-01,1428000.0
2019-08-16,1943600.0
2019-04-10,1275700.0
2019-09-17,1055400.0
2019-10-15,1298700.0
2020-01-02,1310500.0
2020-06-08,1988300.0
2019-10-18,1139000.0
2020-03-24,1902900.0
2020-06-11,1640400.0
2020-01-08,1327900.0
2019-04-25,1356600.0
2019-07-30,2968200.0
2019-02-20,1195400.0
2018-07-11,931800.0
2018-09-13,1244500.0
2018-10-15,1571200.0
2019-06-28,1125000.0
2018-12-18,1453100.0
2018-11-16,1270400.0
2019-10-02,1279700.0
2020-03-27,2275400.0
2020-01-10,1237800.0
