Dates,EQR
2018-06-20,62.72999954223633
2018-06-21,62.88999938964844
2018-06-25,63.38999938964844
2018-06-22,63.91999816894531
2018-06-26,63.63999938964844
2018-06-27,63.40999984741211
2018-06-28,63.5099983215332
2018-06-29,63.939998626708984
2018-07-02,63.939998626708984
2018-07-03,64.33999633789062
2018-07-05,64.36000061035156
2018-07-16,64.9000015258789
2018-09-18,64.98999786376953
2019-01-24,64.95999908447266
2019-09-05,65.20999908447266
2018-11-21,65.30999755859375
2020-01-13,65.4800033569336
2020-04-01,64.61000061035156
2020-06-19,64.58999633789062
2019-10-29,64.33999633789062
2020-01-16,64.88999938964844
2020-06-22,64.16999816894531
2018-10-03,63.279998779296875
2018-07-31,63.63999938964844
2019-03-12,65.61000061035156
2019-02-08,65.26000213623047
2019-01-07,64.7699966430664
2018-12-06,64.08999633789062
2019-08-19,65.94000244140625
2019-07-18,66.01000213623047
2019-05-15,66.41999816894531
2019-09-20,66.94000244140625
2019-11-01,67.41000366210938
2020-04-07,67.0
2020-06-25,67.04000091552734
2020-06-16,66.94999694824219
2019-11-04,67.05000305175781
2020-01-22,66.47000122070312
2019-11-07,67.06999969482422
2020-04-13,67.36000061035156
2019-07-01,67.48999786376953
2019-05-30,67.87999725341797
2018-08-15,68.19000244140625
2018-10-18,67.69999694824219
2019-03-27,67.19999694824219
2019-01-22,67.25
2018-12-21,67.52999877929688
2019-09-03,67.58000183105469
2018-11-19,67.94000244140625
2019-08-02,68.13999938964844
2020-01-28,68.18000030517578
2020-04-16,68.05000305175781
2019-11-13,67.87000274658203
2020-01-31,67.87999725341797
2018-12-04,68.2699966430664
2018-11-02,67.66000366210938
2019-07-16,68.08999633789062
2018-08-30,68.30999755859375
2018-10-01,68.08999633789062
2019-06-14,68.3499984741211
2019-05-13,67.95999908447266
2019-04-11,68.58000183105469
2019-02-06,68.41999816894531
2019-09-18,67.83999633789062
2020-02-03,67.94000244140625
2020-04-22,68.30000305175781
2019-11-19,67.81999969482422
2020-02-06,66.44999694824219
2019-11-22,66.52999877929688
2019-03-25,65.41999816894531
2019-02-21,66.27999877929688
2018-12-19,66.58000183105469
2018-07-12,66.56999969482422
2018-09-14,66.55000305175781
2018-08-13,65.23999786376953
2018-10-16,65.55000305175781
2019-07-31,66.06999969482422
2019-05-28,65.80000305175781
2019-04-26,65.93000030517578
2020-04-28,64.94999694824219
2019-11-25,63.84000015258789
2020-02-12,63.70000076293945
2020-05-01,64.5999984741211
2020-05-04,64.55999755859375
2019-06-12,64.72000122070312
2019-04-09,64.9800033569336
2019-03-08,65.02999877929688
2019-02-04,64.0
2018-07-27,66.05000305175781
2018-08-28,66.4800033569336
2019-01-03,65.94000244140625
2019-08-15,66.45999908447266
2018-10-31,66.94999694824219
2019-09-16,66.04000091552734
2020-02-18,65.2699966430664
2020-05-07,65.01000213623047
2018-08-17,65.86000061035156
2019-12-04,66.91000366210938
2020-02-21,67.73999786376953
2018-12-17,67.5199966430664
2019-08-30,67.70999908447266
2018-11-15,68.22000122070312
2019-07-29,68.43000030517578
2019-06-27,68.93000030517578
2019-04-24,68.36000061035156
2018-07-10,69.45999908447266
2018-09-12,69.91999816894531
2019-02-19,69.87999725341797
2019-01-18,70.2699966430664
2020-02-24,69.54000091552734
2020-05-13,69.55000305175781
2019-12-10,69.97000122070312
2020-02-27,70.41000366210938
2019-12-13,70.58000183105469
2020-05-19,71.29000091552734
2019-03-06,71.88999938964844
2018-11-30,71.93000030517578
2019-08-13,72.75
2019-07-12,72.62000274658203
2019-06-10,71.94000244140625
2019-05-09,72.0999984741211
2018-07-25,71.98999786376953
2018-09-27,70.58999633789062
2018-10-29,70.16999816894531
2019-10-16,70.41999816894531
2019-12-16,69.0
2020-03-04,69.37000274658203
2020-05-22,68.91999816894531
2019-10-01,70.05999755859375
2019-12-19,67.44000244140625
2018-09-10,65.41999816894531
2019-05-24,66.05999755859375
2018-08-09,67.08000183105469
2019-04-22,66.0199966430664
2019-03-21,65.43000030517578
2019-01-16,65.05999755859375
2019-08-28,65.19999694824219
2018-11-13,65.55999755859375
2018-10-12,66.41000366210938
2019-06-25,66.5199966430664
2020-03-10,67.55000305175781
2020-05-28,67.77999877929688
2019-10-07,67.91000366210938
2020-03-13,68.70999908447266
2019-10-10,69.19000244140625
2020-03-16,69.94000244140625
2020-06-03,70.31999969482422
2018-11-28,70.43000030517578
2018-09-25,70.5999984741211
2018-07-23,70.58000183105469
2018-08-24,70.87999725341797
2019-07-10,71.7300033569336
2019-05-07,72.37999725341797
2019-04-05,72.68000030517578
2019-03-04,72.66999816894531
2019-01-31,72.94000244140625
2019-09-12,72.80999755859375
2019-12-31,73.0
2020-03-19,73.01000213623047
2020-01-03,73.62999725341797
2020-06-09,73.83999633789062
2019-02-15,73.8499984741211
2019-01-14,73.4000015258789
2018-07-06,73.37000274658203
2018-08-07,73.47000122070312
2018-10-10,73.73999786376953
2018-12-13,73.58000183105469
2019-08-26,73.44999694824219
2019-07-25,73.9000015258789
2019-05-22,74.43000030517578
2019-03-19,74.45999908447266
2020-01-06,73.9000015258789
2020-03-25,73.63999938964844
2020-06-12,74.68000030517578
2019-10-22,73.68000030517578
2020-01-09,74.12000274658203
2020-06-15,74.45999908447266
2019-10-25,74.18000030517578
2020-03-31,74.19999694824219
2020-06-18,73.9800033569336
2019-04-03,74.54000091552734
2018-08-22,75.16999816894531
2018-10-25,75.6500015258789
2019-01-29,75.05999755859375
2018-12-28,75.25
2018-11-26,75.12999725341797
2019-08-09,74.1500015258789
2019-07-08,74.13999938964844
2019-06-06,74.91999816894531
2019-09-10,75.70999908447266
2020-01-15,74.8499984741211
2020-04-03,75.18000030517578
2019-10-31,75.55000305175781
2020-04-06,75.66000366210938
2020-06-24,75.69000244140625
2018-11-09,75.31999969482422
2019-07-23,75.87999725341797
2019-06-21,75.75
2019-05-20,75.56999969482422
2019-04-18,75.75
2018-09-06,75.83000183105469
2018-10-08,75.80000305175781
2019-02-13,76.38999938964844
2018-12-11,76.91999816894531
2019-09-25,77.45999908447266
2020-01-21,77.63999938964844
2020-04-09,77.58999633789062
2019-11-06,75.8499984741211
2020-01-24,75.18000030517578
2020-01-27,74.83000183105469
2020-04-15,75.12999725341797
2018-12-26,75.83999633789062
2019-08-07,76.19000244140625
2019-06-04,76.58000183105469
2018-09-21,76.47000122070312
2018-07-19,76.68000030517578
2018-08-20,77.69000244140625
2018-10-23,77.44999694824219
2019-05-03,76.7699966430664
2019-04-01,76.6500015258789
2019-02-28,76.19999694824219
2019-11-12,75.5199966430664
2020-01-30,74.87000274658203
2019-11-15,76.12000274658203
2020-04-21,76.0
2019-04-16,76.30999755859375
2019-03-15,76.58999633789062
2019-02-11,77.05999755859375
2019-01-10,76.98999786376953
2019-08-22,76.8499984741211
2018-11-07,76.80000305175781
2018-08-03,76.80000305175781
2018-09-04,77.12000274658203
2019-06-19,77.63999938964844
2019-09-23,77.83000183105469
2019-11-18,76.5999984741211
2020-02-05,76.23999786376953
2020-04-24,77.27999877929688
2019-03-29,77.16999816894531
2019-11-21,76.20999908447266
2020-04-27,77.37000274658203
2020-02-11,78.0
2020-04-30,78.54000091552734
