Dates,EQR
2018-06-20,61.66999816894531
2018-06-21,62.06999969482422
2018-06-25,62.16999816894531
2018-06-22,63.029998779296875
2018-06-26,63.0
2018-06-27,62.65999984741211
2018-06-28,62.599998474121094
2018-06-29,62.61000061035156
2018-07-02,62.63999938964844
2018-07-03,63.189998626708984
2018-07-05,63.349998474121094
2018-07-16,64.27999877929688
2018-09-18,64.12999725341797
2019-01-24,64.2699966430664
2019-09-05,64.68000030517578
2018-11-21,64.79000091552734
2020-01-13,64.45999908447266
2020-04-01,63.81999969482422
2020-06-19,63.75
2019-10-29,63.68000030517578
2020-01-16,63.75
2020-06-22,63.119998931884766
2018-10-03,62.709999084472656
2018-07-31,62.68000030517578
2019-03-12,63.5
2019-02-08,64.30000305175781
2019-01-07,63.880001068115234
2018-12-06,63.380001068115234
2019-08-19,63.9900016784668
2019-07-18,64.66999816894531
2019-05-15,65.68000030517578
2019-09-20,65.7300033569336
2019-11-01,66.66000366210938
2020-04-07,66.33999633789062
2020-06-25,66.48999786376953
2020-06-16,66.36000061035156
2019-11-04,65.94000244140625
2020-01-22,65.80999755859375
2019-11-07,65.62999725341797
2020-04-13,66.4800033569336
2019-07-01,66.91999816894531
2019-05-30,67.26000213623047
2018-08-15,67.56999969482422
2018-10-18,66.9000015258789
2019-03-27,66.5999984741211
2019-01-22,66.80000305175781
2018-12-21,66.7699966430664
2019-09-03,66.77999877929688
2018-11-19,67.06999969482422
2019-08-02,67.76000213623047
2020-01-28,67.55000305175781
2020-04-16,67.31999969482422
2019-11-13,66.8499984741211
2020-01-31,66.76000213623047
2018-12-04,67.48999786376953
2018-11-02,66.87999725341797
2019-07-16,67.2300033569336
2018-08-30,67.4800033569336
2018-10-01,67.62000274658203
2019-06-14,67.7699966430664
2019-05-13,66.94000244140625
2019-04-11,67.61000061035156
2019-02-06,67.44000244140625
2019-09-18,66.87000274658203
2020-02-03,66.87999725341797
2020-04-22,67.16999816894531
2019-11-19,65.91000366210938
2020-02-06,65.62999725341797
2019-11-22,64.94999694824219
2019-03-25,64.86000061035156
2019-02-21,65.02999877929688
2018-12-19,65.79000091552734
2018-07-12,66.0199966430664
2018-09-14,65.08999633789062
2018-08-13,64.2699966430664
2018-10-16,64.81999969482422
2019-07-31,64.98999786376953
2019-05-28,65.05999755859375
2019-04-26,64.6500015258789
2020-04-28,62.81999969482422
2019-11-25,62.400001525878906
2020-02-12,62.41999816894531
2020-05-01,62.790000915527344
2020-05-04,63.77000045776367
2019-06-12,63.88999938964844
2019-04-09,64.38999938964844
2019-03-08,63.5099983215332
2019-02-04,62.779998779296875
2018-07-27,64.04000091552734
2018-08-28,64.87000274658203
2019-01-03,64.5999984741211
2019-08-15,65.43000030517578
2018-10-31,65.62999725341797
2019-09-16,64.9000015258789
2020-02-18,64.22000122070312
2020-05-07,63.619998931884766
2018-08-17,64.55999755859375
2019-12-04,65.63999938964844
2020-02-21,66.30000305175781
2018-12-17,66.66000366210938
2019-08-30,67.0
2018-11-15,67.12000274658203
2019-07-29,67.54000091552734
2019-06-27,67.97000122070312
2019-04-24,67.01000213623047
2018-07-10,67.72000122070312
2018-09-12,68.58999633789062
2019-02-19,68.80000305175781
2019-01-18,69.08000183105469
2020-02-24,68.73999786376953
2020-05-13,68.69000244140625
2019-12-10,68.95999908447266
2020-02-27,69.5999984741211
2019-12-13,69.31999969482422
2020-05-19,70.18000030517578
2019-03-06,71.19999694824219
2018-11-30,70.58999633789062
2019-08-13,69.58999633789062
2019-07-12,71.31999969482422
2019-06-10,70.4800033569336
2019-05-09,71.37999725341797
2018-07-25,69.4000015258789
2018-09-27,69.62999725341797
2018-10-29,69.58000183105469
