Dates,EQR
2018-06-20,62.65999984741211
2018-06-21,62.86000061035156
2018-06-25,63.119998931884766
2018-06-22,63.65999984741211
2018-06-26,63.029998779296875
2018-06-27,62.689998626708984
2018-06-28,63.29999923706055
2018-06-29,63.689998626708984
2018-07-02,63.470001220703125
2018-07-03,63.599998474121094
2018-07-05,64.3499984741211
2018-07-16,64.79000091552734
2018-09-18,64.55000305175781
2019-01-24,64.87000274658203
2019-09-05,64.87000274658203
2018-11-21,65.12999725341797
2020-01-13,64.5
2020-04-01,64.43000030517578
2020-06-19,63.86000061035156
2019-10-29,64.05000305175781
2020-01-16,64.29000091552734
2020-06-22,63.220001220703125
2018-10-03,63.22999954223633
2018-07-31,63.5
2019-03-12,64.61000061035156
2019-02-08,64.5
2019-01-07,64.02999877929688
2018-12-06,63.77000045776367
2019-08-19,65.43000030517578
2019-07-18,65.91000366210938
2019-05-15,65.97000122070312
2019-09-20,66.91000366210938
2019-11-01,67.0
2020-04-07,66.91000366210938
2020-06-25,66.55000305175781
2020-06-16,66.88999938964844
2019-11-04,65.95999908447266
2020-01-22,66.3499984741211
2019-11-07,66.5999984741211
2020-04-13,67.16000366210938
2019-07-01,67.38999938964844
2019-05-30,67.8499984741211
2018-08-15,67.75
2018-10-18,66.9800033569336
2019-03-27,66.9000015258789
2019-01-22,66.86000061035156
2018-12-21,67.43000030517578
2019-09-03,67.4800033569336
2018-11-19,67.93000030517578
2019-08-02,67.91999816894531
2020-01-28,67.66000366210938
2020-04-16,67.75
2019-11-13,67.0199966430664
2020-01-31,67.43000030517578
2018-12-04,67.98999786376953
2018-11-02,67.23999786376953
2019-07-16,67.80000305175781
2018-08-30,68.0
2018-10-01,67.76000213623047
2019-06-14,68.13999938964844
2019-05-13,67.83000183105469
2019-04-11,68.4000015258789
2019-02-06,67.7699966430664
2019-09-18,67.01000213623047
2020-02-03,67.91999816894531
2020-04-22,67.69000244140625
2019-11-19,66.0999984741211
2020-02-06,66.23999786376953
2019-11-22,64.98999786376953
2019-03-25,64.94999694824219
2019-02-21,66.26000213623047
2018-12-19,66.04000091552734
2018-07-12,66.23999786376953
2018-09-14,65.36000061035156
2018-08-13,64.95999908447266
2018-10-16,64.88999938964844
2019-07-31,65.30000305175781
2019-05-28,65.55000305175781
2019-04-26,64.69000244140625
2020-04-28,62.869998931884766
2019-11-25,62.66999816894531
2020-02-12,62.97999954223633
2020-05-01,64.37999725341797
2020-05-04,64.06999969482422
2019-06-12,64.41000366210938
2019-04-09,64.87000274658203
2019-03-08,63.540000915527344
2019-02-04,63.7400016784668
2018-07-27,65.43000030517578
2018-08-28,66.05999755859375
2019-01-03,64.83999633789062
2019-08-15,66.22000122070312
2018-10-31,65.77999877929688
2019-09-16,64.95999908447266
2020-02-18,64.81999969482422
2020-05-07,64.44000244140625
2018-08-17,65.66999816894531
2019-12-04,66.5199966430664
2020-02-21,67.47000122070312
2018-12-17,67.30000305175781
2019-08-30,67.4800033569336
2018-11-15,68.02999877929688
2019-07-29,68.13999938964844
2019-06-27,68.76000213623047
2019-04-24,67.77999877929688
2018-07-10,69.36000061035156
2018-09-12,69.4000015258789
2019-02-19,69.55000305175781
2019-01-18,69.5
2020-02-24,69.11000061035156
2020-05-13,69.44999694824219
2019-12-10,69.8499984741211
2020-02-27,70.22000122070312
2019-12-13,70.2699966430664
2020-05-19,71.25
2019-03-06,71.87999725341797
2018-11-30,70.76000213623047
2019-08-13,72.6500015258789
2019-07-12,71.66999816894531
2019-06-10,71.51000213623047
2019-05-09,71.41999816894531
2018-07-25,69.5
2018-09-27,70.0199966430664
2018-10-29,69.94000244140625
2019-10-16,67.73999786376953
2019-12-16,68.31999969482422
2020-03-04,68.2300033569336
2020-05-22,68.12000274658203
2019-10-01,67.23999786376953
2019-12-19,63.68000030517578
2018-09-10,65.41999816894531
2019-05-24,66.05999755859375
2018-08-09,66.23999786376953
2019-04-22,66.01000213623047
2019-03-21,63.7599983215332
2019-01-16,64.16000366210938
2019-08-28,64.55999755859375
2018-11-13,65.0999984741211
2018-10-12,66.31999969482422
2019-06-25,66.31999969482422
2020-03-10,67.41000366210938
2020-05-28,67.55000305175781
2019-10-07,67.62999725341797
2020-03-13,68.45999908447266
2019-10-10,69.08000183105469
2020-03-16,69.91000366210938
2020-06-03,70.12000274658203
2018-11-28,70.4000015258789
2018-09-25,70.33999633789062
2018-07-23,70.3499984741211
2018-08-24,70.66999816894531
2019-07-10,71.72000122070312
2019-05-07,72.37000274658203
2019-04-05,72.0
2019-03-04,72.55999755859375
2019-01-31,72.0199966430664
2019-09-12,72.79000091552734
2019-12-31,72.94999694824219
2020-03-19,73.0
2020-01-03,73.54000091552734
2020-06-09,73.44000244140625
2019-02-15,73.45999908447266
2019-01-14,72.54000091552734
2018-07-06,73.29000091552734
2018-08-07,73.12000274658203
2018-10-10,73.20999908447266
2018-12-13,73.52999877929688
2019-08-26,72.68000030517578
2019-07-25,73.86000061035156
2019-05-22,74.2300033569336
2019-03-19,73.5
2020-01-06,73.72000122070312
2020-03-25,73.33000183105469
2020-06-12,73.69000244140625
2019-10-22,73.5
2020-01-09,73.9800033569336
2020-06-15,73.93000030517578
2019-10-25,73.55000305175781
2020-03-31,73.43000030517578
2020-06-18,73.63999938964844
2019-04-03,74.44000244140625
2018-08-22,75.05000305175781
2018-10-25,74.91000366210938
2019-01-29,75.05999755859375
2018-12-28,74.76000213623047
2018-11-26,73.9800033569336
2019-08-09,73.5
2019-07-08,73.62000274658203
2019-06-06,74.79000091552734
2019-09-10,74.4000015258789
2020-01-15,74.47000122070312
2020-04-03,75.13999938964844
2019-10-31,74.9800033569336
2020-04-06,75.62999725341797
2020-06-24,75.31999969482422
2018-11-09,74.9800033569336
2019-07-23,75.69000244140625
2019-06-21,75.38999938964844
2019-05-20,75.27999877929688
2019-04-18,75.61000061035156
2018-09-06,75.55999755859375
2018-10-08,75.38999938964844
2019-02-13,76.3499984741211
2018-12-11,76.69000244140625
2019-09-25,77.44999694824219
2020-01-21,77.5999984741211
2020-04-09,75.7300033569336
2019-11-06,74.29000091552734
2020-01-24,75.06999969482422
2020-01-27,74.16999816894531
2020-04-15,74.95999908447266
2018-12-26,75.47000122070312
2019-08-07,75.97000122070312
2019-06-04,76.19999694824219
2018-09-21,75.30000305175781
2018-07-19,76.41999816894531
2018-08-20,76.5199966430664
2018-10-23,76.4000015258789
2019-05-03,76.58999633789062
2019-04-01,76.20999908447266
2019-02-28,74.7699966430664
2019-11-12,74.44000244140625
