Dates,ROST
2019-09-10,2318100.0
2020-01-15,1610300.0
2020-04-03,1837800.0
2019-10-31,2328600.0
2020-04-06,1923200.0
2020-06-24,2146800.0
2018-11-09,2556600.0
2019-07-23,2011000.0
2019-06-21,1717500.0
2019-05-20,1971000.0
2019-04-18,2329500.0
2018-09-06,1427700.0
2018-10-08,1291100.0
2019-02-13,1570600.0
2018-12-11,1929500.0
2019-09-25,1913200.0
2020-01-21,1447900.0
2020-04-09,1333800.0
2019-11-06,1551500.0
2020-01-24,2393700.0
2020-01-27,1565700.0
2020-04-15,2080100.0
2018-12-26,2416000.0
2019-08-07,1489900.0
2019-06-04,1450900.0
2018-09-21,1630500.0
2018-07-19,2314200.0
2018-08-20,1887100.0
2018-10-23,2135600.0
2019-05-03,1314100.0
2019-04-01,1163800.0
2019-02-28,1646300.0
2019-11-12,1881300.0
2020-01-30,1446400.0
2019-11-15,1928100.0
2020-04-21,2814800.0
2019-04-16,2501500.0
2019-03-15,1759900.0
2019-02-11,1677400.0
2019-01-10,2452700.0
2019-08-22,2575800.0
2018-11-07,2846900.0
2018-08-03,3002200.0
2018-09-04,3203500.0
2019-06-19,5843000.0
2019-09-23,5083900.0
2019-11-18,3095000.0
2020-02-05,2601500.0
2020-04-24,2525800.0
2019-03-29,2396300.0
2019-11-21,2335200.0
2020-04-27,1755700.0
2020-02-11,2240100.0
2020-04-30,3194900.0
2019-05-01,2606000.0
2019-02-26,2661600.0
2019-01-25,1910400.0
2018-12-24,2221500.0
2019-09-06,2562800.0
2018-07-17,2363100.0
2018-09-19,2489500.0
2019-08-05,1785900.0
2019-10-08,1920700.0
2019-12-11,3068500.0
2019-11-27,2058700.0
2020-02-14,2349100.0
2020-05-06,1938700.0
2019-01-08,3678800.0
2018-12-07,8249300.0
2019-08-20,2733900.0
2018-11-05,2174000.0
2019-07-19,1211900.0
2018-10-04,1612300.0
2019-06-17,1638300.0
2019-05-16,1877500.0
2018-08-01,1540800.0
2019-03-13,1722900.0
2019-12-03,3693700.0
2020-02-20,2448500.0
2019-12-06,2025100.0
2020-05-12,1774200.0
2019-12-09,2218800.0
2020-02-26,2738200.0
2020-05-15,1905700.0
2019-03-28,1303600.0
2018-09-17,1578800.0
2018-08-16,1705200.0
2018-10-19,1261500.0
2019-04-29,1060900.0
2019-01-23,1216200.0
2019-09-04,1485000.0
2018-11-20,1588900.0
2019-07-02,1563800.0
2019-05-31,2184900.0
2019-12-12,1664400.0
2020-05-18,1767600.0
2019-09-27,1861700.0
2020-03-03,1549800.0
2020-05-21,1743900.0
2019-05-14,1669000.0
2018-08-31,2413600.0
2018-07-30,1979500.0
2018-10-02,1900300.0
2019-04-12,1721500.0
2019-03-11,2308000.0
2019-02-07,1686300.0
2019-07-17,3922400.0
2019-09-19,3917000.0
2019-10-21,1787500.0
2019-12-18,2355000.0
2020-03-06,2095100.0
2019-10-03,1927100.0
2020-03-09,2290600.0
2020-05-27,2095800.0
2019-12-24,1612200.0
2020-03-12,2440900.0
2018-12-20,1436400.0
2019-08-01,1443300.0
2018-08-14,2081500.0
2018-07-13,2020600.0
2018-10-17,2242100.0
2019-05-29,1576100.0
2019-03-26,1518600.0
2019-02-22,1857100.0
2019-10-04,1984600.0
2019-11-05,1206900.0
2019-12-27,4592900.0
2020-06-02,2167000.0
2019-12-30,2176400.0
2020-03-18,1721200.0
2020-06-05,1390000.0
2019-07-15,1944600.0
2018-12-03,1582800.0
2019-06-13,1975400.0
2019-01-04,1724600.0
2018-08-29,1338800.0
2019-02-05,1570200.0
2018-11-01,1618300.0
2019-08-16,1695300.0
2019-04-10,1458400.0
2019-09-17,1461300.0
2019-10-15,1962300.0
2020-01-02,852900.0
2020-06-08,1629500.0
2019-10-18,1824700.0
2020-03-24,1025400.0
2020-06-11,1595700.0
2020-01-08,2832700.0
2019-04-25,1377300.0
2019-07-30,1484700.0
2019-02-20,1362700.0
2018-07-11,1116900.0
2018-09-13,1548000.0
2018-10-15,1565700.0
2019-06-28,1579100.0
2018-12-18,1790900.0
2018-11-16,1294400.0
2019-10-02,1540400.0
2020-03-27,1704700.0
2020-01-10,1282200.0
2019-10-24,1389700.0
2020-03-30,1431900.0
2020-06-17,1126300.0
2020-01-14,1327100.0
2020-04-02,1683900.0
2019-01-02,1291100.0
2019-08-14,1151600.0
2018-10-30,1800900.0
2019-06-11,1993500.0
2019-05-10,2267700.0
2019-04-08,2495600.0
2018-08-27,3955400.0
2018-07-26,2210100.0
2018-09-28,5066600.0
2019-03-07,1589800.0
2019-10-30,1411500.0
2020-01-17,2534700.0
2020-06-23,1890600.0
2020-04-08,1964600.0
2020-06-26,1359200.0
2019-03-22,1243500.0
2019-01-17,1947000.0
2019-08-29,1264300.0
2018-11-14,1403600.0
2019-06-26,2041800.0
2018-09-11,1319200.0
2018-07-09,1937400.0
2018-08-10,1746000.0
2019-04-23,1863300.0
2019-09-30,1427900.0
2020-01-23,3701800.0
2019-11-08,1470800.0
2020-04-14,535700.0
2019-11-11,1033000.0
2020-01-29,895600.0
2020-04-17,1415400.0
2018-07-24,1576000.0
2018-09-26,1722500.0
2019-05-08,1486500.0
2019-03-05,1573600.0
2019-02-01,1961900.0
2018-12-31,1565200.0
2018-11-29,2185800.0
2019-08-12,1271700.0
2019-07-11,1392100.0
2019-09-13,1828000.0
2019-11-14,1409100.0
2020-04-20,1853700.0
2020-02-04,2094800.0
2020-04-23,1853300.0
2018-12-14,1770500.0
2019-08-27,1989100.0
2018-08-08,1548100.0
2018-10-11,2677900.0
2018-11-12,1558400.0
2019-07-26,1365900.0
2019-06-24,1627100.0
2019-05-23,5115000.0
2019-03-20,1662700.0
2019-01-15,1510200.0
2019-11-20,1715700.0
2020-02-07,1267000.0
2020-02-10,1059000.0
2020-04-29,1373400.0
2019-11-26,1260900.0
2020-02-13,1388800.0
2019-01-30,1290300.0
2018-08-23,1307700.0
2018-09-24,1497200.0
2018-11-27,1061200.0
2018-10-26,1065400.0
2019-07-09,1316400.0
2019-06-07,1816400.0
2019-05-06,2295700.0
2019-04-04,2432000.0
2019-09-11,2738900.0
2019-11-29,4152000.0
2020-05-05,3138100.0
2019-12-02,3487300.0
2020-02-19,4938700.0
2020-05-08,3136700.0
2019-05-21,3940100.0
2019-03-18,4067500.0
2018-09-07,3921200.0
2018-08-06,3731100.0
2018-10-09,5273900.0
2019-02-14,4298400.0
2018-12-12,4883700.0
2019-07-24,7862800.0
2019-09-26,8149600.0
2019-10-28,7958700.0
2019-12-05,10008700.0
2020-05-11,5970200.0
2019-07-03,8351500.0
2020-02-25,5655300.0
2020-05-14,5436500.0
2020-02-28,3493000.0
2019-08-08,3237400.0
2019-06-05,4875800.0
2018-07-20,4468900.0
2018-08-21,4137500.0
2018-10-24,3534700.0
2019-04-02,5382000.0
2019-03-01,5867100.0
2019-01-28,3023800.0
2018-12-27,2693900.0
2019-09-09,2192200.0
2020-03-02,3034400.0
2020-05-20,2383500.0
2019-12-17,2610700.0
2020-03-05,5080600.0
2019-02-12,3565500.0
2019-01-11,4154500.0
2018-12-10,3265800.0
2019-08-23,3721400.0
2018-11-08,2213900.0
2019-07-22,3238400.0
2019-06-20,4800000.0
2018-09-05,3552400.0
2019-04-17,3057400.0
2019-09-24,1990100.0
2019-12-20,1864300.0
2020-05-26,2423200.0
2019-04-30,1938400.0
2019-12-23,2286200.0
2020-03-11,1480000.0
2020-05-29,1598100.0
2019-12-26,2301600.0
2020-06-01,2192900.0
2019-05-02,2171100.0
2019-02-27,3067500.0
2018-11-23,2581900.0
2019-08-06,3319700.0
2018-07-18,2431800.0
2018-09-20,5012800.0
2018-10-22,5340100.0
2019-07-05,4445100.0
2019-06-03,2974500.0
2019-10-09,4286700.0
2019-10-11,4513400.0
2020-03-17,2253900.0
2020-06-04,2510600.0
2019-10-14,2303300.0
2020-03-20,2689600.0
2018-11-06,2570800.0
2019-06-18,3616800.0
2019-05-17,2678700.0
2019-04-15,3299400.0
2019-03-14,3797000.0
2019-01-09,2933000.0
2018-08-02,3879400.0
2018-10-05,4164100.0
2019-08-21,3317200.0
2019-10-17,3357100.0
2020-03-23,6537000.0
2020-06-10,2839400.0
2019-02-25,3749000.0
2020-01-07,3119100.0
2020-03-26,4748500.0
2019-10-23,5236000.0
